Participant,Stimulus,condition,semantic,RT
P08,ma-ma.02.rtf,ma-ma,1,117
P09,ma-ma.02.rtf,ma-ma,1,161
P10,ma-ma.02.rtf,ma-ma,1,141
P11,ma-ma.02.rtf,ma-ma,1,293
P12,ma-ma.02.rtf,ma-ma,1,249
P13,ma-ma.02.rtf,ma-ma,1,234
P14,ma-ma.02.rtf,ma-ma,1,151
P15,ma-ma.02.rtf,ma-ma,1,225
P16,ma-ma.02.rtf,ma-ma,1,728
P17,ma-ma.02.rtf,ma-ma,1,141
P18,ma-ma.02.rtf,ma-ma,1,229
P19,ma-ma.02.rtf,ma-ma,1,156
P20,ma-ma.02.rtf,ma-ma,1,117
P21,ma-ma.02.rtf,ma-ma,1,146
P22,ma-ma.02.rtf,ma-ma,1,216
P23,ma-ma.02.rtf,ma-ma,1,291
P24,ma-ma.02.rtf,ma-ma,1,136
P26,ma-ma.02.rtf,ma-ma,1,563
P27,ma-ma.02.rtf,ma-ma,1,122
P28,ma-ma.02.rtf,ma-ma,1,278
P29,ma-ma.02.rtf,ma-ma,1,206
P30,ma-ma.02.rtf,ma-ma,1,332
P31,ma-ma.02.rtf,ma-ma,1,430
P32,ma-ma.02.rtf,ma-ma,1,102
P33,ma-ma.02.rtf,ma-ma,1,166
P34,ma-ma.02.rtf,ma-ma,1,151
P35,ma-ma.02.rtf,ma-ma,1,205
P36,ma-ma.02.rtf,ma-ma,1,161
P37,ma-ma.02.rtf,ma-ma,1,166
P01,ma-ma.03.rtf,ma-ma,1,473
P02,ma-ma.03.rtf,ma-ma,1,317
P03,ma-ma.03.rtf,ma-ma,1,112
P04,ma-ma.03.rtf,ma-ma,1,97
P05,ma-ma.03.rtf,ma-ma,1,288
P06,ma-ma.03.rtf,ma-ma,1,234
P07,ma-ma.03.rtf,ma-ma,1,170
P08,ma-ma.03.rtf,ma-ma,1,288
P09,ma-ma.03.rtf,ma-ma,1,195
P10,ma-ma.03.rtf,ma-ma,1,200
P11,ma-ma.03.rtf,ma-ma,1,391
P12,ma-ma.03.rtf,ma-ma,1,347
P13,ma-ma.03.rtf,ma-ma,1,117
P14,ma-ma.03.rtf,ma-ma,1,150
P15,ma-ma.03.rtf,ma-ma,1,71
P16,ma-ma.03.rtf,ma-ma,1,435
P17,ma-ma.03.rtf,ma-ma,1,166
P18,ma-ma.03.rtf,ma-ma,1,298
P19,ma-ma.03.rtf,ma-ma,1,210
P20,ma-ma.03.rtf,ma-ma,1,880
P21,ma-ma.03.rtf,ma-ma,1,249
P22,ma-ma.03.rtf,ma-ma,1,125
P23,ma-ma.03.rtf,ma-ma,1,161
P24,ma-ma.03.rtf,ma-ma,1,181
P25,ma-ma.03.rtf,ma-ma,1,281
P26,ma-ma.03.rtf,ma-ma,1,241
P27,ma-ma.03.rtf,ma-ma,1,171
P28,ma-ma.03.rtf,ma-ma,1,503
P29,ma-ma.03.rtf,ma-ma,1,156
P30,ma-ma.03.rtf,ma-ma,1,313
P31,ma-ma.03.rtf,ma-ma,1,215
P32,ma-ma.03.rtf,ma-ma,1,352
P33,ma-ma.03.rtf,ma-ma,1,537
P34,ma-ma.03.rtf,ma-ma,1,210
P35,ma-ma.03.rtf,ma-ma,1,474
P36,ma-ma.03.rtf,ma-ma,1,0
P37,ma-ma.03.rtf,ma-ma,1,259
P01,ma-ma.04.rtf,ma-ma,1,815
P02,ma-ma.04.rtf,ma-ma,1,464
P03,ma-ma.04.rtf,ma-ma,1,337
P04,ma-ma.04.rtf,ma-ma,1,254
P05,ma-ma.04.rtf,ma-ma,1,219
P06,ma-ma.04.rtf,ma-ma,1,376
P07,ma-ma.04.rtf,ma-ma,1,166
P08,ma-ma.04.rtf,ma-ma,1,347
P09,ma-ma.04.rtf,ma-ma,1,464
P10,ma-ma.04.rtf,ma-ma,1,225
P11,ma-ma.04.rtf,ma-ma,1,425
P12,ma-ma.04.rtf,ma-ma,1,298
P13,ma-ma.04.rtf,ma-ma,1,186
P14,ma-ma.04.rtf,ma-ma,1,391
P15,ma-ma.04.rtf,ma-ma,1,126
P16,ma-ma.04.rtf,ma-ma,1,0
P17,ma-ma.04.rtf,ma-ma,1,269
P18,ma-ma.04.rtf,ma-ma,1,107
P19,ma-ma.04.rtf,ma-ma,1,122
P20,ma-ma.04.rtf,ma-ma,1,366
P21,ma-ma.04.rtf,ma-ma,1,244
P22,ma-ma.04.rtf,ma-ma,1,246
P23,ma-ma.04.rtf,ma-ma,1,216
P24,ma-ma.04.rtf,ma-ma,1,191
P25,ma-ma.04.rtf,ma-ma,1,135
P26,ma-ma.04.rtf,ma-ma,1,342
P27,ma-ma.04.rtf,ma-ma,1,127
P28,ma-ma.04.rtf,ma-ma,1,220
P29,ma-ma.04.rtf,ma-ma,1,137
P30,ma-ma.04.rtf,ma-ma,1,317
P31,ma-ma.04.rtf,ma-ma,1,73
P32,ma-ma.04.rtf,ma-ma,1,352
P33,ma-ma.04.rtf,ma-ma,1,396
P34,ma-ma.04.rtf,ma-ma,1,166
P35,ma-ma.04.rtf,ma-ma,1,176
P36,ma-ma.04.rtf,ma-ma,1,229
P37,ma-ma.04.rtf,ma-ma,1,327
P01,ma-ma.05.rtf,ma-ma,1,463
P02,ma-ma.05.rtf,ma-ma,1,645
P03,ma-ma.05.rtf,ma-ma,1,58
P04,ma-ma.05.rtf,ma-ma,1,0
P05,ma-ma.05.rtf,ma-ma,1,166
P06,ma-ma.05.rtf,ma-ma,1,68
P07,ma-ma.05.rtf,ma-ma,1,132
P08,ma-ma.05.rtf,ma-ma,1,508
P09,ma-ma.05.rtf,ma-ma,1,562
P10,ma-ma.05.rtf,ma-ma,1,425
P11,ma-ma.05.rtf,ma-ma,1,943
P12,ma-ma.05.rtf,ma-ma,1,371
P13,ma-ma.05.rtf,ma-ma,1,176
P14,ma-ma.05.rtf,ma-ma,1,146
P15,ma-ma.05.rtf,ma-ma,1,547
P16,ma-ma.05.rtf,ma-ma,1,274
P17,ma-ma.05.rtf,ma-ma,1,132
P18,ma-ma.05.rtf,ma-ma,1,484
P19,ma-ma.05.rtf,ma-ma,1,215
P20,ma-ma.05.rtf,ma-ma,1,713
P21,ma-ma.05.rtf,ma-ma,1,640
P22,ma-ma.05.rtf,ma-ma,1,161
P23,ma-ma.05.rtf,ma-ma,1,136
P24,ma-ma.05.rtf,ma-ma,1,382
P25,ma-ma.05.rtf,ma-ma,1,246
P26,ma-ma.05.rtf,ma-ma,1,110
P27,ma-ma.05.rtf,ma-ma,1,357
P28,ma-ma.05.rtf,ma-ma,1,401
P29,ma-ma.05.rtf,ma-ma,1,581
P30,ma-ma.05.rtf,ma-ma,1,161
P31,ma-ma.05.rtf,ma-ma,1,352
P32,ma-ma.05.rtf,ma-ma,1,586
P33,ma-ma.05.rtf,ma-ma,1,303
P34,ma-ma.05.rtf,ma-ma,1,381
P35,ma-ma.05.rtf,ma-ma,1,146
P36,ma-ma.05.rtf,ma-ma,1,171
P37,ma-ma.05.rtf,ma-ma,1,475
P01,ma-ma.06.rtf,ma-ma,1,392
P02,ma-ma.06.rtf,ma-ma,1,132
P03,ma-ma.06.rtf,ma-ma,1,63
P04,ma-ma.06.rtf,ma-ma,1,244
P05,ma-ma.06.rtf,ma-ma,1,459
P06,ma-ma.06.rtf,ma-ma,1,161
P07,ma-ma.06.rtf,ma-ma,1,127
P08,ma-ma.06.rtf,ma-ma,1,352
P09,ma-ma.06.rtf,ma-ma,1,244
P10,ma-ma.06.rtf,ma-ma,1,181
P11,ma-ma.06.rtf,ma-ma,1,430
P12,ma-ma.06.rtf,ma-ma,1,293
P13,ma-ma.06.rtf,ma-ma,1,200
P14,ma-ma.06.rtf,ma-ma,1,97
P15,ma-ma.06.rtf,ma-ma,1,151
P16,ma-ma.06.rtf,ma-ma,1,356
P17,ma-ma.06.rtf,ma-ma,1,161
P18,ma-ma.06.rtf,ma-ma,1,88
P19,ma-ma.06.rtf,ma-ma,1,132
P20,ma-ma.06.rtf,ma-ma,1,503
P21,ma-ma.06.rtf,ma-ma,1,557
P22,ma-ma.06.rtf,ma-ma,1,241
P23,ma-ma.06.rtf,ma-ma,1,251
P24,ma-ma.06.rtf,ma-ma,1,186
P25,ma-ma.06.rtf,ma-ma,1,719
P26,ma-ma.06.rtf,ma-ma,1,468
P27,ma-ma.06.rtf,ma-ma,1,249
P28,ma-ma.06.rtf,ma-ma,1,635
P29,ma-ma.06.rtf,ma-ma,1,151
P30,ma-ma.06.rtf,ma-ma,1,371
P31,ma-ma.06.rtf,ma-ma,1,249
P32,ma-ma.06.rtf,ma-ma,1,479
P33,ma-ma.06.rtf,ma-ma,1,381
P34,ma-ma.06.rtf,ma-ma,1,196
P35,ma-ma.06.rtf,ma-ma,1,459
P36,ma-ma.06.rtf,ma-ma,1,78
P37,ma-ma.06.rtf,ma-ma,1,205
P01,ma-ma.07.rtf,ma-ma,1,518
P02,ma-ma.07.rtf,ma-ma,1,327
P03,ma-ma.07.rtf,ma-ma,1,303
P04,ma-ma.07.rtf,ma-ma,1,63
P05,ma-ma.07.rtf,ma-ma,1,151
P06,ma-ma.07.rtf,ma-ma,1,161
P07,ma-ma.07.rtf,ma-ma,1,528
P08,ma-ma.07.rtf,ma-ma,1,161
P09,ma-ma.07.rtf,ma-ma,1,176
P10,ma-ma.07.rtf,ma-ma,1,665
P11,ma-ma.07.rtf,ma-ma,1,308
P12,ma-ma.07.rtf,ma-ma,1,78
P13,ma-ma.07.rtf,ma-ma,1,361
P14,ma-ma.07.rtf,ma-ma,1,127
P15,ma-ma.07.rtf,ma-ma,1,225
P16,ma-ma.07.rtf,ma-ma,1,322
P17,ma-ma.07.rtf,ma-ma,1,132
P18,ma-ma.07.rtf,ma-ma,1,396
P19,ma-ma.07.rtf,ma-ma,1,151
P20,ma-ma.07.rtf,ma-ma,1,122
P21,ma-ma.07.rtf,ma-ma,1,699
P22,ma-ma.07.rtf,ma-ma,1,493
P23,ma-ma.07.rtf,ma-ma,1,342
P24,ma-ma.07.rtf,ma-ma,1,181
P25,ma-ma.07.rtf,ma-ma,1,156
P26,ma-ma.07.rtf,ma-ma,1,85
P27,ma-ma.07.rtf,ma-ma,1,146
P28,ma-ma.07.rtf,ma-ma,1,493
P29,ma-ma.07.rtf,ma-ma,1,107
P30,ma-ma.07.rtf,ma-ma,1,190
P31,ma-ma.07.rtf,ma-ma,1,141
P32,ma-ma.07.rtf,ma-ma,1,342
P33,ma-ma.07.rtf,ma-ma,1,137
P34,ma-ma.07.rtf,ma-ma,1,176
P35,ma-ma.07.rtf,ma-ma,1,229
P36,ma-ma.07.rtf,ma-ma,1,200
P37,ma-ma.07.rtf,ma-ma,1,288
P01,ma-ma.08.rtf,ma-ma,1,206
P02,ma-ma.08.rtf,ma-ma,1,425
P03,ma-ma.08.rtf,ma-ma,1,83
P04,ma-ma.08.rtf,ma-ma,1,0
P05,ma-ma.08.rtf,ma-ma,1,210
P06,ma-ma.08.rtf,ma-ma,1,93
P07,ma-ma.08.rtf,ma-ma,1,0
P08,ma-ma.08.rtf,ma-ma,1,347
P09,ma-ma.08.rtf,ma-ma,1,249
P10,ma-ma.08.rtf,ma-ma,1,219
P11,ma-ma.08.rtf,ma-ma,1,361
P12,ma-ma.08.rtf,ma-ma,1,171
P13,ma-ma.08.rtf,ma-ma,1,73
P14,ma-ma.08.rtf,ma-ma,1,288
P15,ma-ma.08.rtf,ma-ma,1,234
P16,ma-ma.08.rtf,ma-ma,1,533
P17,ma-ma.08.rtf,ma-ma,1,107
P18,ma-ma.08.rtf,ma-ma,1,92
P19,ma-ma.08.rtf,ma-ma,1,342
P20,ma-ma.08.rtf,ma-ma,1,406
P21,ma-ma.08.rtf,ma-ma,1,220
P22,ma-ma.08.rtf,ma-ma,1,246
P23,ma-ma.08.rtf,ma-ma,1,261
P24,ma-ma.08.rtf,ma-ma,1,588
P25,ma-ma.08.rtf,ma-ma,1,307
P26,ma-ma.08.rtf,ma-ma,1,95
P27,ma-ma.08.rtf,ma-ma,1,210
P28,ma-ma.08.rtf,ma-ma,1,229
P29,ma-ma.08.rtf,ma-ma,1,518
P30,ma-ma.08.rtf,ma-ma,1,156
P31,ma-ma.08.rtf,ma-ma,1,357
P32,ma-ma.08.rtf,ma-ma,1,563
P33,ma-ma.08.rtf,ma-ma,1,577
P34,ma-ma.08.rtf,ma-ma,1,166
P35,ma-ma.08.rtf,ma-ma,1,117
P36,ma-ma.08.rtf,ma-ma,1,190
P37,ma-ma.08.rtf,ma-ma,1,171
P01,ma-ma.09.rtf,ma-ma,1,498
P02,ma-ma.09.rtf,ma-ma,1,210
P03,ma-ma.09.rtf,ma-ma,1,137
P04,ma-ma.09.rtf,ma-ma,1,606
P05,ma-ma.09.rtf,ma-ma,1,540
P06,ma-ma.09.rtf,ma-ma,1,513
P07,ma-ma.09.rtf,ma-ma,1,0
P08,ma-ma.09.rtf,ma-ma,1,229
P09,ma-ma.09.rtf,ma-ma,1,308
P19,ma-ma.09.rtf,ma-ma,1,396
P21,ma-ma.09.rtf,ma-ma,1,288
P23,ma-ma.09.rtf,ma-ma,1,589
P25,ma-ma.09.rtf,ma-ma,1,468
P27,ma-ma.09.rtf,ma-ma,1,312
P29,ma-ma.09.rtf,ma-ma,1,777
P31,ma-ma.09.rtf,ma-ma,1,256
P33,ma-ma.09.rtf,ma-ma,1,518
P35,ma-ma.09.rtf,ma-ma,1,493
P37,ma-ma.09.rtf,ma-ma,1,141
P01,ma-ma.10.rtf,ma-ma,1,765
P02,ma-ma.10.rtf,ma-ma,1,511
P03,ma-ma.10.rtf,ma-ma,1,73
P04,ma-ma.10.rtf,ma-ma,1,420
P05,ma-ma.10.rtf,ma-ma,1,298
P06,ma-ma.10.rtf,ma-ma,1,484
P07,ma-ma.10.rtf,ma-ma,1,127
P08,ma-ma.10.rtf,ma-ma,1,297
P09,ma-ma.10.rtf,ma-ma,1,220
P10,ma-ma.10.rtf,ma-ma,1,137
P11,ma-ma.10.rtf,ma-ma,1,298
P12,ma-ma.10.rtf,ma-ma,1,0
P13,ma-ma.10.rtf,ma-ma,1,670
P14,ma-ma.10.rtf,ma-ma,1,479
P15,ma-ma.10.rtf,ma-ma,1,112
P16,ma-ma.10.rtf,ma-ma,1,230
P17,ma-ma.10.rtf,ma-ma,1,68
P18,ma-ma.10.rtf,ma-ma,1,136
P19,ma-ma.10.rtf,ma-ma,1,249
P20,ma-ma.10.rtf,ma-ma,1,474
P21,ma-ma.10.rtf,ma-ma,1,934
P22,ma-ma.10.rtf,ma-ma,1,553
P23,ma-ma.10.rtf,ma-ma,1,901
P24,ma-ma.10.rtf,ma-ma,1,166
P25,ma-ma.10.rtf,ma-ma,1,523
P26,ma-ma.10.rtf,ma-ma,1,196
P27,ma-ma.10.rtf,ma-ma,1,278
P28,ma-ma.10.rtf,ma-ma,1,513
P29,ma-ma.10.rtf,ma-ma,1,278
P30,ma-ma.10.rtf,ma-ma,1,298
P31,ma-ma.10.rtf,ma-ma,1,591
P32,ma-ma.10.rtf,ma-ma,1,259
P33,ma-ma.10.rtf,ma-ma,1,264
P34,ma-ma.10.rtf,ma-ma,1,151
P35,ma-ma.10.rtf,ma-ma,1,53
P36,ma-ma.10.rtf,ma-ma,1,146
P37,ma-ma.10.rtf,ma-ma,1,166
P01,ma-ma.11.rtf,ma-ma,1,453
P02,ma-ma.11.rtf,ma-ma,1,259
P03,ma-ma.11.rtf,ma-ma,1,0
P04,ma-ma.11.rtf,ma-ma,1,219
P05,ma-ma.11.rtf,ma-ma,1,308
P06,ma-ma.11.rtf,ma-ma,1,626
P07,ma-ma.11.rtf,ma-ma,1,151
P08,ma-ma.11.rtf,ma-ma,1,156
P09,ma-ma.11.rtf,ma-ma,1,88
P10,ma-ma.11.rtf,ma-ma,1,185
P11,ma-ma.11.rtf,ma-ma,1,577
P12,ma-ma.11.rtf,ma-ma,1,156
P13,ma-ma.11.rtf,ma-ma,1,503
P14,ma-ma.11.rtf,ma-ma,1,141
P15,ma-ma.11.rtf,ma-ma,1,459
P16,ma-ma.11.rtf,ma-ma,1,298
P17,ma-ma.11.rtf,ma-ma,1,58
P18,ma-ma.11.rtf,ma-ma,1,439
P19,ma-ma.11.rtf,ma-ma,1,102
P20,ma-ma.11.rtf,ma-ma,1,224
P21,ma-ma.11.rtf,ma-ma,1,269
P22,ma-ma.11.rtf,ma-ma,1,256
P23,ma-ma.11.rtf,ma-ma,1,105
P24,ma-ma.11.rtf,ma-ma,1,206
P25,ma-ma.11.rtf,ma-ma,1,161
P26,ma-ma.11.rtf,ma-ma,1,111
P27,ma-ma.11.rtf,ma-ma,1,738
P28,ma-ma.11.rtf,ma-ma,1,469
P29,ma-ma.11.rtf,ma-ma,1,268
P30,ma-ma.11.rtf,ma-ma,1,156
P31,ma-ma.11.rtf,ma-ma,1,156
P32,ma-ma.11.rtf,ma-ma,1,230
P33,ma-ma.11.rtf,ma-ma,1,200
P34,ma-ma.11.rtf,ma-ma,1,161
P35,ma-ma.11.rtf,ma-ma,1,73
P36,ma-ma.11.rtf,ma-ma,1,156
P37,ma-ma.11.rtf,ma-ma,1,342
P01,ma-ma.12.rtf,ma-ma,1,156
P02,ma-ma.12.rtf,ma-ma,1,0
P03,ma-ma.12.rtf,ma-ma,1,176
P04,ma-ma.12.rtf,ma-ma,1,322
P05,ma-ma.12.rtf,ma-ma,1,391
P06,ma-ma.12.rtf,ma-ma,1,161
P07,ma-ma.12.rtf,ma-ma,1,180
P08,ma-ma.12.rtf,ma-ma,1,293
P09,ma-ma.12.rtf,ma-ma,1,151
P10,ma-ma.12.rtf,ma-ma,1,195
P11,ma-ma.12.rtf,ma-ma,1,302
P12,ma-ma.12.rtf,ma-ma,1,480
P13,ma-ma.12.rtf,ma-ma,1,357
P14,ma-ma.12.rtf,ma-ma,1,102
P15,ma-ma.12.rtf,ma-ma,1,156
P16,ma-ma.12.rtf,ma-ma,1,298
P17,ma-ma.12.rtf,ma-ma,1,127
P18,ma-ma.12.rtf,ma-ma,1,577
P19,ma-ma.12.rtf,ma-ma,1,273
P20,ma-ma.12.rtf,ma-ma,1,210
P21,ma-ma.12.rtf,ma-ma,1,308
P22,ma-ma.12.rtf,ma-ma,1,297
P23,ma-ma.12.rtf,ma-ma,1,845
P24,ma-ma.12.rtf,ma-ma,1,221
P25,ma-ma.12.rtf,ma-ma,1,271
P26,ma-ma.12.rtf,ma-ma,1,60
P27,ma-ma.12.rtf,ma-ma,1,127
P28,ma-ma.12.rtf,ma-ma,1,557
P29,ma-ma.12.rtf,ma-ma,1,464
P30,ma-ma.12.rtf,ma-ma,1,332
P31,ma-ma.12.rtf,ma-ma,1,259
P32,ma-ma.12.rtf,ma-ma,1,459
P33,ma-ma.12.rtf,ma-ma,1,298
P34,ma-ma.12.rtf,ma-ma,1,97
P35,ma-ma.12.rtf,ma-ma,1,112
P36,ma-ma.12.rtf,ma-ma,1,0
P37,ma-ma.12.rtf,ma-ma,1,176
P01,ma-nma.01.rtf,ma-nma,1,909
P02,ma-nma.01.rtf,ma-nma,1,141
P03,ma-nma.01.rtf,ma-nma,1,58
P04,ma-nma.01.rtf,ma-nma,1,239
P05,ma-nma.01.rtf,ma-nma,1,215
P06,ma-nma.01.rtf,ma-nma,1,161
P07,ma-nma.01.rtf,ma-nma,1,161
P08,ma-nma.01.rtf,ma-nma,1,220
P09,ma-nma.01.rtf,ma-nma,1,166
P10,ma-nma.01.rtf,ma-nma,1,322
P11,ma-nma.01.rtf,ma-nma,1,391
P12,ma-nma.01.rtf,ma-nma,1,313
P13,ma-nma.01.rtf,ma-nma,1,342
P14,ma-nma.01.rtf,ma-nma,1,411
P15,ma-nma.01.rtf,ma-nma,1,185
P16,ma-nma.01.rtf,ma-nma,1,249
P17,ma-nma.01.rtf,ma-nma,1,200
P18,ma-nma.01.rtf,ma-nma,1,249
P19,ma-nma.01.rtf,ma-nma,1,136
P20,ma-nma.01.rtf,ma-nma,1,577
P21,ma-nma.01.rtf,ma-nma,1,303
P22,ma-nma.01.rtf,ma-nma,1,216
P23,ma-nma.01.rtf,ma-nma,1,397
P24,ma-nma.01.rtf,ma-nma,1,297
P25,ma-nma.01.rtf,ma-nma,1,141
P26,ma-nma.01.rtf,ma-nma,1,256
P27,ma-nma.01.rtf,ma-nma,1,132
P28,ma-nma.01.rtf,ma-nma,1,230
P29,ma-nma.01.rtf,ma-nma,1,176
P30,ma-nma.01.rtf,ma-nma,1,312
P31,ma-nma.01.rtf,ma-nma,1,327
P32,ma-nma.01.rtf,ma-nma,1,245
P33,ma-nma.01.rtf,ma-nma,1,395
P34,ma-nma.01.rtf,ma-nma,1,176
P35,ma-nma.01.rtf,ma-nma,1,205
P36,ma-nma.01.rtf,ma-nma,1,127
P37,ma-nma.01.rtf,ma-nma,1,254
P01,ma-nma.02.rtf,ma-nma,1,161
P02,ma-nma.02.rtf,ma-nma,1,190
P03,ma-nma.02.rtf,ma-nma,1,297
P04,ma-nma.02.rtf,ma-nma,1,239
P05,ma-nma.02.rtf,ma-nma,1,435
P06,ma-nma.02.rtf,ma-nma,1,283
P07,ma-nma.02.rtf,ma-nma,1,102
P08,ma-nma.02.rtf,ma-nma,1,337
P09,ma-nma.02.rtf,ma-nma,1,136
P10,ma-nma.02.rtf,ma-nma,1,376
P11,ma-nma.02.rtf,ma-nma,1,146
P12,ma-nma.02.rtf,ma-nma,1,200
P13,ma-nma.02.rtf,ma-nma,1,357
P14,ma-nma.02.rtf,ma-nma,1,83
P15,ma-nma.02.rtf,ma-nma,1,748
P16,ma-nma.02.rtf,ma-nma,1,229
P17,ma-nma.02.rtf,ma-nma,1,396
P18,ma-nma.02.rtf,ma-nma,1,254
P19,ma-nma.02.rtf,ma-nma,1,127
P20,ma-nma.02.rtf,ma-nma,1,225
P21,ma-nma.02.rtf,ma-nma,1,278
P22,ma-nma.02.rtf,ma-nma,1,286
P23,ma-nma.02.rtf,ma-nma,1,352
P24,ma-nma.02.rtf,ma-nma,1,216
P25,ma-nma.02.rtf,ma-nma,1,130
P26,ma-nma.02.rtf,ma-nma,1,296
P27,ma-nma.02.rtf,ma-nma,1,723
P28,ma-nma.02.rtf,ma-nma,1,552
P29,ma-nma.02.rtf,ma-nma,1,269
P30,ma-nma.02.rtf,ma-nma,1,146
P31,ma-nma.02.rtf,ma-nma,1,234
P32,ma-nma.02.rtf,ma-nma,1,87
P33,ma-nma.02.rtf,ma-nma,1,303
P34,ma-nma.02.rtf,ma-nma,1,146
P35,ma-nma.02.rtf,ma-nma,1,132
P36,ma-nma.02.rtf,ma-nma,1,171
P37,ma-nma.02.rtf,ma-nma,1,308
P01,ma-nma.03.rtf,ma-nma,1,584
P02,ma-nma.03.rtf,ma-nma,1,166
P03,ma-nma.03.rtf,ma-nma,1,97
P04,ma-nma.03.rtf,ma-nma,1,132
P05,ma-nma.03.rtf,ma-nma,1,479
P07,ma-nma.03.rtf,ma-nma,1,73
P08,ma-nma.03.rtf,ma-nma,1,308
P09,ma-nma.03.rtf,ma-nma,1,151
P10,ma-nma.03.rtf,ma-nma,1,200
P11,ma-nma.03.rtf,ma-nma,1,88
P12,ma-nma.03.rtf,ma-nma,1,673
P13,ma-nma.03.rtf,ma-nma,1,176
P14,ma-nma.03.rtf,ma-nma,1,361
P15,ma-nma.03.rtf,ma-nma,1,298
P16,ma-nma.03.rtf,ma-nma,1,321
P17,ma-nma.03.rtf,ma-nma,1,122
P18,ma-nma.03.rtf,ma-nma,1,73
P19,ma-nma.03.rtf,ma-nma,1,117
P20,ma-nma.03.rtf,ma-nma,1,546
P21,ma-nma.03.rtf,ma-nma,1,767
P22,ma-nma.03.rtf,ma-nma,1,151
P23,ma-nma.03.rtf,ma-nma,1,332
P24,ma-nma.03.rtf,ma-nma,1,266
P25,ma-nma.03.rtf,ma-nma,1,136
P26,ma-nma.03.rtf,ma-nma,1,206
P27,ma-nma.03.rtf,ma-nma,1,117
P28,ma-nma.03.rtf,ma-nma,1,293
P29,ma-nma.03.rtf,ma-nma,1,190
P30,ma-nma.03.rtf,ma-nma,1,146
P31,ma-nma.03.rtf,ma-nma,1,161
P32,ma-nma.03.rtf,ma-nma,1,225
P33,ma-nma.03.rtf,ma-nma,1,396
P34,ma-nma.03.rtf,ma-nma,1,146
P35,ma-nma.03.rtf,ma-nma,1,254
P36,ma-nma.03.rtf,ma-nma,1,156
P37,ma-nma.03.rtf,ma-nma,1,200
P01,ma-nma.04.rtf,ma-nma,1,150
P02,ma-nma.04.rtf,ma-nma,1,0
P03,ma-nma.04.rtf,ma-nma,1,0
P04,ma-nma.04.rtf,ma-nma,1,234
P05,ma-nma.04.rtf,ma-nma,1,220
P06,ma-nma.04.rtf,ma-nma,1,425
P07,ma-nma.04.rtf,ma-nma,1,234
P08,ma-nma.04.rtf,ma-nma,1,376
P09,ma-nma.04.rtf,ma-nma,1,195
P10,ma-nma.04.rtf,ma-nma,1,190
P11,ma-nma.04.rtf,ma-nma,1,430
P12,ma-nma.04.rtf,ma-nma,1,528
P14,ma-nma.04.rtf,ma-nma,1,141
P15,ma-nma.04.rtf,ma-nma,1,225
P16,ma-nma.04.rtf,ma-nma,1,572
P17,ma-nma.04.rtf,ma-nma,1,0
P18,ma-nma.04.rtf,ma-nma,1,254
P19,ma-nma.04.rtf,ma-nma,1,68
P20,ma-nma.04.rtf,ma-nma,1,586
P21,ma-nma.04.rtf,ma-nma,1,278
P22,ma-nma.04.rtf,ma-nma,1,216
P23,ma-nma.04.rtf,ma-nma,1,508
P24,ma-nma.04.rtf,ma-nma,1,226
