Participant,Stimulus,condition,parallel,semantic,RT
P02,ma-ma.02.rtf,ma-ma,2,1,415
P03,ma-ma.02.rtf,ma-ma,2,1,327
P04,ma-ma.02.rtf,ma-ma,2,1,175
P05,ma-ma.02.rtf,ma-ma,2,1,215
P06,ma-ma.02.rtf,ma-ma,2,1,298
P07,ma-ma.02.rtf,ma-ma,2,1,122
P08,ma-ma.02.rtf,ma-ma,2,1,185
P09,ma-ma.02.rtf,ma-ma,2,1,454
P10,ma-ma.02.rtf,ma-ma,2,1,146
P11,ma-ma.02.rtf,ma-ma,2,1,239
P12,ma-ma.02.rtf,ma-ma,2,1,156
P13,ma-ma.02.rtf,ma-ma,2,1,381
P14,ma-ma.02.rtf,ma-ma,2,1,264
P15,ma-ma.02.rtf,ma-ma,2,1,518
P16,ma-ma.02.rtf,ma-ma,2,1,220
P17,ma-ma.02.rtf,ma-ma,2,1,117
P18,ma-ma.02.rtf,ma-ma,2,1,469
P19,ma-ma.02.rtf,ma-ma,2,1,253
P20,ma-ma.02.rtf,ma-ma,2,1,640
P21,ma-ma.02.rtf,ma-ma,2,1,327
P22,ma-ma.02.rtf,ma-ma,2,1,226
P23,ma-ma.02.rtf,ma-ma,2,1,337
P24,ma-ma.02.rtf,ma-ma,2,1,130
P25,ma-ma.02.rtf,ma-ma,2,1,236
P26,ma-ma.02.rtf,ma-ma,2,1,317
P27,ma-ma.02.rtf,ma-ma,2,1,567
P28,ma-ma.02.rtf,ma-ma,2,1,93
P29,ma-ma.02.rtf,ma-ma,2,1,376
P30,ma-ma.02.rtf,ma-ma,2,1,195
P31,ma-ma.02.rtf,ma-ma,2,1,141
P32,ma-ma.02.rtf,ma-ma,2,1,352
P33,ma-ma.02.rtf,ma-ma,2,1,224
P34,ma-ma.02.rtf,ma-ma,2,1,166
P35,ma-ma.02.rtf,ma-ma,2,1,313
P36,ma-ma.02.rtf,ma-ma,2,1,200
P37,ma-ma.02.rtf,ma-ma,2,1,464
P01,ma-ma.03.rtf,ma-ma,2,1,100
P02,ma-ma.03.rtf,ma-ma,2,1,410
P03,ma-ma.03.rtf,ma-ma,2,1,127
P04,ma-ma.03.rtf,ma-ma,2,1,83
P05,ma-ma.03.rtf,ma-ma,2,1,136
P06,ma-ma.03.rtf,ma-ma,2,1,1022
P07,ma-ma.03.rtf,ma-ma,2,1,322
P08,ma-ma.03.rtf,ma-ma,2,1,205
P09,ma-ma.03.rtf,ma-ma,2,1,528
P10,ma-ma.03.rtf,ma-ma,2,1,249
P11,ma-ma.03.rtf,ma-ma,2,1,1095
P12,ma-ma.03.rtf,ma-ma,2,1,106
P13,ma-ma.03.rtf,ma-ma,2,1,254
P14,ma-ma.03.rtf,ma-ma,2,1,577
P15,ma-ma.03.rtf,ma-ma,2,1,180
P16,ma-ma.03.rtf,ma-ma,2,1,176
P17,ma-ma.03.rtf,ma-ma,2,1,73
P18,ma-ma.03.rtf,ma-ma,2,1,581
P19,ma-ma.03.rtf,ma-ma,2,1,161
P20,ma-ma.03.rtf,ma-ma,2,1,166
P21,ma-ma.03.rtf,ma-ma,2,1,78
P22,ma-ma.03.rtf,ma-ma,2,1,351
P23,ma-ma.03.rtf,ma-ma,2,1,201
P24,ma-ma.03.rtf,ma-ma,2,1,120
P25,ma-ma.03.rtf,ma-ma,2,1,352
P26,ma-ma.03.rtf,ma-ma,2,1,317
P27,ma-ma.03.rtf,ma-ma,2,1,303
P28,ma-ma.03.rtf,ma-ma,2,1,0
P29,ma-ma.03.rtf,ma-ma,2,1,143
P30,ma-ma.03.rtf,ma-ma,2,1,195
P31,ma-ma.03.rtf,ma-ma,2,1,180
P32,ma-ma.03.rtf,ma-ma,2,1,357
P33,ma-ma.03.rtf,ma-ma,2,1,146
P34,ma-ma.03.rtf,ma-ma,2,1,166
P35,ma-ma.03.rtf,ma-ma,2,1,117
P36,ma-ma.03.rtf,ma-ma,2,1,146
P37,ma-ma.03.rtf,ma-ma,2,1,224
P01,ma-ma.04.rtf,ma-ma,2,1,251
P02,ma-ma.04.rtf,ma-ma,2,1,176
P03,ma-ma.04.rtf,ma-ma,2,1,0
P04,ma-ma.04.rtf,ma-ma,2,1,514
P05,ma-ma.04.rtf,ma-ma,2,1,195
P06,ma-ma.04.rtf,ma-ma,2,1,376
P07,ma-ma.04.rtf,ma-ma,2,1,146
P08,ma-ma.04.rtf,ma-ma,2,1,161
P09,ma-ma.04.rtf,ma-ma,2,1,396
P10,ma-ma.04.rtf,ma-ma,2,1,357
P11,ma-ma.04.rtf,ma-ma,2,1,156
P12,ma-ma.04.rtf,ma-ma,2,1,171
P13,ma-ma.04.rtf,ma-ma,2,1,675
P14,ma-ma.04.rtf,ma-ma,2,1,210
P15,ma-ma.04.rtf,ma-ma,2,1,112
P16,ma-ma.04.rtf,ma-ma,2,1,352
P17,ma-ma.04.rtf,ma-ma,2,1,327
P18,ma-ma.04.rtf,ma-ma,2,1,283
P19,ma-ma.04.rtf,ma-ma,2,1,317
P20,ma-ma.04.rtf,ma-ma,2,1,239
P21,ma-ma.04.rtf,ma-ma,2,1,430
P22,ma-ma.04.rtf,ma-ma,2,1,322
P23,ma-ma.04.rtf,ma-ma,2,1,302
P24,ma-ma.04.rtf,ma-ma,2,1,750
P25,ma-ma.04.rtf,ma-ma,2,1,201
P26,ma-ma.04.rtf,ma-ma,2,1,387
P27,ma-ma.04.rtf,ma-ma,2,1,151
P28,ma-ma.04.rtf,ma-ma,2,1,332
P29,ma-ma.04.rtf,ma-ma,2,1,136
P30,ma-ma.04.rtf,ma-ma,2,1,220
P31,ma-ma.04.rtf,ma-ma,2,1,0
P32,ma-ma.04.rtf,ma-ma,2,1,591
P33,ma-ma.04.rtf,ma-ma,2,1,200
P34,ma-ma.04.rtf,ma-ma,2,1,244
P35,ma-ma.04.rtf,ma-ma,2,1,112
P36,ma-ma.04.rtf,ma-ma,2,1,68
P37,ma-ma.04.rtf,ma-ma,2,1,562
P01,ma-ma.05.rtf,ma-ma,2,1,201
P02,ma-ma.05.rtf,ma-ma,2,1,205
P03,ma-ma.05.rtf,ma-ma,2,1,54
P04,ma-ma.05.rtf,ma-ma,2,1,210
P05,ma-ma.05.rtf,ma-ma,2,1,211
P06,ma-ma.05.rtf,ma-ma,2,1,264
P07,ma-ma.05.rtf,ma-ma,2,1,264
P08,ma-ma.05.rtf,ma-ma,2,1,357
P09,ma-ma.05.rtf,ma-ma,2,1,190
P10,ma-ma.05.rtf,ma-ma,2,1,136
P11,ma-ma.05.rtf,ma-ma,2,1,283
P12,ma-ma.05.rtf,ma-ma,2,1,132
P13,ma-ma.05.rtf,ma-ma,2,1,415
P14,ma-ma.05.rtf,ma-ma,2,1,479
P15,ma-ma.05.rtf,ma-ma,2,1,83
P16,ma-ma.05.rtf,ma-ma,2,1,537
P17,ma-ma.05.rtf,ma-ma,2,1,425
P18,ma-ma.05.rtf,ma-ma,2,1,386
P19,ma-ma.05.rtf,ma-ma,2,1,156
P20,ma-ma.05.rtf,ma-ma,2,1,748
P21,ma-ma.05.rtf,ma-ma,2,1,180
P22,ma-ma.05.rtf,ma-ma,2,1,337
P23,ma-ma.05.rtf,ma-ma,2,1,271
P24,ma-ma.05.rtf,ma-ma,2,1,156
P25,ma-ma.05.rtf,ma-ma,2,1,377
P26,ma-ma.05.rtf,ma-ma,2,1,241
P27,ma-ma.05.rtf,ma-ma,2,1,606
P28,ma-ma.05.rtf,ma-ma,2,1,73
P29,ma-ma.05.rtf,ma-ma,2,1,112
P30,ma-ma.05.rtf,ma-ma,2,1,180
P31,ma-ma.05.rtf,ma-ma,2,1,425
P32,ma-ma.05.rtf,ma-ma,2,1,542
P33,ma-ma.05.rtf,ma-ma,2,1,215
P34,ma-ma.05.rtf,ma-ma,2,1,313
P35,ma-ma.05.rtf,ma-ma,2,1,249
P36,ma-ma.05.rtf,ma-ma,2,1,631
P37,ma-ma.05.rtf,ma-ma,2,1,357
P01,ma-ma.06.rtf,ma-ma,2,1,50
P02,ma-ma.06.rtf,ma-ma,2,1,180
P03,ma-ma.06.rtf,ma-ma,2,1,0
P04,ma-ma.06.rtf,ma-ma,2,1,239
P05,ma-ma.06.rtf,ma-ma,2,1,215
P06,ma-ma.06.rtf,ma-ma,2,1,205
P07,ma-ma.06.rtf,ma-ma,2,1,264
P08,ma-ma.06.rtf,ma-ma,2,1,352
P09,ma-ma.06.rtf,ma-ma,2,1,440
P10,ma-ma.06.rtf,ma-ma,2,1,635
P11,ma-ma.06.rtf,ma-ma,2,1,185
P12,ma-ma.06.rtf,ma-ma,2,1,244
P13,ma-ma.06.rtf,ma-ma,2,1,572
P14,ma-ma.06.rtf,ma-ma,2,1,273
P15,ma-ma.06.rtf,ma-ma,2,1,210
P16,ma-ma.06.rtf,ma-ma,2,1,220
P17,ma-ma.06.rtf,ma-ma,2,1,220
P18,ma-ma.06.rtf,ma-ma,2,1,410
P19,ma-ma.06.rtf,ma-ma,2,1,68
P20,ma-ma.06.rtf,ma-ma,2,1,679
P21,ma-ma.06.rtf,ma-ma,2,1,174
P22,ma-ma.06.rtf,ma-ma,2,1,438
P23,ma-ma.06.rtf,ma-ma,2,1,427
P24,ma-ma.06.rtf,ma-ma,2,1,241
P25,ma-ma.06.rtf,ma-ma,2,1,297
P26,ma-ma.06.rtf,ma-ma,2,1,60
P27,ma-ma.06.rtf,ma-ma,2,1,253
P28,ma-ma.06.rtf,ma-ma,2,1,215
P29,ma-ma.06.rtf,ma-ma,2,1,122
P30,ma-ma.06.rtf,ma-ma,2,1,215
P31,ma-ma.06.rtf,ma-ma,2,1,264
P32,ma-ma.06.rtf,ma-ma,2,1,381
P33,ma-ma.06.rtf,ma-ma,2,1,229
P34,ma-ma.06.rtf,ma-ma,2,1,395
P35,ma-ma.06.rtf,ma-ma,2,1,337
P36,ma-ma.06.rtf,ma-ma,2,1,205
P37,ma-ma.06.rtf,ma-ma,2,1,410
P01,ma-ma.07.rtf,ma-ma,2,1,367
P02,ma-ma.07.rtf,ma-ma,2,1,635
P03,ma-ma.07.rtf,ma-ma,2,1,63
P04,ma-ma.07.rtf,ma-ma,2,1,987
P05,ma-ma.07.rtf,ma-ma,2,1,474
P06,ma-ma.07.rtf,ma-ma,2,1,156
P07,ma-ma.07.rtf,ma-ma,2,1,166
P08,ma-ma.07.rtf,ma-ma,2,1,185
P09,ma-ma.07.rtf,ma-ma,2,1,0
P10,ma-ma.07.rtf,ma-ma,2,1,254
P11,ma-ma.07.rtf,ma-ma,2,1,215
P12,ma-ma.07.rtf,ma-ma,2,1,772
P13,ma-ma.07.rtf,ma-ma,2,1,302
P14,ma-ma.07.rtf,ma-ma,2,1,136
P15,ma-ma.07.rtf,ma-ma,2,1,317
P16,ma-ma.07.rtf,ma-ma,2,1,171
P17,ma-ma.07.rtf,ma-ma,2,1,269
P18,ma-ma.07.rtf,ma-ma,2,1,249
P19,ma-ma.07.rtf,ma-ma,2,1,166
P20,ma-ma.07.rtf,ma-ma,2,1,429
P21,ma-ma.07.rtf,ma-ma,2,1,269
P22,ma-ma.07.rtf,ma-ma,2,1,367
P23,ma-ma.07.rtf,ma-ma,2,1,463
P24,ma-ma.07.rtf,ma-ma,2,1,161
P25,ma-ma.07.rtf,ma-ma,2,1,302
P26,ma-ma.07.rtf,ma-ma,2,1,286
P27,ma-ma.07.rtf,ma-ma,2,1,151
P28,ma-ma.07.rtf,ma-ma,2,1,185
P29,ma-ma.07.rtf,ma-ma,2,1,132
P30,ma-ma.07.rtf,ma-ma,2,1,194
P31,ma-ma.07.rtf,ma-ma,2,1,322
P32,ma-ma.07.rtf,ma-ma,2,1,381
P33,ma-ma.07.rtf,ma-ma,2,1,136
P34,ma-ma.07.rtf,ma-ma,2,1,469
P35,ma-ma.07.rtf,ma-ma,2,1,410
P36,ma-ma.07.rtf,ma-ma,2,1,337
P37,ma-ma.07.rtf,ma-ma,2,1,317
P01,ma-ma.08.rtf,ma-ma,2,1,351
P02,ma-ma.08.rtf,ma-ma,2,1,176
P03,ma-ma.08.rtf,ma-ma,2,1,58
P04,ma-ma.08.rtf,ma-ma,2,1,73
P05,ma-ma.08.rtf,ma-ma,2,1,435
P06,ma-ma.08.rtf,ma-ma,2,1,503
P07,ma-ma.08.rtf,ma-ma,2,1,489
P08,ma-ma.08.rtf,ma-ma,2,1,200
P09,ma-ma.08.rtf,ma-ma,2,1,308
P10,ma-ma.08.rtf,ma-ma,2,1,386
P11,ma-ma.08.rtf,ma-ma,2,1,195
P12,ma-ma.08.rtf,ma-ma,2,1,229
P13,ma-ma.08.rtf,ma-ma,2,1,215
P14,ma-ma.08.rtf,ma-ma,2,1,332
P15,ma-ma.08.rtf,ma-ma,2,1,269
P16,ma-ma.08.rtf,ma-ma,2,1,586
P17,ma-ma.08.rtf,ma-ma,2,1,151
P18,ma-ma.08.rtf,ma-ma,2,1,0
P19,ma-ma.08.rtf,ma-ma,2,1,156
P20,ma-ma.08.rtf,ma-ma,2,1,337
P21,ma-ma.08.rtf,ma-ma,2,1,772
P22,ma-ma.08.rtf,ma-ma,2,1,357
P23,ma-ma.08.rtf,ma-ma,2,1,761
P24,ma-ma.08.rtf,ma-ma,2,1,191
P25,ma-ma.08.rtf,ma-ma,2,1,327
P26,ma-ma.08.rtf,ma-ma,2,1,287
P27,ma-ma.08.rtf,ma-ma,2,1,205
P28,ma-ma.08.rtf,ma-ma,2,1,312
P29,ma-ma.08.rtf,ma-ma,2,1,185
P30,ma-ma.08.rtf,ma-ma,2,1,112
P31,ma-ma.08.rtf,ma-ma,2,1,112
P32,ma-ma.08.rtf,ma-ma,2,1,591
P33,ma-ma.08.rtf,ma-ma,2,1,542
P34,ma-ma.08.rtf,ma-ma,2,1,454
P35,ma-ma.08.rtf,ma-ma,2,1,371
P36,ma-ma.08.rtf,ma-ma,2,1,185
P37,ma-ma.08.rtf,ma-ma,2,1,205
P01,ma-ma.09.rtf,ma-ma,2,1,201
P02,ma-ma.09.rtf,ma-ma,2,1,386
P03,ma-ma.09.rtf,ma-ma,2,1,0
P04,ma-ma.09.rtf,ma-ma,2,1,752
P05,ma-ma.09.rtf,ma-ma,2,1,249
P06,ma-ma.09.rtf,ma-ma,2,1,572
P07,ma-ma.09.rtf,ma-ma,2,1,132
P08,ma-ma.09.rtf,ma-ma,2,1,303
P09,ma-ma.09.rtf,ma-ma,2,1,322
P10,ma-ma.09.rtf,ma-ma,2,1,190
P11,ma-ma.09.rtf,ma-ma,2,1,288
P12,ma-ma.09.rtf,ma-ma,2,1,860
P13,ma-ma.09.rtf,ma-ma,2,1,219
P14,ma-ma.09.rtf,ma-ma,2,1,430
P15,ma-ma.09.rtf,ma-ma,2,1,259
P16,ma-ma.09.rtf,ma-ma,2,1,435
P17,ma-ma.09.rtf,ma-ma,2,1,327
P18,ma-ma.09.rtf,ma-ma,2,1,122
P19,ma-ma.09.rtf,ma-ma,2,1,156
P20,ma-ma.09.rtf,ma-ma,2,1,352
P21,ma-ma.09.rtf,ma-ma,2,1,313
P22,ma-ma.09.rtf,ma-ma,2,1,312
P23,ma-ma.09.rtf,ma-ma,2,1,161
P24,ma-ma.09.rtf,ma-ma,2,1,186
P25,ma-ma.09.rtf,ma-ma,2,1,221
P26,ma-ma.09.rtf,ma-ma,2,1,196
P27,ma-ma.09.rtf,ma-ma,2,1,303
P28,ma-ma.09.rtf,ma-ma,2,1,254
P29,ma-ma.09.rtf,ma-ma,2,1,97
P30,ma-ma.09.rtf,ma-ma,2,1,288
P31,ma-ma.09.rtf,ma-ma,2,1,205
P32,ma-ma.09.rtf,ma-ma,2,1,351
P33,ma-ma.09.rtf,ma-ma,2,1,122
P34,ma-ma.09.rtf,ma-ma,2,1,303
P35,ma-ma.09.rtf,ma-ma,2,1,371
P36,ma-ma.09.rtf,ma-ma,2,1,273
P37,ma-ma.09.rtf,ma-ma,2,1,151
P01,ma-ma.10.rtf,ma-ma,2,1,292
P02,ma-ma.10.rtf,ma-ma,2,1,102
P03,ma-ma.10.rtf,ma-ma,2,1,141
P04,ma-ma.10.rtf,ma-ma,2,1,131
P05,ma-ma.10.rtf,ma-ma,2,1,288
P06,ma-ma.10.rtf,ma-ma,2,1,523
P07,ma-ma.10.rtf,ma-ma,2,1,176
P08,ma-ma.10.rtf,ma-ma,2,1,327
P09,ma-ma.10.rtf,ma-ma,2,1,137
P10,ma-ma.10.rtf,ma-ma,2,1,215
P11,ma-ma.10.rtf,ma-ma,2,1,249
P12,ma-ma.10.rtf,ma-ma,2,1,552
P13,ma-ma.10.rtf,ma-ma,2,1,264
P14,ma-ma.10.rtf,ma-ma,2,1,234
P15,ma-ma.10.rtf,ma-ma,2,1,156
P16,ma-ma.10.rtf,ma-ma,2,1,180
P17,ma-ma.10.rtf,ma-ma,2,1,58
P18,ma-ma.10.rtf,ma-ma,2,1,293
P19,ma-ma.10.rtf,ma-ma,2,1,181
P20,ma-ma.10.rtf,ma-ma,2,1,366
P21,ma-ma.10.rtf,ma-ma,2,1,288
P22,ma-ma.10.rtf,ma-ma,2,1,256
P23,ma-ma.10.rtf,ma-ma,2,1,161
P24,ma-ma.10.rtf,ma-ma,2,1,286
P25,ma-ma.10.rtf,ma-ma,2,1,151
P26,ma-ma.10.rtf,ma-ma,2,1,332
P27,ma-ma.10.rtf,ma-ma,2,1,215
P28,ma-ma.10.rtf,ma-ma,2,1,533
P29,ma-ma.10.rtf,ma-ma,2,1,127
P30,ma-ma.10.rtf,ma-ma,2,1,420
P31,ma-ma.10.rtf,ma-ma,2,1,171
P32,ma-ma.10.rtf,ma-ma,2,1,381
P33,ma-ma.10.rtf,ma-ma,2,1,787
P34,ma-ma.10.rtf,ma-ma,2,1,141
P35,ma-ma.10.rtf,ma-ma,2,1,141
P36,ma-ma.10.rtf,ma-ma,2,1,0
P37,ma-ma.10.rtf,ma-ma,2,1,141
P01,ma-ma.11.rtf,ma-ma,2,1,266
P02,ma-ma.11.rtf,ma-ma,2,1,308
P03,ma-ma.11.rtf,ma-ma,2,1,127
P04,ma-ma.11.rtf,ma-ma,2,1,185
P05,ma-ma.11.rtf,ma-ma,2,1,274
P06,ma-ma.11.rtf,ma-ma,2,1,132
P07,ma-ma.11.rtf,ma-ma,2,1,298
P08,ma-ma.11.rtf,ma-ma,2,1,635
P09,ma-ma.11.rtf,ma-ma,2,1,215
P10,ma-ma.11.rtf,ma-ma,2,1,401
P11,ma-ma.11.rtf,ma-ma,2,1,449
P12,ma-ma.11.rtf,ma-ma,2,1,215
P13,ma-ma.11.rtf,ma-ma,2,1,650
P14,ma-ma.11.rtf,ma-ma,2,1,87
P15,ma-ma.11.rtf,ma-ma,2,1,366
P16,ma-ma.11.rtf,ma-ma,2,1,332
P17,ma-ma.11.rtf,ma-ma,2,1,572
P18,ma-ma.11.rtf,ma-ma,2,1,190
P19,ma-ma.11.rtf,ma-ma,2,1,273
P20,ma-ma.11.rtf,ma-ma,2,1,1066
P21,ma-ma.11.rtf,ma-ma,2,1,342
P22,ma-ma.11.rtf,ma-ma,2,1,307
P23,ma-ma.11.rtf,ma-ma,2,1,362
P24,ma-ma.11.rtf,ma-ma,2,1,146
P25,ma-ma.11.rtf,ma-ma,2,1,140
P26,ma-ma.11.rtf,ma-ma,2,1,206
P27,ma-ma.11.rtf,ma-ma,2,1,127
P28,ma-ma.11.rtf,ma-ma,2,1,141
P29,ma-ma.11.rtf,ma-ma,2,1,141
P30,ma-ma.11.rtf,ma-ma,2,1,73
P31,ma-ma.11.rtf,ma-ma,2,1,454
P32,ma-ma.11.rtf,ma-ma,2,1,366
P33,ma-ma.11.rtf,ma-ma,2,1,142
P34,ma-ma.11.rtf,ma-ma,2,1,234
P35,ma-ma.11.rtf,ma-ma,2,1,0
P36,ma-ma.11.rtf,ma-ma,2,1,122
P37,ma-ma.11.rtf,ma-ma,2,1,322
P01,ma-ma.12.rtf,ma-ma,2,1,332
P02,ma-ma.12.rtf,ma-ma,2,1,259
P03,ma-ma.12.rtf,ma-ma,2,1,58
P04,ma-ma.12.rtf,ma-ma,2,1,298
P05,ma-ma.12.rtf,ma-ma,2,1,313
P06,ma-ma.12.rtf,ma-ma,2,1,234
P07,ma-ma.12.rtf,ma-ma,2,1,293
P08,ma-ma.12.rtf,ma-ma,2,1,132
P09,ma-ma.12.rtf,ma-ma,2,1,140
P10,ma-ma.12.rtf,ma-ma,2,1,347
P11,ma-ma.12.rtf,ma-ma,2,1,259
P12,ma-ma.12.rtf,ma-ma,2,1,234
P13,ma-ma.12.rtf,ma-ma,2,1,127
P14,ma-ma.12.rtf,ma-ma,2,1,332
P15,ma-ma.12.rtf,ma-ma,2,1,156
P16,ma-ma.12.rtf,ma-ma,2,1,175
P17,ma-ma.12.rtf,ma-ma,2,1,0
P18,ma-ma.12.rtf,ma-ma,2,1,229
P19,ma-ma.12.rtf,ma-ma,2,1,225
P20,ma-ma.12.rtf,ma-ma,2,1,875
P21,ma-ma.12.rtf,ma-ma,2,1,205
P22,ma-ma.12.rtf,ma-ma,2,1,166
P23,ma-ma.12.rtf,ma-ma,2,1,583
P24,ma-ma.12.rtf,ma-ma,2,1,191
P25,ma-ma.12.rtf,ma-ma,2,1,493
P26,ma-ma.12.rtf,ma-ma,2,1,135
P27,ma-ma.12.rtf,ma-ma,2,1,406
P28,ma-ma.12.rtf,ma-ma,2,1,53
P29,ma-ma.12.rtf,ma-ma,2,1,112
P30,ma-ma.12.rtf,ma-ma,2,1,83
P31,ma-ma.12.rtf,ma-ma,2,1,356
P32,ma-ma.12.rtf,ma-ma,2,1,318
P33,ma-ma.12.rtf,ma-ma,2,1,547
P34,ma-ma.12.rtf,ma-ma,2,1,117
P35,ma-ma.12.rtf,ma-ma,2,1,381
P36,ma-ma.12.rtf,ma-ma,2,1,176
P37,ma-ma.12.rtf,ma-ma,2,1,244
P01,ma-nma.01.rtf,ma-nma,1,2,236
P02,ma-nma.01.rtf,ma-nma,1,2,366
P03,ma-nma.01.rtf,ma-nma,1,2,68
P04,ma-nma.01.rtf,ma-nma,1,2,249
P05,ma-nma.01.rtf,ma-nma,1,2,215
P06,ma-nma.01.rtf,ma-nma,1,2,83
P07,ma-nma.01.rtf,ma-nma,1,2,160
P08,ma-nma.01.rtf,ma-nma,1,2,156
P09,ma-nma.01.rtf,ma-nma,1,2,366
P10,ma-nma.01.rtf,ma-nma,1,2,68
P11,ma-nma.01.rtf,ma-nma,1,2,449
P12,ma-nma.01.rtf,ma-nma,1,2,523
P13,ma-nma.01.rtf,ma-nma,1,2,201
P14,ma-nma.01.rtf,ma-nma,1,2,264
P15,ma-nma.01.rtf,ma-nma,1,2,459
P16,ma-nma.01.rtf,ma-nma,1,2,278
P17,ma-nma.01.rtf,ma-nma,1,2,156
P18,ma-nma.01.rtf,ma-nma,1,2,234
P19,ma-nma.01.rtf,ma-nma,1,2,171
P20,ma-nma.01.rtf,ma-nma,1,2,141
P21,ma-nma.01.rtf,ma-nma,1,2,269
P22,ma-nma.01.rtf,ma-nma,1,2,392
P23,ma-nma.01.rtf,ma-nma,1,2,146
P24,ma-nma.01.rtf,ma-nma,1,2,120
P25,ma-nma.01.rtf,ma-nma,1,2,362
P26,ma-nma.01.rtf,ma-nma,1,2,181
P27,ma-nma.01.rtf,ma-nma,1,2,288
P28,ma-nma.01.rtf,ma-nma,1,2,288
P29,ma-nma.01.rtf,ma-nma,1,2,249
P30,ma-nma.01.rtf,ma-nma,1,2,112
P31,ma-nma.01.rtf,ma-nma,1,2,112
P32,ma-nma.01.rtf,ma-nma,1,2,1046
P33,ma-nma.01.rtf,ma-nma,1,2,288
P34,ma-nma.01.rtf,ma-nma,1,2,122
P35,ma-nma.01.rtf,ma-nma,1,2,488
P36,ma-nma.01.rtf,ma-nma,1,2,322
P37,ma-nma.01.rtf,ma-nma,1,2,127
P01,ma-nma.02.rtf,ma-nma,1,2,186
P02,ma-nma.02.rtf,ma-nma,1,2,200
P03,ma-nma.02.rtf,ma-nma,1,2,156
P04,ma-nma.02.rtf,ma-nma,1,2,210
P05,ma-nma.02.rtf,ma-nma,1,2,141
P06,ma-nma.02.rtf,ma-nma,1,2,557
P07,ma-nma.02.rtf,ma-nma,1,2,386
P08,ma-nma.02.rtf,ma-nma,1,2,278
P09,ma-nma.02.rtf,ma-nma,1,2,195
P10,ma-nma.02.rtf,ma-nma,1,2,151
P11,ma-nma.02.rtf,ma-nma,1,2,146
P12,ma-nma.02.rtf,ma-nma,1,2,357
P13,ma-nma.02.rtf,ma-nma,1,2,220
P14,ma-nma.02.rtf,ma-nma,1,2,264
P15,ma-nma.02.rtf,ma-nma,1,2,229
P16,ma-nma.02.rtf,ma-nma,1,2,386
P17,ma-nma.02.rtf,ma-nma,1,2,420
P18,ma-nma.02.rtf,ma-nma,1,2,156
P19,ma-nma.02.rtf,ma-nma,1,2,224
P20,ma-nma.02.rtf,ma-nma,1,2,377
P21,ma-nma.02.rtf,ma-nma,1,2,884
P22,ma-nma.02.rtf,ma-nma,1,2,145
P23,ma-nma.02.rtf,ma-nma,1,2,463
P24,ma-nma.02.rtf,ma-nma,1,2,115
P25,ma-nma.02.rtf,ma-nma,1,2,287
P26,ma-nma.02.rtf,ma-nma,1,2,140
P27,ma-nma.02.rtf,ma-nma,1,2,475
P28,ma-nma.02.rtf,ma-nma,1,2,294
P29,ma-nma.02.rtf,ma-nma,1,2,229
P30,ma-nma.02.rtf,ma-nma,1,2,92
P31,ma-nma.02.rtf,ma-nma,1,2,220
P32,ma-nma.02.rtf,ma-nma,1,2,78
P33,ma-nma.02.rtf,ma-nma,1,2,264
P34,ma-nma.02.rtf,ma-nma,1,2,347
P35,ma-nma.02.rtf,ma-nma,1,2,0
