item,subject,semantic,condition,RT
nma-nma.02,32,2,nma-nma,97
nma-nma.02,33,2,nma-nma,190
nma-nma.02,34,2,nma-nma,0
nma-nma.02,35,2,nma-nma,73
nma-nma.02,36,2,nma-nma,190
nma-nma.02,37,2,nma-nma,53
nma-nma.03,1,2,nma-nma,659.9
nma-nma.03,2,2,nma-nma,112
nma-nma.03,3,2,nma-nma,215
nma-nma.03,4,2,nma-nma,185
nma-nma.03,5,2,nma-nma,92
nma-nma.03,6,2,nma-nma,915.1
nma-nma.03,7,2,nma-nma,205
nma-nma.03,8,2,nma-nma,161
nma-nma.03,9,2,nma-nma,269
nma-nma.03,10,2,nma-nma,122
nma-nma.03,13,2,nma-nma,83
nma-nma.03,14,2,nma-nma,435
nma-nma.03,15,2,nma-nma,0
nma-nma.03,16,2,nma-nma,224
nma-nma.03,17,2,nma-nma,131
nma-nma.03,18,2,nma-nma,151
nma-nma.03,19,2,nma-nma,0
nma-nma.03,20,2,nma-nma,264
nma-nma.03,21,2,nma-nma,273.8
nma-nma.03,22,2,nma-nma,211
nma-nma.03,23,2,nma-nma,392
nma-nma.03,24,2,nma-nma,387.6
nma-nma.03,25,2,nma-nma,780
nma-nma.03,26,2,nma-nma,105
nma-nma.03,27,2,nma-nma,327
nma-nma.03,28,2,nma-nma,0
nma-nma.03,29,2,nma-nma,0
nma-nma.03,30,2,nma-nma,102
nma-nma.03,31,2,nma-nma,200
nma-nma.03,32,2,nma-nma,0
nma-nma.03,33,2,nma-nma,220
nma-nma.03,34,2,nma-nma,220
nma-nma.03,35,2,nma-nma,102
nma-nma.03,36,2,nma-nma,117
nma-nma.03,37,2,nma-nma,0
nma-nma.04,1,2,nma-nma,468.4
nma-nma.04,2,2,nma-nma,268
nma-nma.04,3,2,nma-nma,151
nma-nma.04,4,2,nma-nma,0
nma-nma.04,5,2,nma-nma,171
nma-nma.04,6,2,nma-nma,78
nma-nma.04,7,2,nma-nma,200
nma-nma.04,8,2,nma-nma,263
nma-nma.04,9,2,nma-nma,967.3
nma-nma.04,10,2,nma-nma,0
nma-nma.04,12,2,nma-nma,0
nma-nma.04,13,2,nma-nma,92
nma-nma.04,14,2,nma-nma,176
nma-nma.04,15,2,nma-nma,146
nma-nma.04,16,2,nma-nma,0
nma-nma.04,17,2,nma-nma,317.8
nma-nma.04,18,2,nma-nma,0
nma-nma.04,19,2,nma-nma,0
nma-nma.04,20,2,nma-nma,234
nma-nma.04,21,2,nma-nma,215
nma-nma.04,22,2,nma-nma,221
nma-nma.04,23,2,nma-nma,175
nma-nma.04,24,2,nma-nma,211
nma-nma.04,25,2,nma-nma,704.8
nma-nma.04,26,2,nma-nma,790.9
nma-nma.04,27,2,nma-nma,176
nma-nma.04,28,2,nma-nma,122
nma-nma.04,29,2,nma-nma,0
nma-nma.04,30,2,nma-nma,205
nma-nma.04,31,2,nma-nma,146
nma-nma.04,32,2,nma-nma,0
nma-nma.04,33,2,nma-nma,141
nma-nma.04,34,2,nma-nma,0
nma-nma.04,35,2,nma-nma,273
nma-nma.04,36,2,nma-nma,146
nma-nma.04,37,2,nma-nma,249
nma-nma.05,1,2,nma-nma,699
nma-nma.05,2,2,nma-nma,156
nma-nma.05,3,2,nma-nma,0
nma-nma.05,4,2,nma-nma,0
nma-nma.05,5,2,nma-nma,0
nma-nma.05,6,2,nma-nma,425
nma-nma.05,7,2,nma-nma,181
nma-nma.05,8,2,nma-nma,122
nma-nma.05,9,2,nma-nma,93
nma-nma.05,10,2,nma-nma,224
nma-nma.05,11,2,nma-nma,405
nma-nma.05,12,2,nma-nma,0
nma-nma.05,13,2,nma-nma,156
nma-nma.05,14,2,nma-nma,308
nma-nma.05,15,2,nma-nma,186
nma-nma.05,16,2,nma-nma,132
nma-nma.05,17,2,nma-nma,190
nma-nma.05,18,2,nma-nma,151
nma-nma.05,19,2,nma-nma,205
nma-nma.05,20,2,nma-nma,0
nma-nma.05,21,2,nma-nma,166
nma-nma.05,22,2,nma-nma,0
nma-nma.05,23,2,nma-nma,443
nma-nma.05,24,2,nma-nma,226
nma-nma.05,25,2,nma-nma,176
nma-nma.05,26,2,nma-nma,226
nma-nma.05,27,2,nma-nma,464.5
nma-nma.05,28,2,nma-nma,0
nma-nma.05,29,2,nma-nma,122
nma-nma.05,30,2,nma-nma,156
nma-nma.05,31,2,nma-nma,92
nma-nma.05,32,2,nma-nma,547.6
nma-nma.05,33,2,nma-nma,185
nma-nma.05,34,2,nma-nma,53
nma-nma.05,35,2,nma-nma,0
nma-nma.05,36,2,nma-nma,0
nma-nma.05,37,2,nma-nma,782.3
nma-nma.06,1,2,nma-nma,572.2
nma-nma.06,2,2,nma-nma,0
nma-nma.06,3,2,nma-nma,78
nma-nma.06,4,2,nma-nma,190
nma-nma.06,5,2,nma-nma,73
nma-nma.06,6,2,nma-nma,161
nma-nma.06,7,2,nma-nma,210
nma-nma.06,8,2,nma-nma,322
nma-nma.06,9,2,nma-nma,0
nma-nma.06,10,2,nma-nma,552
nma-nma.06,11,2,nma-nma,371
nma-nma.06,12,2,nma-nma,415.7
nma-nma.06,13,2,nma-nma,136
nma-nma.06,14,2,nma-nma,381
nma-nma.06,15,2,nma-nma,0
nma-nma.06,16,2,nma-nma,107
nma-nma.06,17,2,nma-nma,0
nma-nma.06,18,2,nma-nma,132
nma-nma.06,19,2,nma-nma,0
nma-nma.06,20,2,nma-nma,650
nma-nma.06,21,2,nma-nma,0
nma-nma.06,22,2,nma-nma,362
nma-nma.06,23,2,nma-nma,186
nma-nma.06,24,2,nma-nma,105
nma-nma.06,25,2,nma-nma,750.2
nma-nma.06,26,2,nma-nma,0
nma-nma.06,27,2,nma-nma,303
nma-nma.06,28,2,nma-nma,0
nma-nma.06,29,2,nma-nma,234.7
nma-nma.06,30,2,nma-nma,293
nma-nma.06,31,2,nma-nma,493
nma-nma.06,32,2,nma-nma,268.9
nma-nma.06,33,2,nma-nma,170
nma-nma.06,34,2,nma-nma,0
nma-nma.06,35,2,nma-nma,195
nma-nma.06,36,2,nma-nma,190
nma-nma.06,37,2,nma-nma,0
nma-nma.07,1,2,nma-nma,644.3
nma-nma.07,2,2,nma-nma,161
nma-nma.07,3,2,nma-nma,146.8
nma-nma.07,4,2,nma-nma,180
nma-nma.07,5,2,nma-nma,298
nma-nma.07,6,2,nma-nma,181
nma-nma.07,7,2,nma-nma,0
nma-nma.07,8,2,nma-nma,303
nma-nma.07,9,2,nma-nma,146
nma-nma.07,10,2,nma-nma,308
nma-nma.07,11,2,nma-nma,156
nma-nma.07,12,2,nma-nma,288
nma-nma.07,13,2,nma-nma,195
nma-nma.07,14,2,nma-nma,141
nma-nma.07,15,2,nma-nma,185
nma-nma.07,16,2,nma-nma,234
nma-nma.07,17,2,nma-nma,97
nma-nma.07,18,2,nma-nma,464.2
nma-nma.07,19,2,nma-nma,132
nma-nma.07,20,2,nma-nma,293
nma-nma.07,21,2,nma-nma,630.6
nma-nma.07,22,2,nma-nma,211
nma-nma.07,23,2,nma-nma,0
nma-nma.07,24,2,nma-nma,130
nma-nma.07,25,2,nma-nma,347.3
nma-nma.07,26,2,nma-nma,292
nma-nma.07,27,2,nma-nma,210
nma-nma.07,28,2,nma-nma,518.4
nma-nma.07,29,2,nma-nma,0
nma-nma.07,30,2,nma-nma,185
nma-nma.07,31,2,nma-nma,361.3
nma-nma.07,32,2,nma-nma,850.9
nma-nma.07,33,2,nma-nma,210
nma-nma.07,34,2,nma-nma,137
nma-nma.07,35,2,nma-nma,215.1
nma-nma.07,36,2,nma-nma,464
nma-nma.08,1,2,nma-nma,417
nma-nma.08,2,2,nma-nma,0
nma-nma.08,3,2,nma-nma,0
nma-nma.08,4,2,nma-nma,0
nma-nma.08,5,2,nma-nma,224
nma-nma.08,6,2,nma-nma,83
nma-nma.08,7,2,nma-nma,171
nma-nma.08,8,2,nma-nma,342
nma-nma.08,9,2,nma-nma,269
nma-nma.08,10,2,nma-nma,430
nma-nma.08,11,2,nma-nma,171
nma-nma.08,12,2,nma-nma,513
nma-nma.08,13,2,nma-nma,73
nma-nma.08,14,2,nma-nma,278
nma-nma.08,15,2,nma-nma,190
nma-nma.08,16,2,nma-nma,146
nma-nma.08,17,2,nma-nma,0
nma-nma.08,18,2,nma-nma,0
nma-nma.08,19,2,nma-nma,127
nma-nma.08,20,2,nma-nma,185
nma-nma.08,21,2,nma-nma,107
nma-nma.08,22,2,nma-nma,115
nma-nma.08,23,2,nma-nma,0
nma-nma.08,24,2,nma-nma,0
nma-nma.08,25,2,nma-nma,513.7
nma-nma.08,27,2,nma-nma,405
nma-nma.08,28,2,nma-nma,293
nma-nma.08,29,2,nma-nma,78
nma-nma.08,30,2,nma-nma,264.2
nma-nma.08,31,2,nma-nma,317
nma-nma.08,32,2,nma-nma,371.6
nma-nma.08,33,2,nma-nma,97
nma-nma.08,34,2,nma-nma,141
nma-nma.08,35,2,nma-nma,278
nma-nma.08,36,2,nma-nma,195
nma-nma.08,37,2,nma-nma,112
nma-nma.09,1,2,nma-nma,900.7
nma-nma.09,2,2,nma-nma,0
nma-nma.09,3,2,nma-nma,63
nma-nma.09,4,2,nma-nma,0
nma-nma.09,5,2,nma-nma,151
nma-nma.09,6,2,nma-nma,127
nma-nma.09,7,2,nma-nma,141
nma-nma.09,8,2,nma-nma,141
nma-nma.09,9,2,nma-nma,332
nma-nma.09,10,2,nma-nma,249
nma-nma.09,11,2,nma-nma,117
nma-nma.09,12,2,nma-nma,0
nma-nma.09,13,2,nma-nma,102
nma-nma.09,15,2,nma-nma,185
nma-nma.09,16,2,nma-nma,190
nma-nma.09,17,2,nma-nma,322
nma-nma.09,18,2,nma-nma,122
nma-nma.09,19,2,nma-nma,127
nma-nma.09,20,2,nma-nma,0
nma-nma.09,21,2,nma-nma,132
nma-nma.09,22,2,nma-nma,0
nma-nma.09,23,2,nma-nma,95
nma-nma.09,24,2,nma-nma,916.5
nma-nma.09,25,2,nma-nma,478
nma-nma.09,26,2,nma-nma,166
nma-nma.09,27,2,nma-nma,176
nma-nma.09,28,2,nma-nma,146
nma-nma.09,29,2,nma-nma,0
nma-nma.09,30,2,nma-nma,206
nma-nma.09,31,2,nma-nma,161
nma-nma.09,32,2,nma-nma,78
nma-nma.09,33,2,nma-nma,249
nma-nma.09,34,2,nma-nma,0
nma-nma.09,35,2,nma-nma,166
nma-nma.09,36,2,nma-nma,132
nma-nma.09,37,2,nma-nma,0
nma-nma.10,2,2,nma-nma,176
nma-nma.10,3,2,nma-nma,97
nma-nma.10,4,2,nma-nma,63
nma-nma.10,5,2,nma-nma,0
nma-nma.10,6,2,nma-nma,0
nma-nma.10,7,2,nma-nma,205
nma-nma.10,8,2,nma-nma,137
nma-nma.10,9,2,nma-nma,0
nma-nma.10,10,2,nma-nma,156
nma-nma.10,11,2,nma-nma,224
nma-nma.10,12,2,nma-nma,146
nma-nma.10,13,2,nma-nma,88
nma-nma.10,14,2,nma-nma,151
nma-nma.10,15,2,nma-nma,78
nma-nma.10,16,2,nma-nma,68
nma-nma.10,17,2,nma-nma,185
nma-nma.10,18,2,nma-nma,0
nma-nma.10,19,2,nma-nma,151
nma-nma.10,20,2,nma-nma,401
nma-nma.10,21,2,nma-nma,205.3
nma-nma.10,22,2,nma-nma,90
nma-nma.10,23,2,nma-nma,317
nma-nma.10,24,2,nma-nma,171
nma-nma.10,25,2,nma-nma,765.4
nma-nma.10,26,2,nma-nma,528.6
nma-nma.10,27,2,nma-nma,0
nma-nma.10,28,2,nma-nma,0
nma-nma.10,29,2,nma-nma,113
nma-nma.10,30,2,nma-nma,0
nma-nma.10,31,2,nma-nma,146
nma-nma.10,32,2,nma-nma,1114.3
nma-nma.10,33,2,nma-nma,151
nma-nma.10,34,2,nma-nma,0
nma-nma.10,35,2,nma-nma,102
nma-nma.10,36,2,nma-nma,0
nma-nma.10,37,2,nma-nma,591.6
nma-nma.11,1,2,nma-nma,136
nma-nma.11,2,2,nma-nma,151
nma-nma.11,3,2,nma-nma,0
nma-nma.11,4,2,nma-nma,88
nma-nma.11,5,2,nma-nma,0
nma-nma.11,6,2,nma-nma,156
nma-nma.11,7,2,nma-nma,146
nma-nma.11,8,2,nma-nma,132
nma-nma.11,9,2,nma-nma,220.1
nma-nma.11,10,2,nma-nma,185
nma-nma.11,11,2,nma-nma,331
nma-nma.11,12,2,nma-nma,572.2
nma-nma.11,13,2,nma-nma,92
nma-nma.11,14,2,nma-nma,176
nma-nma.11,15,2,nma-nma,288
nma-nma.11,16,2,nma-nma,352
nma-nma.11,17,2,nma-nma,107
nma-nma.11,18,2,nma-nma,497.3
nma-nma.11,19,2,nma-nma,185
nma-nma.11,20,2,nma-nma,0
nma-nma.11,21,2,nma-nma,386
nma-nma.11,22,2,nma-nma,0
nma-nma.11,23,2,nma-nma,0
nma-nma.11,25,2,nma-nma,125
nma-nma.11,26,2,nma-nma,181
nma-nma.11,27,2,nma-nma,151
nma-nma.11,28,2,nma-nma,606.4
nma-nma.11,29,2,nma-nma,171
nma-nma.11,30,2,nma-nma,136
nma-nma.11,31,2,nma-nma,610.5
nma-nma.11,32,2,nma-nma,889.9
nma-nma.11,33,2,nma-nma,151
nma-nma.11,34,2,nma-nma,215
nma-nma.11,35,2,nma-nma,63
nma-nma.11,36,2,nma-nma,141
nma-nma.11,37,2,nma-nma,180
nma-nma.12,1,2,nma-nma,548.7
nma-nma.12,2,2,nma-nma,97
nma-nma.12,3,2,nma-nma,0
nma-nma.12,4,2,nma-nma,0
nma-nma.12,5,2,nma-nma,185
nma-nma.12,6,2,nma-nma,146
nma-nma.12,7,2,nma-nma,757
nma-nma.12,8,2,nma-nma,161
nma-nma.12,9,2,nma-nma,175
nma-nma.12,10,2,nma-nma,352
nma-nma.12,11,2,nma-nma,376
nma-nma.12,12,2,nma-nma,141
nma-nma.12,13,2,nma-nma,102
nma-nma.12,14,2,nma-nma,127
nma-nma.12,15,2,nma-nma,591.9
nma-nma.12,16,2,nma-nma,596
nma-nma.12,17,2,nma-nma,117
nma-nma.12,18,2,nma-nma,190
nma-nma.12,19,2,nma-nma,352
nma-nma.12,20,2,nma-nma,268
nma-nma.12,21,2,nma-nma,930
nma-nma.12,22,2,nma-nma,261.3
nma-nma.12,23,2,nma-nma,140
nma-nma.12,24,2,nma-nma,760.1
nma-nma.12,25,2,nma-nma,120
nma-nma.12,26,2,nma-nma,176
nma-nma.12,27,2,nma-nma,602.3
nma-nma.12,28,2,nma-nma,298
nma-nma.12,29,2,nma-nma,122
nma-nma.12,30,2,nma-nma,200
nma-nma.12,31,2,nma-nma,1020.3
nma-nma.12,32,2,nma-nma,132
nma-nma.12,33,2,nma-nma,176
nma-nma.12,34,2,nma-nma,156
nma-nma.12,35,2,nma-nma,234
nma-nma.12,36,2,nma-nma,0
nma-nma.12,37,2,nma-nma,581.9
