item,subject,semantic,condition,RT
ma-nma.07,33,1,ma-nma,210
ma-nma.07,34,1,ma-nma,0
ma-nma.07,35,1,ma-nma,97
ma-nma.07,36,1,ma-nma,415.6
ma-nma.07,37,1,ma-nma,0
ma-nma.08,1,1,ma-nma,231.5
ma-nma.08,2,1,ma-nma,53
ma-nma.08,3,1,ma-nma,146
ma-nma.08,4,1,ma-nma,454.6
ma-nma.08,5,1,ma-nma,0
ma-nma.08,6,1,ma-nma,166
ma-nma.08,7,1,ma-nma,126
ma-nma.08,8,1,ma-nma,146
ma-nma.08,9,1,ma-nma,93
ma-nma.08,10,1,ma-nma,352
ma-nma.08,11,1,ma-nma,0
ma-nma.08,12,1,ma-nma,151
ma-nma.08,13,1,ma-nma,88
ma-nma.08,14,1,ma-nma,132
ma-nma.08,15,1,ma-nma,425.7
ma-nma.08,16,1,ma-nma,112
ma-nma.08,17,1,ma-nma,0
ma-nma.08,18,1,ma-nma,176
ma-nma.08,19,1,ma-nma,127
ma-nma.08,20,1,ma-nma,547.4
ma-nma.08,21,1,ma-nma,161
ma-nma.08,22,1,ma-nma,221
ma-nma.08,23,1,ma-nma,226
ma-nma.08,24,1,ma-nma,146
ma-nma.08,25,1,ma-nma,135
ma-nma.08,26,1,ma-nma,0
ma-nma.08,27,1,ma-nma,0
ma-nma.08,28,1,ma-nma,0
ma-nma.08,29,1,ma-nma,136
ma-nma.08,30,1,ma-nma,0
ma-nma.08,31,1,ma-nma,239
ma-nma.08,32,1,ma-nma,210
ma-nma.08,33,1,ma-nma,195
ma-nma.08,34,1,ma-nma,0
ma-nma.08,35,1,ma-nma,816.5
ma-nma.08,36,1,ma-nma,0
ma-nma.08,37,1,ma-nma,0
ma-nma.09,1,1,ma-nma,302
ma-nma.09,2,1,ma-nma,0
ma-nma.09,3,1,ma-nma,670
ma-nma.09,4,1,ma-nma,0
ma-nma.09,5,1,ma-nma,0
ma-nma.09,6,1,ma-nma,0
ma-nma.09,7,1,ma-nma,0
ma-nma.09,8,1,ma-nma,327
ma-nma.09,9,1,ma-nma,0
ma-nma.09,10,1,ma-nma,195
ma-nma.09,11,1,ma-nma,185
ma-nma.09,13,1,ma-nma,73
ma-nma.09,14,1,ma-nma,171
ma-nma.09,15,1,ma-nma,136
ma-nma.09,16,1,ma-nma,161
ma-nma.09,17,1,ma-nma,0
ma-nma.09,18,1,ma-nma,215
ma-nma.09,19,1,ma-nma,132
ma-nma.09,20,1,ma-nma,102
ma-nma.09,21,1,ma-nma,0
ma-nma.09,22,1,ma-nma,191
ma-nma.09,23,1,ma-nma,125
ma-nma.09,24,1,ma-nma,191
ma-nma.09,25,1,ma-nma,0
ma-nma.09,26,1,ma-nma,181.2
ma-nma.09,27,1,ma-nma,273
ma-nma.09,28,1,ma-nma,0
ma-nma.09,29,1,ma-nma,0
ma-nma.09,31,1,ma-nma,0
ma-nma.09,32,1,ma-nma,185
ma-nma.09,33,1,ma-nma,205
ma-nma.09,34,1,ma-nma,200
ma-nma.09,35,1,ma-nma,58
ma-nma.09,36,1,ma-nma,112
ma-nma.09,37,1,ma-nma,127
ma-nma.10,1,1,ma-nma,302
ma-nma.10,2,1,ma-nma,0
ma-nma.10,3,1,ma-nma,73
ma-nma.10,4,1,ma-nma,0
ma-nma.10,5,1,ma-nma,0
ma-nma.10,6,1,ma-nma,127
ma-nma.10,7,1,ma-nma,151
ma-nma.10,8,1,ma-nma,146
ma-nma.10,9,1,ma-nma,528.1
ma-nma.10,10,1,ma-nma,200
ma-nma.10,11,1,ma-nma,63
ma-nma.10,12,1,ma-nma,141
ma-nma.10,13,1,ma-nma,112
ma-nma.10,14,1,ma-nma,347
ma-nma.10,15,1,ma-nma,190
ma-nma.10,16,1,ma-nma,205
ma-nma.10,17,1,ma-nma,0
ma-nma.10,18,1,ma-nma,176
ma-nma.10,19,1,ma-nma,210
ma-nma.10,20,1,ma-nma,239
ma-nma.10,21,1,ma-nma,430
ma-nma.10,22,1,ma-nma,231
ma-nma.10,23,1,ma-nma,191
ma-nma.10,24,1,ma-nma,151
ma-nma.10,25,1,ma-nma,191
ma-nma.10,26,1,ma-nma,0
ma-nma.10,27,1,ma-nma,132
ma-nma.10,28,1,ma-nma,0
ma-nma.10,29,1,ma-nma,0
ma-nma.10,30,1,ma-nma,0
ma-nma.10,31,1,ma-nma,611.2
ma-nma.10,32,1,ma-nma,630.6
ma-nma.10,33,1,ma-nma,200
ma-nma.10,34,1,ma-nma,0
ma-nma.10,35,1,ma-nma,224
ma-nma.10,36,1,ma-nma,0
ma-nma.10,37,1,ma-nma,0
ma-nma.11,1,1,ma-nma,95
ma-nma.11,2,1,ma-nma,122
ma-nma.11,3,1,ma-nma,264
ma-nma.11,4,1,ma-nma,0
ma-nma.11,5,1,ma-nma,190
ma-nma.11,6,1,ma-nma,0
ma-nma.11,7,1,ma-nma,0
ma-nma.11,8,1,ma-nma,195
ma-nma.11,9,1,ma-nma,396.3
ma-nma.11,10,1,ma-nma,234
ma-nma.11,11,1,ma-nma,444.9
ma-nma.11,12,1,ma-nma,396
ma-nma.11,13,1,ma-nma,0
ma-nma.11,14,1,ma-nma,122
ma-nma.11,16,1,ma-nma,185
ma-nma.11,17,1,ma-nma,94
ma-nma.11,18,1,ma-nma,200
ma-nma.11,19,1,ma-nma,0
ma-nma.11,20,1,ma-nma,0
ma-nma.11,21,1,ma-nma,1198.3
ma-nma.11,22,1,ma-nma,135
ma-nma.11,23,1,ma-nma,196
ma-nma.11,24,1,ma-nma,0
ma-nma.11,25,1,ma-nma,140
ma-nma.11,26,1,ma-nma,0
ma-nma.11,27,1,ma-nma,102
ma-nma.11,28,1,ma-nma,0
ma-nma.11,29,1,ma-nma,0
ma-nma.11,30,1,ma-nma,953.7
ma-nma.11,31,1,ma-nma,176
ma-nma.11,32,1,ma-nma,264
ma-nma.11,33,1,ma-nma,195
ma-nma.11,34,1,ma-nma,103
ma-nma.11,35,1,ma-nma,254
ma-nma.11,36,1,ma-nma,0
ma-nma.11,37,1,ma-nma,567.3
ma-nma.12,1,1,ma-nma,392.7
ma-nma.12,2,1,ma-nma,0
ma-nma.12,3,1,ma-nma,102
ma-nma.12,4,1,ma-nma,0
ma-nma.12,5,1,ma-nma,234
ma-nma.12,7,1,ma-nma,112
ma-nma.12,8,1,ma-nma,362
ma-nma.12,9,1,ma-nma,0
ma-nma.12,10,1,ma-nma,151
ma-nma.12,11,1,ma-nma,146
ma-nma.12,12,1,ma-nma,0
ma-nma.12,13,1,ma-nma,117
ma-nma.12,14,1,ma-nma,166.2
ma-nma.12,15,1,ma-nma,244
ma-nma.12,16,1,ma-nma,493.9
ma-nma.12,17,1,ma-nma,0
ma-nma.12,18,1,ma-nma,425
ma-nma.12,19,1,ma-nma,156
ma-nma.12,20,1,ma-nma,220
ma-nma.12,21,1,ma-nma,146
ma-nma.12,22,1,ma-nma,231
ma-nma.12,23,1,ma-nma,140.9
ma-nma.12,24,1,ma-nma,0
ma-nma.12,25,1,ma-nma,206
ma-nma.12,26,1,ma-nma,130
ma-nma.12,27,1,ma-nma,151
ma-nma.12,28,1,ma-nma,107
ma-nma.12,29,1,ma-nma,88
ma-nma.12,30,1,ma-nma,0
ma-nma.12,31,1,ma-nma,200.3
ma-nma.12,32,1,ma-nma,171
ma-nma.12,33,1,ma-nma,121
ma-nma.12,34,1,ma-nma,278.8
ma-nma.12,35,1,ma-nma,523.1
ma-nma.12,36,1,ma-nma,0
ma-nma.12,37,1,ma-nma,959.1
nma-ma.01,1,2,nma-ma,125.9
nma-ma.01,2,2,nma-ma,0
nma-ma.01,3,2,nma-ma,171
nma-ma.01,4,2,nma-ma,58
nma-ma.01,5,2,nma-ma,117
nma-ma.01,6,2,nma-ma,0
nma-ma.01,7,2,nma-ma,190
nma-ma.01,8,2,nma-ma,303
nma-ma.01,9,2,nma-ma,0
nma-ma.01,10,2,nma-ma,249
nma-ma.01,11,2,nma-ma,190
nma-ma.01,13,2,nma-ma,210
nma-ma.01,14,2,nma-ma,127
nma-ma.01,15,2,nma-ma,190
nma-ma.01,16,2,nma-ma,494
nma-ma.01,17,2,nma-ma,293
nma-ma.01,18,2,nma-ma,185
nma-ma.01,19,2,nma-ma,190
nma-ma.01,20,2,nma-ma,63
nma-ma.01,21,2,nma-ma,112
nma-ma.01,22,2,nma-ma,0
nma-ma.01,23,2,nma-ma,322
nma-ma.01,24,2,nma-ma,0
nma-ma.01,25,2,nma-ma,146
nma-ma.01,26,2,nma-ma,85
nma-ma.01,27,2,nma-ma,0
nma-ma.01,28,2,nma-ma,313
nma-ma.01,29,2,nma-ma,141
nma-ma.01,30,2,nma-ma,239
nma-ma.01,31,2,nma-ma,318
nma-ma.01,32,2,nma-ma,0
nma-ma.01,33,2,nma-ma,190
nma-ma.01,34,2,nma-ma,205
nma-ma.01,35,2,nma-ma,234
nma-ma.01,36,2,nma-ma,0
nma-ma.01,37,2,nma-ma,415
nma-ma.02,1,2,nma-ma,60
nma-ma.02,2,2,nma-ma,166
nma-ma.02,3,2,nma-ma,195
nma-ma.02,4,2,nma-ma,0
nma-ma.02,5,2,nma-ma,0
nma-ma.02,6,2,nma-ma,322
nma-ma.02,7,2,nma-ma,141
nma-ma.02,8,2,nma-ma,185
nma-ma.02,9,2,nma-ma,0
nma-ma.02,10,2,nma-ma,146
nma-ma.02,11,2,nma-ma,992.8
nma-ma.02,12,2,nma-ma,0
nma-ma.02,13,2,nma-ma,97
nma-ma.02,14,2,nma-ma,249
nma-ma.02,16,2,nma-ma,97
nma-ma.02,17,2,nma-ma,0
nma-ma.02,18,2,nma-ma,156
nma-ma.02,19,2,nma-ma,151
nma-ma.02,20,2,nma-ma,0
nma-ma.02,21,2,nma-ma,0
nma-ma.02,22,2,nma-ma,568.8
nma-ma.02,23,2,nma-ma,0
nma-ma.02,24,2,nma-ma,90
nma-ma.02,25,2,nma-ma,156
nma-ma.02,26,2,nma-ma,669.4
nma-ma.02,27,2,nma-ma,93
nma-ma.02,28,2,nma-ma,342
nma-ma.02,29,2,nma-ma,0
nma-ma.02,30,2,nma-ma,0
nma-ma.02,31,2,nma-ma,288
nma-ma.02,32,2,nma-ma,0
nma-ma.02,33,2,nma-ma,161
nma-ma.02,34,2,nma-ma,0
nma-ma.02,35,2,nma-ma,303
nma-ma.02,36,2,nma-ma,0
nma-ma.02,37,2,nma-ma,0
nma-ma.03,1,2,nma-ma,271.9
nma-ma.03,2,2,nma-ma,899.8
nma-ma.03,3,2,nma-ma,0
nma-ma.03,4,2,nma-ma,665.4
nma-ma.03,5,2,nma-ma,108
nma-ma.03,6,2,nma-ma,239
nma-ma.03,7,2,nma-ma,1110
nma-ma.03,8,2,nma-ma,410
nma-ma.03,9,2,nma-ma,0
nma-ma.03,10,2,nma-ma,0
nma-ma.03,11,2,nma-ma,303
nma-ma.03,12,2,nma-ma,254
nma-ma.03,13,2,nma-ma,151
nma-ma.03,14,2,nma-ma,283
nma-ma.03,15,2,nma-ma,386.4
nma-ma.03,16,2,nma-ma,112
nma-ma.03,17,2,nma-ma,347.1
nma-ma.03,18,2,nma-ma,215
nma-ma.03,19,2,nma-ma,283
nma-ma.03,20,2,nma-ma,327
nma-ma.03,21,2,nma-ma,753.1
nma-ma.03,22,2,nma-ma,0
nma-ma.03,23,2,nma-ma,0
nma-ma.03,24,2,nma-ma,236
nma-ma.03,25,2,nma-ma,1192.9
nma-ma.03,26,2,nma-ma,55
nma-ma.03,27,2,nma-ma,0
nma-ma.03,28,2,nma-ma,0
nma-ma.03,29,2,nma-ma,0
nma-ma.03,30,2,nma-ma,0
nma-ma.03,31,2,nma-ma,0
nma-ma.03,32,2,nma-ma,513.7
nma-ma.03,33,2,nma-ma,249
nma-ma.03,34,2,nma-ma,0
nma-ma.03,35,2,nma-ma,0
nma-ma.03,36,2,nma-ma,127
nma-ma.03,37,2,nma-ma,0
nma-ma.04,1,2,nma-ma,206
nma-ma.04,2,2,nma-ma,273
nma-ma.04,3,2,nma-ma,0
nma-ma.04,4,2,nma-ma,0
nma-ma.04,5,2,nma-ma,78
nma-ma.04,6,2,nma-ma,161
nma-ma.04,7,2,nma-ma,141
nma-ma.04,8,2,nma-ma,176
nma-ma.04,9,2,nma-ma,88
nma-ma.04,10,2,nma-ma,234
nma-ma.04,11,2,nma-ma,337
nma-ma.04,12,2,nma-ma,171
nma-ma.04,13,2,nma-ma,92
nma-ma.04,14,2,nma-ma,229
nma-ma.04,15,2,nma-ma,259
nma-ma.04,16,2,nma-ma,195
nma-ma.04,17,2,nma-ma,0
nma-ma.04,18,2,nma-ma,249
nma-ma.04,19,2,nma-ma,146
nma-ma.04,20,2,nma-ma,244
nma-ma.04,21,2,nma-ma,151
nma-ma.04,22,2,nma-ma,75
nma-ma.04,23,2,nma-ma,150
nma-ma.04,24,2,nma-ma,0
nma-ma.04,25,2,nma-ma,402
nma-ma.04,26,2,nma-ma,261
nma-ma.04,27,2,nma-ma,753.1
nma-ma.04,28,2,nma-ma,151
nma-ma.04,29,2,nma-ma,601.4
nma-ma.04,30,2,nma-ma,0
nma-ma.04,31,2,nma-ma,122
nma-ma.04,32,2,nma-ma,449.8
nma-ma.04,33,2,nma-ma,400
nma-ma.04,34,2,nma-ma,132
nma-ma.04,35,2,nma-ma,356
nma-ma.04,36,2,nma-ma,151
nma-ma.04,37,2,nma-ma,0
nma-ma.05,1,2,nma-ma,141
nma-ma.05,2,2,nma-ma,249
nma-ma.05,3,2,nma-ma,0
nma-ma.05,4,2,nma-ma,0
nma-ma.05,5,2,nma-ma,175
nma-ma.05,6,2,nma-ma,0
nma-ma.05,7,2,nma-ma,239
nma-ma.05,8,2,nma-ma,176
nma-ma.05,9,2,nma-ma,342
nma-ma.05,10,2,nma-ma,205
nma-ma.05,11,2,nma-ma,78
nma-ma.05,12,2,nma-ma,274
nma-ma.05,13,2,nma-ma,68
nma-ma.05,14,2,nma-ma,415.7
nma-ma.05,15,2,nma-ma,63
nma-ma.05,16,2,nma-ma,381
nma-ma.05,17,2,nma-ma,156
nma-ma.05,18,2,nma-ma,269
nma-ma.05,19,2,nma-ma,98
nma-ma.05,20,2,nma-ma,200
nma-ma.05,21,2,nma-ma,249
nma-ma.05,22,2,nma-ma,503.2
nma-ma.05,23,2,nma-ma,191
nma-ma.05,24,2,nma-ma,146
nma-ma.05,25,2,nma-ma,105
nma-ma.05,26,2,nma-ma,337
nma-ma.05,27,2,nma-ma,200
nma-ma.05,28,2,nma-ma,352
nma-ma.05,29,2,nma-ma,327
nma-ma.05,30,2,nma-ma,190
nma-ma.05,31,2,nma-ma,269
nma-ma.05,33,2,nma-ma,0
nma-ma.05,34,2,nma-ma,156
nma-ma.05,35,2,nma-ma,308
nma-ma.05,36,2,nma-ma,151
nma-ma.05,37,2,nma-ma,831.4
nma-ma.06,1,2,nma-ma,604.1
nma-ma.06,2,2,nma-ma,161
nma-ma.06,3,2,nma-ma,136
nma-ma.06,4,2,nma-ma,0
nma-ma.06,5,2,nma-ma,180
nma-ma.06,6,2,nma-ma,0
nma-ma.06,7,2,nma-ma,425
nma-ma.06,8,2,nma-ma,425
nma-ma.06,9,2,nma-ma,763
nma-ma.06,10,2,nma-ma,264
nma-ma.06,11,2,nma-ma,127
nma-ma.06,12,2,nma-ma,0
nma-ma.06,13,2,nma-ma,0
nma-ma.06,14,2,nma-ma,254
nma-ma.06,15,2,nma-ma,889.4
nma-ma.06,16,2,nma-ma,264
nma-ma.06,17,2,nma-ma,386.4
nma-ma.06,18,2,nma-ma,141
nma-ma.06,19,2,nma-ma,102
nma-ma.06,20,2,nma-ma,425
nma-ma.06,21,2,nma-ma,283
nma-ma.06,22,2,nma-ma,206
nma-ma.06,23,2,nma-ma,322
nma-ma.06,24,2,nma-ma,156
nma-ma.06,25,2,nma-ma,624.2
nma-ma.06,26,2,nma-ma,231
nma-ma.06,27,2,nma-ma,156
nma-ma.06,28,2,nma-ma,665
nma-ma.06,29,2,nma-ma,650.7
nma-ma.06,30,2,nma-ma,435.2
nma-ma.06,31,2,nma-ma,743
nma-ma.06,32,2,nma-ma,137
nma-ma.06,33,2,nma-ma,166
nma-ma.06,34,2,nma-ma,200
nma-ma.06,35,2,nma-ma,210
nma-ma.06,36,2,nma-ma,0
nma-ma.06,37,2,nma-ma,102
nma-ma.07,1,2,nma-ma,428
nma-ma.07,2,2,nma-ma,205
nma-ma.07,3,2,nma-ma,117
nma-ma.07,4,2,nma-ma,0
nma-ma.07,5,2,nma-ma,0
nma-ma.07,6,2,nma-ma,58
nma-ma.07,7,2,nma-ma,0
nma-ma.07,8,2,nma-ma,278
nma-ma.07,9,2,nma-ma,342
nma-ma.07,10,2,nma-ma,151
nma-ma.07,11,2,nma-ma,376
nma-ma.07,13,2,nma-ma,102
nma-ma.07,14,2,nma-ma,78
nma-ma.07,15,2,nma-ma,215
nma-ma.07,16,2,nma-ma,185.8
nma-ma.07,17,2,nma-ma,0
nma-ma.07,18,2,nma-ma,97
nma-ma.07,19,2,nma-ma,88
nma-ma.07,20,2,nma-ma,401
nma-ma.07,21,2,nma-ma,68
nma-ma.07,22,2,nma-ma,231
nma-ma.07,23,2,nma-ma,367
nma-ma.07,24,2,nma-ma,810.7
nma-ma.07,25,2,nma-ma,1031.8
nma-ma.07,26,2,nma-ma,75
nma-ma.07,27,2,nma-ma,347
nma-ma.07,28,2,nma-ma,0
nma-ma.07,29,2,nma-ma,0
nma-ma.07,30,2,nma-ma,205
nma-ma.07,31,2,nma-ma,748.4
nma-ma.07,33,2,nma-ma,127
nma-ma.07,34,2,nma-ma,0
nma-ma.07,35,2,nma-ma,88
nma-ma.07,36,2,nma-ma,0
nma-ma.07,37,2,nma-ma,875.6
nma-ma.08,1,2,nma-ma,70.6
nma-ma.08,2,2,nma-ma,117
nma-ma.08,3,2,nma-ma,63
nma-ma.08,4,2,nma-ma,53
nma-ma.08,5,2,nma-ma,113
nma-ma.08,6,2,nma-ma,0
nma-ma.08,7,2,nma-ma,151
nma-ma.08,8,2,nma-ma,249
nma-ma.08,9,2,nma-ma,1187.6
nma-ma.08,10,2,nma-ma,210
nma-ma.08,11,2,nma-ma,293
nma-ma.08,12,2,nma-ma,1012
nma-ma.08,13,2,nma-ma,132
nma-ma.08,14,2,nma-ma,224
nma-ma.08,15,2,nma-ma,83
nma-ma.08,16,2,nma-ma,53
nma-ma.08,17,2,nma-ma,102
nma-ma.08,18,2,nma-ma,166
nma-ma.08,19,2,nma-ma,141
nma-ma.08,20,2,nma-ma,91
nma-ma.08,21,2,nma-ma,278
nma-ma.08,22,2,nma-ma,151
nma-ma.08,23,2,nma-ma,171
nma-ma.08,24,2,nma-ma,150
nma-ma.08,25,2,nma-ma,704.9
nma-ma.08,26,2,nma-ma,453
nma-ma.08,27,2,nma-ma,836.3
nma-ma.08,28,2,nma-ma,166
nma-ma.08,29,2,nma-ma,83
nma-ma.08,30,2,nma-ma,171
nma-ma.08,31,2,nma-ma,244
nma-ma.08,32,2,nma-ma,180
nma-ma.08,33,2,nma-ma,161
nma-ma.08,34,2,nma-ma,0
nma-ma.08,35,2,nma-ma,762.9
nma-ma.08,36,2,nma-ma,180
nma-ma.08,37,2,nma-ma,0
nma-ma.09,1,2,nma-ma,805.5
nma-ma.09,2,2,nma-ma,0
nma-ma.09,3,2,nma-ma,381.5
nma-ma.09,4,2,nma-ma,572.1
nma-ma.09,5,2,nma-ma,249
nma-ma.09,6,2,nma-ma,660
nma-ma.09,7,2,nma-ma,0
nma-ma.09,8,2,nma-ma,132
nma-ma.09,9,2,nma-ma,0
nma-ma.09,10,2,nma-ma,391
nma-ma.09,11,2,nma-ma,405
nma-ma.09,13,2,nma-ma,440
nma-ma.09,14,2,nma-ma,528.5
nma-ma.09,15,2,nma-ma,435.4
nma-ma.09,16,2,nma-ma,0
nma-ma.09,17,2,nma-ma,127
nma-ma.09,18,2,nma-ma,122
nma-ma.09,19,2,nma-ma,327
nma-ma.09,20,2,nma-ma,0
nma-ma.09,21,2,nma-ma,88
nma-ma.09,22,2,nma-ma,196
nma-ma.09,23,2,nma-ma,176.2
nma-ma.09,24,2,nma-ma,110
nma-ma.09,25,2,nma-ma,835.5
nma-ma.09,26,2,nma-ma,795.2
nma-ma.09,27,2,nma-ma,141
nma-ma.09,28,2,nma-ma,694.3
nma-ma.09,29,2,nma-ma,0
nma-ma.09,30,2,nma-ma,0
nma-ma.09,31,2,nma-ma,185
nma-ma.09,32,2,nma-ma,229
nma-ma.09,33,2,nma-ma,166
nma-ma.09,34,2,nma-ma,200
nma-ma.09,35,2,nma-ma,181
nma-ma.09,36,2,nma-ma,0
nma-ma.09,37,2,nma-ma,0
nma-ma.10,1,2,nma-ma,186.1
nma-ma.10,2,2,nma-ma,141
nma-ma.10,3,2,nma-ma,102
nma-ma.10,4,2,nma-ma,0
nma-ma.10,5,2,nma-ma,239
nma-ma.10,6,2,nma-ma,0
nma-ma.10,7,2,nma-ma,171
nma-ma.10,8,2,nma-ma,171
nma-ma.10,9,2,nma-ma,200
nma-ma.10,10,2,nma-ma,171
nma-ma.10,11,2,nma-ma,860
nma-ma.10,12,2,nma-ma,650.4
nma-ma.10,13,2,nma-ma,176
nma-ma.10,14,2,nma-ma,293
nma-ma.10,15,2,nma-ma,0
nma-ma.10,16,2,nma-ma,278.7
nma-ma.10,17,2,nma-ma,0
nma-ma.10,18,2,nma-ma,171
nma-ma.10,19,2,nma-ma,733.6
nma-ma.10,20,2,nma-ma,58
nma-ma.10,21,2,nma-ma,185
nma-ma.10,22,2,nma-ma,161
nma-ma.10,23,2,nma-ma,95
nma-ma.10,24,2,nma-ma,211
nma-ma.10,25,2,nma-ma,75
nma-ma.10,26,2,nma-ma,498
nma-ma.10,27,2,nma-ma,0
nma-ma.10,28,2,nma-ma,269
nma-ma.10,29,2,nma-ma,0
nma-ma.10,30,2,nma-ma,169
nma-ma.10,31,2,nma-ma,865.4
nma-ma.10,32,2,nma-ma,176
nma-ma.10,33,2,nma-ma,180
nma-ma.10,34,2,nma-ma,151
nma-ma.10,35,2,nma-ma,156
nma-ma.10,36,2,nma-ma,0
nma-ma.10,37,2,nma-ma,171.2
nma-ma.11,1,2,nma-ma,407
nma-ma.11,2,2,nma-ma,214
nma-ma.11,3,2,nma-ma,0
nma-ma.11,4,2,nma-ma,175
nma-ma.11,5,2,nma-ma,88
nma-ma.11,6,2,nma-ma,211
nma-ma.11,7,2,nma-ma,234
nma-ma.11,8,2,nma-ma,176
nma-ma.11,9,2,nma-ma,288
nma-ma.11,10,2,nma-ma,239
nma-ma.11,11,2,nma-ma,190
nma-ma.11,12,2,nma-ma,146
nma-ma.11,13,2,nma-ma,210
nma-ma.11,14,2,nma-ma,283
nma-ma.11,15,2,nma-ma,0
nma-ma.11,16,2,nma-ma,302
nma-ma.11,17,2,nma-ma,0
nma-ma.11,18,2,nma-ma,0
nma-ma.11,19,2,nma-ma,141
nma-ma.11,20,2,nma-ma,0
nma-ma.11,21,2,nma-ma,171
nma-ma.11,22,2,nma-ma,181
nma-ma.11,23,2,nma-ma,226
nma-ma.11,24,2,nma-ma,120
nma-ma.11,25,2,nma-ma,171
nma-ma.11,26,2,nma-ma,261
nma-ma.11,27,2,nma-ma,396
nma-ma.11,28,2,nma-ma,0
nma-ma.11,29,2,nma-ma,0
nma-ma.11,30,2,nma-ma,136
nma-ma.11,31,2,nma-ma,166
nma-ma.11,32,2,nma-ma,215
nma-ma.11,33,2,nma-ma,224
nma-ma.11,34,2,nma-ma,112
nma-ma.11,35,2,nma-ma,161
nma-ma.11,36,2,nma-ma,190
nma-ma.11,37,2,nma-ma,1022
nma-ma.12,1,2,nma-ma,961.4
nma-ma.12,2,2,nma-ma,176
nma-ma.12,3,2,nma-ma,78
nma-ma.12,4,2,nma-ma,78
nma-ma.12,5,2,nma-ma,381
nma-ma.12,6,2,nma-ma,0
nma-ma.12,7,2,nma-ma,83
nma-ma.12,8,2,nma-ma,258
nma-ma.12,9,2,nma-ma,166
nma-ma.12,10,2,nma-ma,200
nma-ma.12,11,2,nma-ma,166
nma-ma.12,12,2,nma-ma,851
nma-ma.12,13,2,nma-ma,924.2
nma-ma.12,14,2,nma-ma,171
nma-ma.12,15,2,nma-ma,83
nma-ma.12,16,2,nma-ma,127
nma-ma.12,17,2,nma-ma,146
nma-ma.12,18,2,nma-ma,166
nma-ma.12,19,2,nma-ma,557.4
nma-ma.12,20,2,nma-ma,391
nma-ma.12,21,2,nma-ma,1021.5
nma-ma.12,22,2,nma-ma,392
nma-ma.12,23,2,nma-ma,156
nma-ma.12,24,2,nma-ma,171
nma-ma.12,25,2,nma-ma,966
nma-ma.12,27,2,nma-ma,151
nma-ma.12,28,2,nma-ma,63
nma-ma.12,29,2,nma-ma,83
nma-ma.12,30,2,nma-ma,709.1
nma-ma.12,31,2,nma-ma,68
nma-ma.12,32,2,nma-ma,1157.8
nma-ma.12,33,2,nma-ma,0
nma-ma.12,34,2,nma-ma,215
nma-ma.12,35,2,nma-ma,625.9
nma-ma.12,36,2,nma-ma,0
nma-ma.12,37,2,nma-ma,0
nma-nma.01,1,2,nma-nma,126
nma-nma.01,2,2,nma-nma,171
nma-nma.01,3,2,nma-nma,0
nma-nma.01,5,2,nma-nma,214
nma-nma.01,6,2,nma-nma,205
nma-nma.01,7,2,nma-nma,0
nma-nma.01,8,2,nma-nma,136
nma-nma.01,9,2,nma-nma,132
nma-nma.01,10,2,nma-nma,415
nma-nma.01,11,2,nma-nma,337
nma-nma.01,12,2,nma-nma,704.7
nma-nma.01,13,2,nma-nma,180
nma-nma.01,14,2,nma-nma,1051.9
nma-nma.01,15,2,nma-nma,1095.5
nma-nma.01,16,2,nma-nma,161
nma-nma.01,17,2,nma-nma,548
nma-nma.01,18,2,nma-nma,567.4
nma-nma.01,19,2,nma-nma,122
nma-nma.01,21,2,nma-nma,166
nma-nma.01,22,2,nma-nma,342
nma-nma.01,23,2,nma-nma,126
nma-nma.01,24,2,nma-nma,0
nma-nma.01,25,2,nma-nma,181
nma-nma.01,26,2,nma-nma,589
nma-nma.01,27,2,nma-nma,102
nma-nma.01,28,2,nma-nma,376
nma-nma.01,29,2,nma-nma,147
nma-nma.01,30,2,nma-nma,366
nma-nma.01,31,2,nma-nma,293
nma-nma.01,32,2,nma-nma,132
nma-nma.01,33,2,nma-nma,83
nma-nma.01,34,2,nma-nma,180
nma-nma.01,35,2,nma-nma,185
nma-nma.01,36,2,nma-nma,0
nma-nma.01,37,2,nma-nma,753.2
nma-nma.02,1,2,nma-nma,1022.8
nma-nma.02,2,2,nma-nma,166
nma-nma.02,3,2,nma-nma,357
nma-nma.02,4,2,nma-nma,0
nma-nma.02,5,2,nma-nma,0
nma-nma.02,6,2,nma-nma,156
nma-nma.02,7,2,nma-nma,136
nma-nma.02,8,2,nma-nma,224
nma-nma.02,9,2,nma-nma,161
nma-nma.02,10,2,nma-nma,215
nma-nma.02,11,2,nma-nma,792.7
nma-nma.02,12,2,nma-nma,826.7
nma-nma.02,13,2,nma-nma,156
nma-nma.02,14,2,nma-nma,263
nma-nma.02,15,2,nma-nma,195.6
nma-nma.02,16,2,nma-nma,107
nma-nma.02,17,2,nma-nma,0
nma-nma.02,18,2,nma-nma,132
nma-nma.02,19,2,nma-nma,92
nma-nma.02,20,2,nma-nma,161
nma-nma.02,21,2,nma-nma,117
nma-nma.02,22,2,nma-nma,327
nma-nma.02,23,2,nma-nma,135
nma-nma.02,24,2,nma-nma,0
nma-nma.02,25,2,nma-nma,120
nma-nma.02,26,2,nma-nma,271
nma-nma.02,27,2,nma-nma,73
nma-nma.02,28,2,nma-nma,0
nma-nma.02,29,2,nma-nma,0
nma-nma.02,30,2,nma-nma,0
nma-nma.02,31,2,nma-nma,479
