Participant,Stimulus,condition,parallel,semantic,RT
P15,ma-ma.06.rtf,ma-ma,2,1,626
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,73
P18,ma-ma.06.rtf,ma-ma,2,1,205
P19,ma-ma.06.rtf,ma-ma,2,1,602
P20,ma-ma.06.rtf,ma-ma,2,1,0
P21,ma-ma.06.rtf,ma-ma,2,1,117
P22,ma-ma.06.rtf,ma-ma,2,1,161
P23,ma-ma.06.rtf,ma-ma,2,1,1117
P24,ma-ma.06.rtf,ma-ma,2,1,0
P25,ma-ma.06.rtf,ma-ma,2,1,881
P26,ma-ma.06.rtf,ma-ma,2,1,408
P27,ma-ma.06.rtf,ma-ma,2,1,268
P28,ma-ma.06.rtf,ma-ma,2,1,254
P29,ma-ma.06.rtf,ma-ma,2,1,621
P31,ma-ma.06.rtf,ma-ma,2,1,440
P33,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,151
P35,ma-ma.06.rtf,ma-ma,2,1,278
P36,ma-ma.06.rtf,ma-ma,2,1,0
P37,ma-ma.06.rtf,ma-ma,2,1,313
P01,ma-ma.07.rtf,ma-ma,2,1,1027
P02,ma-ma.07.rtf,ma-ma,2,1,425
P03,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,195
P05,ma-ma.07.rtf,ma-ma,2,1,151
P06,ma-ma.07.rtf,ma-ma,2,1,346
P07,ma-ma.07.rtf,ma-ma,2,1,0
P08,ma-ma.07.rtf,ma-ma,2,1,0
P09,ma-ma.07.rtf,ma-ma,2,1,0
P10,ma-ma.07.rtf,ma-ma,2,1,102
P11,ma-ma.07.rtf,ma-ma,2,1,346
P12,ma-ma.07.rtf,ma-ma,2,1,850
P13,ma-ma.07.rtf,ma-ma,2,1,0
P14,ma-ma.07.rtf,ma-ma,2,1,1071
P16,ma-ma.07.rtf,ma-ma,2,1,680
P17,ma-ma.07.rtf,ma-ma,2,1,0
P18,ma-ma.07.rtf,ma-ma,2,1,352
P19,ma-ma.07.rtf,ma-ma,2,1,767
P20,ma-ma.07.rtf,ma-ma,2,1,127
P21,ma-ma.07.rtf,ma-ma,2,1,273
P23,ma-ma.07.rtf,ma-ma,2,1,0
P24,ma-ma.07.rtf,ma-ma,2,1,151
P25,ma-ma.07.rtf,ma-ma,2,1,0
P26,ma-ma.07.rtf,ma-ma,2,1,749
P27,ma-ma.07.rtf,ma-ma,2,1,0
P28,ma-ma.07.rtf,ma-ma,2,1,278
P29,ma-ma.07.rtf,ma-ma,2,1,383
P30,ma-ma.07.rtf,ma-ma,2,1,562
P31,ma-ma.07.rtf,ma-ma,2,1,0
P32,ma-ma.07.rtf,ma-ma,2,1,327
P33,ma-ma.07.rtf,ma-ma,2,1,322
P34,ma-ma.07.rtf,ma-ma,2,1,469
P35,ma-ma.07.rtf,ma-ma,2,1,508
P36,ma-ma.07.rtf,ma-ma,2,1,713
P37,ma-ma.07.rtf,ma-ma,2,1,0
P01,ma-ma.08.rtf,ma-ma,2,1,171
P02,ma-ma.08.rtf,ma-ma,2,1,0
P03,ma-ma.08.rtf,ma-ma,2,1,249
P04,ma-ma.08.rtf,ma-ma,2,1,132
P05,ma-ma.08.rtf,ma-ma,2,1,0
P07,ma-ma.08.rtf,ma-ma,2,1,156
P08,ma-ma.08.rtf,ma-ma,2,1,591
P09,ma-ma.08.rtf,ma-ma,2,1,0
P10,ma-ma.08.rtf,ma-ma,2,1,0
P11,ma-ma.08.rtf,ma-ma,2,1,419
P12,ma-ma.08.rtf,ma-ma,2,1,0
P13,ma-ma.08.rtf,ma-ma,2,1,151
P14,ma-ma.08.rtf,ma-ma,2,1,0
P15,ma-ma.08.rtf,ma-ma,2,1,489
P16,ma-ma.08.rtf,ma-ma,2,1,317
P17,ma-ma.08.rtf,ma-ma,2,1,117
P18,ma-ma.08.rtf,ma-ma,2,1,0
P19,ma-ma.08.rtf,ma-ma,2,1,0
P20,ma-ma.08.rtf,ma-ma,2,1,273
P22,ma-ma.08.rtf,ma-ma,2,1,186
P23,ma-ma.08.rtf,ma-ma,2,1,951
P24,ma-ma.08.rtf,ma-ma,2,1,141
P25,ma-ma.08.rtf,ma-ma,2,1,604
P26,ma-ma.08.rtf,ma-ma,2,1,478
P27,ma-ma.08.rtf,ma-ma,2,1,850
P28,ma-ma.08.rtf,ma-ma,2,1,430
P29,ma-ma.08.rtf,ma-ma,2,1,273
P30,ma-ma.08.rtf,ma-ma,2,1,699
P31,ma-ma.08.rtf,ma-ma,2,1,268
P32,ma-ma.08.rtf,ma-ma,2,1,763
P33,ma-ma.08.rtf,ma-ma,2,1,0
P34,ma-ma.08.rtf,ma-ma,2,1,0
P35,ma-ma.08.rtf,ma-ma,2,1,0
P36,ma-ma.08.rtf,ma-ma,2,1,98
P37,ma-ma.08.rtf,ma-ma,2,1,513
P01,ma-ma.09.rtf,ma-ma,2,1,251
P02,ma-ma.09.rtf,ma-ma,2,1,0
P03,ma-ma.09.rtf,ma-ma,2,1,0
P04,ma-ma.09.rtf,ma-ma,2,1,0
P05,ma-ma.09.rtf,ma-ma,2,1,0
P06,ma-ma.09.rtf,ma-ma,2,1,0
P07,ma-ma.09.rtf,ma-ma,2,1,0
P08,ma-ma.09.rtf,ma-ma,2,1,63
P09,ma-ma.09.rtf,ma-ma,2,1,0
P10,ma-ma.09.rtf,ma-ma,2,1,171
P11,ma-ma.09.rtf,ma-ma,2,1,0
P12,ma-ma.09.rtf,ma-ma,2,1,0
P13,ma-ma.09.rtf,ma-ma,2,1,332
P14,ma-ma.09.rtf,ma-ma,2,1,410
P15,ma-ma.09.rtf,ma-ma,2,1,542
P16,ma-ma.09.rtf,ma-ma,2,1,0
P17,ma-ma.09.rtf,ma-ma,2,1,136
P18,ma-ma.09.rtf,ma-ma,2,1,582
P19,ma-ma.09.rtf,ma-ma,2,1,0
P20,ma-ma.09.rtf,ma-ma,2,1,122
P21,ma-ma.09.rtf,ma-ma,2,1,421
P22,ma-ma.09.rtf,ma-ma,2,1,0
P23,ma-ma.09.rtf,ma-ma,2,1,961
P24,ma-ma.09.rtf,ma-ma,2,1,0
P25,ma-ma.09.rtf,ma-ma,2,1,131
P26,ma-ma.09.rtf,ma-ma,2,1,413
P27,ma-ma.09.rtf,ma-ma,2,1,684
P28,ma-ma.09.rtf,ma-ma,2,1,195
P29,ma-ma.09.rtf,ma-ma,2,1,839
P30,ma-ma.09.rtf,ma-ma,2,1,518
P31,ma-ma.09.rtf,ma-ma,2,1,347
P32,ma-ma.09.rtf,ma-ma,2,1,146
P33,ma-ma.09.rtf,ma-ma,2,1,58
P34,ma-ma.09.rtf,ma-ma,2,1,0
P35,ma-ma.09.rtf,ma-ma,2,1,83
P36,ma-ma.09.rtf,ma-ma,2,1,0
P37,ma-ma.09.rtf,ma-ma,2,1,259
P01,ma-ma.10.rtf,ma-ma,2,1,654
P02,ma-ma.10.rtf,ma-ma,2,1,635
P03,ma-ma.10.rtf,ma-ma,2,1,396
P04,ma-ma.10.rtf,ma-ma,2,1,176
P05,ma-ma.10.rtf,ma-ma,2,1,63
P06,ma-ma.10.rtf,ma-ma,2,1,107
P07,ma-ma.10.rtf,ma-ma,2,1,273
P08,ma-ma.10.rtf,ma-ma,2,1,151
P09,ma-ma.10.rtf,ma-ma,2,1,430
P10,ma-ma.10.rtf,ma-ma,2,1,0
P11,ma-ma.10.rtf,ma-ma,2,1,0
P12,ma-ma.10.rtf,ma-ma,2,1,136
P13,ma-ma.10.rtf,ma-ma,2,1,0
P15,ma-ma.10.rtf,ma-ma,2,1,586
P16,ma-ma.10.rtf,ma-ma,2,1,0
P17,ma-ma.10.rtf,ma-ma,2,1,191
P18,ma-ma.10.rtf,ma-ma,2,1,386
P19,ma-ma.10.rtf,ma-ma,2,1,782
P20,ma-ma.10.rtf,ma-ma,2,1,298
P22,ma-ma.10.rtf,ma-ma,2,1,362
P23,ma-ma.10.rtf,ma-ma,2,1,483
P24,ma-ma.10.rtf,ma-ma,2,1,226
P25,ma-ma.10.rtf,ma-ma,2,1,699
P26,ma-ma.10.rtf,ma-ma,2,1,0
P28,ma-ma.10.rtf,ma-ma,2,1,484
P29,ma-ma.10.rtf,ma-ma,2,1,621
P30,ma-ma.10.rtf,ma-ma,2,1,738
P31,ma-ma.10.rtf,ma-ma,2,1,606
P32,ma-ma.10.rtf,ma-ma,2,1,812
P33,ma-ma.10.rtf,ma-ma,2,1,0
P34,ma-ma.10.rtf,ma-ma,2,1,78
P35,ma-ma.10.rtf,ma-ma,2,1,63
P36,ma-ma.10.rtf,ma-ma,2,1,0
P37,ma-ma.10.rtf,ma-ma,2,1,518
P01,ma-ma.11.rtf,ma-ma,2,1,790
P02,ma-ma.11.rtf,ma-ma,2,1,166
P03,ma-ma.11.rtf,ma-ma,2,1,0
P04,ma-ma.11.rtf,ma-ma,2,1,464
P05,ma-ma.11.rtf,ma-ma,2,1,0
P07,ma-ma.11.rtf,ma-ma,2,1,244
P08,ma-ma.11.rtf,ma-ma,2,1,444
P09,ma-ma.11.rtf,ma-ma,2,1,68
P10,ma-ma.11.rtf,ma-ma,2,1,264
P11,ma-ma.11.rtf,ma-ma,2,1,0
P12,ma-ma.11.rtf,ma-ma,2,1,288
P13,ma-ma.11.rtf,ma-ma,2,1,0
P15,ma-ma.11.rtf,ma-ma,2,1,493
P16,ma-ma.11.rtf,ma-ma,2,1,0
P18,ma-ma.11.rtf,ma-ma,2,1,464
P19,ma-ma.11.rtf,ma-ma,2,1,611
P20,ma-ma.11.rtf,ma-ma,2,1,244
P21,ma-ma.11.rtf,ma-ma,2,1,1056
P22,ma-ma.11.rtf,ma-ma,2,1,392
P23,ma-ma.11.rtf,ma-ma,2,1,251
P24,ma-ma.11.rtf,ma-ma,2,1,0
P25,ma-ma.11.rtf,ma-ma,2,1,0
P26,ma-ma.11.rtf,ma-ma,2,1,226
P27,ma-ma.11.rtf,ma-ma,2,1,0
P28,ma-ma.11.rtf,ma-ma,2,1,0
P29,ma-ma.11.rtf,ma-ma,2,1,435
P30,ma-ma.11.rtf,ma-ma,2,1,547
P31,ma-ma.11.rtf,ma-ma,2,1,914
P32,ma-ma.11.rtf,ma-ma,2,1,352
P33,ma-ma.11.rtf,ma-ma,2,1,327
P34,ma-ma.11.rtf,ma-ma,2,1,171
P35,ma-ma.11.rtf,ma-ma,2,1,0
P36,ma-ma.11.rtf,ma-ma,2,1,0
P37,ma-ma.11.rtf,ma-ma,2,1,0
P01,ma-ma.12.rtf,ma-ma,2,1,956
P02,ma-ma.12.rtf,ma-ma,2,1,533
P03,ma-ma.12.rtf,ma-ma,2,1,0
P04,ma-ma.12.rtf,ma-ma,2,1,0
P05,ma-ma.12.rtf,ma-ma,2,1,112
P06,ma-ma.12.rtf,ma-ma,2,1,420
P07,ma-ma.12.rtf,ma-ma,2,1,180
P08,ma-ma.12.rtf,ma-ma,2,1,396
P09,ma-ma.12.rtf,ma-ma,2,1,249
P10,ma-ma.12.rtf,ma-ma,2,1,332
P11,ma-ma.12.rtf,ma-ma,2,1,161
P12,ma-ma.12.rtf,ma-ma,2,1,327
P13,ma-ma.12.rtf,ma-ma,2,1,650
P14,ma-ma.12.rtf,ma-ma,2,1,811
P15,ma-ma.12.rtf,ma-ma,2,1,538
P16,ma-ma.12.rtf,ma-ma,2,1,122
P17,ma-ma.12.rtf,ma-ma,2,1,0
P18,ma-ma.12.rtf,ma-ma,2,1,919
P19,ma-ma.12.rtf,ma-ma,2,1,206
P20,ma-ma.12.rtf,ma-ma,2,1,0
P21,ma-ma.12.rtf,ma-ma,2,1,518
P22,ma-ma.12.rtf,ma-ma,2,1,689
P23,ma-ma.12.rtf,ma-ma,2,1,286
P24,ma-ma.12.rtf,ma-ma,2,1,553
P25,ma-ma.12.rtf,ma-ma,2,1,775
P26,ma-ma.12.rtf,ma-ma,2,1,90
P27,ma-ma.12.rtf,ma-ma,2,1,498
P28,ma-ma.12.rtf,ma-ma,2,1,142
P30,ma-ma.12.rtf,ma-ma,2,1,318
P31,ma-ma.12.rtf,ma-ma,2,1,0
P32,ma-ma.12.rtf,ma-ma,2,1,254
P33,ma-ma.12.rtf,ma-ma,2,1,508
P34,ma-ma.12.rtf,ma-ma,2,1,0
P35,ma-ma.12.rtf,ma-ma,2,1,58
P36,ma-ma.12.rtf,ma-ma,2,1,0
P37,ma-ma.12.rtf,ma-ma,2,1,254
P01,ma-nma.01.rtf,ma-nma,1,2,181
P02,ma-nma.01.rtf,ma-nma,1,2,337
P03,ma-nma.01.rtf,ma-nma,1,2,112
P04,ma-nma.01.rtf,ma-nma,1,2,0
P05,ma-nma.01.rtf,ma-nma,1,2,0
P07,ma-nma.01.rtf,ma-nma,1,2,719
P08,ma-nma.01.rtf,ma-nma,1,2,132
P09,ma-nma.01.rtf,ma-nma,1,2,0
P10,ma-nma.01.rtf,ma-nma,1,2,0
P11,ma-nma.01.rtf,ma-nma,1,2,0
P12,ma-nma.01.rtf,ma-nma,1,2,0
P13,ma-nma.01.rtf,ma-nma,1,2,269
P14,ma-nma.01.rtf,ma-nma,1,2,806
P15,ma-nma.01.rtf,ma-nma,1,2,376
P16,ma-nma.01.rtf,ma-nma,1,2,68
P17,ma-nma.01.rtf,ma-nma,1,2,0
P18,ma-nma.01.rtf,ma-nma,1,2,83
P19,ma-nma.01.rtf,ma-nma,1,2,513
P20,ma-nma.01.rtf,ma-nma,1,2,0
P21,ma-nma.01.rtf,ma-nma,1,2,821
P22,ma-nma.01.rtf,ma-nma,1,2,0
P24,ma-nma.01.rtf,ma-nma,1,2,256
P25,ma-nma.01.rtf,ma-nma,1,2,0
P26,ma-nma.01.rtf,ma-nma,1,2,0
P27,ma-nma.01.rtf,ma-nma,1,2,156
P28,ma-nma.01.rtf,ma-nma,1,2,0
P29,ma-nma.01.rtf,ma-nma,1,2,0
P30,ma-nma.01.rtf,ma-nma,1,2,533
P31,ma-nma.01.rtf,ma-nma,1,2,283
P32,ma-nma.01.rtf,ma-nma,1,2,195
P33,ma-nma.01.rtf,ma-nma,1,2,0
P34,ma-nma.01.rtf,ma-nma,1,2,0
P35,ma-nma.01.rtf,ma-nma,1,2,713
P36,ma-nma.01.rtf,ma-nma,1,2,0
P37,ma-nma.01.rtf,ma-nma,1,2,0
P01,ma-nma.02.rtf,ma-nma,1,2,458
P02,ma-nma.02.rtf,ma-nma,1,2,83
P03,ma-nma.02.rtf,ma-nma,1,2,0
P04,ma-nma.02.rtf,ma-nma,1,2,577
P05,ma-nma.02.rtf,ma-nma,1,2,137
P06,ma-nma.02.rtf,ma-nma,1,2,0
P07,ma-nma.02.rtf,ma-nma,1,2,97
P08,ma-nma.02.rtf,ma-nma,1,2,0
P09,ma-nma.02.rtf,ma-nma,1,2,53
P10,ma-nma.02.rtf,ma-nma,1,2,0
P11,ma-nma.02.rtf,ma-nma,1,2,269
P12,ma-nma.02.rtf,ma-nma,1,2,200
P13,ma-nma.02.rtf,ma-nma,1,2,97
P14,ma-nma.02.rtf,ma-nma,1,2,210
P16,ma-nma.02.rtf,ma-nma,1,2,0
P17,ma-nma.02.rtf,ma-nma,1,2,112
P18,ma-nma.02.rtf,ma-nma,1,2,92
P19,ma-nma.02.rtf,ma-nma,1,2,0
P20,ma-nma.02.rtf,ma-nma,1,2,137
P21,ma-nma.02.rtf,ma-nma,1,2,269
P22,ma-nma.02.rtf,ma-nma,1,2,156
P23,ma-nma.02.rtf,ma-nma,1,2,835
P24,ma-nma.02.rtf,ma-nma,1,2,820
P25,ma-nma.02.rtf,ma-nma,1,2,0
P26,ma-nma.02.rtf,ma-nma,1,2,372
P27,ma-nma.02.rtf,ma-nma,1,2,0
P29,ma-nma.02.rtf,ma-nma,1,2,259
P30,ma-nma.02.rtf,ma-nma,1,2,337
P31,ma-nma.02.rtf,ma-nma,1,2,0
P32,ma-nma.02.rtf,ma-nma,1,2,762
P33,ma-nma.02.rtf,ma-nma,1,2,196
P34,ma-nma.02.rtf,ma-nma,1,2,0
P35,ma-nma.02.rtf,ma-nma,1,2,0
P36,ma-nma.02.rtf,ma-nma,1,2,0
P37,ma-nma.02.rtf,ma-nma,1,2,146
P01,ma-nma.03.rtf,ma-nma,1,2,70
P02,ma-nma.03.rtf,ma-nma,1,2,0
P03,ma-nma.03.rtf,ma-nma,1,2,415
P04,ma-nma.03.rtf,ma-nma,1,2,0
P05,ma-nma.03.rtf,ma-nma,1,2,0
P06,ma-nma.03.rtf,ma-nma,1,2,0
P07,ma-nma.03.rtf,ma-nma,1,2,0
P08,ma-nma.03.rtf,ma-nma,1,2,836
P09,ma-nma.03.rtf,ma-nma,1,2,440
P10,ma-nma.03.rtf,ma-nma,1,2,0
P11,ma-nma.03.rtf,ma-nma,1,2,396
P12,ma-nma.03.rtf,ma-nma,1,2,0
P13,ma-nma.03.rtf,ma-nma,1,2,137
P14,ma-nma.03.rtf,ma-nma,1,2,479
P15,ma-nma.03.rtf,ma-nma,1,2,78
P16,ma-nma.03.rtf,ma-nma,1,2,0
P17,ma-nma.03.rtf,ma-nma,1,2,0
P18,ma-nma.03.rtf,ma-nma,1,2,0
P19,ma-nma.03.rtf,ma-nma,1,2,0
P20,ma-nma.03.rtf,ma-nma,1,2,0
P21,ma-nma.03.rtf,ma-nma,1,2,0
P22,ma-nma.03.rtf,ma-nma,1,2,0
P23,ma-nma.03.rtf,ma-nma,1,2,165
