Stimulus,Participant,condition,semantic,RT
nma-ma.10.rtf,P04,nma-ma,2,0
nma-ma.10.rtf,P06,nma-ma,2,0
nma-nma.03.rtf,P34,nma-nma,2,449.6
nma-nma.03.rtf,P36,nma-nma,2,117.3
nma-ma.10.rtf,P27,nma-ma,2,0
nma-nma.04.rtf,P01,nma-nma,2,468.4
nma-nma.04.rtf,P02,nma-nma,2,268.9
nma-nma.04.rtf,P03,nma-nma,2,151.7
nma-nma.04.rtf,P05,nma-nma,2,171.1
nma-nma.04.rtf,P07,nma-nma,2,200.5
nma-nma.04.rtf,P08,nma-nma,2,468.8
nma-nma.04.rtf,P09,nma-nma,2,337.3
nma-nma.04.rtf,P21,nma-nma,2,215.2
nma-nma.04.rtf,P23,nma-nma,2,255.6
nma-nma.04.rtf,P25,nma-nma,2,377.6
nma-ma.10.rtf,P29,nma-ma,2,0
nma-ma.10.rtf,P15,nma-ma,2,0
nma-ma.10.rtf,P17,nma-ma,2,0
nma-nma.04.rtf,P27,nma-nma,2,176.1
nma-ma.10.rtf,P20,nma-ma,2,58.7
nma-nma.04.rtf,P31,nma-nma,2,146.7
nma-nma.04.rtf,P33,nma-nma,2,141.8
nma-nma.04.rtf,P37,nma-nma,2,249.4
nma-nma.04.rtf,P11,nma-nma,2,836.1
nma-ma.10.rtf,P36,nma-ma,2,0
nma-nma.04.rtf,P13,nma-nma,2,92.9
nma-nma.04.rtf,P14,nma-nma,2,176.2
nma-ma.11.rtf,P03,nma-ma,2,0
nma-nma.04.rtf,P15,nma-nma,2,259.3
nma-nma.04.rtf,P17,nma-nma,2,190.7
nma-nma.04.rtf,P20,nma-nma,2,234.7
nma-nma.04.rtf,P22,nma-nma,2,221.5
nma-ma.11.rtf,P29,nma-ma,2,0
nma-ma.11.rtf,P15,nma-ma,2,0
nma-nma.04.rtf,P24,nma-nma,2,211.4
nma-ma.11.rtf,P17,nma-ma,2,0
nma-ma.11.rtf,P18,nma-ma,2,0
nma-ma.11.rtf,P20,nma-ma,2,0
nma-ma.11.rtf,P28,nma-ma,2,0
nma-nma.04.rtf,P26,nma-nma,2,256.8
nma-ma.12.rtf,P03,nma-ma,2,78.4
nma-nma.04.rtf,P28,nma-nma,2,122.1
nma-nma.04.rtf,P30,nma-nma,2,205.4
nma-nma.04.rtf,P36,nma-nma,2,201.4
nma-ma.12.rtf,P04,nma-ma,2,78.3
nma-nma.05.rtf,P01,nma-nma,2,820.5
nma-ma.12.rtf,P06,nma-ma,2,0
nma-nma.05.rtf,P02,nma-nma,2,215.2
nma-nma.05.rtf,P06,nma-nma,2,425.4
nma-nma.05.rtf,P07,nma-nma,2,181
nma-nma.05.rtf,P08,nma-nma,2,122.2
nma-nma.05.rtf,P09,nma-nma,2,93
nma-nma.05.rtf,P19,nma-nma,2,205.4
nma-ma.12.rtf,P31,nma-ma,2,68.4
nma-ma.12.rtf,P33,nma-ma,2,0
nma-nma.05.rtf,P21,nma-nma,2,166.3
nma-ma.12.rtf,P37,nma-ma,2,0
nma-nma.05.rtf,P23,nma-nma,2,780.3
nma-nma.05.rtf,P25,nma-nma,2,176.2
nma-nma.05.rtf,P27,nma-nma,2,396.1
nma-nma.05.rtf,P29,nma-nma,2,122.3
nma-nma.05.rtf,P31,nma-nma,2,92.9
nma-nma.05.rtf,P33,nma-nma,2,185.9
nma-nma.05.rtf,P35,nma-nma,2,195.5
nma-nma.05.rtf,P37,nma-nma,2,640.6
nma-nma.05.rtf,P10,nma-nma,2,224.9
nma-ma.12.rtf,P28,nma-ma,2,63.6
nma-nma.05.rtf,P11,nma-nma,2,758.1
nma-ma.12.rtf,P36,nma-ma,2,0
nma-nma.05.rtf,P13,nma-nma,2,156.5
nma-nma.01.rtf,P03,nma-nma,2,0
nma-nma.05.rtf,P14,nma-nma,2,444.9
nma-nma.01.rtf,P07,nma-nma,2,0
nma-nma.05.rtf,P15,nma-nma,2,186
nma-nma.05.rtf,P16,nma-nma,2,132.1
nma-nma.05.rtf,P17,nma-nma,2,264
nma-nma.05.rtf,P18,nma-nma,2,151.6
nma-nma.05.rtf,P24,nma-nma,2,226.5
nma-nma.01.rtf,P35,nma-nma,2,73.3
nma-nma.05.rtf,P26,nma-nma,2,226.5
nma-nma.05.rtf,P30,nma-nma,2,357
nma-nma.01.rtf,P18,nma-nma,2,73.3
nma-nma.01.rtf,P24,nma-nma,2,0
nma-nma.05.rtf,P32,nma-nma,2,283.6
nma-nma.01.rtf,P36,nma-nma,2,0
nma-nma.06.rtf,P01,nma-nma,2,478.2
nma-nma.06.rtf,P03,nma-nma,2,224.9
nma-nma.06.rtf,P04,nma-nma,2,190.2
nma-nma.02.rtf,P04,nma-nma,2,0
nma-nma.06.rtf,P06,nma-nma,2,161.1
nma-nma.02.rtf,P05,nma-nma,2,0
nma-nma.06.rtf,P07,nma-nma,2,371.7
nma-nma.06.rtf,P08,nma-nma,2,699.3
nma-nma.06.rtf,P23,nma-nma,2,186.3
nma-nma.06.rtf,P25,nma-nma,2,130.9
nma-nma.06.rtf,P27,nma-nma,2,303.3
nma-nma.06.rtf,P29,nma-nma,2,141.8
nma-nma.06.rtf,P31,nma-nma,2,493.9
nma-nma.02.rtf,P29,nma-nma,2,0
nma-nma.06.rtf,P33,nma-nma,2,170.4
nma-nma.06.rtf,P35,nma-nma,2,425.4
nma-nma.06.rtf,P10,nma-nma,2,552.6
nma-nma.06.rtf,P11,nma-nma,2,855.9
nma-nma.06.rtf,P12,nma-nma,2,190.8
nma-nma.06.rtf,P13,nma-nma,2,136.9
nma-nma.06.rtf,P16,nma-nma,2,107.8
nma-nma.06.rtf,P18,nma-nma,2,132
nma-nma.06.rtf,P20,nma-nma,2,650.3
nma-nma.02.rtf,P37,nma-nma,2,53.6
nma-nma.06.rtf,P22,nma-nma,2,362.4
nma-nma.06.rtf,P24,nma-nma,2,105.7
nma-nma.06.rtf,P30,nma-nma,2,293.2
nma-nma.06.rtf,P32,nma-nma,2,171.1
nma-nma.02.rtf,P17,nma-nma,2,0
nma-nma.06.rtf,P36,nma-nma,2,190.7
nma-nma.07.rtf,P01,nma-nma,2,90.6
nma-nma.07.rtf,P02,nma-nma,2,161.3
nma-nma.07.rtf,P03,nma-nma,2,259.3
nma-nma.07.rtf,P04,nma-nma,2,180.9
nma-nma.02.rtf,P24,nma-nma,2,0
nma-nma.07.rtf,P05,nma-nma,2,298.3
nma-nma.02.rtf,P28,nma-nma,2,0
nma-nma.02.rtf,P30,nma-nma,2,0
nma-nma.02.rtf,P34,nma-nma,2,0
nma-nma.07.rtf,P06,nma-nma,2,181
nma-nma.07.rtf,P08,nma-nma,2,303.3
nma-nma.07.rtf,P09,nma-nma,2,146.7
nma-nma.03.rtf,P19,nma-nma,2,0
nma-nma.07.rtf,P19,nma-nma,2,298.3
nma-nma.03.rtf,P29,nma-nma,2,0
nma-nma.07.rtf,P21,nma-nma,2,249.2
nma-nma.07.rtf,P25,nma-nma,2,503.2
nma-nma.07.rtf,P27,nma-nma,2,210.3
nma-nma.07.rtf,P31,nma-nma,2,209.7
nma-nma.07.rtf,P33,nma-nma,2,376.6
nma-nma.03.rtf,P37,nma-nma,2,0
nma-nma.07.rtf,P35,nma-nma,2,107.5
nma-nma.07.rtf,P37,nma-nma,2,176
nma-nma.07.rtf,P10,nma-nma,2,308
nma-nma.03.rtf,P15,nma-nma,2,0
nma-nma.07.rtf,P11,nma-nma,2,537.2
nma-nma.03.rtf,P28,nma-nma,2,0
nma-nma.07.rtf,P12,nma-nma,2,288.5
nma-nma.07.rtf,P13,nma-nma,2,611.4
nma-nma.07.rtf,P14,nma-nma,2,141.8
nma-nma.07.rtf,P15,nma-nma,2,283.5
nma-nma.07.rtf,P16,nma-nma,2,234.7
nma-nma.07.rtf,P17,nma-nma,2,97.8
nma-nma.07.rtf,P18,nma-nma,2,102.6
nma-nma.07.rtf,P20,nma-nma,2,293.4
nma-nma.07.rtf,P22,nma-nma,2,211.2
nma-nma.03.rtf,P32,nma-nma,2,0
nma-nma.07.rtf,P24,nma-nma,2,130.9
nma-nma.04.rtf,P04,nma-nma,2,0
nma-nma.04.rtf,P06,nma-nma,2,78.2
nma-nma.04.rtf,P19,nma-nma,2,0
nma-nma.07.rtf,P26,nma-nma,2,448.1
nma-nma.07.rtf,P28,nma-nma,2,831.5
nma-nma.07.rtf,P30,nma-nma,2,381.6
nma-nma.04.rtf,P29,nma-nma,2,0
nma-nma.07.rtf,P32,nma-nma,2,337.4
nma-nma.07.rtf,P36,nma-nma,2,464.6
nma-nma.08.rtf,P01,nma-nma,2,498.4
nma-nma.08.rtf,P05,nma-nma,2,391.1
nma-nma.08.rtf,P06,nma-nma,2,83.1
nma-nma.08.rtf,P07,nma-nma,2,171.2
nma-nma.08.rtf,P08,nma-nma,2,445
nma-nma.08.rtf,P09,nma-nma,2,269
nma-nma.04.rtf,P35,nma-nma,2,0
nma-nma.08.rtf,P19,nma-nma,2,127.1
nma-nma.04.rtf,P10,nma-nma,2,0
nma-nma.08.rtf,P21,nma-nma,2,107.6
nma-nma.08.rtf,P25,nma-nma,2,191.3
nma-nma.08.rtf,P27,nma-nma,2,405.9
nma-nma.08.rtf,P31,nma-nma,2,317.9
nma-nma.04.rtf,P12,nma-nma,2,0
nma-nma.04.rtf,P16,nma-nma,2,0
nma-nma.08.rtf,P33,nma-nma,2,97.8
nma-nma.08.rtf,P35,nma-nma,2,459.4
nma-nma.04.rtf,P18,nma-nma,2,0
nma-nma.08.rtf,P37,nma-nma,2,112.5
nma-nma.08.rtf,P10,nma-nma,2,430.4
nma-nma.08.rtf,P11,nma-nma,2,171.2
nma-nma.04.rtf,P32,nma-nma,2,0
nma-nma.08.rtf,P12,nma-nma,2,513.5
nma-nma.04.rtf,P34,nma-nma,2,0
nma-nma.08.rtf,P14,nma-nma,2,782.4
nma-nma.08.rtf,P15,nma-nma,2,405.8
nma-nma.08.rtf,P16,nma-nma,2,146.7
nma-nma.08.rtf,P20,nma-nma,2,185.8
nma-nma.05.rtf,P03,nma-nma,2,0
nma-nma.08.rtf,P22,nma-nma,2,266.9
nma-nma.05.rtf,P04,nma-nma,2,0
nma-nma.08.rtf,P26,nma-nma,2,845.7
nma-nma.08.rtf,P28,nma-nma,2,293.4
nma-nma.05.rtf,P05,nma-nma,2,0
nma-nma.08.rtf,P30,nma-nma,2,122.2
nma-nma.05.rtf,P12,nma-nma,2,0
nma-nma.05.rtf,P20,nma-nma,2,0
nma-nma.08.rtf,P34,nma-nma,2,141.8
nma-nma.05.rtf,P22,nma-nma,2,0
nma-nma.08.rtf,P36,nma-nma,2,195.7
nma-nma.09.rtf,P01,nma-nma,2,271.9
nma-nma.09.rtf,P03,nma-nma,2,215.2
nma-nma.09.rtf,P05,nma-nma,2,151.5
nma-nma.05.rtf,P28,nma-nma,2,0
nma-nma.09.rtf,P06,nma-nma,2,127.1
nma-nma.09.rtf,P07,nma-nma,2,141.8
nma-nma.09.rtf,P08,nma-nma,2,141.8
nma-nma.09.rtf,P09,nma-nma,2,435.3
nma-nma.05.rtf,P34,nma-nma,2,53.7
nma-nma.05.rtf,P36,nma-nma,2,0
nma-nma.06.rtf,P02,nma-nma,2,0
nma-nma.09.rtf,P19,nma-nma,2,127.1
nma-nma.06.rtf,P05,nma-nma,2,73.4
nma-nma.06.rtf,P09,nma-nma,2,0
nma-nma.09.rtf,P21,nma-nma,2,689.5
nma-nma.06.rtf,P19,nma-nma,2,0
nma-nma.06.rtf,P21,nma-nma,2,0
nma-nma.09.rtf,P23,nma-nma,2,296.9
nma-nma.09.rtf,P25,nma-nma,2,478.2
nma-nma.09.rtf,P27,nma-nma,2,176.1
nma-nma.09.rtf,P31,nma-nma,2,161.4
nma-nma.06.rtf,P37,nma-nma,2,0
nma-nma.09.rtf,P33,nma-nma,2,249.4
nma-nma.06.rtf,P15,nma-nma,2,0
nma-nma.09.rtf,P35,nma-nma,2,239.6
nma-nma.09.rtf,P10,nma-nma,2,249.5
nma-nma.09.rtf,P11,nma-nma,2,117.3
nma-nma.06.rtf,P17,nma-nma,2,0
nma-nma.09.rtf,P13,nma-nma,2,102.6
nma-nma.09.rtf,P14,nma-nma,2,234.7
nma-nma.06.rtf,P26,nma-nma,2,0
nma-nma.09.rtf,P15,nma-nma,2,342.3
nma-nma.09.rtf,P16,nma-nma,2,190.7
nma-nma.09.rtf,P17,nma-nma,2,396
nma-nma.09.rtf,P18,nma-nma,2,122.3
nma-nma.09.rtf,P24,nma-nma,2,372.5
nma-nma.09.rtf,P26,nma-nma,2,292
nma-nma.09.rtf,P28,nma-nma,2,146.8
nma-nma.09.rtf,P30,nma-nma,2,206
nma-nma.06.rtf,P28,nma-nma,2,0
nma-nma.09.rtf,P36,nma-nma,2,132
nma-nma.10.rtf,P01,nma-nma,2,669.5
nma-nma.10.rtf,P02,nma-nma,2,176.1
nma-nma.10.rtf,P03,nma-nma,2,97.8
nma-nma.10.rtf,P07,nma-nma,2,205.3
nma-nma.10.rtf,P08,nma-nma,2,137.1
nma-nma.10.rtf,P19,nma-nma,2,151.6
nma-nma.06.rtf,P34,nma-nma,2,0
nma-nma.10.rtf,P21,nma-nma,2,254.9
nma-nma.07.rtf,P07,nma-nma,2,0
nma-nma.10.rtf,P23,nma-nma,2,317.1
nma-nma.10.rtf,P25,nma-nma,2,352.6
nma-nma.07.rtf,P23,nma-nma,2,0
nma-nma.10.rtf,P29,nma-nma,2,113.4
nma-nma.10.rtf,P31,nma-nma,2,347.3
nma-nma.10.rtf,P33,nma-nma,2,151.6
nma-nma.10.rtf,P35,nma-nma,2,102.7
nma-nma.07.rtf,P29,nma-nma,2,0
nma-nma.10.rtf,P37,nma-nma,2,425.4
nma-nma.07.rtf,P34,nma-nma,2,53.8
nma-nma.10.rtf,P10,nma-nma,2,156.5
nma-nma.10.rtf,P11,nma-nma,2,224.9
nma-nma.10.rtf,P12,nma-nma,2,146.8
nma-nma.10.rtf,P13,nma-nma,2,88
nma-nma.08.rtf,P02,nma-nma,2,0
nma-nma.08.rtf,P03,nma-nma,2,0
nma-nma.08.rtf,P04,nma-nma,2,0
nma-nma.08.rtf,P23,nma-nma,2,0
nma-nma.10.rtf,P14,nma-nma,2,151.6
nma-nma.10.rtf,P16,nma-nma,2,137
nma-nma.08.rtf,P29,nma-nma,2,78.3
nma-nma.10.rtf,P17,nma-nma,2,185.8
nma-nma.10.rtf,P20,nma-nma,2,401.1
nma-nma.10.rtf,P22,nma-nma,2,90.6
nma-nma.10.rtf,P24,nma-nma,2,563.5
nma-nma.08.rtf,P13,nma-nma,2,73.3
nma-nma.10.rtf,P26,nma-nma,2,261.8
nma-nma.08.rtf,P17,nma-nma,2,0
nma-nma.10.rtf,P32,nma-nma,2,92.6
nma-nma.08.rtf,P18,nma-nma,2,0
nma-nma.11.rtf,P01,nma-nma,2,136
nma-nma.08.rtf,P24,nma-nma,2,0
nma-nma.11.rtf,P02,nma-nma,2,151.6
nma-nma.11.rtf,P04,nma-nma,2,88.2
nma-nma.08.rtf,P32,nma-nma,2,73.3
nma-nma.11.rtf,P06,nma-nma,2,156.5
nma-nma.11.rtf,P07,nma-nma,2,322.8
nma-nma.11.rtf,P08,nma-nma,2,352.7
nma-nma.11.rtf,P09,nma-nma,2,141.9
nma-nma.11.rtf,P19,nma-nma,2,249.3
nma-nma.11.rtf,P21,nma-nma,2,1007.5
nma-nma.11.rtf,P25,nma-nma,2,125.8
nma-nma.11.rtf,P27,nma-nma,2,249.4
nma-nma.09.rtf,P02,nma-nma,2,0
nma-nma.11.rtf,P29,nma-nma,2,234.7
nma-nma.11.rtf,P31,nma-nma,2,264.1
nma-nma.11.rtf,P33,nma-nma,2,151.6
nma-nma.09.rtf,P04,nma-nma,2,0
nma-nma.11.rtf,P37,nma-nma,2,180.9
nma-nma.09.rtf,P29,nma-nma,2,0
nma-nma.09.rtf,P37,nma-nma,2,0
nma-nma.11.rtf,P10,nma-nma,2,185.8
nma-nma.09.rtf,P12,nma-nma,2,0
nma-nma.11.rtf,P11,nma-nma,2,478.3
nma-nma.11.rtf,P12,nma-nma,2,361.9
nma-nma.11.rtf,P13,nma-nma,2,92.9
nma-nma.11.rtf,P14,nma-nma,2,318
nma-nma.11.rtf,P15,nma-nma,2,841.3
nma-nma.11.rtf,P16,nma-nma,2,352.1
nma-nma.09.rtf,P20,nma-nma,2,0
nma-nma.11.rtf,P17,nma-nma,2,195.6
nma-nma.11.rtf,P18,nma-nma,2,132
nma-nma.09.rtf,P22,nma-nma,2,0
nma-nma.11.rtf,P24,nma-nma,2,588.9
nma-nma.11.rtf,P26,nma-nma,2,181.2
nma-nma.11.rtf,P28,nma-nma,2,371.6
nma-nma.11.rtf,P30,nma-nma,2,283.7
nma-nma.09.rtf,P32,nma-nma,2,78.3
nma-nma.09.rtf,P34,nma-nma,2,0
nma-nma.11.rtf,P32,nma-nma,2,122.2
nma-nma.10.rtf,P04,nma-nma,2,63.6
nma-nma.10.rtf,P05,nma-nma,2,0
nma-nma.10.rtf,P06,nma-nma,2,0
nma-nma.10.rtf,P09,nma-nma,2,0
nma-nma.10.rtf,P27,nma-nma,2,0
nma-nma.10.rtf,P15,nma-nma,2,78.3
nma-nma.11.rtf,P34,nma-nma,2,215.2
nma-nma.11.rtf,P36,nma-nma,2,141.8
nma-nma.12.rtf,P01,nma-nma,2,226.5
nma-nma.10.rtf,P18,nma-nma,2,0
nma-nma.12.rtf,P02,nma-nma,2,175.5
nma-nma.12.rtf,P05,nma-nma,2,185.9
nma-nma.12.rtf,P06,nma-nma,2,146.7
nma-nma.12.rtf,P07,nma-nma,2,757.7
nma-nma.10.rtf,P28,nma-nma,2,0
nma-nma.10.rtf,P30,nma-nma,2,0
nma-nma.12.rtf,P08,nma-nma,2,704.1
nma-nma.10.rtf,P34,nma-nma,2,0
nma-nma.10.rtf,P36,nma-nma,2,0
nma-nma.12.rtf,P09,nma-nma,2,175.9
nma-nma.12.rtf,P19,nma-nma,2,352.2
nma-nma.11.rtf,P03,nma-nma,2,0
nma-nma.12.rtf,P21,nma-nma,2,832.2
nma-nma.12.rtf,P23,nma-nma,2,506.5
nma-nma.12.rtf,P25,nma-nma,2,216.4
nma-nma.12.rtf,P27,nma-nma,2,441
nma-nma.12.rtf,P29,nma-nma,2,327.6
nma-nma.11.rtf,P05,nma-nma,2,0
nma-nma.12.rtf,P31,nma-nma,2,176
nma-nma.12.rtf,P33,nma-nma,2,415.6
nma-nma.12.rtf,P35,nma-nma,2,234.7
nma-nma.12.rtf,P37,nma-nma,2,146.7
nma-nma.11.rtf,P23,nma-nma,2,0
nma-nma.11.rtf,P35,nma-nma,2,63.6
nma-nma.12.rtf,P10,nma-nma,2,352.2
nma-nma.12.rtf,P11,nma-nma,2,376.7
nma-nma.11.rtf,P20,nma-nma,2,0
nma-nma.11.rtf,P22,nma-nma,2,0
nma-nma.12.rtf,P12,nma-nma,2,141.8
nma-nma.12.rtf,P13,nma-nma,2,102.8
nma-nma.12.rtf,P14,nma-nma,2,127.1
nma-nma.12.rtf,P15,nma-nma,2,161.4
nma-nma.12.rtf,P16,nma-nma,2,596.5
nma-nma.12.rtf,P17,nma-nma,2,117.2
nma-nma.12.rtf,P18,nma-nma,2,190.7
nma-nma.12.rtf,P20,nma-nma,2,268.9
nma-nma.12.rtf,P03,nma-nma,2,0
nma-nma.12.rtf,P22,nma-nma,2,95.6
nma-nma.12.rtf,P24,nma-nma,2,533.6
nma-nma.12.rtf,P04,nma-nma,2,0
nma-nma.12.rtf,P26,nma-nma,2,176.2
nma-nma.12.rtf,P28,nma-nma,2,298.3
nma-nma.12.rtf,P30,nma-nma,2,200.5
nma-nma.12.rtf,P32,nma-nma,2,283.6
nma-nma.12.rtf,P34,nma-nma,2,156.4
nma-nma.12.rtf,P36,nma-nma,2,0
