Participant,Stimulus,condition,parallel,semantic,RT
P04,ma-ma.04.rtf,ma-ma,2,1,215
P05,ma-ma.04.rtf,ma-ma,2,1,0
P06,ma-ma.04.rtf,ma-ma,2,1,166
P07,ma-ma.04.rtf,ma-ma,2,1,171
P08,ma-ma.04.rtf,ma-ma,2,1,0
P09,ma-ma.04.rtf,ma-ma,2,1,0
P10,ma-ma.04.rtf,ma-ma,2,1,0
P11,ma-ma.04.rtf,ma-ma,2,1,0
P12,ma-ma.04.rtf,ma-ma,2,1,718
P13,ma-ma.04.rtf,ma-ma,2,1,200
P14,ma-ma.04.rtf,ma-ma,2,1,293
P15,ma-ma.04.rtf,ma-ma,2,1,293
P16,ma-ma.04.rtf,ma-ma,2,1,332
P17,ma-ma.04.rtf,ma-ma,2,1,0
P18,ma-ma.04.rtf,ma-ma,2,1,0
P19,ma-ma.04.rtf,ma-ma,2,1,376
P20,ma-ma.04.rtf,ma-ma,2,1,88
P21,ma-ma.04.rtf,ma-ma,2,1,494
P22,ma-ma.04.rtf,ma-ma,2,1,432
P23,ma-ma.04.rtf,ma-ma,2,1,634
P24,ma-ma.04.rtf,ma-ma,2,1,368
P25,ma-ma.04.rtf,ma-ma,2,1,0
P26,ma-ma.04.rtf,ma-ma,2,1,241
P27,ma-ma.04.rtf,ma-ma,2,1,293
P28,ma-ma.04.rtf,ma-ma,2,1,0
P29,ma-ma.04.rtf,ma-ma,2,1,264
P30,ma-ma.04.rtf,ma-ma,2,1,944
P31,ma-ma.04.rtf,ma-ma,2,1,225
P32,ma-ma.04.rtf,ma-ma,2,1,0
P33,ma-ma.04.rtf,ma-ma,2,1,0
P34,ma-ma.04.rtf,ma-ma,2,1,68
P35,ma-ma.04.rtf,ma-ma,2,1,0
P36,ma-ma.04.rtf,ma-ma,2,1,230
P37,ma-ma.04.rtf,ma-ma,2,1,488
P01,ma-ma.05.rtf,ma-ma,2,1,0
P02,ma-ma.05.rtf,ma-ma,2,1,0
P03,ma-ma.05.rtf,ma-ma,2,1,0
P04,ma-ma.05.rtf,ma-ma,2,1,229
P05,ma-ma.05.rtf,ma-ma,2,1,0
P06,ma-ma.05.rtf,ma-ma,2,1,787
P07,ma-ma.05.rtf,ma-ma,2,1,185
P08,ma-ma.05.rtf,ma-ma,2,1,190
P09,ma-ma.05.rtf,ma-ma,2,1,0
P10,ma-ma.05.rtf,ma-ma,2,1,151
P11,ma-ma.05.rtf,ma-ma,2,1,0
P12,ma-ma.05.rtf,ma-ma,2,1,982
P13,ma-ma.05.rtf,ma-ma,2,1,381
P14,ma-ma.05.rtf,ma-ma,2,1,371
P15,ma-ma.05.rtf,ma-ma,2,1,405
P16,ma-ma.05.rtf,ma-ma,2,1,225
P17,ma-ma.05.rtf,ma-ma,2,1,0
P18,ma-ma.05.rtf,ma-ma,2,1,161
P19,ma-ma.05.rtf,ma-ma,2,1,288
P20,ma-ma.05.rtf,ma-ma,2,1,699
P21,ma-ma.05.rtf,ma-ma,2,1,1095
P22,ma-ma.05.rtf,ma-ma,2,1,0
P23,ma-ma.05.rtf,ma-ma,2,1,1031
P24,ma-ma.05.rtf,ma-ma,2,1,176
P25,ma-ma.05.rtf,ma-ma,2,1,488
P26,ma-ma.05.rtf,ma-ma,2,1,0
P27,ma-ma.05.rtf,ma-ma,2,1,547
P28,ma-ma.05.rtf,ma-ma,2,1,630
P29,ma-ma.05.rtf,ma-ma,2,1,234
P30,ma-ma.05.rtf,ma-ma,2,1,298
P31,ma-ma.05.rtf,ma-ma,2,1,425
P32,ma-ma.05.rtf,ma-ma,2,1,694
P33,ma-ma.05.rtf,ma-ma,2,1,415
P34,ma-ma.05.rtf,ma-ma,2,1,430
P35,ma-ma.05.rtf,ma-ma,2,1,0
P36,ma-ma.05.rtf,ma-ma,2,1,83
P37,ma-ma.05.rtf,ma-ma,2,1,259
P01,ma-ma.06.rtf,ma-ma,2,1,327
P02,ma-ma.06.rtf,ma-ma,2,1,293
P03,ma-ma.06.rtf,ma-ma,2,1,0
P04,ma-ma.06.rtf,ma-ma,2,1,454
P05,ma-ma.06.rtf,ma-ma,2,1,860
P07,ma-ma.06.rtf,ma-ma,2,1,748
P08,ma-ma.06.rtf,ma-ma,2,1,547
P09,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P13,ma-ma.06.rtf,ma-ma,2,1,234
P13,ma-ma.06.rtf,ma-ma,2,1,0
P14,ma-ma.06.rtf,ma-ma,2,1,547
P15,ma-ma.06.rtf,ma-ma,2,1,1198
P15,ma-ma.06.rtf,ma-ma,2,1,718
P16,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,103
P18,ma-ma.06.rtf,ma-ma,2,1,0
P18,ma-ma.06.rtf,ma-ma,2,1,435
P19,ma-ma.06.rtf,ma-ma,2,1,1164
P20,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P21,ma-ma.06.rtf,ma-ma,2,1,107
P22,ma-ma.06.rtf,ma-ma,2,1,161
P22,ma-ma.06.rtf,ma-ma,2,1,0
P23,ma-ma.06.rtf,ma-ma,2,1,790
P24,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,171
P25,ma-ma.06.rtf,ma-ma,2,1,382
P26,ma-ma.06.rtf,ma-ma,2,1,0
P26,ma-ma.06.rtf,ma-ma,2,1,236
P27,ma-ma.06.rtf,ma-ma,2,1,229
P28,ma-ma.06.rtf,ma-ma,2,1,533
P28,ma-ma.06.rtf,ma-ma,2,1,449
P29,ma-ma.06.rtf,ma-ma,2,1,341
P30,ma-ma.06.rtf,ma-ma,2,1,254
P31,ma-ma.06.rtf,ma-ma,2,1,503
P32,ma-ma.06.rtf,ma-ma,2,1,0
P32,ma-ma.06.rtf,ma-ma,2,1,616
P33,ma-ma.06.rtf,ma-ma,2,1,229
P34,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P35,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,92
P36,ma-ma.06.rtf,ma-ma,2,1,0
P37,ma-ma.06.rtf,ma-ma,2,1,210
P01,ma-ma.07.rtf,ma-ma,2,1,1172
P02,ma-ma.07.rtf,ma-ma,2,1,547
P03,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,185
P05,ma-ma.07.rtf,ma-ma,2,1,166
P06,ma-ma.07.rtf,ma-ma,2,1,435
P07,ma-ma.07.rtf,ma-ma,2,1,518
P08,ma-ma.07.rtf,ma-ma,2,1,376
P09,ma-ma.07.rtf,ma-ma,2,1,0
P10,ma-ma.07.rtf,ma-ma,2,1,0
P11,ma-ma.07.rtf,ma-ma,2,1,312
P13,ma-ma.07.rtf,ma-ma,2,1,132
P14,ma-ma.07.rtf,ma-ma,2,1,0
P16,ma-ma.07.rtf,ma-ma,2,1,274
P17,ma-ma.07.rtf,ma-ma,2,1,0
P18,ma-ma.07.rtf,ma-ma,2,1,562
P19,ma-ma.07.rtf,ma-ma,2,1,812
P20,ma-ma.07.rtf,ma-ma,2,1,0
P21,ma-ma.07.rtf,ma-ma,2,1,313
P22,ma-ma.07.rtf,ma-ma,2,1,674
P23,ma-ma.07.rtf,ma-ma,2,1,417
P24,ma-ma.07.rtf,ma-ma,2,1,523
P25,ma-ma.07.rtf,ma-ma,2,1,0
P26,ma-ma.07.rtf,ma-ma,2,1,644
P27,ma-ma.07.rtf,ma-ma,2,1,156
P28,ma-ma.07.rtf,ma-ma,2,1,0
P29,ma-ma.07.rtf,ma-ma,2,1,127
P30,ma-ma.07.rtf,ma-ma,2,1,811
P31,ma-ma.07.rtf,ma-ma,2,1,0
P32,ma-ma.07.rtf,ma-ma,2,1,865
P33,ma-ma.07.rtf,ma-ma,2,1,0
P34,ma-ma.07.rtf,ma-ma,2,1,63
P35,ma-ma.07.rtf,ma-ma,2,1,0
P36,ma-ma.07.rtf,ma-ma,2,1,0
P37,ma-ma.07.rtf,ma-ma,2,1,0
P01,ma-ma.08.rtf,ma-ma,2,1,745
P02,ma-ma.08.rtf,ma-ma,2,1,0
P03,ma-ma.08.rtf,ma-ma,2,1,0
P04,ma-ma.08.rtf,ma-ma,2,1,0
P05,ma-ma.08.rtf,ma-ma,2,1,0
P06,ma-ma.08.rtf,ma-ma,2,1,493
P07,ma-ma.08.rtf,ma-ma,2,1,0
P08,ma-ma.08.rtf,ma-ma,2,1,591
P09,ma-ma.08.rtf,ma-ma,2,1,0
P10,ma-ma.08.rtf,ma-ma,2,1,0
P11,ma-ma.08.rtf,ma-ma,2,1,396
P12,ma-ma.08.rtf,ma-ma,2,1,0
P13,ma-ma.08.rtf,ma-ma,2,1,190
P14,ma-ma.08.rtf,ma-ma,2,1,567
P15,ma-ma.08.rtf,ma-ma,2,1,0
P16,ma-ma.08.rtf,ma-ma,2,1,0
P17,ma-ma.08.rtf,ma-ma,2,1,0
P18,ma-ma.08.rtf,ma-ma,2,1,0
P19,ma-ma.08.rtf,ma-ma,2,1,68
P20,ma-ma.08.rtf,ma-ma,2,1,371
P22,ma-ma.08.rtf,ma-ma,2,1,432
P24,ma-ma.08.rtf,ma-ma,2,1,196
P25,ma-ma.08.rtf,ma-ma,2,1,629
P26,ma-ma.08.rtf,ma-ma,2,1,55
P27,ma-ma.08.rtf,ma-ma,2,1,479
P28,ma-ma.08.rtf,ma-ma,2,1,0
P29,ma-ma.08.rtf,ma-ma,2,1,474
P30,ma-ma.08.rtf,ma-ma,2,1,249
P31,ma-ma.08.rtf,ma-ma,2,1,577
P32,ma-ma.08.rtf,ma-ma,2,1,665
P33,ma-ma.08.rtf,ma-ma,2,1,0
P34,ma-ma.08.rtf,ma-ma,2,1,0
P35,ma-ma.08.rtf,ma-ma,2,1,0
P36,ma-ma.08.rtf,ma-ma,2,1,317
P37,ma-ma.08.rtf,ma-ma,2,1,249
P01,ma-ma.09.rtf,ma-ma,2,1,276
P02,ma-ma.09.rtf,ma-ma,2,1,0
P03,ma-ma.09.rtf,ma-ma,2,1,0
P04,ma-ma.09.rtf,ma-ma,2,1,122
P05,ma-ma.09.rtf,ma-ma,2,1,0
P06,ma-ma.09.rtf,ma-ma,2,1,0
P07,ma-ma.09.rtf,ma-ma,2,1,0
P08,ma-ma.09.rtf,ma-ma,2,1,523
P09,ma-ma.09.rtf,ma-ma,2,1,0
P10,ma-ma.09.rtf,ma-ma,2,1,97
P11,ma-ma.09.rtf,ma-ma,2,1,0
P12,ma-ma.09.rtf,ma-ma,2,1,0
P13,ma-ma.09.rtf,ma-ma,2,1,567
P14,ma-ma.09.rtf,ma-ma,2,1,528
P15,ma-ma.09.rtf,ma-ma,2,1,762
P16,ma-ma.09.rtf,ma-ma,2,1,0
P17,ma-ma.09.rtf,ma-ma,2,1,0
P18,ma-ma.09.rtf,ma-ma,2,1,391
P19,ma-ma.09.rtf,ma-ma,2,1,112
P20,ma-ma.09.rtf,ma-ma,2,1,826
P22,ma-ma.09.rtf,ma-ma,2,1,448
P23,ma-ma.09.rtf,ma-ma,2,1,504
P24,ma-ma.09.rtf,ma-ma,2,1,0
P25,ma-ma.09.rtf,ma-ma,2,1,186
P26,ma-ma.09.rtf,ma-ma,2,1,750
P27,ma-ma.09.rtf,ma-ma,2,1,484
P28,ma-ma.09.rtf,ma-ma,2,1,469
P29,ma-ma.09.rtf,ma-ma,2,1,450
P30,ma-ma.09.rtf,ma-ma,2,1,816
P31,ma-ma.09.rtf,ma-ma,2,1,0
P32,ma-ma.09.rtf,ma-ma,2,1,269
P33,ma-ma.09.rtf,ma-ma,2,1,111
P34,ma-ma.09.rtf,ma-ma,2,1,283
P35,ma-ma.09.rtf,ma-ma,2,1,240
P36,ma-ma.09.rtf,ma-ma,2,1,0
P37,ma-ma.09.rtf,ma-ma,2,1,856
P01,ma-ma.10.rtf,ma-ma,2,1,941
P02,ma-ma.10.rtf,ma-ma,2,1,200
P03,ma-ma.10.rtf,ma-ma,2,1,92
P04,ma-ma.10.rtf,ma-ma,2,1,0
P05,ma-ma.10.rtf,ma-ma,2,1,161
P06,ma-ma.10.rtf,ma-ma,2,1,591
P07,ma-ma.10.rtf,ma-ma,2,1,273
P08,ma-ma.10.rtf,ma-ma,2,1,225
P09,ma-ma.10.rtf,ma-ma,2,1,0
P10,ma-ma.10.rtf,ma-ma,2,1,0
P11,ma-ma.10.rtf,ma-ma,2,1,0
P12,ma-ma.10.rtf,ma-ma,2,1,171
P13,ma-ma.10.rtf,ma-ma,2,1,117
P14,ma-ma.10.rtf,ma-ma,2,1,797
P15,ma-ma.10.rtf,ma-ma,2,1,459
P16,ma-ma.10.rtf,ma-ma,2,1,225
P17,ma-ma.10.rtf,ma-ma,2,1,0
P18,ma-ma.10.rtf,ma-ma,2,1,0
P19,ma-ma.10.rtf,ma-ma,2,1,684
P20,ma-ma.10.rtf,ma-ma,2,1,420
P21,ma-ma.10.rtf,ma-ma,2,1,969
P22,ma-ma.10.rtf,ma-ma,2,1,206
P23,ma-ma.10.rtf,ma-ma,2,1,835
P24,ma-ma.10.rtf,ma-ma,2,1,256
P25,ma-ma.10.rtf,ma-ma,2,1,840
P26,ma-ma.10.rtf,ma-ma,2,1,246
P27,ma-ma.10.rtf,ma-ma,2,1,210
P28,ma-ma.10.rtf,ma-ma,2,1,558
P29,ma-ma.10.rtf,ma-ma,2,1,361
P30,ma-ma.10.rtf,ma-ma,2,1,635
P31,ma-ma.10.rtf,ma-ma,2,1,464
P32,ma-ma.10.rtf,ma-ma,2,1,415
P33,ma-ma.10.rtf,ma-ma,2,1,0
P34,ma-ma.10.rtf,ma-ma,2,1,391
P35,ma-ma.10.rtf,ma-ma,2,1,200
P36,ma-ma.10.rtf,ma-ma,2,1,176
P37,ma-ma.10.rtf,ma-ma,2,1,273
P01,ma-ma.11.rtf,ma-ma,2,1,830
P02,ma-ma.11.rtf,ma-ma,2,1,185
P03,ma-ma.11.rtf,ma-ma,2,1,127
P04,ma-ma.11.rtf,ma-ma,2,1,87
P05,ma-ma.11.rtf,ma-ma,2,1,0
P07,ma-ma.11.rtf,ma-ma,2,1,98
P08,ma-ma.11.rtf,ma-ma,2,1,0
P09,ma-ma.11.rtf,ma-ma,2,1,0
P10,ma-ma.11.rtf,ma-ma,2,1,83
P11,ma-ma.11.rtf,ma-ma,2,1,0
P12,ma-ma.11.rtf,ma-ma,2,1,440
P13,ma-ma.11.rtf,ma-ma,2,1,371
P14,ma-ma.11.rtf,ma-ma,2,1,1022
P15,ma-ma.11.rtf,ma-ma,2,1,435
P16,ma-ma.11.rtf,ma-ma,2,1,0
P17,ma-ma.11.rtf,ma-ma,2,1,210
P18,ma-ma.11.rtf,ma-ma,2,1,0
P20,ma-ma.11.rtf,ma-ma,2,1,474
P21,ma-ma.11.rtf,ma-ma,2,1,748
P22,ma-ma.11.rtf,ma-ma,2,1,271
P23,ma-ma.11.rtf,ma-ma,2,1,598
P24,ma-ma.11.rtf,ma-ma,2,1,161
P25,ma-ma.11.rtf,ma-ma,2,1,85
P26,ma-ma.11.rtf,ma-ma,2,1,307
P27,ma-ma.11.rtf,ma-ma,2,1,136
P28,ma-ma.11.rtf,ma-ma,2,1,0
P29,ma-ma.11.rtf,ma-ma,2,1,401
P30,ma-ma.11.rtf,ma-ma,2,1,562
P31,ma-ma.11.rtf,ma-ma,2,1,92
P32,ma-ma.11.rtf,ma-ma,2,1,0
P33,ma-ma.11.rtf,ma-ma,2,1,0
P34,ma-ma.11.rtf,ma-ma,2,1,356
P35,ma-ma.11.rtf,ma-ma,2,1,0
P36,ma-ma.11.rtf,ma-ma,2,1,0
P37,ma-ma.11.rtf,ma-ma,2,1,156
P01,ma-ma.12.rtf,ma-ma,2,1,55
P02,ma-ma.12.rtf,ma-ma,2,1,366
P03,ma-ma.12.rtf,ma-ma,2,1,156
P04,ma-ma.12.rtf,ma-ma,2,1,161
P05,ma-ma.12.rtf,ma-ma,2,1,1090
P06,ma-ma.12.rtf,ma-ma,2,1,151
P07,ma-ma.12.rtf,ma-ma,2,1,386
P08,ma-ma.12.rtf,ma-ma,2,1,679
P09,ma-ma.12.rtf,ma-ma,2,1,210
P10,ma-ma.12.rtf,ma-ma,2,1,0
P11,ma-ma.12.rtf,ma-ma,2,1,264
P12,ma-ma.12.rtf,ma-ma,2,1,1081
P13,ma-ma.12.rtf,ma-ma,2,1,288
P14,ma-ma.12.rtf,ma-ma,2,1,1002
P15,ma-ma.12.rtf,ma-ma,2,1,405
P16,ma-ma.12.rtf,ma-ma,2,1,93
P17,ma-ma.12.rtf,ma-ma,2,1,0
P18,ma-ma.12.rtf,ma-ma,2,1,0
P19,ma-ma.12.rtf,ma-ma,2,1,821
P20,ma-ma.12.rtf,ma-ma,2,1,0
P21,ma-ma.12.rtf,ma-ma,2,1,269
P22,ma-ma.12.rtf,ma-ma,2,1,120
P23,ma-ma.12.rtf,ma-ma,2,1,343
P24,ma-ma.12.rtf,ma-ma,2,1,186
P25,ma-ma.12.rtf,ma-ma,2,1,951
P26,ma-ma.12.rtf,ma-ma,2,1,171
P27,ma-ma.12.rtf,ma-ma,2,1,0
P28,ma-ma.12.rtf,ma-ma,2,1,0
P29,ma-ma.12.rtf,ma-ma,2,1,1185
P30,ma-ma.12.rtf,ma-ma,2,1,53
P31,ma-ma.12.rtf,ma-ma,2,1,817
P32,ma-ma.12.rtf,ma-ma,2,1,391
P33,ma-ma.12.rtf,ma-ma,2,1,0
P34,ma-ma.12.rtf,ma-ma,2,1,235
P35,ma-ma.12.rtf,ma-ma,2,1,0
P36,ma-ma.12.rtf,ma-ma,2,1,0
P37,ma-ma.12.rtf,ma-ma,2,1,0
P01,ma-nma.01.rtf,ma-nma,1,2,302
P02,ma-nma.01.rtf,ma-nma,1,2,190
P03,ma-nma.01.rtf,ma-nma,1,2,0
P04,ma-nma.01.rtf,ma-nma,1,2,0
P05,ma-nma.01.rtf,ma-nma,1,2,0
P06,ma-nma.01.rtf,ma-nma,1,2,758
P07,ma-nma.01.rtf,ma-nma,1,2,743
P08,ma-nma.01.rtf,ma-nma,1,2,161
P09,ma-nma.01.rtf,ma-nma,1,2,0
P10,ma-nma.01.rtf,ma-nma,1,2,83
P11,ma-nma.01.rtf,ma-nma,1,2,0
P12,ma-nma.01.rtf,ma-nma,1,2,322
P13,ma-nma.01.rtf,ma-nma,1,2,200
P14,ma-nma.01.rtf,ma-nma,1,2,137
P15,ma-nma.01.rtf,ma-nma,1,2,782
P16,ma-nma.01.rtf,ma-nma,1,2,0
P17,ma-nma.01.rtf,ma-nma,1,2,249
P18,ma-nma.01.rtf,ma-nma,1,2,220
P19,ma-nma.01.rtf,ma-nma,1,2,396
P20,ma-nma.01.rtf,ma-nma,1,2,0
P21,ma-nma.01.rtf,ma-nma,1,2,219
P22,ma-nma.01.rtf,ma-nma,1,2,135
P23,ma-nma.01.rtf,ma-nma,1,2,900
P24,ma-nma.01.rtf,ma-nma,1,2,262
P25,ma-nma.01.rtf,ma-nma,1,2,1021
P26,ma-nma.01.rtf,ma-nma,1,2,125
P27,ma-nma.01.rtf,ma-nma,1,2,97
P28,ma-nma.01.rtf,ma-nma,1,2,0
P29,ma-nma.01.rtf,ma-nma,1,2,0
P30,ma-nma.01.rtf,ma-nma,1,2,92
P31,ma-nma.01.rtf,ma-nma,1,2,503
P32,ma-nma.01.rtf,ma-nma,1,2,391
P33,ma-nma.01.rtf,ma-nma,1,2,0
P34,ma-nma.01.rtf,ma-nma,1,2,269
P35,ma-nma.01.rtf,ma-nma,1,2,332
P36,ma-nma.01.rtf,ma-nma,1,2,0
P37,ma-nma.01.rtf,ma-nma,1,2,0
P02,ma-nma.02.rtf,ma-nma,1,2,0
P03,ma-nma.02.rtf,ma-nma,1,2,0
P04,ma-nma.02.rtf,ma-nma,1,2,625
P05,ma-nma.02.rtf,ma-nma,1,2,0
P06,ma-nma.02.rtf,ma-nma,1,2,264
P07,ma-nma.02.rtf,ma-nma,1,2,200
P08,ma-nma.02.rtf,ma-nma,1,2,0
P09,ma-nma.02.rtf,ma-nma,1,2,0
P10,ma-nma.02.rtf,ma-nma,1,2,0
P11,ma-nma.02.rtf,ma-nma,1,2,146
P12,ma-nma.02.rtf,ma-nma,1,2,73
P13,ma-nma.02.rtf,ma-nma,1,2,557
P14,ma-nma.02.rtf,ma-nma,1,2,0
P15,ma-nma.02.rtf,ma-nma,1,2,1139
P16,ma-nma.02.rtf,ma-nma,1,2,0
P17,ma-nma.02.rtf,ma-nma,1,2,0
P18,ma-nma.02.rtf,ma-nma,1,2,88
P19,ma-nma.02.rtf,ma-nma,1,2,180
P20,ma-nma.02.rtf,ma-nma,1,2,0
P21,ma-nma.02.rtf,ma-nma,1,2,229
P22,ma-nma.02.rtf,ma-nma,1,2,0
P23,ma-nma.02.rtf,ma-nma,1,2,251
P24,ma-nma.02.rtf,ma-nma,1,2,523
P25,ma-nma.02.rtf,ma-nma,1,2,0
P26,ma-nma.02.rtf,ma-nma,1,2,563
P27,ma-nma.02.rtf,ma-nma,1,2,190
P28,ma-nma.02.rtf,ma-nma,1,2,386
P29,ma-nma.02.rtf,ma-nma,1,2,0
P30,ma-nma.02.rtf,ma-nma,1,2,113
P31,ma-nma.02.rtf,ma-nma,1,2,156
P32,ma-nma.02.rtf,ma-nma,1,2,929
P33,ma-nma.02.rtf,ma-nma,1,2,0
P34,ma-nma.02.rtf,ma-nma,1,2,0
