Participant,Stimulus,condition,parallel,semantic,RT
P03,ma-ma.02.rtf,ma-ma,2,1,58
P04,ma-ma.02.rtf,ma-ma,2,1,68
P05,ma-ma.02.rtf,ma-ma,2,1,293
P06,ma-ma.02.rtf,ma-ma,2,1,377
P07,ma-ma.02.rtf,ma-ma,2,1,484
P08,ma-ma.02.rtf,ma-ma,2,1,449
P09,ma-ma.02.rtf,ma-ma,2,1,317
P10,ma-ma.02.rtf,ma-ma,2,1,376
P11,ma-ma.02.rtf,ma-ma,2,1,640
P12,ma-ma.02.rtf,ma-ma,2,1,435
P13,ma-ma.02.rtf,ma-ma,2,1,185
P14,ma-ma.02.rtf,ma-ma,2,1,83
P15,ma-ma.02.rtf,ma-ma,2,1,278
P16,ma-ma.02.rtf,ma-ma,2,1,58
P17,ma-ma.02.rtf,ma-ma,2,1,176
P18,ma-ma.02.rtf,ma-ma,2,1,0
P19,ma-ma.02.rtf,ma-ma,2,1,88
P20,ma-ma.02.rtf,ma-ma,2,1,293
P21,ma-ma.02.rtf,ma-ma,2,1,405
P22,ma-ma.02.rtf,ma-ma,2,1,125
P23,ma-ma.02.rtf,ma-ma,2,1,226
P24,ma-ma.02.rtf,ma-ma,2,1,210
P25,ma-ma.02.rtf,ma-ma,2,1,282
P26,ma-ma.02.rtf,ma-ma,2,1,246
P27,ma-ma.02.rtf,ma-ma,2,1,0
P28,ma-ma.02.rtf,ma-ma,2,1,152
P29,ma-ma.02.rtf,ma-ma,2,1,92
P30,ma-ma.02.rtf,ma-ma,2,1,210
P31,ma-ma.02.rtf,ma-ma,2,1,88
P32,ma-ma.02.rtf,ma-ma,2,1,171
P33,ma-ma.02.rtf,ma-ma,2,1,0
P34,ma-ma.02.rtf,ma-ma,2,1,445
P35,ma-ma.02.rtf,ma-ma,2,1,88
P36,ma-ma.02.rtf,ma-ma,2,1,205
P37,ma-ma.02.rtf,ma-ma,2,1,469
P01,ma-ma.03.rtf,ma-ma,2,1,473
P02,ma-ma.03.rtf,ma-ma,2,1,229
P03,ma-ma.03.rtf,ma-ma,2,1,83
P04,ma-ma.03.rtf,ma-ma,2,1,259
P05,ma-ma.03.rtf,ma-ma,2,1,449
P06,ma-ma.03.rtf,ma-ma,2,1,126
P07,ma-ma.03.rtf,ma-ma,2,1,312
P08,ma-ma.03.rtf,ma-ma,2,1,391
P09,ma-ma.03.rtf,ma-ma,2,1,0
P10,ma-ma.03.rtf,ma-ma,2,1,151
P11,ma-ma.03.rtf,ma-ma,2,1,542
P12,ma-ma.03.rtf,ma-ma,2,1,176
P13,ma-ma.03.rtf,ma-ma,2,1,166
P14,ma-ma.03.rtf,ma-ma,2,1,185
P15,ma-ma.03.rtf,ma-ma,2,1,190
P16,ma-ma.03.rtf,ma-ma,2,1,151
P17,ma-ma.03.rtf,ma-ma,2,1,0
P18,ma-ma.03.rtf,ma-ma,2,1,264
P19,ma-ma.03.rtf,ma-ma,2,1,303
P20,ma-ma.03.rtf,ma-ma,2,1,136
P21,ma-ma.03.rtf,ma-ma,2,1,205
P22,ma-ma.03.rtf,ma-ma,2,1,412
P23,ma-ma.03.rtf,ma-ma,2,1,65
P24,ma-ma.03.rtf,ma-ma,2,1,568
P25,ma-ma.03.rtf,ma-ma,2,1,478
P26,ma-ma.03.rtf,ma-ma,2,1,115
P27,ma-ma.03.rtf,ma-ma,2,1,122
P28,ma-ma.03.rtf,ma-ma,2,1,112
P29,ma-ma.03.rtf,ma-ma,2,1,131
P30,ma-ma.03.rtf,ma-ma,2,1,136
P31,ma-ma.03.rtf,ma-ma,2,1,127
P32,ma-ma.03.rtf,ma-ma,2,1,298
P33,ma-ma.03.rtf,ma-ma,2,1,0
P34,ma-ma.03.rtf,ma-ma,2,1,244
P35,ma-ma.03.rtf,ma-ma,2,1,92
P36,ma-ma.03.rtf,ma-ma,2,1,0
P37,ma-ma.03.rtf,ma-ma,2,1,396
P01,ma-ma.04.rtf,ma-ma,2,1,307
P02,ma-ma.04.rtf,ma-ma,2,1,225
P03,ma-ma.04.rtf,ma-ma,2,1,0
P04,ma-ma.04.rtf,ma-ma,2,1,366
P05,ma-ma.04.rtf,ma-ma,2,1,220
P07,ma-ma.04.rtf,ma-ma,2,1,269
P08,ma-ma.04.rtf,ma-ma,2,1,391
P09,ma-ma.04.rtf,ma-ma,2,1,122
P10,ma-ma.04.rtf,ma-ma,2,1,308
P11,ma-ma.04.rtf,ma-ma,2,1,278
P12,ma-ma.04.rtf,ma-ma,2,1,195
P13,ma-ma.04.rtf,ma-ma,2,1,699
P14,ma-ma.04.rtf,ma-ma,2,1,293
P15,ma-ma.04.rtf,ma-ma,2,1,322
P16,ma-ma.04.rtf,ma-ma,2,1,224
P17,ma-ma.04.rtf,ma-ma,2,1,141
P18,ma-ma.04.rtf,ma-ma,2,1,322
P19,ma-ma.04.rtf,ma-ma,2,1,200
P20,ma-ma.04.rtf,ma-ma,2,1,180
P21,ma-ma.04.rtf,ma-ma,2,1,259
P22,ma-ma.04.rtf,ma-ma,2,1,367
P23,ma-ma.04.rtf,ma-ma,2,1,558
P24,ma-ma.04.rtf,ma-ma,2,1,281
P25,ma-ma.04.rtf,ma-ma,2,1,216
P26,ma-ma.04.rtf,ma-ma,2,1,266
P27,ma-ma.04.rtf,ma-ma,2,1,112
P28,ma-ma.04.rtf,ma-ma,2,1,303
P29,ma-ma.04.rtf,ma-ma,2,1,141
P30,ma-ma.04.rtf,ma-ma,2,1,146
P31,ma-ma.04.rtf,ma-ma,2,1,533
P32,ma-ma.04.rtf,ma-ma,2,1,254
P33,ma-ma.04.rtf,ma-ma,2,1,210
P34,ma-ma.04.rtf,ma-ma,2,1,244
P35,ma-ma.04.rtf,ma-ma,2,1,112
P36,ma-ma.04.rtf,ma-ma,2,1,191
P37,ma-ma.04.rtf,ma-ma,2,1,97
P01,ma-ma.05.rtf,ma-ma,2,1,105
P02,ma-ma.05.rtf,ma-ma,2,1,244
P03,ma-ma.05.rtf,ma-ma,2,1,58
P04,ma-ma.05.rtf,ma-ma,2,1,430
P05,ma-ma.05.rtf,ma-ma,2,1,264
P06,ma-ma.05.rtf,ma-ma,2,1,357
P07,ma-ma.05.rtf,ma-ma,2,1,313
P08,ma-ma.05.rtf,ma-ma,2,1,655
P09,ma-ma.05.rtf,ma-ma,2,1,132
P10,ma-ma.05.rtf,ma-ma,2,1,298
P11,ma-ma.05.rtf,ma-ma,2,1,440
P12,ma-ma.05.rtf,ma-ma,2,1,410
P13,ma-ma.05.rtf,ma-ma,2,1,283
P14,ma-ma.05.rtf,ma-ma,2,1,313
P15,ma-ma.05.rtf,ma-ma,2,1,278
P16,ma-ma.05.rtf,ma-ma,2,1,273
P17,ma-ma.05.rtf,ma-ma,2,1,88
P18,ma-ma.05.rtf,ma-ma,2,1,528
P19,ma-ma.05.rtf,ma-ma,2,1,190
P20,ma-ma.05.rtf,ma-ma,2,1,215
P21,ma-ma.05.rtf,ma-ma,2,1,586
P22,ma-ma.05.rtf,ma-ma,2,1,232
P23,ma-ma.05.rtf,ma-ma,2,1,322
P24,ma-ma.05.rtf,ma-ma,2,1,166
P25,ma-ma.05.rtf,ma-ma,2,1,216
P26,ma-ma.05.rtf,ma-ma,2,1,327
P27,ma-ma.05.rtf,ma-ma,2,1,430
P28,ma-ma.05.rtf,ma-ma,2,1,454
P29,ma-ma.05.rtf,ma-ma,2,1,308
P30,ma-ma.05.rtf,ma-ma,2,1,161
P31,ma-ma.05.rtf,ma-ma,2,1,176
P32,ma-ma.05.rtf,ma-ma,2,1,274
P33,ma-ma.05.rtf,ma-ma,2,1,220
P34,ma-ma.05.rtf,ma-ma,2,1,352
P35,ma-ma.05.rtf,ma-ma,2,1,303
P36,ma-ma.05.rtf,ma-ma,2,1,591
P37,ma-ma.05.rtf,ma-ma,2,1,205
P01,ma-ma.06.rtf,ma-ma,2,1,271
P02,ma-ma.06.rtf,ma-ma,2,1,97
P03,ma-ma.06.rtf,ma-ma,2,1,0
P04,ma-ma.06.rtf,ma-ma,2,1,63
P05,ma-ma.06.rtf,ma-ma,2,1,215
P06,ma-ma.06.rtf,ma-ma,2,1,264
P07,ma-ma.06.rtf,ma-ma,2,1,278
P08,ma-ma.06.rtf,ma-ma,2,1,308
P09,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,870
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,899
P11,ma-ma.06.rtf,ma-ma,2,1,469
P12,ma-ma.06.rtf,ma-ma,2,1,1124
P12,ma-ma.06.rtf,ma-ma,2,1,264
P13,ma-ma.06.rtf,ma-ma,2,1,777
P13,ma-ma.06.rtf,ma-ma,2,1,122
P14,ma-ma.06.rtf,ma-ma,2,1,322
P15,ma-ma.06.rtf,ma-ma,2,1,904
P15,ma-ma.06.rtf,ma-ma,2,1,303
P16,ma-ma.06.rtf,ma-ma,2,1,489
P16,ma-ma.06.rtf,ma-ma,2,1,269
P17,ma-ma.06.rtf,ma-ma,2,1,1017
P17,ma-ma.06.rtf,ma-ma,2,1,479
P18,ma-ma.06.rtf,ma-ma,2,1,234
P19,ma-ma.06.rtf,ma-ma,2,1,141
P20,ma-ma.06.rtf,ma-ma,2,1,210
P21,ma-ma.06.rtf,ma-ma,2,1,92
P22,ma-ma.06.rtf,ma-ma,2,1,589
P22,ma-ma.06.rtf,ma-ma,2,1,0
P23,ma-ma.06.rtf,ma-ma,2,1,60
P24,ma-ma.06.rtf,ma-ma,2,1,820
P24,ma-ma.06.rtf,ma-ma,2,1,231
P25,ma-ma.06.rtf,ma-ma,2,1,483
P26,ma-ma.06.rtf,ma-ma,2,1,1153
P26,ma-ma.06.rtf,ma-ma,2,1,196
P27,ma-ma.06.rtf,ma-ma,2,1,430
P28,ma-ma.06.rtf,ma-ma,2,1,1061
P28,ma-ma.06.rtf,ma-ma,2,1,229
P29,ma-ma.06.rtf,ma-ma,2,1,303
P30,ma-ma.06.rtf,ma-ma,2,1,940
P30,ma-ma.06.rtf,ma-ma,2,1,240
P31,ma-ma.06.rtf,ma-ma,2,1,283
P32,ma-ma.06.rtf,ma-ma,2,1,112
P33,ma-ma.06.rtf,ma-ma,2,1,322
P34,ma-ma.06.rtf,ma-ma,2,1,810
P34,ma-ma.06.rtf,ma-ma,2,1,127
P35,ma-ma.06.rtf,ma-ma,2,1,210
P36,ma-ma.06.rtf,ma-ma,2,1,356
P36,ma-ma.06.rtf,ma-ma,2,1,92
P37,ma-ma.06.rtf,ma-ma,2,1,264
P01,ma-ma.07.rtf,ma-ma,2,1,196
P02,ma-ma.07.rtf,ma-ma,2,1,293
P03,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,239
P05,ma-ma.07.rtf,ma-ma,2,1,88
P06,ma-ma.07.rtf,ma-ma,2,1,885
P07,ma-ma.07.rtf,ma-ma,2,1,415
P08,ma-ma.07.rtf,ma-ma,2,1,513
P09,ma-ma.07.rtf,ma-ma,2,1,151
P10,ma-ma.07.rtf,ma-ma,2,1,298
P11,ma-ma.07.rtf,ma-ma,2,1,347
P12,ma-ma.07.rtf,ma-ma,2,1,156
P13,ma-ma.07.rtf,ma-ma,2,1,78
P14,ma-ma.07.rtf,ma-ma,2,1,268
P15,ma-ma.07.rtf,ma-ma,2,1,440
P16,ma-ma.07.rtf,ma-ma,2,1,453
P17,ma-ma.07.rtf,ma-ma,2,1,376
P18,ma-ma.07.rtf,ma-ma,2,1,293
P19,ma-ma.07.rtf,ma-ma,2,1,269
P20,ma-ma.07.rtf,ma-ma,2,1,200
P21,ma-ma.07.rtf,ma-ma,2,1,405
P22,ma-ma.07.rtf,ma-ma,2,1,437
P23,ma-ma.07.rtf,ma-ma,2,1,326
P24,ma-ma.07.rtf,ma-ma,2,1,321
P25,ma-ma.07.rtf,ma-ma,2,1,125
P26,ma-ma.07.rtf,ma-ma,2,1,191
P27,ma-ma.07.rtf,ma-ma,2,1,215
P28,ma-ma.07.rtf,ma-ma,2,1,190
P29,ma-ma.07.rtf,ma-ma,2,1,176
P30,ma-ma.07.rtf,ma-ma,2,1,210
P31,ma-ma.07.rtf,ma-ma,2,1,322
P32,ma-ma.07.rtf,ma-ma,2,1,190
P33,ma-ma.07.rtf,ma-ma,2,1,205
P34,ma-ma.07.rtf,ma-ma,2,1,244
P35,ma-ma.07.rtf,ma-ma,2,1,0
P36,ma-ma.07.rtf,ma-ma,2,1,244
P37,ma-ma.07.rtf,ma-ma,2,1,264
P01,ma-ma.08.rtf,ma-ma,2,1,130
P02,ma-ma.08.rtf,ma-ma,2,1,273
P03,ma-ma.08.rtf,ma-ma,2,1,0
P04,ma-ma.08.rtf,ma-ma,2,1,269
P05,ma-ma.08.rtf,ma-ma,2,1,142
P06,ma-ma.08.rtf,ma-ma,2,1,459
P07,ma-ma.08.rtf,ma-ma,2,1,0
P08,ma-ma.08.rtf,ma-ma,2,1,308
P09,ma-ma.08.rtf,ma-ma,2,1,0
P10,ma-ma.08.rtf,ma-ma,2,1,381
P11,ma-ma.08.rtf,ma-ma,2,1,567
P12,ma-ma.08.rtf,ma-ma,2,1,249
P13,ma-ma.08.rtf,ma-ma,2,1,78
P14,ma-ma.08.rtf,ma-ma,2,1,92
P15,ma-ma.08.rtf,ma-ma,2,1,254
P16,ma-ma.08.rtf,ma-ma,2,1,161
P17,ma-ma.08.rtf,ma-ma,2,1,78
P18,ma-ma.08.rtf,ma-ma,2,1,97
P19,ma-ma.08.rtf,ma-ma,2,1,298
P20,ma-ma.08.rtf,ma-ma,2,1,248
P21,ma-ma.08.rtf,ma-ma,2,1,171
P22,ma-ma.08.rtf,ma-ma,2,1,397
P23,ma-ma.08.rtf,ma-ma,2,1,694
P24,ma-ma.08.rtf,ma-ma,2,1,241
P25,ma-ma.08.rtf,ma-ma,2,1,297
P26,ma-ma.08.rtf,ma-ma,2,1,100
P27,ma-ma.08.rtf,ma-ma,2,1,132
P28,ma-ma.08.rtf,ma-ma,2,1,474
P29,ma-ma.08.rtf,ma-ma,2,1,239
P30,ma-ma.08.rtf,ma-ma,2,1,58
P31,ma-ma.08.rtf,ma-ma,2,1,249
P32,ma-ma.08.rtf,ma-ma,2,1,298
P33,ma-ma.08.rtf,ma-ma,2,1,489
P34,ma-ma.08.rtf,ma-ma,2,1,669
P35,ma-ma.08.rtf,ma-ma,2,1,381
P36,ma-ma.08.rtf,ma-ma,2,1,205
P37,ma-ma.08.rtf,ma-ma,2,1,357
P01,ma-ma.09.rtf,ma-ma,2,1,246
P02,ma-ma.09.rtf,ma-ma,2,1,396
P03,ma-ma.09.rtf,ma-ma,2,1,68
P04,ma-ma.09.rtf,ma-ma,2,1,313
P05,ma-ma.09.rtf,ma-ma,2,1,234
P06,ma-ma.09.rtf,ma-ma,2,1,474
P07,ma-ma.09.rtf,ma-ma,2,1,308
P08,ma-ma.09.rtf,ma-ma,2,1,293
P09,ma-ma.09.rtf,ma-ma,2,1,146
P10,ma-ma.09.rtf,ma-ma,2,1,200
P11,ma-ma.09.rtf,ma-ma,2,1,220
P12,ma-ma.09.rtf,ma-ma,2,1,846
P13,ma-ma.09.rtf,ma-ma,2,1,391
P14,ma-ma.09.rtf,ma-ma,2,1,293
P15,ma-ma.09.rtf,ma-ma,2,1,317
P16,ma-ma.09.rtf,ma-ma,2,1,58
P17,ma-ma.09.rtf,ma-ma,2,1,180
P18,ma-ma.09.rtf,ma-ma,2,1,347
P19,ma-ma.09.rtf,ma-ma,2,1,249
P20,ma-ma.09.rtf,ma-ma,2,1,151
P21,ma-ma.09.rtf,ma-ma,2,1,356
P22,ma-ma.09.rtf,ma-ma,2,1,281
P23,ma-ma.09.rtf,ma-ma,2,1,327
P24,ma-ma.09.rtf,ma-ma,2,1,533
P25,ma-ma.09.rtf,ma-ma,2,1,322
P26,ma-ma.09.rtf,ma-ma,2,1,226
P27,ma-ma.09.rtf,ma-ma,2,1,175
P28,ma-ma.09.rtf,ma-ma,2,1,141
P29,ma-ma.09.rtf,ma-ma,2,1,303
P30,ma-ma.09.rtf,ma-ma,2,1,308
P31,ma-ma.09.rtf,ma-ma,2,1,220
P32,ma-ma.09.rtf,ma-ma,2,1,293
P33,ma-ma.09.rtf,ma-ma,2,1,293
P34,ma-ma.09.rtf,ma-ma,2,1,298
P35,ma-ma.09.rtf,ma-ma,2,1,190
P36,ma-ma.09.rtf,ma-ma,2,1,0
P37,ma-ma.09.rtf,ma-ma,2,1,176
P01,ma-ma.10.rtf,ma-ma,2,1,206
P02,ma-ma.10.rtf,ma-ma,2,1,259
P03,ma-ma.10.rtf,ma-ma,2,1,136
P04,ma-ma.10.rtf,ma-ma,2,1,78
P05,ma-ma.10.rtf,ma-ma,2,1,327
P06,ma-ma.10.rtf,ma-ma,2,1,220
P07,ma-ma.10.rtf,ma-ma,2,1,141
P08,ma-ma.10.rtf,ma-ma,2,1,679
P09,ma-ma.10.rtf,ma-ma,2,1,0
P10,ma-ma.10.rtf,ma-ma,2,1,215
P11,ma-ma.10.rtf,ma-ma,2,1,420
P12,ma-ma.10.rtf,ma-ma,2,1,229
P13,ma-ma.10.rtf,ma-ma,2,1,234
P14,ma-ma.10.rtf,ma-ma,2,1,337
P15,ma-ma.10.rtf,ma-ma,2,1,352
P16,ma-ma.10.rtf,ma-ma,2,1,215
P17,ma-ma.10.rtf,ma-ma,2,1,254
P18,ma-ma.10.rtf,ma-ma,2,1,210
P19,ma-ma.10.rtf,ma-ma,2,1,151
P20,ma-ma.10.rtf,ma-ma,2,1,185
P21,ma-ma.10.rtf,ma-ma,2,1,401
P22,ma-ma.10.rtf,ma-ma,2,1,251
P23,ma-ma.10.rtf,ma-ma,2,1,251
P24,ma-ma.10.rtf,ma-ma,2,1,513
P25,ma-ma.10.rtf,ma-ma,2,1,236
P26,ma-ma.10.rtf,ma-ma,2,1,281
P27,ma-ma.10.rtf,ma-ma,2,1,263
P28,ma-ma.10.rtf,ma-ma,2,1,102
P29,ma-ma.10.rtf,ma-ma,2,1,127
P30,ma-ma.10.rtf,ma-ma,2,1,381
P31,ma-ma.10.rtf,ma-ma,2,1,352
P32,ma-ma.10.rtf,ma-ma,2,1,278
P33,ma-ma.10.rtf,ma-ma,2,1,528
P34,ma-ma.10.rtf,ma-ma,2,1,220
P35,ma-ma.10.rtf,ma-ma,2,1,288
P36,ma-ma.10.rtf,ma-ma,2,1,268
P37,ma-ma.10.rtf,ma-ma,2,1,278
P01,ma-ma.11.rtf,ma-ma,2,1,347
P02,ma-ma.11.rtf,ma-ma,2,1,307
P03,ma-ma.11.rtf,ma-ma,2,1,176
P04,ma-ma.11.rtf,ma-ma,2,1,484
P05,ma-ma.11.rtf,ma-ma,2,1,303
P06,ma-ma.11.rtf,ma-ma,2,1,288
P07,ma-ma.11.rtf,ma-ma,2,1,215
P08,ma-ma.11.rtf,ma-ma,2,1,176
P09,ma-ma.11.rtf,ma-ma,2,1,0
P10,ma-ma.11.rtf,ma-ma,2,1,244
P11,ma-ma.11.rtf,ma-ma,2,1,459
P12,ma-ma.11.rtf,ma-ma,2,1,259
P13,ma-ma.11.rtf,ma-ma,2,1,410
P14,ma-ma.11.rtf,ma-ma,2,1,244
P15,ma-ma.11.rtf,ma-ma,2,1,479
P16,ma-ma.11.rtf,ma-ma,2,1,313
P17,ma-ma.11.rtf,ma-ma,2,1,171
P18,ma-ma.11.rtf,ma-ma,2,1,175
P19,ma-ma.11.rtf,ma-ma,2,1,293
P20,ma-ma.11.rtf,ma-ma,2,1,171
P21,ma-ma.11.rtf,ma-ma,2,1,347
P22,ma-ma.11.rtf,ma-ma,2,1,216
P23,ma-ma.11.rtf,ma-ma,2,1,287
P24,ma-ma.11.rtf,ma-ma,2,1,448
P25,ma-ma.11.rtf,ma-ma,2,1,332
P26,ma-ma.11.rtf,ma-ma,2,1,252
P27,ma-ma.11.rtf,ma-ma,2,1,479
P28,ma-ma.11.rtf,ma-ma,2,1,894
P29,ma-ma.11.rtf,ma-ma,2,1,318
P30,ma-ma.11.rtf,ma-ma,2,1,151
P31,ma-ma.11.rtf,ma-ma,2,1,122
P32,ma-ma.11.rtf,ma-ma,2,1,518
P33,ma-ma.11.rtf,ma-ma,2,1,127
P34,ma-ma.11.rtf,ma-ma,2,1,293
P35,ma-ma.11.rtf,ma-ma,2,1,234
P36,ma-ma.11.rtf,ma-ma,2,1,171
P37,ma-ma.11.rtf,ma-ma,2,1,342
P01,ma-ma.12.rtf,ma-ma,2,1,85
P02,ma-ma.12.rtf,ma-ma,2,1,162
P03,ma-ma.12.rtf,ma-ma,2,1,92
P04,ma-ma.12.rtf,ma-ma,2,1,391
P05,ma-ma.12.rtf,ma-ma,2,1,249
P06,ma-ma.12.rtf,ma-ma,2,1,371
P07,ma-ma.12.rtf,ma-ma,2,1,440
P08,ma-ma.12.rtf,ma-ma,2,1,606
P09,ma-ma.12.rtf,ma-ma,2,1,396
P10,ma-ma.12.rtf,ma-ma,2,1,293
P11,ma-ma.12.rtf,ma-ma,2,1,156
P12,ma-ma.12.rtf,ma-ma,2,1,137
P13,ma-ma.12.rtf,ma-ma,2,1,239
P14,ma-ma.12.rtf,ma-ma,2,1,171
P15,ma-ma.12.rtf,ma-ma,2,1,298
P16,ma-ma.12.rtf,ma-ma,2,1,161
P17,ma-ma.12.rtf,ma-ma,2,1,0
P18,ma-ma.12.rtf,ma-ma,2,1,0
P19,ma-ma.12.rtf,ma-ma,2,1,92
P20,ma-ma.12.rtf,ma-ma,2,1,640
P21,ma-ma.12.rtf,ma-ma,2,1,254
P22,ma-ma.12.rtf,ma-ma,2,1,261
P23,ma-ma.12.rtf,ma-ma,2,1,392
P24,ma-ma.12.rtf,ma-ma,2,1,261
P25,ma-ma.12.rtf,ma-ma,2,1,226
P26,ma-ma.12.rtf,ma-ma,2,1,392
P27,ma-ma.12.rtf,ma-ma,2,1,0
P28,ma-ma.12.rtf,ma-ma,2,1,314
P29,ma-ma.12.rtf,ma-ma,2,1,225
P30,ma-ma.12.rtf,ma-ma,2,1,352
P31,ma-ma.12.rtf,ma-ma,2,1,176
P32,ma-ma.12.rtf,ma-ma,2,1,127
P33,ma-ma.12.rtf,ma-ma,2,1,352
P34,ma-ma.12.rtf,ma-ma,2,1,303
P35,ma-ma.12.rtf,ma-ma,2,1,156
P36,ma-ma.12.rtf,ma-ma,2,1,102
P37,ma-ma.12.rtf,ma-ma,2,1,273
P01,ma-nma.01.rtf,ma-nma,1,2,322
P02,ma-nma.01.rtf,ma-nma,1,2,146
P03,ma-nma.01.rtf,ma-nma,1,2,0
P04,ma-nma.01.rtf,ma-nma,1,2,127
P05,ma-nma.01.rtf,ma-nma,1,2,371
P06,ma-nma.01.rtf,ma-nma,1,2,244
P07,ma-nma.01.rtf,ma-nma,1,2,244
P08,ma-nma.01.rtf,ma-nma,1,2,591
P09,ma-nma.01.rtf,ma-nma,1,2,0
P10,ma-nma.01.rtf,ma-nma,1,2,718
P11,ma-nma.01.rtf,ma-nma,1,2,669
P12,ma-nma.01.rtf,ma-nma,1,2,347
P13,ma-nma.01.rtf,ma-nma,1,2,152
P14,ma-nma.01.rtf,ma-nma,1,2,112
P15,ma-nma.01.rtf,ma-nma,1,2,327
P16,ma-nma.01.rtf,ma-nma,1,2,239
P17,ma-nma.01.rtf,ma-nma,1,2,176
P18,ma-nma.01.rtf,ma-nma,1,2,283
P19,ma-nma.01.rtf,ma-nma,1,2,190
P20,ma-nma.01.rtf,ma-nma,1,2,244
P21,ma-nma.01.rtf,ma-nma,1,2,410
P22,ma-nma.01.rtf,ma-nma,1,2,221
P23,ma-nma.01.rtf,ma-nma,1,2,754
P24,ma-nma.01.rtf,ma-nma,1,2,206
P25,ma-nma.01.rtf,ma-nma,1,2,140
P26,ma-nma.01.rtf,ma-nma,1,2,317
P27,ma-nma.01.rtf,ma-nma,1,2,97
P28,ma-nma.01.rtf,ma-nma,1,2,278
P29,ma-nma.01.rtf,ma-nma,1,2,332
P30,ma-nma.01.rtf,ma-nma,1,2,176
P31,ma-nma.01.rtf,ma-nma,1,2,430
P32,ma-nma.01.rtf,ma-nma,1,2,180
P33,ma-nma.01.rtf,ma-nma,1,2,361
P34,ma-nma.01.rtf,ma-nma,1,2,229
P35,ma-nma.01.rtf,ma-nma,1,2,103
P36,ma-nma.01.rtf,ma-nma,1,2,102
P37,ma-nma.01.rtf,ma-nma,1,2,371
P01,ma-nma.02.rtf,ma-nma,1,2,196
P02,ma-nma.02.rtf,ma-nma,1,2,141
P03,ma-nma.02.rtf,ma-nma,1,2,0
P04,ma-nma.02.rtf,ma-nma,1,2,430
P05,ma-nma.02.rtf,ma-nma,1,2,176
P06,ma-nma.02.rtf,ma-nma,1,2,1144
P07,ma-nma.02.rtf,ma-nma,1,2,327
P08,ma-nma.02.rtf,ma-nma,1,2,156
P09,ma-nma.02.rtf,ma-nma,1,2,0
P10,ma-nma.02.rtf,ma-nma,1,2,161
P11,ma-nma.02.rtf,ma-nma,1,2,166
P12,ma-nma.02.rtf,ma-nma,1,2,484
P13,ma-nma.02.rtf,ma-nma,1,2,220
P14,ma-nma.02.rtf,ma-nma,1,2,342
P15,ma-nma.02.rtf,ma-nma,1,2,58
P16,ma-nma.02.rtf,ma-nma,1,2,0
P17,ma-nma.02.rtf,ma-nma,1,2,0
P18,ma-nma.02.rtf,ma-nma,1,2,53
P19,ma-nma.02.rtf,ma-nma,1,2,376
P20,ma-nma.02.rtf,ma-nma,1,2,210
P21,ma-nma.02.rtf,ma-nma,1,2,357
P22,ma-nma.02.rtf,ma-nma,1,2,342
