Participant,Stimulus,condition,semantic,RT
P16,ma-ma.02.rtf,ma-ma,1,185
P17,ma-ma.02.rtf,ma-ma,1,185
P18,ma-ma.02.rtf,ma-ma,1,357
P19,ma-ma.02.rtf,ma-ma,1,73
P20,ma-ma.02.rtf,ma-ma,1,195
P21,ma-ma.02.rtf,ma-ma,1,273
P22,ma-ma.02.rtf,ma-ma,1,392
P23,ma-ma.02.rtf,ma-ma,1,347
P24,ma-ma.02.rtf,ma-ma,1,141
P25,ma-ma.02.rtf,ma-ma,1,608
P26,ma-ma.02.rtf,ma-ma,1,276
P27,ma-ma.02.rtf,ma-ma,1,161
P28,ma-ma.02.rtf,ma-ma,1,210
P29,ma-ma.02.rtf,ma-ma,1,185
P30,ma-ma.02.rtf,ma-ma,1,171
P31,ma-ma.02.rtf,ma-ma,1,352
P32,ma-ma.02.rtf,ma-ma,1,435
P33,ma-ma.02.rtf,ma-ma,1,229
P34,ma-ma.02.rtf,ma-ma,1,146
P35,ma-ma.02.rtf,ma-ma,1,88
P36,ma-ma.02.rtf,ma-ma,1,161
P37,ma-ma.02.rtf,ma-ma,1,337
P01,ma-ma.03.rtf,ma-ma,1,206
P02,ma-ma.03.rtf,ma-ma,1,259
P03,ma-ma.03.rtf,ma-ma,1,116
P04,ma-ma.03.rtf,ma-ma,1,73
P05,ma-ma.03.rtf,ma-ma,1,244
P06,ma-ma.03.rtf,ma-ma,1,249
P07,ma-ma.03.rtf,ma-ma,1,244
P08,ma-ma.03.rtf,ma-ma,1,288
P09,ma-ma.03.rtf,ma-ma,1,273
P10,ma-ma.03.rtf,ma-ma,1,225
P11,ma-ma.03.rtf,ma-ma,1,376
P12,ma-ma.03.rtf,ma-ma,1,327
P13,ma-ma.03.rtf,ma-ma,1,552
P14,ma-ma.03.rtf,ma-ma,1,112
P15,ma-ma.03.rtf,ma-ma,1,303
P16,ma-ma.03.rtf,ma-ma,1,205
P17,ma-ma.03.rtf,ma-ma,1,254
P18,ma-ma.03.rtf,ma-ma,1,141
P19,ma-ma.03.rtf,ma-ma,1,229
P20,ma-ma.03.rtf,ma-ma,1,78
P21,ma-ma.03.rtf,ma-ma,1,327
P22,ma-ma.03.rtf,ma-ma,1,266
P23,ma-ma.03.rtf,ma-ma,1,100
P24,ma-ma.03.rtf,ma-ma,1,266
P25,ma-ma.03.rtf,ma-ma,1,327
P26,ma-ma.03.rtf,ma-ma,1,191
P27,ma-ma.03.rtf,ma-ma,1,195
P28,ma-ma.03.rtf,ma-ma,1,205
P29,ma-ma.03.rtf,ma-ma,1,392
P30,ma-ma.03.rtf,ma-ma,1,146
P31,ma-ma.03.rtf,ma-ma,1,381
P32,ma-ma.03.rtf,ma-ma,1,88
P33,ma-ma.03.rtf,ma-ma,1,225
P34,ma-ma.03.rtf,ma-ma,1,176
P35,ma-ma.03.rtf,ma-ma,1,112
P36,ma-ma.03.rtf,ma-ma,1,53
P37,ma-ma.03.rtf,ma-ma,1,224
P01,ma-ma.04.rtf,ma-ma,1,473
P02,ma-ma.04.rtf,ma-ma,1,317
P03,ma-ma.04.rtf,ma-ma,1,68
P04,ma-ma.04.rtf,ma-ma,1,0
P05,ma-ma.04.rtf,ma-ma,1,180
P06,ma-ma.04.rtf,ma-ma,1,102
P07,ma-ma.04.rtf,ma-ma,1,161
P08,ma-ma.04.rtf,ma-ma,1,215
P09,ma-ma.04.rtf,ma-ma,1,415
P10,ma-ma.04.rtf,ma-ma,1,166
P11,ma-ma.04.rtf,ma-ma,1,200
P12,ma-ma.04.rtf,ma-ma,1,293
P13,ma-ma.04.rtf,ma-ma,1,156
P14,ma-ma.04.rtf,ma-ma,1,132
P15,ma-ma.04.rtf,ma-ma,1,88
P16,ma-ma.04.rtf,ma-ma,1,146
P17,ma-ma.04.rtf,ma-ma,1,244
P18,ma-ma.04.rtf,ma-ma,1,234
P19,ma-ma.04.rtf,ma-ma,1,132
P20,ma-ma.04.rtf,ma-ma,1,264
P21,ma-ma.04.rtf,ma-ma,1,513
P22,ma-ma.04.rtf,ma-ma,1,75
P23,ma-ma.04.rtf,ma-ma,1,312
P24,ma-ma.04.rtf,ma-ma,1,171
P25,ma-ma.04.rtf,ma-ma,1,256
P26,ma-ma.04.rtf,ma-ma,1,266
P27,ma-ma.04.rtf,ma-ma,1,136
P28,ma-ma.04.rtf,ma-ma,1,170
P29,ma-ma.04.rtf,ma-ma,1,111
P30,ma-ma.04.rtf,ma-ma,1,317
P31,ma-ma.04.rtf,ma-ma,1,215
P33,ma-ma.04.rtf,ma-ma,1,283
P34,ma-ma.04.rtf,ma-ma,1,141
P35,ma-ma.04.rtf,ma-ma,1,112
P36,ma-ma.04.rtf,ma-ma,1,0
P37,ma-ma.04.rtf,ma-ma,1,327
P01,ma-ma.05.rtf,ma-ma,1,191
P02,ma-ma.05.rtf,ma-ma,1,278
P03,ma-ma.05.rtf,ma-ma,1,127
P04,ma-ma.05.rtf,ma-ma,1,254
P05,ma-ma.05.rtf,ma-ma,1,317
P06,ma-ma.05.rtf,ma-ma,1,180
P07,ma-ma.05.rtf,ma-ma,1,185
P08,ma-ma.05.rtf,ma-ma,1,205
P09,ma-ma.05.rtf,ma-ma,1,273
P10,ma-ma.05.rtf,ma-ma,1,317
P11,ma-ma.05.rtf,ma-ma,1,445
P12,ma-ma.05.rtf,ma-ma,1,435
P13,ma-ma.05.rtf,ma-ma,1,273
P14,ma-ma.05.rtf,ma-ma,1,117
P15,ma-ma.05.rtf,ma-ma,1,132
P16,ma-ma.05.rtf,ma-ma,1,816
P17,ma-ma.05.rtf,ma-ma,1,159
P18,ma-ma.05.rtf,ma-ma,1,278
P19,ma-ma.05.rtf,ma-ma,1,278
P20,ma-ma.05.rtf,ma-ma,1,107
P21,ma-ma.05.rtf,ma-ma,1,127
P22,ma-ma.05.rtf,ma-ma,1,196
P23,ma-ma.05.rtf,ma-ma,1,292
P24,ma-ma.05.rtf,ma-ma,1,191
P25,ma-ma.05.rtf,ma-ma,1,261
P26,ma-ma.05.rtf,ma-ma,1,317
P27,ma-ma.05.rtf,ma-ma,1,132
P28,ma-ma.05.rtf,ma-ma,1,244
P29,ma-ma.05.rtf,ma-ma,1,92
P30,ma-ma.05.rtf,ma-ma,1,68
P31,ma-ma.05.rtf,ma-ma,1,347
P32,ma-ma.05.rtf,ma-ma,1,107
P33,ma-ma.05.rtf,ma-ma,1,366
P34,ma-ma.05.rtf,ma-ma,1,332
P35,ma-ma.05.rtf,ma-ma,1,259
P36,ma-ma.05.rtf,ma-ma,1,220
P37,ma-ma.05.rtf,ma-ma,1,303
P01,ma-ma.06.rtf,ma-ma,1,327
P02,ma-ma.06.rtf,ma-ma,1,166
P03,ma-ma.06.rtf,ma-ma,1,112
P04,ma-ma.06.rtf,ma-ma,1,215
P05,ma-ma.06.rtf,ma-ma,1,303
P06,ma-ma.06.rtf,ma-ma,1,107
P07,ma-ma.06.rtf,ma-ma,1,454
P08,ma-ma.06.rtf,ma-ma,1,904
P09,ma-ma.06.rtf,ma-ma,1,200
P10,ma-ma.06.rtf,ma-ma,1,425
P11,ma-ma.06.rtf,ma-ma,1,665
P12,ma-ma.06.rtf,ma-ma,1,88
P13,ma-ma.06.rtf,ma-ma,1,127
P14,ma-ma.06.rtf,ma-ma,1,464
P15,ma-ma.06.rtf,ma-ma,1,273
P16,ma-ma.06.rtf,ma-ma,1,249
P17,ma-ma.06.rtf,ma-ma,1,288
P18,ma-ma.06.rtf,ma-ma,1,195
P19,ma-ma.06.rtf,ma-ma,1,249
P20,ma-ma.06.rtf,ma-ma,1,141
P21,ma-ma.06.rtf,ma-ma,1,234
P22,ma-ma.06.rtf,ma-ma,1,271
P23,ma-ma.06.rtf,ma-ma,1,95
P24,ma-ma.06.rtf,ma-ma,1,140
P25,ma-ma.06.rtf,ma-ma,1,246
P26,ma-ma.06.rtf,ma-ma,1,277
P27,ma-ma.06.rtf,ma-ma,1,146
P28,ma-ma.06.rtf,ma-ma,1,239
P29,ma-ma.06.rtf,ma-ma,1,239
P30,ma-ma.06.rtf,ma-ma,1,391
P31,ma-ma.06.rtf,ma-ma,1,146
P32,ma-ma.06.rtf,ma-ma,1,269
P33,ma-ma.06.rtf,ma-ma,1,200
P34,ma-ma.06.rtf,ma-ma,1,191
P35,ma-ma.06.rtf,ma-ma,1,122
P36,ma-ma.06.rtf,ma-ma,1,0
P37,ma-ma.06.rtf,ma-ma,1,391
P01,ma-ma.07.rtf,ma-ma,1,266
P02,ma-ma.07.rtf,ma-ma,1,141
P03,ma-ma.07.rtf,ma-ma,1,68
P04,ma-ma.07.rtf,ma-ma,1,533
P05,ma-ma.07.rtf,ma-ma,1,112
P06,ma-ma.07.rtf,ma-ma,1,322
P07,ma-ma.07.rtf,ma-ma,1,166
P08,ma-ma.07.rtf,ma-ma,1,401
P09,ma-ma.07.rtf,ma-ma,1,263
P10,ma-ma.07.rtf,ma-ma,1,322
P11,ma-ma.07.rtf,ma-ma,1,117
P12,ma-ma.07.rtf,ma-ma,1,758
P13,ma-ma.07.rtf,ma-ma,1,190
P14,ma-ma.07.rtf,ma-ma,1,386
P15,ma-ma.07.rtf,ma-ma,1,63
P16,ma-ma.07.rtf,ma-ma,1,186
P17,ma-ma.07.rtf,ma-ma,1,142
P18,ma-ma.07.rtf,ma-ma,1,171
P19,ma-ma.07.rtf,ma-ma,1,171
P20,ma-ma.07.rtf,ma-ma,1,430
P21,ma-ma.07.rtf,ma-ma,1,254
P22,ma-ma.07.rtf,ma-ma,1,367
P23,ma-ma.07.rtf,ma-ma,1,281
P24,ma-ma.07.rtf,ma-ma,1,120
P25,ma-ma.07.rtf,ma-ma,1,312
P26,ma-ma.07.rtf,ma-ma,1,166
P27,ma-ma.07.rtf,ma-ma,1,586
P28,ma-ma.07.rtf,ma-ma,1,244
P29,ma-ma.07.rtf,ma-ma,1,127
P30,ma-ma.07.rtf,ma-ma,1,161
P31,ma-ma.07.rtf,ma-ma,1,180
P32,ma-ma.07.rtf,ma-ma,1,303
P33,ma-ma.07.rtf,ma-ma,1,259
P34,ma-ma.07.rtf,ma-ma,1,200
P35,ma-ma.07.rtf,ma-ma,1,166
P36,ma-ma.07.rtf,ma-ma,1,146
P37,ma-ma.07.rtf,ma-ma,1,718
P01,ma-ma.08.rtf,ma-ma,1,358
P02,ma-ma.08.rtf,ma-ma,1,147
P03,ma-ma.08.rtf,ma-ma,1,132
P04,ma-ma.08.rtf,ma-ma,1,278
P05,ma-ma.08.rtf,ma-ma,1,224
P06,ma-ma.08.rtf,ma-ma,1,239
P07,ma-ma.08.rtf,ma-ma,1,166
P08,ma-ma.08.rtf,ma-ma,1,391
P09,ma-ma.08.rtf,ma-ma,1,114
P10,ma-ma.08.rtf,ma-ma,1,254
P11,ma-ma.08.rtf,ma-ma,1,630
P12,ma-ma.08.rtf,ma-ma,1,332
P13,ma-ma.08.rtf,ma-ma,1,166
P14,ma-ma.08.rtf,ma-ma,1,273
P15,ma-ma.08.rtf,ma-ma,1,273
P16,ma-ma.08.rtf,ma-ma,1,146
P17,ma-ma.08.rtf,ma-ma,1,0
P18,ma-ma.08.rtf,ma-ma,1,107
P19,ma-ma.08.rtf,ma-ma,1,611
P20,ma-ma.08.rtf,ma-ma,1,195
P21,ma-ma.08.rtf,ma-ma,1,195
P22,ma-ma.08.rtf,ma-ma,1,266
P23,ma-ma.08.rtf,ma-ma,1,342
P24,ma-ma.08.rtf,ma-ma,1,307
P25,ma-ma.08.rtf,ma-ma,1,286
P26,ma-ma.08.rtf,ma-ma,1,75
P27,ma-ma.08.rtf,ma-ma,1,264
P28,ma-ma.08.rtf,ma-ma,1,704
P29,ma-ma.08.rtf,ma-ma,1,249
P30,ma-ma.08.rtf,ma-ma,1,161
P31,ma-ma.08.rtf,ma-ma,1,176
P32,ma-ma.08.rtf,ma-ma,1,259
P33,ma-ma.08.rtf,ma-ma,1,386
P34,ma-ma.08.rtf,ma-ma,1,249
P35,ma-ma.08.rtf,ma-ma,1,171
P36,ma-ma.08.rtf,ma-ma,1,117
P37,ma-ma.08.rtf,ma-ma,1,469
P01,ma-ma.09.rtf,ma-ma,1,322
P02,ma-ma.09.rtf,ma-ma,1,166
P03,ma-ma.09.rtf,ma-ma,1,82
P04,ma-ma.09.rtf,ma-ma,1,303
P05,ma-ma.09.rtf,ma-ma,1,0
P06,ma-ma.09.rtf,ma-ma,1,102
P07,ma-ma.09.rtf,ma-ma,1,122
P08,ma-ma.09.rtf,ma-ma,1,537
P09,ma-ma.09.rtf,ma-ma,1,249
P10,ma-ma.09.rtf,ma-ma,1,357
P11,ma-ma.09.rtf,ma-ma,1,155
P12,ma-ma.09.rtf,ma-ma,1,264
P13,ma-ma.09.rtf,ma-ma,1,366
P14,ma-ma.09.rtf,ma-ma,1,249
P15,ma-ma.09.rtf,ma-ma,1,88
P16,ma-ma.09.rtf,ma-ma,1,127
P17,ma-ma.09.rtf,ma-ma,1,250
P18,ma-ma.09.rtf,ma-ma,1,366
P19,ma-ma.09.rtf,ma-ma,1,234
P20,ma-ma.09.rtf,ma-ma,1,166
P21,ma-ma.09.rtf,ma-ma,1,186
P22,ma-ma.09.rtf,ma-ma,1,231
P23,ma-ma.09.rtf,ma-ma,1,468
P24,ma-ma.09.rtf,ma-ma,1,0
P25,ma-ma.09.rtf,ma-ma,1,191
P26,ma-ma.09.rtf,ma-ma,1,176
P27,ma-ma.09.rtf,ma-ma,1,224
P28,ma-ma.09.rtf,ma-ma,1,562
P29,ma-ma.09.rtf,ma-ma,1,234
P30,ma-ma.09.rtf,ma-ma,1,420
P31,ma-ma.09.rtf,ma-ma,1,269
P32,ma-ma.09.rtf,ma-ma,1,210
P33,ma-ma.09.rtf,ma-ma,1,347
P34,ma-ma.09.rtf,ma-ma,1,313
P35,ma-ma.09.rtf,ma-ma,1,92
P36,ma-ma.09.rtf,ma-ma,1,112
P37,ma-ma.09.rtf,ma-ma,1,151
P01,ma-ma.10.rtf,ma-ma,1,231
P02,ma-ma.10.rtf,ma-ma,1,200
P03,ma-ma.10.rtf,ma-ma,1,83
P04,ma-ma.10.rtf,ma-ma,1,136
P05,ma-ma.10.rtf,ma-ma,1,176
P06,ma-ma.10.rtf,ma-ma,1,136
P07,ma-ma.10.rtf,ma-ma,1,0
P08,ma-ma.10.rtf,ma-ma,1,581
P09,ma-ma.10.rtf,ma-ma,1,102
P10,ma-ma.10.rtf,ma-ma,1,220
P11,ma-ma.10.rtf,ma-ma,1,415
P12,ma-ma.10.rtf,ma-ma,1,312
P13,ma-ma.10.rtf,ma-ma,1,537
P14,ma-ma.10.rtf,ma-ma,1,352
P15,ma-ma.10.rtf,ma-ma,1,117
P16,ma-ma.10.rtf,ma-ma,1,171
P17,ma-ma.10.rtf,ma-ma,1,190
P18,ma-ma.10.rtf,ma-ma,1,122
P19,ma-ma.10.rtf,ma-ma,1,464
P20,ma-ma.10.rtf,ma-ma,1,117
P21,ma-ma.10.rtf,ma-ma,1,0
P22,ma-ma.10.rtf,ma-ma,1,176
P23,ma-ma.10.rtf,ma-ma,1,563
P24,ma-ma.10.rtf,ma-ma,1,292
P25,ma-ma.10.rtf,ma-ma,1,146
P26,ma-ma.10.rtf,ma-ma,1,75
P27,ma-ma.10.rtf,ma-ma,1,376
P28,ma-ma.10.rtf,ma-ma,1,107
P29,ma-ma.10.rtf,ma-ma,1,137
P30,ma-ma.10.rtf,ma-ma,1,322
P31,ma-ma.10.rtf,ma-ma,1,0
P32,ma-ma.10.rtf,ma-ma,1,176
P33,ma-ma.10.rtf,ma-ma,1,317
P34,ma-ma.10.rtf,ma-ma,1,0
P35,ma-ma.10.rtf,ma-ma,1,132
P36,ma-ma.10.rtf,ma-ma,1,215
P37,ma-ma.10.rtf,ma-ma,1,117
P01,ma-ma.11.rtf,ma-ma,1,120
P02,ma-ma.11.rtf,ma-ma,1,141
P03,ma-ma.11.rtf,ma-ma,1,200
P04,ma-ma.11.rtf,ma-ma,1,83
P05,ma-ma.11.rtf,ma-ma,1,185
P06,ma-ma.11.rtf,ma-ma,1,185
P07,ma-ma.11.rtf,ma-ma,1,224
P08,ma-ma.11.rtf,ma-ma,1,180
P09,ma-ma.11.rtf,ma-ma,1,229
P10,ma-ma.11.rtf,ma-ma,1,141
P11,ma-ma.11.rtf,ma-ma,1,552
P12,ma-ma.11.rtf,ma-ma,1,797
P13,ma-ma.11.rtf,ma-ma,1,141
P14,ma-ma.11.rtf,ma-ma,1,351
P15,ma-ma.11.rtf,ma-ma,1,283
P16,ma-ma.11.rtf,ma-ma,1,215
P17,ma-ma.11.rtf,ma-ma,1,156
P18,ma-ma.11.rtf,ma-ma,1,273
P19,ma-ma.11.rtf,ma-ma,1,161
P20,ma-ma.11.rtf,ma-ma,1,186
P21,ma-ma.11.rtf,ma-ma,1,308
P22,ma-ma.11.rtf,ma-ma,1,246
P23,ma-ma.11.rtf,ma-ma,1,196
P24,ma-ma.11.rtf,ma-ma,1,271
P25,ma-ma.11.rtf,ma-ma,1,211
P26,ma-ma.11.rtf,ma-ma,1,171
P27,ma-ma.11.rtf,ma-ma,1,229
P28,ma-ma.11.rtf,ma-ma,1,210
P29,ma-ma.11.rtf,ma-ma,1,117
P30,ma-ma.11.rtf,ma-ma,1,176
P31,ma-ma.11.rtf,ma-ma,1,53
P32,ma-ma.11.rtf,ma-ma,1,229
P33,ma-ma.11.rtf,ma-ma,1,293
P34,ma-ma.11.rtf,ma-ma,1,166
P35,ma-ma.11.rtf,ma-ma,1,97
P36,ma-ma.11.rtf,ma-ma,1,0
P37,ma-ma.11.rtf,ma-ma,1,132
P01,ma-ma.12.rtf,ma-ma,1,297
P02,ma-ma.12.rtf,ma-ma,1,268
P03,ma-ma.12.rtf,ma-ma,1,83
P04,ma-ma.12.rtf,ma-ma,1,352
P05,ma-ma.12.rtf,ma-ma,1,190
P06,ma-ma.12.rtf,ma-ma,1,263
P07,ma-ma.12.rtf,ma-ma,1,171
P08,ma-ma.12.rtf,ma-ma,1,161
P09,ma-ma.12.rtf,ma-ma,1,122
P10,ma-ma.12.rtf,ma-ma,1,141
P11,ma-ma.12.rtf,ma-ma,1,386
P12,ma-ma.12.rtf,ma-ma,1,97
P13,ma-ma.12.rtf,ma-ma,1,141
P14,ma-ma.12.rtf,ma-ma,1,347
P15,ma-ma.12.rtf,ma-ma,1,137
P16,ma-ma.12.rtf,ma-ma,1,63
P17,ma-ma.12.rtf,ma-ma,1,180
P18,ma-ma.12.rtf,ma-ma,1,180
P19,ma-ma.12.rtf,ma-ma,1,127
P20,ma-ma.12.rtf,ma-ma,1,234
P21,ma-ma.12.rtf,ma-ma,1,249
P22,ma-ma.12.rtf,ma-ma,1,161
P23,ma-ma.12.rtf,ma-ma,1,120
P24,ma-ma.12.rtf,ma-ma,1,100
P25,ma-ma.12.rtf,ma-ma,1,167
P26,ma-ma.12.rtf,ma-ma,1,130
P27,ma-ma.12.rtf,ma-ma,1,234
P28,ma-ma.12.rtf,ma-ma,1,190
P29,ma-ma.12.rtf,ma-ma,1,127
P30,ma-ma.12.rtf,ma-ma,1,161
P31,ma-ma.12.rtf,ma-ma,1,332
P32,ma-ma.12.rtf,ma-ma,1,298
P33,ma-ma.12.rtf,ma-ma,1,337
P34,ma-ma.12.rtf,ma-ma,1,141
P35,ma-ma.12.rtf,ma-ma,1,0
P36,ma-ma.12.rtf,ma-ma,1,244
P37,ma-ma.12.rtf,ma-ma,1,151
P01,ma-nma.01.rtf,ma-nma,1,266
P02,ma-nma.01.rtf,ma-nma,1,254
P03,ma-nma.01.rtf,ma-nma,1,83
P04,ma-nma.01.rtf,ma-nma,1,180
P05,ma-nma.01.rtf,ma-nma,1,195
P06,ma-nma.01.rtf,ma-nma,1,542
P07,ma-nma.01.rtf,ma-nma,1,220
P08,ma-nma.01.rtf,ma-nma,1,180
P09,ma-nma.01.rtf,ma-nma,1,249
P10,ma-nma.01.rtf,ma-nma,1,367
P11,ma-nma.01.rtf,ma-nma,1,586
P12,ma-nma.01.rtf,ma-nma,1,323
P13,ma-nma.01.rtf,ma-nma,1,146
P14,ma-nma.01.rtf,ma-nma,1,430
P15,ma-nma.01.rtf,ma-nma,1,107
P16,ma-nma.01.rtf,ma-nma,1,151
P17,ma-nma.01.rtf,ma-nma,1,376
P18,ma-nma.01.rtf,ma-nma,1,239
P19,ma-nma.01.rtf,ma-nma,1,264
P20,ma-nma.01.rtf,ma-nma,1,161
P21,ma-nma.01.rtf,ma-nma,1,591
P22,ma-nma.01.rtf,ma-nma,1,307
P23,ma-nma.01.rtf,ma-nma,1,437
P24,ma-nma.01.rtf,ma-nma,1,186
P25,ma-nma.01.rtf,ma-nma,1,161
P26,ma-nma.01.rtf,ma-nma,1,307
P27,ma-nma.01.rtf,ma-nma,1,224
P28,ma-nma.01.rtf,ma-nma,1,396
P29,ma-nma.01.rtf,ma-nma,1,215
P30,ma-nma.01.rtf,ma-nma,1,234
P31,ma-nma.01.rtf,ma-nma,1,342
P32,ma-nma.01.rtf,ma-nma,1,640
P33,ma-nma.01.rtf,ma-nma,1,185
P34,ma-nma.01.rtf,ma-nma,1,176
P35,ma-nma.01.rtf,ma-nma,1,254
P36,ma-nma.01.rtf,ma-nma,1,0
P37,ma-nma.01.rtf,ma-nma,1,293
P01,ma-nma.02.rtf,ma-nma,1,286
P02,ma-nma.02.rtf,ma-nma,1,181
P03,ma-nma.02.rtf,ma-nma,1,58
P04,ma-nma.02.rtf,ma-nma,1,146
P05,ma-nma.02.rtf,ma-nma,1,0
P06,ma-nma.02.rtf,ma-nma,1,449
P07,ma-nma.02.rtf,ma-nma,1,141
P08,ma-nma.02.rtf,ma-nma,1,357
P09,ma-nma.02.rtf,ma-nma,1,205
P10,ma-nma.02.rtf,ma-nma,1,225
P11,ma-nma.02.rtf,ma-nma,1,640
P12,ma-nma.02.rtf,ma-nma,1,176
P13,ma-nma.02.rtf,ma-nma,1,176
P14,ma-nma.02.rtf,ma-nma,1,420
P15,ma-nma.02.rtf,ma-nma,1,444
P16,ma-nma.02.rtf,ma-nma,1,0
P17,ma-nma.02.rtf,ma-nma,1,88
P18,ma-nma.02.rtf,ma-nma,1,273
P19,ma-nma.02.rtf,ma-nma,1,327
P20,ma-nma.02.rtf,ma-nma,1,244
P21,ma-nma.02.rtf,ma-nma,1,68
P22,ma-nma.02.rtf,ma-nma,1,201
P23,ma-nma.02.rtf,ma-nma,1,367
P24,ma-nma.02.rtf,ma-nma,1,281
P25,ma-nma.02.rtf,ma-nma,1,302
P26,ma-nma.02.rtf,ma-nma,1,125
P27,ma-nma.02.rtf,ma-nma,1,219
P28,ma-nma.02.rtf,ma-nma,1,366
P29,ma-nma.02.rtf,ma-nma,1,190
P30,ma-nma.02.rtf,ma-nma,1,694
P31,ma-nma.02.rtf,ma-nma,1,278
P32,ma-nma.02.rtf,ma-nma,1,161
P33,ma-nma.02.rtf,ma-nma,1,288
P34,ma-nma.02.rtf,ma-nma,1,225
P35,ma-nma.02.rtf,ma-nma,1,63
P36,ma-nma.02.rtf,ma-nma,1,103
P37,ma-nma.02.rtf,ma-nma,1,161
P01,ma-nma.03.rtf,ma-nma,1,865
P02,ma-nma.03.rtf,ma-nma,1,435
P03,ma-nma.03.rtf,ma-nma,1,63
P04,ma-nma.03.rtf,ma-nma,1,63
P05,ma-nma.03.rtf,ma-nma,1,0
P06,ma-nma.03.rtf,ma-nma,1,527
P07,ma-nma.03.rtf,ma-nma,1,606
P08,ma-nma.03.rtf,ma-nma,1,317
P09,ma-nma.03.rtf,ma-nma,1,146
P10,ma-nma.03.rtf,ma-nma,1,298
P11,ma-nma.03.rtf,ma-nma,1,846
P12,ma-nma.03.rtf,ma-nma,1,166
P13,ma-nma.03.rtf,ma-nma,1,166
P14,ma-nma.03.rtf,ma-nma,1,264
P15,ma-nma.03.rtf,ma-nma,1,317
P16,ma-nma.03.rtf,ma-nma,1,185
P17,ma-nma.03.rtf,ma-nma,1,381
P18,ma-nma.03.rtf,ma-nma,1,249
P19,ma-nma.03.rtf,ma-nma,1,132
P20,ma-nma.03.rtf,ma-nma,1,254
P21,ma-nma.03.rtf,ma-nma,1,229
P22,ma-nma.03.rtf,ma-nma,1,307
P23,ma-nma.03.rtf,ma-nma,1,553
P24,ma-nma.03.rtf,ma-nma,1,216
P25,ma-nma.03.rtf,ma-nma,1,432
P26,ma-nma.03.rtf,ma-nma,1,146
P27,ma-nma.03.rtf,ma-nma,1,200
P28,ma-nma.03.rtf,ma-nma,1,151
P29,ma-nma.03.rtf,ma-nma,1,146
P30,ma-nma.03.rtf,ma-nma,1,391
P31,ma-nma.03.rtf,ma-nma,1,303
P32,ma-nma.03.rtf,ma-nma,1,1070
P33,ma-nma.03.rtf,ma-nma,1,239
P34,ma-nma.03.rtf,ma-nma,1,137
P35,ma-nma.03.rtf,ma-nma,1,141
P36,ma-nma.03.rtf,ma-nma,1,0
P37,ma-nma.03.rtf,ma-nma,1,224
P01,ma-nma.04.rtf,ma-nma,1,281
P02,ma-nma.04.rtf,ma-nma,1,0
P03,ma-nma.04.rtf,ma-nma,1,53
P04,ma-nma.04.rtf,ma-nma,1,488
