item,subject,condition,semantic,RT
ma-ma.03,11,ma-ma,1,376
ma-ma.03,12,ma-ma,1,826.4
ma-ma.03,13,ma-ma,1,552
ma-ma.03,16,ma-ma,1,205
ma-ma.03,17,ma-ma,1,254
ma-ma.03,18,ma-ma,1,141
ma-ma.03,19,ma-ma,1,229
ma-ma.03,20,ma-ma,1,78
ma-ma.03,21,ma-ma,1,327
ma-ma.03,22,ma-ma,1,266
ma-ma.03,23,ma-ma,1,100
ma-ma.03,24,ma-ma,1,266
ma-ma.03,25,ma-ma,1,825.7
ma-ma.03,26,ma-ma,1,191
ma-ma.03,27,ma-ma,1,767.5
ma-ma.03,28,ma-ma,1,836.5
ma-ma.03,29,ma-ma,1,911.1
ma-ma.03,30,ma-ma,1,146
ma-ma.03,31,ma-ma,1,812.5
ma-ma.03,33,ma-ma,1,225
ma-ma.03,34,ma-ma,1,176
ma-ma.03,35,ma-ma,1,337.6
ma-ma.03,36,ma-ma,1,53
ma-ma.04,1,ma-ma,1,473
ma-ma.04,2,ma-ma,1,317.8
ma-ma.04,3,ma-ma,1,68
ma-ma.04,4,ma-ma,1,0
ma-ma.04,5,ma-ma,1,180
ma-ma.04,7,ma-ma,1,161
ma-ma.04,8,ma-ma,1,215
ma-ma.04,9,ma-ma,1,415
ma-ma.04,10,ma-ma,1,166
ma-ma.04,12,ma-ma,1,762.8
ma-ma.04,13,ma-ma,1,156
ma-ma.04,14,ma-ma,1,851
ma-ma.04,15,ma-ma,1,88
ma-ma.04,16,ma-ma,1,146
ma-ma.04,17,ma-ma,1,244
ma-ma.04,18,ma-ma,1,234
ma-ma.04,19,ma-ma,1,132
ma-ma.04,20,ma-ma,1,264
ma-ma.04,21,ma-ma,1,513
ma-ma.04,22,ma-ma,1,75
ma-ma.04,23,ma-ma,1,312
ma-ma.04,24,ma-ma,1,941.2
ma-ma.04,25,ma-ma,1,256
ma-ma.04,26,ma-ma,1,266
ma-ma.04,27,ma-ma,1,136
ma-ma.04,28,ma-ma,1,170
ma-ma.04,29,ma-ma,1,111
ma-ma.04,30,ma-ma,1,934.1
ma-ma.04,31,ma-ma,1,684.6
ma-ma.04,33,ma-ma,1,283
ma-ma.04,34,ma-ma,1,141
ma-ma.04,35,ma-ma,1,953.8
ma-ma.04,36,ma-ma,1,0
ma-ma.05,1,ma-ma,1,191
ma-ma.05,3,ma-ma,1,127
ma-ma.05,4,ma-ma,1,254
ma-ma.05,5,ma-ma,1,317
ma-ma.05,6,ma-ma,1,180
ma-ma.05,7,ma-ma,1,185
ma-ma.05,8,ma-ma,1,909.4
ma-ma.05,9,ma-ma,1,273
ma-ma.05,10,ma-ma,1,317
ma-ma.05,11,ma-ma,1,445
ma-ma.05,12,ma-ma,1,435
ma-ma.05,13,ma-ma,1,547.5
ma-ma.05,15,ma-ma,1,132
ma-ma.05,16,ma-ma,1,816
ma-ma.05,17,ma-ma,1,159
ma-ma.05,18,ma-ma,1,278
ma-ma.05,19,ma-ma,1,547.7
ma-ma.05,20,ma-ma,1,107
ma-ma.05,21,ma-ma,1,127
ma-ma.05,22,ma-ma,1,196
ma-ma.05,23,ma-ma,1,292
ma-ma.05,24,ma-ma,1,738.5
ma-ma.05,25,ma-ma,1,261
ma-ma.05,27,ma-ma,1,1002.5
ma-ma.05,28,ma-ma,1,244
ma-ma.05,29,ma-ma,1,92
ma-ma.05,30,ma-ma,1,68
ma-ma.05,31,ma-ma,1,674.9
ma-ma.05,32,ma-ma,1,107
ma-ma.05,33,ma-ma,1,366
ma-ma.05,34,ma-ma,1,332
ma-ma.05,35,ma-ma,1,259
ma-ma.05,36,ma-ma,1,777.7
ma-ma.05,37,ma-ma,1,782.3
ma-ma.06,1,ma-ma,1,327
ma-ma.06,2,ma-ma,1,166.2
ma-ma.06,3,ma-ma,1,112
ma-ma.06,4,ma-ma,1,215
ma-ma.06,5,ma-ma,1,303
ma-ma.06,6,ma-ma,1,107
ma-ma.06,7,ma-ma,1,454
ma-ma.06,8,ma-ma,1,904
ma-ma.06,9,ma-ma,1,200
ma-ma.06,10,ma-ma,1,425
ma-ma.06,11,ma-ma,1,665
ma-ma.06,12,ma-ma,1,1017.2
ma-ma.06,13,ma-ma,1,127
ma-ma.06,15,ma-ma,1,273
ma-ma.06,16,ma-ma,1,249
ma-ma.06,17,ma-ma,1,801.7
ma-ma.06,18,ma-ma,1,195
ma-ma.06,19,ma-ma,1,249
ma-ma.06,20,ma-ma,1,141
ma-ma.06,22,ma-ma,1,271
ma-ma.06,24,ma-ma,1,1082.8
ma-ma.06,25,ma-ma,1,568.9
ma-ma.06,26,ma-ma,1,277
ma-ma.06,27,ma-ma,1,239.6
ma-ma.06,28,ma-ma,1,239
ma-ma.06,29,ma-ma,1,239
ma-ma.06,30,ma-ma,1,391
ma-ma.06,31,ma-ma,1,146
ma-ma.06,32,ma-ma,1,567.4
ma-ma.06,33,ma-ma,1,200
ma-ma.06,34,ma-ma,1,191
ma-ma.06,35,ma-ma,1,322.9
ma-ma.06,36,ma-ma,1,0
ma-ma.06,37,ma-ma,1,361.8
ma-ma.07,1,ma-ma,1,266
ma-ma.07,2,ma-ma,1,141
ma-ma.07,3,ma-ma,1,68
ma-ma.07,4,ma-ma,1,533
ma-ma.07,5,ma-ma,1,112
ma-ma.07,6,ma-ma,1,1138.8
ma-ma.07,7,ma-ma,1,166
ma-ma.07,8,ma-ma,1,401
ma-ma.07,9,ma-ma,1,263
ma-ma.07,10,ma-ma,1,1110.4
ma-ma.07,11,ma-ma,1,117
ma-ma.07,12,ma-ma,1,895.3
ma-ma.07,13,ma-ma,1,190
ma-ma.07,15,ma-ma,1,562.5
ma-ma.07,16,ma-ma,1,186
ma-ma.07,17,ma-ma,1,499.4
ma-ma.07,18,ma-ma,1,171
ma-ma.07,19,ma-ma,1,171
ma-ma.07,20,ma-ma,1,430
ma-ma.07,21,ma-ma,1,254
ma-ma.07,22,ma-ma,1,367
ma-ma.07,23,ma-ma,1,901.3
ma-ma.07,24,ma-ma,1,634.5
ma-ma.07,25,ma-ma,1,312
ma-ma.07,26,ma-ma,1,166
ma-ma.07,27,ma-ma,1,850.9
ma-ma.07,28,ma-ma,1,244
ma-ma.07,29,ma-ma,1,1163.9
ma-ma.07,30,ma-ma,1,987.8
ma-ma.07,31,ma-ma,1,180
ma-ma.07,33,ma-ma,1,259
ma-ma.07,34,ma-ma,1,200
ma-ma.07,35,ma-ma,1,166
ma-ma.07,36,ma-ma,1,146
ma-ma.08,1,ma-ma,1,801.1
ma-ma.08,2,ma-ma,1,147
ma-ma.08,3,ma-ma,1,132
ma-ma.08,4,ma-ma,1,278
ma-ma.08,5,ma-ma,1,224
ma-ma.08,6,ma-ma,1,1188.4
ma-ma.08,7,ma-ma,1,166
ma-ma.08,8,ma-ma,1,391
ma-ma.08,9,ma-ma,1,114
ma-ma.08,10,ma-ma,1,254
ma-ma.08,11,ma-ma,1,630
ma-ma.08,12,ma-ma,1,1075.9
ma-ma.08,13,ma-ma,1,166
ma-ma.08,14,ma-ma,1,273
ma-ma.08,15,ma-ma,1,273
ma-ma.08,16,ma-ma,1,710
ma-ma.08,17,ma-ma,1,0
ma-ma.08,18,ma-ma,1,107
ma-ma.08,19,ma-ma,1,611
ma-ma.08,20,ma-ma,1,195
ma-ma.08,21,ma-ma,1,195
ma-ma.08,22,ma-ma,1,266
ma-ma.08,23,ma-ma,1,342
ma-ma.08,24,ma-ma,1,307
ma-ma.08,25,ma-ma,1,286
ma-ma.08,26,ma-ma,1,378
ma-ma.08,27,ma-ma,1,264
ma-ma.08,29,ma-ma,1,249
ma-ma.08,31,ma-ma,1,176
ma-ma.08,32,ma-ma,1,259
ma-ma.08,33,ma-ma,1,386
ma-ma.08,34,ma-ma,1,249
ma-ma.08,35,ma-ma,1,240.1
ma-ma.08,36,ma-ma,1,117
ma-ma.09,1,ma-ma,1,322
ma-ma.09,2,ma-ma,1,166
ma-ma.09,3,ma-ma,1,82
ma-ma.09,4,ma-ma,1,303
ma-ma.09,5,ma-ma,1,0
ma-ma.09,6,ma-ma,1,102
ma-ma.09,7,ma-ma,1,122
ma-ma.09,8,ma-ma,1,537
ma-ma.09,9,ma-ma,1,249
ma-ma.09,10,ma-ma,1,357
ma-ma.09,11,ma-ma,1,155
ma-ma.09,12,ma-ma,1,264
ma-ma.09,13,ma-ma,1,366
ma-ma.09,14,ma-ma,1,909.7
ma-ma.09,15,ma-ma,1,88
ma-ma.09,16,ma-ma,1,127
ma-ma.09,17,ma-ma,1,250
ma-ma.09,18,ma-ma,1,366
ma-ma.09,20,ma-ma,1,166
ma-ma.09,21,ma-ma,1,186
ma-ma.09,22,ma-ma,1,231
ma-ma.09,23,ma-ma,1,468
ma-ma.09,24,ma-ma,1,0
ma-ma.09,25,ma-ma,1,191
ma-ma.09,26,ma-ma,1,176
ma-ma.09,27,ma-ma,1,224
ma-ma.09,28,ma-ma,1,562
ma-ma.09,29,ma-ma,1,234
ma-ma.09,30,ma-ma,1,420
ma-ma.09,31,ma-ma,1,269
ma-ma.09,32,ma-ma,1,210
ma-ma.09,33,ma-ma,1,347
ma-ma.09,34,ma-ma,1,313
ma-ma.09,35,ma-ma,1,1168.8
ma-ma.09,36,ma-ma,1,112
ma-ma.10,1,ma-ma,1,231
ma-ma.10,2,ma-ma,1,200.5
ma-ma.10,3,ma-ma,1,83
ma-ma.10,4,ma-ma,1,136
ma-ma.10,5,ma-ma,1,176
ma-ma.10,6,ma-ma,1,136
ma-ma.10,7,ma-ma,1,0
ma-ma.10,8,ma-ma,1,581
ma-ma.10,9,ma-ma,1,102
ma-ma.10,10,ma-ma,1,220
ma-ma.10,11,ma-ma,1,415
ma-ma.10,12,ma-ma,1,312
ma-ma.10,13,ma-ma,1,537
ma-ma.10,14,ma-ma,1,352
ma-ma.10,15,ma-ma,1,772.5
ma-ma.10,16,ma-ma,1,171
ma-ma.10,17,ma-ma,1,190
ma-ma.10,18,ma-ma,1,122
ma-ma.10,19,ma-ma,1,464
ma-ma.10,20,ma-ma,1,117
ma-ma.10,21,ma-ma,1,0
ma-ma.10,22,ma-ma,1,176
ma-ma.10,23,ma-ma,1,563
ma-ma.10,24,ma-ma,1,765
ma-ma.10,25,ma-ma,1,146
ma-ma.10,26,ma-ma,1,75
ma-ma.10,27,ma-ma,1,625.9
ma-ma.10,28,ma-ma,1,542.6
ma-ma.10,29,ma-ma,1,425.2
ma-ma.10,30,ma-ma,1,381.3
ma-ma.10,31,ma-ma,1,0
ma-ma.10,32,ma-ma,1,880.2
ma-ma.10,33,ma-ma,1,317
ma-ma.10,34,ma-ma,1,0
ma-ma.10,35,ma-ma,1,132
ma-ma.10,36,ma-ma,1,362
ma-ma.11,1,ma-ma,1,120
ma-ma.11,2,ma-ma,1,141
ma-ma.11,3,ma-ma,1,200
ma-ma.11,4,ma-ma,1,83
ma-ma.11,5,ma-ma,1,185
ma-ma.11,6,ma-ma,1,185
ma-ma.11,7,ma-ma,1,224
ma-ma.11,8,ma-ma,1,180
ma-ma.11,9,ma-ma,1,229
ma-ma.11,10,ma-ma,1,141
ma-ma.11,11,ma-ma,1,753
ma-ma.11,12,ma-ma,1,797
ma-ma.11,13,ma-ma,1,141
ma-ma.11,14,ma-ma,1,542.7
ma-ma.11,15,ma-ma,1,283
ma-ma.11,16,ma-ma,1,215
ma-ma.11,17,ma-ma,1,156
ma-ma.11,18,ma-ma,1,909.6
ma-ma.11,19,ma-ma,1,973
ma-ma.11,20,ma-ma,1,186
ma-ma.11,21,ma-ma,1,308
ma-ma.11,22,ma-ma,1,246
ma-ma.11,23,ma-ma,1,196
ma-ma.11,24,ma-ma,1,271
ma-ma.11,25,ma-ma,1,211
ma-ma.11,26,ma-ma,1,171
ma-ma.11,27,ma-ma,1,229
ma-ma.11,28,ma-ma,1,210
ma-ma.11,29,ma-ma,1,830.9
ma-ma.11,30,ma-ma,1,176
ma-ma.11,31,ma-ma,1,53
ma-ma.11,32,ma-ma,1,846
ma-ma.11,33,ma-ma,1,293
ma-ma.11,34,ma-ma,1,166
ma-ma.11,35,ma-ma,1,536.9
ma-ma.11,36,ma-ma,1,0
ma-ma.11,37,ma-ma,1,978
ma-ma.12,1,ma-ma,1,297
ma-ma.12,2,ma-ma,1,268
ma-ma.12,3,ma-ma,1,83
ma-ma.12,4,ma-ma,1,352
ma-ma.12,5,ma-ma,1,190
ma-ma.12,6,ma-ma,1,263
ma-ma.12,7,ma-ma,1,171
ma-ma.12,8,ma-ma,1,161
ma-ma.12,9,ma-ma,1,122
ma-ma.12,10,ma-ma,1,141
ma-ma.12,11,ma-ma,1,704.1
ma-ma.12,12,ma-ma,1,97
ma-ma.12,13,ma-ma,1,141
ma-ma.12,14,ma-ma,1,347
ma-ma.12,15,ma-ma,1,137
ma-ma.12,16,ma-ma,1,63
ma-ma.12,17,ma-ma,1,180
ma-ma.12,18,ma-ma,1,180
ma-ma.12,19,ma-ma,1,127
ma-ma.12,20,ma-ma,1,537.6
ma-ma.12,21,ma-ma,1,249
ma-ma.12,22,ma-ma,1,161
ma-ma.12,23,ma-ma,1,120
ma-ma.12,25,ma-ma,1,167
ma-ma.12,26,ma-ma,1,130
ma-ma.12,27,ma-ma,1,709.1
ma-ma.12,28,ma-ma,1,190
ma-ma.12,29,ma-ma,1,127
ma-ma.12,30,ma-ma,1,161
ma-ma.12,31,ma-ma,1,332
ma-ma.12,32,ma-ma,1,298
ma-ma.12,33,ma-ma,1,337
ma-ma.12,34,ma-ma,1,141
ma-ma.12,35,ma-ma,1,0
ma-ma.12,36,ma-ma,1,244
ma-nma.01,1,ma-nma,1,266
ma-nma.01,2,ma-nma,1,254.3
ma-nma.01,3,ma-nma,1,83
ma-nma.01,4,ma-nma,1,919.2
ma-nma.01,5,ma-nma,1,195
ma-nma.01,6,ma-nma,1,542
ma-nma.01,7,ma-nma,1,220
ma-nma.01,8,ma-nma,1,180
ma-nma.01,9,ma-nma,1,249
ma-nma.01,10,ma-nma,1,367
ma-nma.01,11,ma-nma,1,586
ma-nma.01,12,ma-nma,1,949
ma-nma.01,13,ma-nma,1,146
ma-nma.01,14,ma-nma,1,430
ma-nma.01,15,ma-nma,1,503.8
ma-nma.01,16,ma-nma,1,151
ma-nma.01,17,ma-nma,1,376
ma-nma.01,18,ma-nma,1,239
ma-nma.01,19,ma-nma,1,1032.1
ma-nma.01,20,ma-nma,1,161
ma-nma.01,21,ma-nma,1,591
ma-nma.01,22,ma-nma,1,307
ma-nma.01,23,ma-nma,1,437
ma-nma.01,24,ma-nma,1,800.4
ma-nma.01,25,ma-nma,1,161
ma-nma.01,26,ma-nma,1,307
ma-nma.01,27,ma-nma,1,601.3
ma-nma.01,28,ma-nma,1,396
ma-nma.01,29,ma-nma,1,718.8
ma-nma.01,30,ma-nma,1,234
ma-nma.01,31,ma-nma,1,342
ma-nma.01,32,ma-nma,1,640
ma-nma.01,33,ma-nma,1,185
ma-nma.01,34,ma-nma,1,176
ma-nma.01,35,ma-nma,1,445.1
ma-nma.01,36,ma-nma,1,0
ma-nma.01,37,ma-nma,1,1120
ma-nma.02,1,ma-nma,1,286
ma-nma.02,2,ma-nma,1,181
ma-nma.02,3,ma-nma,1,58
ma-nma.02,4,ma-nma,1,606.5
ma-nma.02,5,ma-nma,1,0
ma-nma.02,6,ma-nma,1,449
ma-nma.02,7,ma-nma,1,141
ma-nma.02,8,ma-nma,1,357
ma-nma.02,9,ma-nma,1,205
ma-nma.02,10,ma-nma,1,225
ma-nma.02,11,ma-nma,1,977.8
ma-nma.02,12,ma-nma,1,919.4
ma-nma.02,13,ma-nma,1,176
ma-nma.02,14,ma-nma,1,660.2
ma-nma.02,15,ma-nma,1,444
ma-nma.02,16,ma-nma,1,0
ma-nma.02,17,ma-nma,1,88
ma-nma.02,18,ma-nma,1,606.5
ma-nma.02,20,ma-nma,1,244
ma-nma.02,21,ma-nma,1,68
ma-nma.02,22,ma-nma,1,201
ma-nma.02,23,ma-nma,1,896
ma-nma.02,24,ma-nma,1,936.6
ma-nma.02,25,ma-nma,1,302
ma-nma.02,26,ma-nma,1,125
ma-nma.02,27,ma-nma,1,219
ma-nma.02,28,ma-nma,1,366
ma-nma.02,29,ma-nma,1,190
ma-nma.02,30,ma-nma,1,694
ma-nma.02,31,ma-nma,1,278
ma-nma.02,33,ma-nma,1,288
ma-nma.02,34,ma-nma,1,225
ma-nma.02,35,ma-nma,1,611
ma-nma.02,36,ma-nma,1,103
ma-nma.03,1,ma-nma,1,865.6
ma-nma.03,2,ma-nma,1,435
ma-nma.03,3,ma-nma,1,63
ma-nma.03,4,ma-nma,1,312.9
ma-nma.03,5,ma-nma,1,0
ma-nma.03,6,ma-nma,1,527
ma-nma.03,7,ma-nma,1,606
ma-nma.03,8,ma-nma,1,317
ma-nma.03,9,ma-nma,1,146
ma-nma.03,10,ma-nma,1,298
ma-nma.03,11,ma-nma,1,846
ma-nma.03,12,ma-nma,1,166
ma-nma.03,13,ma-nma,1,166
ma-nma.03,14,ma-nma,1,264
ma-nma.03,15,ma-nma,1,317
ma-nma.03,16,ma-nma,1,185
ma-nma.03,17,ma-nma,1,381
ma-nma.03,18,ma-nma,1,249
ma-nma.03,19,ma-nma,1,132
ma-nma.03,20,ma-nma,1,254
ma-nma.03,21,ma-nma,1,229
ma-nma.03,22,ma-nma,1,307
ma-nma.03,23,ma-nma,1,654.5
ma-nma.03,24,ma-nma,1,704.5
ma-nma.03,25,ma-nma,1,432
ma-nma.03,26,ma-nma,1,146
ma-nma.03,27,ma-nma,1,792.1
ma-nma.03,28,ma-nma,1,885.3
ma-nma.03,29,ma-nma,1,699.3
ma-nma.03,30,ma-nma,1,919.4
ma-nma.03,31,ma-nma,1,303
ma-nma.03,32,ma-nma,1,1070
ma-nma.03,33,ma-nma,1,239
ma-nma.03,34,ma-nma,1,137
ma-nma.03,35,ma-nma,1,141
ma-nma.03,36,ma-nma,1,0
ma-nma.03,37,ma-nma,1,948.4
ma-nma.04,1,ma-nma,1,281.9
ma-nma.04,2,ma-nma,1,0
ma-nma.04,3,ma-nma,1,53
ma-nma.04,4,ma-nma,1,488
ma-nma.04,5,ma-nma,1,210
ma-nma.04,6,ma-nma,1,503
ma-nma.04,7,ma-nma,1,293
ma-nma.04,8,ma-nma,1,841
ma-nma.04,9,ma-nma,1,215
ma-nma.04,10,ma-nma,1,855
ma-nma.04,11,ma-nma,1,391
ma-nma.04,12,ma-nma,1,621.1
ma-nma.04,13,ma-nma,1,176
ma-nma.04,15,ma-nma,1,268
ma-nma.04,16,ma-nma,1,268
ma-nma.04,17,ma-nma,1,161
ma-nma.04,18,ma-nma,1,308
ma-nma.04,19,ma-nma,1,146
ma-nma.04,20,ma-nma,1,78
ma-nma.04,21,ma-nma,1,1002.5
ma-nma.04,22,ma-nma,1,226
ma-nma.04,23,ma-nma,1,321
ma-nma.04,25,ma-nma,1,135
ma-nma.04,26,ma-nma,1,297
ma-nma.04,27,ma-nma,1,117
ma-nma.04,28,ma-nma,1,229
ma-nma.04,29,ma-nma,1,298
ma-nma.04,30,ma-nma,1,288
ma-nma.04,31,ma-nma,1,219
ma-nma.04,32,ma-nma,1,400.8
ma-nma.04,33,ma-nma,1,357
ma-nma.04,34,ma-nma,1,440.4
ma-nma.04,35,ma-nma,1,156
ma-nma.04,36,ma-nma,1,132
ma-nma.05,2,ma-nma,1,234
ma-nma.05,3,ma-nma,1,234
ma-nma.05,4,ma-nma,1,146
ma-nma.05,5,ma-nma,1,132
ma-nma.05,6,ma-nma,1,523
ma-nma.05,7,ma-nma,1,357
ma-nma.05,8,ma-nma,1,327
ma-nma.05,9,ma-nma,1,220
ma-nma.05,10,ma-nma,1,371.7
ma-nma.05,11,ma-nma,1,405
ma-nma.05,12,ma-nma,1,435
ma-nma.05,13,ma-nma,1,205
ma-nma.05,14,ma-nma,1,415
ma-nma.05,15,ma-nma,1,273
ma-nma.05,16,ma-nma,1,210
ma-nma.05,17,ma-nma,1,244
ma-nma.05,18,ma-nma,1,0
ma-nma.05,21,ma-nma,1,709.1
ma-nma.05,22,ma-nma,1,372
ma-nma.05,23,ma-nma,1,916.4
ma-nma.05,24,ma-nma,1,337
ma-nma.05,25,ma-nma,1,181
ma-nma.05,26,ma-nma,1,634.2
ma-nma.05,27,ma-nma,1,576.8
ma-nma.05,28,ma-nma,1,401
ma-nma.05,29,ma-nma,1,601.5
ma-nma.05,30,ma-nma,1,185
ma-nma.05,31,ma-nma,1,225
ma-nma.05,33,ma-nma,1,229
ma-nma.05,34,ma-nma,1,171
ma-nma.05,35,ma-nma,1,606.5
ma-nma.05,36,ma-nma,1,0
ma-nma.05,37,ma-nma,1,185
ma-nma.06,2,ma-nma,1,0
ma-nma.06,3,ma-nma,1,136
ma-nma.06,4,ma-nma,1,234
ma-nma.06,5,ma-nma,1,127
ma-nma.06,6,ma-nma,1,264
ma-nma.06,7,ma-nma,1,132
ma-nma.06,8,ma-nma,1,210
ma-nma.06,9,ma-nma,1,175
ma-nma.06,10,ma-nma,1,689.5
ma-nma.06,11,ma-nma,1,332
ma-nma.06,12,ma-nma,1,914.3
ma-nma.06,13,ma-nma,1,249
ma-nma.06,14,ma-nma,1,308
ma-nma.06,15,ma-nma,1,288
ma-nma.06,16,ma-nma,1,151
ma-nma.06,17,ma-nma,1,64
ma-nma.06,18,ma-nma,1,396.2
ma-nma.06,19,ma-nma,1,180
ma-nma.06,20,ma-nma,1,694
ma-nma.06,21,ma-nma,1,220
ma-nma.06,22,ma-nma,1,347
ma-nma.06,23,ma-nma,1,367
ma-nma.06,24,ma-nma,1,231
ma-nma.06,25,ma-nma,1,226
ma-nma.06,26,ma-nma,1,166
ma-nma.06,27,ma-nma,1,606
ma-nma.06,28,ma-nma,1,175
ma-nma.06,29,ma-nma,1,718.2
ma-nma.06,30,ma-nma,1,200
ma-nma.06,31,ma-nma,1,63
ma-nma.06,32,ma-nma,1,1173.7
ma-nma.06,33,ma-nma,1,254
ma-nma.06,34,ma-nma,1,151
ma-nma.06,35,ma-nma,1,107
ma-nma.06,36,ma-nma,1,244
ma-nma.07,1,ma-nma,1,352.5
ma-nma.07,2,ma-nma,1,509
ma-nma.07,3,ma-nma,1,0
ma-nma.07,4,ma-nma,1,572
ma-nma.07,5,ma-nma,1,107
ma-nma.07,6,ma-nma,1,249
ma-nma.07,7,ma-nma,1,68
ma-nma.07,8,ma-nma,1,215
ma-nma.07,9,ma-nma,1,806.9
ma-nma.07,10,ma-nma,1,278
ma-nma.07,11,ma-nma,1,484
ma-nma.07,12,ma-nma,1,195
ma-nma.07,13,ma-nma,1,185
ma-nma.07,14,ma-nma,1,357
ma-nma.07,15,ma-nma,1,244
ma-nma.07,16,ma-nma,1,210
ma-nma.07,17,ma-nma,1,381.4
ma-nma.07,18,ma-nma,1,259
ma-nma.07,19,ma-nma,1,117
ma-nma.07,20,ma-nma,1,107
ma-nma.07,21,ma-nma,1,498
ma-nma.07,22,ma-nma,1,231
ma-nma.07,23,ma-nma,1,1102.3
ma-nma.07,24,ma-nma,1,161
ma-nma.07,25,ma-nma,1,186
ma-nma.07,26,ma-nma,1,201
ma-nma.07,27,ma-nma,1,430
ma-nma.07,28,ma-nma,1,440
ma-nma.07,29,ma-nma,1,865.4
ma-nma.07,30,ma-nma,1,577.3
ma-nma.07,31,ma-nma,1,758.1
ma-nma.07,33,ma-nma,1,264
ma-nma.07,34,ma-nma,1,269
ma-nma.07,36,ma-nma,1,190
ma-nma.08,1,ma-nma,1,322.2
ma-nma.08,2,ma-nma,1,151
ma-nma.08,3,ma-nma,1,205
ma-nma.08,4,ma-nma,1,151
ma-nma.08,5,ma-nma,1,132
ma-nma.08,6,ma-nma,1,674.9
ma-nma.08,7,ma-nma,1,215
ma-nma.08,8,ma-nma,1,899
ma-nma.08,9,ma-nma,1,318
ma-nma.08,10,ma-nma,1,0
ma-nma.08,11,ma-nma,1,562
ma-nma.08,12,ma-nma,1,674
ma-nma.08,13,ma-nma,1,894.5
ma-nma.08,14,ma-nma,1,288
ma-nma.08,16,ma-nma,1,136
ma-nma.08,17,ma-nma,1,924
ma-nma.08,18,ma-nma,1,195
ma-nma.08,19,ma-nma,1,342
ma-nma.08,20,ma-nma,1,239
ma-nma.08,21,ma-nma,1,122
ma-nma.08,22,ma-nma,1,271
ma-nma.08,23,ma-nma,1,704.6
ma-nma.08,24,ma-nma,1,654.3
ma-nma.08,25,ma-nma,1,176
ma-nma.08,26,ma-nma,1,356
