Stimulus,Participant,condition,parallel,semantic,RT
ma-ma.04.rtf,P32,ma-ma,2,1,254.3
ma-ma.04.rtf,P34,ma-ma,2,1,312.7
ma-ma.04.rtf,P36,ma-ma,2,1,421.4
ma-ma.05.rtf,P01,ma-ma,2,1,105
ma-ma.05.rtf,P02,ma-ma,2,1,244.6
ma-ma.05.rtf,P04,ma-ma,2,1,659.5
ma-ma.05.rtf,P05,ma-ma,2,1,264
ma-ma.05.rtf,P06,ma-ma,2,1,1144.8
ma-ma.06.rtf,P10,ma-ma,2,1,0
ma-ma.05.rtf,P07,ma-ma,2,1,498.8
ma-ma.05.rtf,P08,ma-ma,2,1,846
ma-ma.05.rtf,P09,ma-ma,2,1,132.1
ma-ma.05.rtf,P19,ma-ma,2,1,479.3
ma-ma.05.rtf,P25,ma-ma,2,1,704.4
ma-ma.06.rtf,P22,ma-ma,2,1,0
ma-ma.05.rtf,P27,ma-ma,2,1,978
ma-ma.05.rtf,P29,ma-ma,2,1,542.8
ma-ma.05.rtf,P31,ma-ma,2,1,601.3
ma-ma.05.rtf,P33,ma-ma,2,1,635.8
ma-ma.05.rtf,P35,ma-ma,2,1,303.1
ma-ma.05.rtf,P37,ma-ma,2,1,464.6
ma-ma.05.rtf,P10,ma-ma,2,1,449.7
ma-ma.05.rtf,P11,ma-ma,2,1,440.1
ma-ma.05.rtf,P13,ma-ma,2,1,664.9
ma-ma.05.rtf,P14,ma-ma,2,1,684.7
ma-ma.05.rtf,P15,ma-ma,2,1,684.5
ma-ma.07.rtf,P03,ma-ma,2,1,0
ma-ma.05.rtf,P16,ma-ma,2,1,499
ma-ma.05.rtf,P17,ma-ma,2,1,88
ma-ma.05.rtf,P18,ma-ma,2,1,689.5
ma-ma.05.rtf,P20,ma-ma,2,1,915.2
ma-ma.05.rtf,P22,ma-ma,2,1,232.1
ma-ma.05.rtf,P24,ma-ma,2,1,343
ma-ma.05.rtf,P26,ma-ma,2,1,327.2
ma-ma.05.rtf,P28,ma-ma,2,1,1085
ma-ma.05.rtf,P30,ma-ma,2,1,459.4
ma-ma.05.rtf,P32,ma-ma,2,1,968.1
ma-ma.05.rtf,P34,ma-ma,2,1,782.4
ma-ma.05.rtf,P36,ma-ma,2,1,674.9
ma-ma.06.rtf,P01,ma-ma,2,1,599.1
ma-ma.06.rtf,P02,ma-ma,2,1,391.3
ma-ma.06.rtf,P04,ma-ma,2,1,518.4
ma-ma.06.rtf,P05,ma-ma,2,1,1075.4
ma-ma.06.rtf,P07,ma-ma,2,1,1027
ma-ma.06.rtf,P08,ma-ma,2,1,855.7
ma-ma.07.rtf,P35,ma-ma,2,1,0
ma-ma.08.rtf,P03,ma-ma,2,1,0
ma-ma.06.rtf,P21,ma-ma,2,1,200.4
ma-ma.06.rtf,P23,ma-ma,2,1,850.7
ma-ma.06.rtf,P25,ma-ma,2,1,865.8
ma-ma.06.rtf,P27,ma-ma,2,1,660.2
ma-ma.06.rtf,P29,ma-ma,2,1,644.3
ma-ma.06.rtf,P31,ma-ma,2,1,787.2
ma-ma.06.rtf,P33,ma-ma,2,1,552.6
ma-ma.06.rtf,P35,ma-ma,2,1,210.3
ma-ma.06.rtf,P37,ma-ma,2,1,474.4
ma-ma.06.rtf,P10,ma-ma,2,1,870.6
ma-ma.06.rtf,P11,ma-ma,2,1,899.6
ma-ma.08.rtf,P07,ma-ma,2,1,0
ma-ma.06.rtf,P12,ma-ma,2,1,1124.8
ma-ma.06.rtf,P13,ma-ma,2,1,1012.5
ma-ma.06.rtf,P16,ma-ma,2,1,489.1
ma-ma.06.rtf,P17,ma-ma,2,1,1017.5
ma-ma.06.rtf,P22,ma-ma,2,1,750.1
ma-ma.06.rtf,P24,ma-ma,2,1,820.9
ma-ma.06.rtf,P26,ma-ma,2,1,1153.3
ma-ma.06.rtf,P34,ma-ma,2,1,810.9
ma-ma.06.rtf,P36,ma-ma,2,1,449.3
ma-ma.06.rtf,P11,ma-ma,2,1,469.3
ma-ma.08.rtf,P09,ma-ma,2,1,0
ma-ma.06.rtf,P12,ma-ma,2,1,264.1
ma-ma.06.rtf,P13,ma-ma,2,1,122.3
ma-ma.06.rtf,P14,ma-ma,2,1,870.6
ma-ma.06.rtf,P15,ma-ma,2,1,1021.9
ma-ma.06.rtf,P16,ma-ma,2,1,269
ma-ma.06.rtf,P17,ma-ma,2,1,582.4
ma-ma.08.rtf,P17,ma-ma,2,1,78.3
ma-ma.06.rtf,P18,ma-ma,2,1,670
ma-ma.06.rtf,P20,ma-ma,2,1,210.3
ma-ma.06.rtf,P24,ma-ma,2,1,403.1
ma-ma.06.rtf,P26,ma-ma,2,1,433
ma-ma.06.rtf,P28,ma-ma,2,1,679.4
ma-ma.06.rtf,P30,ma-ma,2,1,495.2
ma-ma.06.rtf,P32,ma-ma,2,1,728.5
ma-ma.06.rtf,P34,ma-ma,2,1,127.1
ma-ma.06.rtf,P36,ma-ma,2,1,92.9
ma-ma.07.rtf,P02,ma-ma,2,1,841
ma-ma.07.rtf,P04,ma-ma,2,1,425.4
ma-ma.07.rtf,P05,ma-ma,2,1,254.5
ma-ma.07.rtf,P07,ma-ma,2,1,933.9
ma-ma.07.rtf,P08,ma-ma,2,1,890
ma-ma.07.rtf,P09,ma-ma,2,1,151.7
ma-ma.07.rtf,P19,ma-ma,2,1,1081
ma-ma.07.rtf,P21,ma-ma,2,1,718.8
ma-ma.07.rtf,P23,ma-ma,2,1,744.8
ma-ma.07.rtf,P25,ma-ma,2,1,125.8
ma-ma.07.rtf,P27,ma-ma,2,1,371.7
ma-ma.07.rtf,P29,ma-ma,2,1,303
ma-ma.07.rtf,P31,ma-ma,2,1,322.7
ma-ma.07.rtf,P33,ma-ma,2,1,205.4
ma-ma.07.rtf,P37,ma-ma,2,1,264
ma-ma.07.rtf,P10,ma-ma,2,1,298.4
ma-ma.07.rtf,P11,ma-ma,2,1,660.1
ma-ma.07.rtf,P13,ma-ma,2,1,210.3
ma-ma.09.rtf,P03,ma-ma,2,1,68.5
ma-ma.07.rtf,P14,ma-ma,2,1,268.9
ma-ma.07.rtf,P16,ma-ma,2,1,727.4
ma-ma.09.rtf,P16,ma-ma,2,1,58.6
ma-ma.07.rtf,P17,ma-ma,2,1,376.6
ma-ma.07.rtf,P18,ma-ma,2,1,855.6
ma-ma.07.rtf,P20,ma-ma,2,1,200.5
ma-ma.07.rtf,P22,ma-ma,2,1,1112.5
ma-ma.07.rtf,P24,ma-ma,2,1,845.4
ma-ma.07.rtf,P26,ma-ma,2,1,835.5
ma-ma.07.rtf,P28,ma-ma,2,1,190.7
ma-ma.07.rtf,P30,ma-ma,2,1,1022
ma-ma.07.rtf,P32,ma-ma,2,1,1056.4
ma-ma.07.rtf,P34,ma-ma,2,1,308.1
ma-ma.07.rtf,P36,ma-ma,2,1,244.5
ma-ma.08.rtf,P01,ma-ma,2,1,876
ma-ma.08.rtf,P02,ma-ma,2,1,273.8
ma-ma.09.rtf,P36,ma-ma,2,1,0
ma-ma.08.rtf,P04,ma-ma,2,1,269
ma-ma.08.rtf,P05,ma-ma,2,1,142
ma-ma.08.rtf,P06,ma-ma,2,1,953.5
ma-ma.08.rtf,P08,ma-ma,2,1,899.7
ma-ma.08.rtf,P19,ma-ma,2,1,366.9
ma-ma.08.rtf,P25,ma-ma,2,1,926.2
ma-ma.10.rtf,P04,ma-ma,2,1,78.2
ma-ma.08.rtf,P27,ma-ma,2,1,611.2
ma-ma.08.rtf,P29,ma-ma,2,1,714.1
ma-ma.08.rtf,P31,ma-ma,2,1,826.5
ma-ma.08.rtf,P33,ma-ma,2,1,489
ma-ma.08.rtf,P35,ma-ma,2,1,381.5
ma-ma.08.rtf,P37,ma-ma,2,1,606.4
ma-ma.08.rtf,P10,ma-ma,2,1,381.5
ma-ma.08.rtf,P11,ma-ma,2,1,963.4
ma-ma.08.rtf,P12,ma-ma,2,1,249.4
ma-ma.08.rtf,P13,ma-ma,2,1,269
ma-ma.08.rtf,P14,ma-ma,2,1,660.5
ma-ma.08.rtf,P15,ma-ma,2,1,254.2
ma-ma.08.rtf,P16,ma-ma,2,1,161.5
ma-ma.08.rtf,P18,ma-ma,2,1,97.8
ma-ma.08.rtf,P20,ma-ma,2,1,620
ma-ma.08.rtf,P22,ma-ma,2,1,830.5
ma-ma.10.rtf,P09,ma-ma,2,1,0
ma-ma.08.rtf,P24,ma-ma,2,1,438.3
ma-ma.08.rtf,P26,ma-ma,2,1,156
ma-ma.08.rtf,P28,ma-ma,2,1,474.3
ma-ma.08.rtf,P30,ma-ma,2,1,308
ma-ma.08.rtf,P32,ma-ma,2,1,963.3
ma-ma.08.rtf,P34,ma-ma,2,1,669.9
ma-ma.08.rtf,P36,ma-ma,2,1,523.2
ma-ma.09.rtf,P01,ma-ma,2,1,523.6
ma-ma.09.rtf,P02,ma-ma,2,1,396
ma-ma.09.rtf,P04,ma-ma,2,1,435.2
ma-ma.09.rtf,P05,ma-ma,2,1,234.8
ma-ma.09.rtf,P06,ma-ma,2,1,474.5
ma-ma.09.rtf,P07,ma-ma,2,1,308.1
ma-ma.09.rtf,P08,ma-ma,2,1,816.5
ma-ma.09.rtf,P09,ma-ma,2,1,146.6
ma-ma.09.rtf,P19,ma-ma,2,1,361.9
ma-ma.11.rtf,P09,ma-ma,2,1,0
ma-ma.09.rtf,P23,ma-ma,2,1,831.2
ma-ma.09.rtf,P25,ma-ma,2,1,508.5
ma-ma.09.rtf,P27,ma-ma,2,1,660.2
ma-ma.12.rtf,P27,ma-ma,2,1,0
ma-ma.09.rtf,P29,ma-ma,2,1,753.1
ma-ma.09.rtf,P31,ma-ma,2,1,220
ma-ma.09.rtf,P33,ma-ma,2,1,404.8
ma-ma.09.rtf,P35,ma-ma,2,1,431.4
ma-ma.09.rtf,P37,ma-ma,2,1,1032
ma-ma.09.rtf,P10,ma-ma,2,1,298.3
ma-ma.09.rtf,P11,ma-ma,2,1,220.1
ma-ma.09.rtf,P12,ma-ma,2,1,846.1
ma-ma.09.rtf,P13,ma-ma,2,1,958.5
ma-ma.09.rtf,P14,ma-ma,2,1,821.4
ma-ma.09.rtf,P15,ma-ma,2,1,1080.8
ma-ma.12.rtf,P17,ma-ma,2,1,0
ma-ma.09.rtf,P17,ma-ma,2,1,180.7
ma-ma.09.rtf,P18,ma-ma,2,1,738.4
ma-ma.09.rtf,P20,ma-ma,2,1,977.6
ma-ma.09.rtf,P22,ma-ma,2,1,729.9
ma-ma.12.rtf,P18,ma-ma,2,1,0
ma-ma.09.rtf,P24,ma-ma,2,1,533.6
ma-ma.09.rtf,P26,ma-ma,2,1,976.6
ma-ma.09.rtf,P28,ma-ma,2,1,610.9
ma-ma.09.rtf,P30,ma-ma,2,1,1124.7
ma-ma.09.rtf,P32,ma-ma,2,1,562.6
ma-ma.09.rtf,P34,ma-ma,2,1,582
ma-ma.10.rtf,P01,ma-ma,2,1,1148
ma-ma.10.rtf,P02,ma-ma,2,1,459.8
ma-ma.10.rtf,P03,ma-ma,2,1,229.7
ma-ma.10.rtf,P05,ma-ma,2,1,488.9
ma-ma.10.rtf,P06,ma-ma,2,1,811.6
ma-nma.01.rtf,P03,ma-nma,1,2,0
ma-ma.10.rtf,P07,ma-ma,2,1,415.7
ma-ma.10.rtf,P08,ma-ma,2,1,904.7
ma-ma.10.rtf,P19,ma-ma,2,1,836
ma-nma.01.rtf,P09,ma-nma,1,2,0
ma-ma.10.rtf,P23,ma-ma,2,1,1087.3
ma-nma.02.rtf,P03,ma-nma,1,2,0
ma-ma.10.rtf,P25,ma-ma,2,1,1077.4
ma-ma.10.rtf,P27,ma-ma,2,1,473.8
ma-ma.10.rtf,P29,ma-ma,2,1,489
ma-ma.10.rtf,P31,ma-ma,2,1,816.3
ma-ma.10.rtf,P33,ma-ma,2,1,528.1
ma-ma.10.rtf,P35,ma-ma,2,1,489
ma-ma.10.rtf,P37,ma-ma,2,1,552.6
ma-ma.10.rtf,P10,ma-ma,2,1,215.2
ma-ma.10.rtf,P11,ma-ma,2,1,420.5
ma-ma.10.rtf,P12,ma-ma,2,1,401
ma-nma.02.rtf,P09,ma-nma,1,2,0
ma-ma.10.rtf,P13,ma-ma,2,1,352.1
ma-ma.10.rtf,P14,ma-ma,2,1,1134.5
ma-ma.10.rtf,P15,ma-ma,2,1,811.7
ma-ma.10.rtf,P16,ma-ma,2,1,440.3
ma-nma.02.rtf,P29,ma-nma,1,2,0
ma-ma.10.rtf,P17,ma-ma,2,1,254.3
ma-ma.10.rtf,P18,ma-ma,2,1,210.3
ma-ma.10.rtf,P20,ma-ma,2,1,606.4
ma-ma.10.rtf,P22,ma-ma,2,1,457.7
ma-ma.10.rtf,P24,ma-ma,2,1,770.4
ma-ma.10.rtf,P26,ma-ma,2,1,528.4
ma-ma.10.rtf,P28,ma-ma,2,1,660.6
ma-ma.10.rtf,P30,ma-ma,2,1,1016.9
ma-ma.10.rtf,P32,ma-ma,2,1,694.4
ma-ma.10.rtf,P34,ma-ma,2,1,611.3
ma-ma.10.rtf,P36,ma-ma,2,1,445
ma-nma.02.rtf,P16,ma-nma,1,2,0
ma-ma.11.rtf,P01,ma-ma,2,1,1177.4
ma-ma.11.rtf,P02,ma-ma,2,1,493.7
ma-nma.02.rtf,P17,ma-nma,1,2,0
ma-ma.11.rtf,P03,ma-ma,2,1,303.1
ma-ma.11.rtf,P04,ma-ma,2,1,571.4
ma-ma.11.rtf,P05,ma-ma,2,1,303.1
ma-ma.11.rtf,P07,ma-ma,2,1,313.2
ma-ma.11.rtf,P08,ma-ma,2,1,176.1
ma-ma.11.rtf,P21,ma-ma,2,1,1095.3
ma-ma.11.rtf,P23,ma-ma,2,1,885
ma-ma.11.rtf,P25,ma-ma,2,1,417.8
ma-ma.11.rtf,P27,ma-ma,2,1,615.9
ma-ma.11.rtf,P29,ma-ma,2,1,719.1
ma-ma.11.rtf,P31,ma-ma,2,1,215.1
ma-ma.11.rtf,P33,ma-ma,2,1,127.1
ma-ma.11.rtf,P35,ma-ma,2,1,234.7
ma-ma.11.rtf,P37,ma-ma,2,1,498.7
ma-ma.11.rtf,P10,ma-ma,2,1,327.6
ma-ma.11.rtf,P11,ma-ma,2,1,459.7
ma-ma.11.rtf,P12,ma-ma,2,1,699.3
ma-ma.11.rtf,P13,ma-ma,2,1,782.5
ma-ma.11.rtf,P15,ma-ma,2,1,914.6
ma-ma.11.rtf,P16,ma-ma,2,1,313
ma-ma.11.rtf,P17,ma-ma,2,1,381.3
ma-ma.11.rtf,P18,ma-ma,2,1,175.9
ma-ma.11.rtf,P20,ma-ma,2,1,645.5
ma-ma.11.rtf,P22,ma-ma,2,1,488.3
ma-ma.11.rtf,P24,ma-ma,2,1,609.1
ma-ma.11.rtf,P26,ma-ma,2,1,559.8
ma-ma.11.rtf,P28,ma-ma,2,1,894.7
ma-nma.03.rtf,P03,ma-nma,1,2,0
ma-ma.11.rtf,P30,ma-ma,2,1,713.9
ma-ma.11.rtf,P32,ma-ma,2,1,518.3
ma-ma.11.rtf,P34,ma-ma,2,1,649.9
ma-ma.11.rtf,P36,ma-ma,2,1,171.2
ma-nma.03.rtf,P07,ma-nma,1,2,68.5
ma-ma.12.rtf,P01,ma-ma,2,1,140.9
ma-ma.12.rtf,P02,ma-ma,2,1,528.8
ma-ma.12.rtf,P03,ma-ma,2,1,249.5
ma-ma.12.rtf,P04,ma-ma,2,1,552.7
ma-nma.03.rtf,P15,ma-nma,1,2,0
ma-ma.12.rtf,P06,ma-ma,2,1,523.2
ma-ma.12.rtf,P07,ma-ma,2,1,826.8
ma-ma.12.rtf,P09,ma-ma,2,1,606.6
ma-ma.12.rtf,P19,ma-ma,2,1,914.5
ma-ma.12.rtf,P21,ma-ma,2,1,523.4
ma-ma.12.rtf,P23,ma-ma,2,1,736.3
ma-ma.12.rtf,P25,ma-ma,2,1,1178.2
ma-ma.12.rtf,P31,ma-ma,2,1,993.4
ma-nma.04.rtf,P03,ma-nma,1,2,0
ma-ma.12.rtf,P33,ma-ma,2,1,352.1
ma-ma.12.rtf,P35,ma-ma,2,1,156.5
ma-ma.12.rtf,P37,ma-ma,2,1,273.9
ma-nma.05.rtf,P10,ma-nma,1,2,0
ma-ma.12.rtf,P10,ma-ma,2,1,293.5
ma-ma.12.rtf,P11,ma-ma,2,1,420.6
ma-ma.12.rtf,P13,ma-ma,2,1,528.4
ma-ma.12.rtf,P14,ma-ma,2,1,1173.7
ma-ma.12.rtf,P15,ma-ma,2,1,704.3
ma-ma.12.rtf,P16,ma-ma,2,1,254.5
ma-ma.12.rtf,P20,ma-ma,2,1,640.6
ma-ma.12.rtf,P22,ma-ma,2,1,382.6
ma-ma.12.rtf,P24,ma-ma,2,1,448
ma-ma.12.rtf,P26,ma-ma,2,1,563.8
ma-ma.12.rtf,P28,ma-ma,2,1,314
ma-ma.12.rtf,P30,ma-ma,2,1,405.8
ma-ma.12.rtf,P32,ma-ma,2,1,518.3
ma-ma.12.rtf,P34,ma-ma,2,1,538.6
ma-ma.12.rtf,P36,ma-ma,2,1,102.7
ma-nma.01.rtf,P01,ma-nma,1,2,624.5
ma-nma.01.rtf,P02,ma-nma,1,2,337.1
ma-nma.05.rtf,P34,ma-nma,1,2,73.2
ma-nma.01.rtf,P04,ma-nma,1,2,127.1
ma-nma.01.rtf,P05,ma-nma,1,2,371.7
ma-nma.01.rtf,P06,ma-nma,1,2,1002.6
ma-nma.01.rtf,P07,ma-nma,1,2,987.8
ma-nma.01.rtf,P08,ma-nma,1,2,753
ma-nma.01.rtf,P19,ma-nma,1,2,587.2
ma-nma.01.rtf,P21,ma-nma,1,2,630.8
ma-nma.01.rtf,P25,ma-nma,1,2,1162.8
ma-nma.01.rtf,P27,ma-nma,1,2,195.7
ma-nma.01.rtf,P29,ma-nma,1,2,332.5
ma-nma.01.rtf,P31,ma-nma,1,2,933.7
ma-nma.01.rtf,P33,ma-nma,1,2,361.9
ma-nma.01.rtf,P35,ma-nma,1,2,435.8
ma-nma.01.rtf,P37,ma-nma,1,2,371.5
ma-nma.01.rtf,P10,ma-nma,1,2,801.9
ma-nma.01.rtf,P11,ma-nma,1,2,669.6
ma-nma.01.rtf,P12,ma-nma,1,2,670
ma-nma.01.rtf,P13,ma-nma,1,2,353.4
ma-nma.06.rtf,P03,ma-nma,1,2,0
ma-nma.01.rtf,P14,ma-nma,1,2,249.5
ma-nma.01.rtf,P15,ma-nma,1,2,1110.2
ma-nma.01.rtf,P16,ma-nma,1,2,239.5
ma-nma.01.rtf,P17,ma-nma,1,2,425.4
ma-nma.01.rtf,P18,ma-nma,1,2,503.7
ma-nma.01.rtf,P20,ma-nma,1,2,244.7
ma-nma.01.rtf,P22,ma-nma,1,2,357.4
ma-nma.01.rtf,P24,ma-nma,1,2,468.4
ma-nma.01.rtf,P26,ma-nma,1,2,443
ma-nma.01.rtf,P28,ma-nma,1,2,278.7
ma-nma.01.rtf,P30,ma-nma,1,2,269
ma-nma.01.rtf,P32,ma-nma,1,2,572.1
ma-nma.01.rtf,P34,ma-nma,1,2,498.8
ma-nma.01.rtf,P36,ma-nma,1,2,102.8
ma-nma.02.rtf,P02,ma-nma,1,2,141.8
ma-nma.02.rtf,P04,ma-nma,1,2,1055.5
ma-nma.02.rtf,P05,ma-nma,1,2,176
ma-nma.02.rtf,P07,ma-nma,1,2,528.2
ma-nma.02.rtf,P08,ma-nma,1,2,156.5
ma-nma.02.rtf,P19,ma-nma,1,2,557.7
ma-nma.02.rtf,P21,ma-nma,1,2,586.9
ma-nma.02.rtf,P23,ma-nma,1,2,800.4
ma-nma.02.rtf,P25,ma-nma,1,2,251.7
ma-nma.02.rtf,P27,ma-nma,1,2,342.2
ma-nma.02.rtf,P31,ma-nma,1,2,547.7
ma-nma.02.rtf,P33,ma-nma,1,2,332.6
ma-nma.02.rtf,P35,ma-nma,1,2,132
ma-nma.02.rtf,P37,ma-nma,1,2,1119.8
ma-nma.02.rtf,P10,ma-nma,1,2,161.2
ma-nma.02.rtf,P11,ma-nma,1,2,312.9
ma-nma.02.rtf,P12,ma-nma,1,2,557.6
