subjects,items,condition,parallel,semantic,RT
P02,ma-nma.04.rtf,ma-nma,1,2,1325
P04,ma-nma.04.rtf,ma-nma,1,2,1731.5
P05,ma-nma.04.rtf,ma-nma,1,2,1125.1
P06,ma-nma.04.rtf,ma-nma,1,2,3290.4
P07,ma-nma.04.rtf,ma-nma,1,2,2841.3
P08,ma-nma.04.rtf,ma-nma,1,2,1814.5
P09,ma-nma.04.rtf,ma-nma,1,2,2523.6
P13,ma-nma.04.rtf,ma-nma,1,2,1780.1
P17,ma-nma.04.rtf,ma-nma,1,2,655.2
P19,ma-nma.04.rtf,ma-nma,1,2,1466.9
P20,ma-nma.04.rtf,ma-nma,1,2,2264.4
P21,ma-nma.04.rtf,ma-nma,1,2,2382.1
P23,ma-nma.04.rtf,ma-nma,1,2,2089.1
P24,ma-nma.04.rtf,ma-nma,1,2,3061.5
P25,ma-nma.04.rtf,ma-nma,1,2,2682.6
P27,ma-nma.04.rtf,ma-nma,1,2,703.9
P28,ma-nma.04.rtf,ma-nma,1,2,709.1
P29,ma-nma.04.rtf,ma-nma,1,2,1529
P31,ma-nma.04.rtf,ma-nma,1,2,675
P32,ma-nma.04.rtf,ma-nma,1,2,1819.1
P33,ma-nma.04.rtf,ma-nma,1,2,1491.8
P35,ma-nma.04.rtf,ma-nma,1,2,1270.8
P36,ma-nma.04.rtf,ma-nma,1,2,655.2
P37,ma-nma.04.rtf,ma-nma,1,2,983.1
P01,ma-nma.05.rtf,ma-nma,1,2,1213.3
P02,ma-nma.05.rtf,ma-nma,1,2,899.6
P03,ma-nma.05.rtf,ma-nma,1,2,171.2
P04,ma-nma.05.rtf,ma-nma,1,2,820
P05,ma-nma.05.rtf,ma-nma,1,2,552.5
P06,ma-nma.05.rtf,ma-nma,1,2,1643.2
P07,ma-nma.05.rtf,ma-nma,1,2,1882.5
P08,ma-nma.05.rtf,ma-nma,1,2,1843.2
P09,ma-nma.05.rtf,ma-nma,1,2,909.6
P10,ma-nma.05.rtf,ma-nma,1,2,810.9
P11,ma-nma.05.rtf,ma-nma,1,2,1731
P12,ma-nma.05.rtf,ma-nma,1,2,938.9
P13,ma-nma.05.rtf,ma-nma,1,2,987.9
P15,ma-nma.05.rtf,ma-nma,1,2,1335.5
P16,ma-nma.05.rtf,ma-nma,1,2,757.9
P17,ma-nma.05.rtf,ma-nma,1,2,792.2
P18,ma-nma.05.rtf,ma-nma,1,2,949
P19,ma-nma.05.rtf,ma-nma,1,2,2822
P20,ma-nma.05.rtf,ma-nma,1,2,612.4
P21,ma-nma.05.rtf,ma-nma,1,2,1031.9
P22,ma-nma.05.rtf,ma-nma,1,2,1147.7
P23,ma-nma.05.rtf,ma-nma,1,2,2414
P24,ma-nma.05.rtf,ma-nma,1,2,829.7
P25,ma-nma.05.rtf,ma-nma,1,2,1063.4
P26,ma-nma.05.rtf,ma-nma,1,2,704.7
P27,ma-nma.05.rtf,ma-nma,1,2,1330.7
P28,ma-nma.05.rtf,ma-nma,1,2,1388.8
P29,ma-nma.05.rtf,ma-nma,1,2,1652
P30,ma-nma.05.rtf,ma-nma,1,2,973.4
P31,ma-nma.05.rtf,ma-nma,1,2,1148.4
P32,ma-nma.05.rtf,ma-nma,1,2,1080.8
P33,ma-nma.05.rtf,ma-nma,1,2,1203.1
P34,ma-nma.05.rtf,ma-nma,1,2,547.5
P35,ma-nma.05.rtf,ma-nma,1,2,1339.8
P36,ma-nma.05.rtf,ma-nma,1,2,376.7
P37,ma-nma.05.rtf,ma-nma,1,2,870.5
P01,ma-nma.06.rtf,ma-nma,1,2,956.3
P02,ma-nma.06.rtf,ma-nma,1,2,533
P03,ma-nma.06.rtf,ma-nma,1,2,170.8
P04,ma-nma.06.rtf,ma-nma,1,2,1354.5
P05,ma-nma.06.rtf,ma-nma,1,2,371.6
P06,ma-nma.06.rtf,ma-nma,1,2,1241.9
P07,ma-nma.06.rtf,ma-nma,1,2,787.4
P08,ma-nma.06.rtf,ma-nma,1,2,3328.3
P09,ma-nma.06.rtf,ma-nma,1,2,738.5
P10,ma-nma.06.rtf,ma-nma,1,2,714.1
P11,ma-nma.06.rtf,ma-nma,1,2,1584.3
P12,ma-nma.06.rtf,ma-nma,1,2,1281.2
P13,ma-nma.06.rtf,ma-nma,1,2,1159.2
P15,ma-nma.06.rtf,ma-nma,1,2,2787.7
P16,ma-nma.06.rtf,ma-nma,1,2,733.5
P17,ma-nma.06.rtf,ma-nma,1,2,337.1
P18,ma-nma.06.rtf,ma-nma,1,2,679.8
P19,ma-nma.06.rtf,ma-nma,1,2,1824
P20,ma-nma.06.rtf,ma-nma,1,2,802.1
P21,ma-nma.06.rtf,ma-nma,1,2,1183.9
P22,ma-nma.06.rtf,ma-nma,1,2,1052.4
P23,ma-nma.06.rtf,ma-nma,1,2,1968
P24,ma-nma.06.rtf,ma-nma,1,2,1530.1
P25,ma-nma.06.rtf,ma-nma,1,2,1177.8
P26,ma-nma.06.rtf,ma-nma,1,2,2059.2
P27,ma-nma.06.rtf,ma-nma,1,2,959.6
P28,ma-nma.06.rtf,ma-nma,1,2,1457.3
P29,ma-nma.06.rtf,ma-nma,1,2,801.6
P30,ma-nma.06.rtf,ma-nma,1,2,866.5
P31,ma-nma.06.rtf,ma-nma,1,2,1228.1
P32,ma-nma.06.rtf,ma-nma,1,2,1554.9
P33,ma-nma.06.rtf,ma-nma,1,2,630.6
P34,ma-nma.06.rtf,ma-nma,1,2,821.3
P35,ma-nma.06.rtf,ma-nma,1,2,772.7
P36,ma-nma.06.rtf,ma-nma,1,2,552.6
P37,ma-nma.06.rtf,ma-nma,1,2,761.8
P01,ma-nma.07.rtf,ma-nma,1,2,810.7
P02,ma-nma.07.rtf,ma-nma,1,2,943.9
P04,ma-nma.07.rtf,ma-nma,1,2,1338.8
P05,ma-nma.07.rtf,ma-nma,1,2,631.3
P06,ma-nma.07.rtf,ma-nma,1,2,973
P07,ma-nma.07.rtf,ma-nma,1,2,1632.4
P08,ma-nma.07.rtf,ma-nma,1,2,933.9
P09,ma-nma.07.rtf,ma-nma,1,2,660.1
P10,ma-nma.07.rtf,ma-nma,1,2,572.1
P11,ma-nma.07.rtf,ma-nma,1,2,1163.7
P12,ma-nma.07.rtf,ma-nma,1,2,1027.2
P13,ma-nma.07.rtf,ma-nma,1,2,895
P14,ma-nma.07.rtf,ma-nma,1,2,2186
P15,ma-nma.07.rtf,ma-nma,1,2,2058.5
P16,ma-nma.07.rtf,ma-nma,1,2,807
P17,ma-nma.07.rtf,ma-nma,1,2,1472
P18,ma-nma.07.rtf,ma-nma,1,2,1354.5
P19,ma-nma.07.rtf,ma-nma,1,2,2929.6
P20,ma-nma.07.rtf,ma-nma,1,2,1293.4
P22,ma-nma.07.rtf,ma-nma,1,2,977.4
P23,ma-nma.07.rtf,ma-nma,1,2,1978.4
P24,ma-nma.07.rtf,ma-nma,1,2,1318
P25,ma-nma.07.rtf,ma-nma,1,2,1958.1
P26,ma-nma.07.rtf,ma-nma,1,2,1087.1
P27,ma-nma.07.rtf,ma-nma,1,2,1129.6
P28,ma-nma.07.rtf,ma-nma,1,2,1339.9
P29,ma-nma.07.rtf,ma-nma,1,2,1202.9
P30,ma-nma.07.rtf,ma-nma,1,2,1232.4
P31,ma-nma.07.rtf,ma-nma,1,2,1222.6
P32,ma-nma.07.rtf,ma-nma,1,2,1662.6
P33,ma-nma.07.rtf,ma-nma,1,2,1237.4
P34,ma-nma.07.rtf,ma-nma,1,2,669.9
P35,ma-nma.07.rtf,ma-nma,1,2,1598.9
P36,ma-nma.07.rtf,ma-nma,1,2,1154.2
P37,ma-nma.07.rtf,ma-nma,1,2,1339.9
P01,ma-nma.08.rtf,ma-nma,1,2,1816.8
P02,ma-nma.08.rtf,ma-nma,1,2,611.2
P03,ma-nma.08.rtf,ma-nma,1,2,650.6
P04,ma-nma.08.rtf,ma-nma,1,2,855.8
P05,ma-nma.08.rtf,ma-nma,1,2,410.7
P06,ma-nma.08.rtf,ma-nma,1,2,1879.1
P07,ma-nma.08.rtf,ma-nma,1,2,723.6
P08,ma-nma.08.rtf,ma-nma,1,2,3287.9
P09,ma-nma.08.rtf,ma-nma,1,2,645.6
P10,ma-nma.08.rtf,ma-nma,1,2,552.7
P11,ma-nma.08.rtf,ma-nma,1,2,1027
P12,ma-nma.08.rtf,ma-nma,1,2,1100.4
P13,ma-nma.08.rtf,ma-nma,1,2,757.8
P14,ma-nma.08.rtf,ma-nma,1,2,1330.8
P15,ma-nma.08.rtf,ma-nma,1,2,2992.7
P16,ma-nma.08.rtf,ma-nma,1,2,797.1
P17,ma-nma.08.rtf,ma-nma,1,2,723.3
P18,ma-nma.08.rtf,ma-nma,1,2,1457.4
P19,ma-nma.08.rtf,ma-nma,1,2,934.6
P20,ma-nma.08.rtf,ma-nma,1,2,724.2
P21,ma-nma.08.rtf,ma-nma,1,2,1751.8
P22,ma-nma.08.rtf,ma-nma,1,2,779.6
P23,ma-nma.08.rtf,ma-nma,1,2,1187.9
P24,ma-nma.08.rtf,ma-nma,1,2,1067.2
P25,ma-nma.08.rtf,ma-nma,1,2,1586.8
P26,ma-nma.08.rtf,ma-nma,1,2,674.6
P27,ma-nma.08.rtf,ma-nma,1,2,933.9
P28,ma-nma.08.rtf,ma-nma,1,2,1926.9
P29,ma-nma.08.rtf,ma-nma,1,2,567.4
P31,ma-nma.08.rtf,ma-nma,1,2,1061
P32,ma-nma.08.rtf,ma-nma,1,2,1090.6
P33,ma-nma.08.rtf,ma-nma,1,2,601.4
P34,ma-nma.08.rtf,ma-nma,1,2,610.5
P35,ma-nma.08.rtf,ma-nma,1,2,973.3
P36,ma-nma.08.rtf,ma-nma,1,2,518.9
P37,ma-nma.08.rtf,ma-nma,1,2,758.4
P01,ma-nma.09.rtf,ma-nma,1,2,1546.3
P02,ma-nma.09.rtf,ma-nma,1,2,875.3
P03,ma-nma.09.rtf,ma-nma,1,2,631.1
P04,ma-nma.09.rtf,ma-nma,1,2,1203.7
P05,ma-nma.09.rtf,ma-nma,1,2,621
P06,ma-nma.09.rtf,ma-nma,1,2,1624.5
P07,ma-nma.09.rtf,ma-nma,1,2,669.5
P08,ma-nma.09.rtf,ma-nma,1,2,670.3
P09,ma-nma.09.rtf,ma-nma,1,2,915
P10,ma-nma.09.rtf,ma-nma,1,2,758.2
P11,ma-nma.09.rtf,ma-nma,1,2,1256.9
P12,ma-nma.09.rtf,ma-nma,1,2,1461.9
P13,ma-nma.09.rtf,ma-nma,1,2,1115
P15,ma-nma.09.rtf,ma-nma,1,2,1917
P16,ma-nma.09.rtf,ma-nma,1,2,1158.6
P17,ma-nma.09.rtf,ma-nma,1,2,646.1
P18,ma-nma.09.rtf,ma-nma,1,2,1046.5
P19,ma-nma.09.rtf,ma-nma,1,2,1222.5
P20,ma-nma.09.rtf,ma-nma,1,2,2259.3
P21,ma-nma.09.rtf,ma-nma,1,2,1623.4
P22,ma-nma.09.rtf,ma-nma,1,2,1545.3
P23,ma-nma.09.rtf,ma-nma,1,2,2592
P24,ma-nma.09.rtf,ma-nma,1,2,1308.6
P25,ma-nma.09.rtf,ma-nma,1,2,966.5
P26,ma-nma.09.rtf,ma-nma,1,2,2019.4
P27,ma-nma.09.rtf,ma-nma,1,2,1159.3
P28,ma-nma.09.rtf,ma-nma,1,2,1633.2
P29,ma-nma.09.rtf,ma-nma,1,2,1850.1
P30,ma-nma.09.rtf,ma-nma,1,2,2024.5
P31,ma-nma.09.rtf,ma-nma,1,2,1378.9
P32,ma-nma.09.rtf,ma-nma,1,2,1893.2
P33,ma-nma.09.rtf,ma-nma,1,2,616
P34,ma-nma.09.rtf,ma-nma,1,2,811.1
P35,ma-nma.09.rtf,ma-nma,1,2,351.5
P36,ma-nma.09.rtf,ma-nma,1,2,948
P37,ma-nma.09.rtf,ma-nma,1,2,1662.4
P01,ma-nma.10.rtf,ma-nma,1,2,886
P02,ma-nma.10.rtf,ma-nma,1,2,973.2
P03,ma-nma.10.rtf,ma-nma,1,2,747.6
P04,ma-nma.10.rtf,ma-nma,1,2,782.4
P05,ma-nma.10.rtf,ma-nma,1,2,650.5
P06,ma-nma.10.rtf,ma-nma,1,2,1716.6
P07,ma-nma.10.rtf,ma-nma,1,2,728.6
P08,ma-nma.10.rtf,ma-nma,1,2,1335
P09,ma-nma.10.rtf,ma-nma,1,2,914.3
P10,ma-nma.10.rtf,ma-nma,1,2,850.7
P11,ma-nma.10.rtf,ma-nma,1,2,2210.5
P12,ma-nma.10.rtf,ma-nma,1,2,973
P13,ma-nma.10.rtf,ma-nma,1,2,821.5
P15,ma-nma.10.rtf,ma-nma,1,2,1110.1
P16,ma-nma.10.rtf,ma-nma,1,2,782.5
P17,ma-nma.10.rtf,ma-nma,1,2,1330.3
P18,ma-nma.10.rtf,ma-nma,1,2,1306.3
P19,ma-nma.10.rtf,ma-nma,1,2,826.5
P20,ma-nma.10.rtf,ma-nma,1,2,1471.4
P21,ma-nma.10.rtf,ma-nma,1,2,1697.6
P22,ma-nma.10.rtf,ma-nma,1,2,1284.3
P23,ma-nma.10.rtf,ma-nma,1,2,1102.6
P24,ma-nma.10.rtf,ma-nma,1,2,1490
P25,ma-nma.10.rtf,ma-nma,1,2,1766.9
P26,ma-nma.10.rtf,ma-nma,1,2,1872
P27,ma-nma.10.rtf,ma-nma,1,2,1061.2
P28,ma-nma.10.rtf,ma-nma,1,2,1872.8
P29,ma-nma.10.rtf,ma-nma,1,2,1271.7
P30,ma-nma.10.rtf,ma-nma,1,2,2186
P31,ma-nma.10.rtf,ma-nma,1,2,342.3
P32,ma-nma.10.rtf,ma-nma,1,2,1745.9
P33,ma-nma.10.rtf,ma-nma,1,2,1163.7
P34,ma-nma.10.rtf,ma-nma,1,2,542.6
P35,ma-nma.10.rtf,ma-nma,1,2,1046.6
P36,ma-nma.10.rtf,ma-nma,1,2,924.2
P37,ma-nma.10.rtf,ma-nma,1,2,1217.6
P01,ma-nma.11.rtf,ma-nma,1,2,1923.4
P02,ma-nma.11.rtf,ma-nma,1,2,581.8
P03,ma-nma.11.rtf,ma-nma,1,2,674.8
P04,ma-nma.11.rtf,ma-nma,1,2,816.5
P05,ma-nma.11.rtf,ma-nma,1,2,767.7
P06,ma-nma.11.rtf,ma-nma,1,2,2282.4
P07,ma-nma.11.rtf,ma-nma,1,2,948.5
P08,ma-nma.11.rtf,ma-nma,1,2,1662.8
P09,ma-nma.11.rtf,ma-nma,1,2,1066.1
P10,ma-nma.11.rtf,ma-nma,1,2,1569.7
P11,ma-nma.11.rtf,ma-nma,1,2,1359.4
P12,ma-nma.11.rtf,ma-nma,1,2,1227.3
P13,ma-nma.11.rtf,ma-nma,1,2,1066.7
P15,ma-nma.11.rtf,ma-nma,1,2,3277.3
P16,ma-nma.11.rtf,ma-nma,1,2,1159.4
P17,ma-nma.11.rtf,ma-nma,1,2,1511.1
P18,ma-nma.11.rtf,ma-nma,1,2,1535.4
P19,ma-nma.11.rtf,ma-nma,1,2,733.8
P20,ma-nma.11.rtf,ma-nma,1,2,1882.8
P21,ma-nma.11.rtf,ma-nma,1,2,1002.5
P22,ma-nma.11.rtf,ma-nma,1,2,1389.4
P23,ma-nma.11.rtf,ma-nma,1,2,2014.4
P24,ma-nma.11.rtf,ma-nma,1,2,951.5
P25,ma-nma.11.rtf,ma-nma,1,2,2537.2
P26,ma-nma.11.rtf,ma-nma,1,2,810.4
P27,ma-nma.11.rtf,ma-nma,1,2,2840.9
P28,ma-nma.11.rtf,ma-nma,1,2,1124.7
P29,ma-nma.11.rtf,ma-nma,1,2,1115
P30,ma-nma.11.rtf,ma-nma,1,2,1031.6
P31,ma-nma.11.rtf,ma-nma,1,2,645.9
P32,ma-nma.11.rtf,ma-nma,1,2,1887.7
P33,ma-nma.11.rtf,ma-nma,1,2,1345.1
P34,ma-nma.11.rtf,ma-nma,1,2,547.6
P35,ma-nma.11.rtf,ma-nma,1,2,939
P36,ma-nma.11.rtf,ma-nma,1,2,528
P37,ma-nma.11.rtf,ma-nma,1,2,1653.8
P01,ma-nma.12.rtf,ma-nma,1,2,1725.6
P02,ma-nma.12.rtf,ma-nma,1,2,469.4
P03,ma-nma.12.rtf,ma-nma,1,2,635.8
P04,ma-nma.12.rtf,ma-nma,1,2,1183.4
P05,ma-nma.12.rtf,ma-nma,1,2,2288.6
P06,ma-nma.12.rtf,ma-nma,1,2,1564.6
P07,ma-nma.12.rtf,ma-nma,1,2,2410.8
P08,ma-nma.12.rtf,ma-nma,1,2,1364.3
P09,ma-nma.12.rtf,ma-nma,1,2,1433.3
P10,ma-nma.12.rtf,ma-nma,1,2,1775
P12,ma-nma.12.rtf,ma-nma,1,2,1887.9
P14,ma-nma.12.rtf,ma-nma,1,2,3149.5
P16,ma-nma.12.rtf,ma-nma,1,2,1609.5
P18,ma-nma.12.rtf,ma-nma,1,2,2234.6
P19,ma-nma.12.rtf,ma-nma,1,2,1501.4
P21,ma-nma.12.rtf,ma-nma,1,2,2718.8
P22,ma-nma.12.rtf,ma-nma,1,2,3438.2
P23,ma-nma.12.rtf,ma-nma,1,2,2010
P25,ma-nma.12.rtf,ma-nma,1,2,3372.5
P26,ma-nma.12.rtf,ma-nma,1,2,2632.4
P27,ma-nma.12.rtf,ma-nma,1,2,2249.6
P29,ma-nma.12.rtf,ma-nma,1,2,1819
P30,ma-nma.12.rtf,ma-nma,1,2,1462.8
P31,ma-nma.12.rtf,ma-nma,1,2,1163.7
P33,ma-nma.12.rtf,ma-nma,1,2,1256.9
P34,ma-nma.12.rtf,ma-nma,1,2,1809.2
P35,ma-nma.12.rtf,ma-nma,1,2,1149.4
P37,ma-nma.12.rtf,ma-nma,1,2,3116.4
P01,nma-ma.01.rtf,nma-ma,1,1,1182.8
P02,nma-ma.01.rtf,nma-ma,1,1,523.3
P03,nma-ma.01.rtf,nma-ma,1,1,362
P04,nma-ma.01.rtf,nma-ma,1,1,434.6
P05,nma-ma.01.rtf,nma-ma,1,1,1359.3
P06,nma-ma.01.rtf,nma-ma,1,1,2635.8
P07,nma-ma.01.rtf,nma-ma,1,1,1931.5
P08,nma-ma.01.rtf,nma-ma,1,1,1119.8
P09,nma-ma.01.rtf,nma-ma,1,1,2186.1
P11,nma-ma.01.rtf,nma-ma,1,1,1677.4
P13,nma-ma.01.rtf,nma-ma,1,1,1183.6
P17,nma-ma.01.rtf,nma-ma,1,1,318
P19,nma-ma.01.rtf,nma-ma,1,1,1853.4
P20,nma-ma.01.rtf,nma-ma,1,1,1497.4
P21,nma-ma.01.rtf,nma-ma,1,1,2059.8
P23,nma-ma.01.rtf,nma-ma,1,1,1831.9
P24,nma-ma.01.rtf,nma-ma,1,1,2234.3
P25,nma-ma.01.rtf,nma-ma,1,1,1449.3
P27,nma-ma.01.rtf,nma-ma,1,1,1893.1
P28,nma-ma.01.rtf,nma-ma,1,1,1085.4
P29,nma-ma.01.rtf,nma-ma,1,1,1667.4
P31,nma-ma.01.rtf,nma-ma,1,1,1340
P32,nma-ma.01.rtf,nma-ma,1,1,1710.1
P33,nma-ma.01.rtf,nma-ma,1,1,1481.5
P35,nma-ma.01.rtf,nma-ma,1,1,1858
P36,nma-ma.01.rtf,nma-ma,1,1,376.6
P37,nma-ma.01.rtf,nma-ma,1,1,2307.7
P01,nma-ma.02.rtf,nma-ma,1,1,1617
P02,nma-ma.02.rtf,nma-ma,1,1,997.7
P03,nma-ma.02.rtf,nma-ma,1,1,714
P04,nma-ma.02.rtf,nma-ma,1,1,1109.8
P05,nma-ma.02.rtf,nma-ma,1,1,573.1
P06,nma-ma.02.rtf,nma-ma,1,1,2247.6
P07,nma-ma.02.rtf,nma-ma,1,1,738.9
P08,nma-ma.02.rtf,nma-ma,1,1,992.9
P09,nma-ma.02.rtf,nma-ma,1,1,572
P10,nma-ma.02.rtf,nma-ma,1,1,547.7
P11,nma-ma.02.rtf,nma-ma,1,1,1188.4
P12,nma-ma.02.rtf,nma-ma,1,1,1859
P13,nma-ma.02.rtf,nma-ma,1,1,1609
P15,nma-ma.02.rtf,nma-ma,1,1,1677.5
P16,nma-ma.02.rtf,nma-ma,1,1,977.9
P17,nma-ma.02.rtf,nma-ma,1,1,1738.1
P18,nma-ma.02.rtf,nma-ma,1,1,1495.9
P19,nma-ma.02.rtf,nma-ma,1,1,1218.3
P20,nma-ma.02.rtf,nma-ma,1,1,1638
P21,nma-ma.02.rtf,nma-ma,1,1,2331.5
P22,nma-ma.02.rtf,nma-ma,1,1,1041.5
P23,nma-ma.02.rtf,nma-ma,1,1,2601.7
P24,nma-ma.02.rtf,nma-ma,1,1,1399.5
P25,nma-ma.02.rtf,nma-ma,1,1,2270.6
P26,nma-ma.02.rtf,nma-ma,1,1,1233.4
P27,nma-ma.02.rtf,nma-ma,1,1,1779.9
P28,nma-ma.02.rtf,nma-ma,1,1,2723.7
P29,nma-ma.02.rtf,nma-ma,1,1,1525.4
P30,nma-ma.02.rtf,nma-ma,1,1,1124.7
P31,nma-ma.02.rtf,nma-ma,1,1,1936.6
P32,nma-ma.02.rtf,nma-ma,1,1,2508.7
P33,nma-ma.02.rtf,nma-ma,1,1,586.7
P34,nma-ma.02.rtf,nma-ma,1,1,1286.1
P35,nma-ma.02.rtf,nma-ma,1,1,1418.1
P36,nma-ma.02.rtf,nma-ma,1,1,489.7
P37,nma-ma.02.rtf,nma-ma,1,1,1511.5
P01,nma-ma.03.rtf,nma-ma,1,1,2003.2
P02,nma-ma.03.rtf,nma-ma,1,1,1281.1
P03,nma-ma.03.rtf,nma-ma,1,1,53.8
P04,nma-ma.03.rtf,nma-ma,1,1,1076.1
P05,nma-ma.03.rtf,nma-ma,1,1,562.5
P06,nma-ma.03.rtf,nma-ma,1,1,1285.8
P07,nma-ma.03.rtf,nma-ma,1,1,777.4
P08,nma-ma.03.rtf,nma-ma,1,1,1061.7
P09,nma-ma.03.rtf,nma-ma,1,1,322.8
P10,nma-ma.03.rtf,nma-ma,1,1,1183.5
P11,nma-ma.03.rtf,nma-ma,1,1,938.6
P12,nma-ma.03.rtf,nma-ma,1,1,2102.2
P13,nma-ma.03.rtf,nma-ma,1,1,1594.2
P14,nma-ma.03.rtf,nma-ma,1,1,2337.7
P15,nma-ma.03.rtf,nma-ma,1,1,2861.1
P16,nma-ma.03.rtf,nma-ma,1,1,1012.8
P17,nma-ma.03.rtf,nma-ma,1,1,1745.7
P18,nma-ma.03.rtf,nma-ma,1,1,1364.5
P19,nma-ma.03.rtf,nma-ma,1,1,2020.2
P20,nma-ma.03.rtf,nma-ma,1,1,670.2
P21,nma-ma.03.rtf,nma-ma,1,1,1295.2
P22,nma-ma.03.rtf,nma-ma,1,1,1651.2
P23,nma-ma.03.rtf,nma-ma,1,1,1837.4
P24,nma-ma.03.rtf,nma-ma,1,1,1374.3
P25,nma-ma.03.rtf,nma-ma,1,1,1208.4
P26,nma-ma.03.rtf,nma-ma,1,1,1807.4
P27,nma-ma.03.rtf,nma-ma,1,1,1648
P28,nma-ma.03.rtf,nma-ma,1,1,762.9
P29,nma-ma.03.rtf,nma-ma,1,1,993
P30,nma-ma.03.rtf,nma-ma,1,1,1272
P31,nma-ma.03.rtf,nma-ma,1,1,1183.2
P32,nma-ma.03.rtf,nma-ma,1,1,2885.3
P33,nma-ma.03.rtf,nma-ma,1,1,1203.3
P34,nma-ma.03.rtf,nma-ma,1,1,968.7
P35,nma-ma.03.rtf,nma-ma,1,1,1716.9
P36,nma-ma.03.rtf,nma-ma,1,1,484.3
P37,nma-ma.03.rtf,nma-ma,1,1,1329.9
P01,nma-ma.04.rtf,nma-ma,1,1,1554.7
P02,nma-ma.04.rtf,nma-ma,1,1,1535.7
P03,nma-ma.04.rtf,nma-ma,1,1,191.1
P04,nma-ma.04.rtf,nma-ma,1,1,1838.4
P05,nma-ma.04.rtf,nma-ma,1,1,1442.4
P06,nma-ma.04.rtf,nma-ma,1,1,2381.3
P07,nma-ma.04.rtf,nma-ma,1,1,2293.1
P08,nma-ma.04.rtf,nma-ma,1,1,2352.4
P09,nma-ma.04.rtf,nma-ma,1,1,1422.9
P10,nma-ma.04.rtf,nma-ma,1,1,1535.8
P12,nma-ma.04.rtf,nma-ma,1,1,1999.4
P14,nma-ma.04.rtf,nma-ma,1,1,2631.5
P16,nma-ma.04.rtf,nma-ma,1,1,1486.7
P18,nma-ma.04.rtf,nma-ma,1,1,1031.7
P19,nma-ma.04.rtf,nma-ma,1,1,1615.6
P21,nma-ma.04.rtf,nma-ma,1,1,2078.3
P22,nma-ma.04.rtf,nma-ma,1,1,1011.1
P23,nma-ma.04.rtf,nma-ma,1,1,3211.3
P26,nma-ma.04.rtf,nma-ma,1,1,1026.7
P29,nma-ma.04.rtf,nma-ma,1,1,1315.6
P30,nma-ma.04.rtf,nma-ma,1,1,1637.8
P31,nma-ma.04.rtf,nma-ma,1,1,1325.4
P33,nma-ma.04.rtf,nma-ma,1,1,1476.9
P34,nma-ma.04.rtf,nma-ma,1,1,880
P35,nma-ma.04.rtf,nma-ma,1,1,1154.4
P37,nma-ma.04.rtf,nma-ma,1,1,1154.1
P01,nma-ma.05.rtf,nma-ma,1,1,1666.3
P02,nma-ma.05.rtf,nma-ma,1,1,1511.1
P03,nma-ma.05.rtf,nma-ma,1,1,396.3
P04,nma-ma.05.rtf,nma-ma,1,1,842.1
P05,nma-ma.05.rtf,nma-ma,1,1,1290
P06,nma-ma.05.rtf,nma-ma,1,1,1031.6
P07,nma-ma.05.rtf,nma-ma,1,1,1623.1
P08,nma-ma.05.rtf,nma-ma,1,1,811.7
P09,nma-ma.05.rtf,nma-ma,1,1,1183.5
P11,nma-ma.05.rtf,nma-ma,1,1,2881.1
P13,nma-ma.05.rtf,nma-ma,1,1,1276.4
P15,nma-ma.05.rtf,nma-ma,1,1,2396.1
P17,nma-ma.05.rtf,nma-ma,1,1,1726.2
P19,nma-ma.05.rtf,nma-ma,1,1,3271
P20,nma-ma.05.rtf,nma-ma,1,1,1730.9
P21,nma-ma.05.rtf,nma-ma,1,1,3290.6
P23,nma-ma.05.rtf,nma-ma,1,1,2320.4
P24,nma-ma.05.rtf,nma-ma,1,1,1854
P25,nma-ma.05.rtf,nma-ma,1,1,2114.5
P27,nma-ma.05.rtf,nma-ma,1,1,1589.1
P28,nma-ma.05.rtf,nma-ma,1,1,2478.8
P29,nma-ma.05.rtf,nma-ma,1,1,2925.3
P31,nma-ma.05.rtf,nma-ma,1,1,2127.4
P33,nma-ma.05.rtf,nma-ma,1,1,1403.6
P35,nma-ma.05.rtf,nma-ma,1,1,943.7
P36,nma-ma.05.rtf,nma-ma,1,1,1481.7
P37,nma-ma.05.rtf,nma-ma,1,1,1442.9
P01,nma-ma.06.rtf,nma-ma,1,1,1107.2
P02,nma-ma.06.rtf,nma-ma,1,1,1785.1
P04,nma-ma.06.rtf,nma-ma,1,1,771.9
P05,nma-ma.06.rtf,nma-ma,1,1,948.6
P06,nma-ma.06.rtf,nma-ma,1,1,2132.2
P07,nma-ma.06.rtf,nma-ma,1,1,1253
P08,nma-ma.06.rtf,nma-ma,1,1,1784.6
P09,nma-ma.06.rtf,nma-ma,1,1,766.6
P10,nma-ma.06.rtf,nma-ma,1,1,932.6
P11,nma-ma.06.rtf,nma-ma,1,1,1584.1
P12,nma-ma.06.rtf,nma-ma,1,1,1359.5
P13,nma-ma.06.rtf,nma-ma,1,1,1882.8
P14,nma-ma.06.rtf,nma-ma,1,1,2133.1
P15,nma-ma.06.rtf,nma-ma,1,1,1721.4
P16,nma-ma.06.rtf,nma-ma,1,1,1242.1
P17,nma-ma.06.rtf,nma-ma,1,1,753.1
P18,nma-ma.06.rtf,nma-ma,1,1,1506.3
P19,nma-ma.06.rtf,nma-ma,1,1,2274.8
