subjects,items,condition,parallel,semantic,RT
P26,ma-ma.06.rtf,ma-ma,2,1,408
P05,ma-ma.06.rtf,ma-ma,2,1,405
P13,ma-ma.06.rtf,ma-ma,2,1,401
P25,ma-ma.06.rtf,ma-ma,2,1,387
P25,ma-ma.06.rtf,ma-ma,2,1,382
P04,ma-ma.06.rtf,ma-ma,2,1,380
P02,ma-ma.06.rtf,ma-ma,2,1,361
P02,ma-ma.06.rtf,ma-ma,2,1,361
P05,ma-ma.06.rtf,ma-ma,2,1,357
P01,ma-ma.06.rtf,ma-ma,2,1,352
P29,ma-ma.06.rtf,ma-ma,2,1,352
P31,ma-ma.06.rtf,ma-ma,2,1,347
P29,ma-ma.06.rtf,ma-ma,2,1,341
P22,ma-ma.06.rtf,ma-ma,2,1,337
P01,ma-ma.06.rtf,ma-ma,2,1,327
P13,ma-ma.06.rtf,ma-ma,2,1,327
P22,ma-ma.06.rtf,ma-ma,2,1,327
P07,ma-ma.06.rtf,ma-ma,2,1,322
P37,ma-ma.06.rtf,ma-ma,2,1,313
P26,ma-ma.06.rtf,ma-ma,2,1,307
P33,ma-ma.06.rtf,ma-ma,2,1,303
P33,ma-ma.06.rtf,ma-ma,2,1,303
P32,ma-ma.06.rtf,ma-ma,2,1,298
P27,ma-ma.06.rtf,ma-ma,2,1,298
P02,ma-ma.06.rtf,ma-ma,2,1,293
P17,ma-ma.06.rtf,ma-ma,2,1,293
P09,ma-ma.06.rtf,ma-ma,2,1,293
P19,ma-ma.06.rtf,ma-ma,2,1,293
P35,ma-ma.06.rtf,ma-ma,2,1,278
P12,ma-ma.06.rtf,ma-ma,2,1,273
P27,ma-ma.06.rtf,ma-ma,2,1,268
P18,ma-ma.06.rtf,ma-ma,2,1,259
P18,ma-ma.06.rtf,ma-ma,2,1,259
P30,ma-ma.06.rtf,ma-ma,2,1,254
P28,ma-ma.06.rtf,ma-ma,2,1,254
P28,ma-ma.06.rtf,ma-ma,2,1,249
P26,ma-ma.06.rtf,ma-ma,2,1,236
P13,ma-ma.06.rtf,ma-ma,2,1,234
P13,ma-ma.06.rtf,ma-ma,2,1,234
P09,ma-ma.06.rtf,ma-ma,2,1,229
P27,ma-ma.06.rtf,ma-ma,2,1,229
P33,ma-ma.06.rtf,ma-ma,2,1,229
P28,ma-ma.06.rtf,ma-ma,2,1,229
P22,ma-ma.06.rtf,ma-ma,2,1,226
P28,ma-ma.06.rtf,ma-ma,2,1,225
P21,ma-ma.06.rtf,ma-ma,2,1,224
P17,ma-ma.06.rtf,ma-ma,2,1,219
P08,ma-ma.06.rtf,ma-ma,2,1,215
P31,ma-ma.06.rtf,ma-ma,2,1,215
P30,ma-ma.06.rtf,ma-ma,2,1,215
P08,ma-ma.06.rtf,ma-ma,2,1,215
P37,ma-ma.06.rtf,ma-ma,2,1,210
P18,ma-ma.06.rtf,ma-ma,2,1,205
P20,ma-ma.06.rtf,ma-ma,2,1,186
P20,ma-ma.06.rtf,ma-ma,2,1,186
P27,ma-ma.06.rtf,ma-ma,2,1,180
P30,ma-ma.06.rtf,ma-ma,2,1,176
P15,ma-ma.06.rtf,ma-ma,2,1,176
P35,ma-ma.06.rtf,ma-ma,2,1,172
P24,ma-ma.06.rtf,ma-ma,2,1,171
P23,ma-ma.06.rtf,ma-ma,2,1,171
P22,ma-ma.06.rtf,ma-ma,2,1,161
P22,ma-ma.06.rtf,ma-ma,2,1,161
P01,ma-ma.06.rtf,ma-ma,2,1,156
P04,ma-ma.06.rtf,ma-ma,2,1,156
P34,ma-ma.06.rtf,ma-ma,2,1,151
P28,ma-ma.06.rtf,ma-ma,2,1,146
P22,ma-ma.06.rtf,ma-ma,2,1,141
P04,ma-ma.06.rtf,ma-ma,2,1,135
P06,ma-ma.06.rtf,ma-ma,2,1,132
P37,ma-ma.06.rtf,ma-ma,2,1,132
P04,ma-ma.06.rtf,ma-ma,2,1,132
P21,ma-ma.06.rtf,ma-ma,2,1,117
P26,ma-ma.06.rtf,ma-ma,2,1,115
P26,ma-ma.06.rtf,ma-ma,2,1,115
P21,ma-ma.06.rtf,ma-ma,2,1,107
P17,ma-ma.06.rtf,ma-ma,2,1,103
P27,ma-ma.06.rtf,ma-ma,2,1,97
P36,ma-ma.06.rtf,ma-ma,2,1,92
P09,ma-ma.06.rtf,ma-ma,2,1,88
P17,ma-ma.06.rtf,ma-ma,2,1,73
P33,ma-ma.06.rtf,ma-ma,2,1,73
P03,ma-ma.06.rtf,ma-ma,2,1,63
P04,ma-ma.06.rtf,ma-ma,2,1,63
P03,ma-ma.06.rtf,ma-ma,2,1,58
P02,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P04,ma-ma.06.rtf,ma-ma,2,1,0
P08,ma-ma.06.rtf,ma-ma,2,1,0
P33,ma-ma.06.rtf,ma-ma,2,1,0
P35,ma-ma.06.rtf,ma-ma,2,1,0
P37,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,0
P32,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P09,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P13,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,0
P18,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P22,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,0
P26,ma-ma.06.rtf,ma-ma,2,1,0
P32,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P35,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P02,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P07,ma-ma.06.rtf,ma-ma,2,1,0
P08,ma-ma.06.rtf,ma-ma,2,1,0
P09,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P13,ma-ma.06.rtf,ma-ma,2,1,0
P15,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,0
P18,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P21,ma-ma.06.rtf,ma-ma,2,1,0
P22,ma-ma.06.rtf,ma-ma,2,1,0
P23,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,0
P26,ma-ma.06.rtf,ma-ma,2,1,0
P33,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P35,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P37,ma-ma.06.rtf,ma-ma,2,1,0
P02,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P08,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P18,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P26,ma-ma.06.rtf,ma-ma,2,1,0
P32,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P01,ma-ma.06.rtf,ma-ma,2,1,0
P02,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P08,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,0
P33,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P02,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P04,ma-ma.06.rtf,ma-ma,2,1,0
P06,ma-ma.06.rtf,ma-ma,2,1,0
P07,ma-ma.06.rtf,ma-ma,2,1,0
P08,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P13,ma-ma.06.rtf,ma-ma,2,1,0
P14,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,0
P18,ma-ma.06.rtf,ma-ma,2,1,0
P19,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P21,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,0
P26,ma-ma.06.rtf,ma-ma,2,1,0
P28,ma-ma.06.rtf,ma-ma,2,1,0
P29,ma-ma.06.rtf,ma-ma,2,1,0
P32,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P35,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P37,ma-ma.06.rtf,ma-ma,2,1,0
P01,ma-ma.06.rtf,ma-ma,2,1,0
P02,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P04,ma-ma.06.rtf,ma-ma,2,1,0
P05,ma-ma.06.rtf,ma-ma,2,1,0
P06,ma-ma.06.rtf,ma-ma,2,1,0
P07,ma-ma.06.rtf,ma-ma,2,1,0
P08,ma-ma.06.rtf,ma-ma,2,1,0
P09,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P13,ma-ma.06.rtf,ma-ma,2,1,0
P14,ma-ma.06.rtf,ma-ma,2,1,0
P15,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,0
P18,ma-ma.06.rtf,ma-ma,2,1,0
P19,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P21,ma-ma.06.rtf,ma-ma,2,1,0
P22,ma-ma.06.rtf,ma-ma,2,1,0
P23,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,0
P25,ma-ma.06.rtf,ma-ma,2,1,0
P26,ma-ma.06.rtf,ma-ma,2,1,0
P28,ma-ma.06.rtf,ma-ma,2,1,0
P29,ma-ma.06.rtf,ma-ma,2,1,0
P30,ma-ma.06.rtf,ma-ma,2,1,0
P31,ma-ma.06.rtf,ma-ma,2,1,0
P32,ma-ma.06.rtf,ma-ma,2,1,0
P33,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P35,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P37,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P04,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P33,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P02,ma-ma.06.rtf,ma-ma,2,1,0
P08,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,0
P18,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,0
P31,ma-ma.06.rtf,ma-ma,2,1,0
P32,ma-ma.06.rtf,ma-ma,2,1,0
P33,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P35,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P15,ma-ma.07.rtf,ma-ma,2,1,3417
P15,ma-ma.07.rtf,ma-ma,2,1,3365
P22,ma-ma.07.rtf,ma-ma,2,1,2904
P01,ma-ma.07.rtf,ma-ma,2,1,2376
P19,ma-ma.07.rtf,ma-ma,2,1,2333
P01,ma-ma.07.rtf,ma-ma,2,1,2290
P14,ma-ma.07.rtf,ma-ma,2,1,2127
P22,ma-ma.07.rtf,ma-ma,2,1,1985
P15,ma-ma.07.rtf,ma-ma,2,1,1965
P20,ma-ma.07.rtf,ma-ma,2,1,1892
P30,ma-ma.07.rtf,ma-ma,2,1,1842
P22,ma-ma.07.rtf,ma-ma,2,1,1797
P15,ma-ma.07.rtf,ma-ma,2,1,1721
P12,ma-ma.07.rtf,ma-ma,2,1,1579
P26,ma-ma.07.rtf,ma-ma,2,1,1545
P15,ma-ma.07.rtf,ma-ma,2,1,1481
P06,ma-ma.07.rtf,ma-ma,2,1,1394
P12,ma-ma.07.rtf,ma-ma,2,1,1354
P22,ma-ma.07.rtf,ma-ma,2,1,1324
P29,ma-ma.07.rtf,ma-ma,2,1,1237
P12,ma-ma.07.rtf,ma-ma,2,1,1227
P20,ma-ma.07.rtf,ma-ma,2,1,1188
P01,ma-ma.07.rtf,ma-ma,2,1,1172
P32,ma-ma.07.rtf,ma-ma,2,1,1139
P14,ma-ma.07.rtf,ma-ma,2,1,1071
P01,ma-ma.07.rtf,ma-ma,2,1,1027
P01,ma-ma.07.rtf,ma-ma,2,1,960
P14,ma-ma.07.rtf,ma-ma,2,1,948
P32,ma-ma.07.rtf,ma-ma,2,1,944
P07,ma-ma.07.rtf,ma-ma,2,1,884
P32,ma-ma.07.rtf,ma-ma,2,1,865
P35,ma-ma.07.rtf,ma-ma,2,1,855
P12,ma-ma.07.rtf,ma-ma,2,1,850
P26,ma-ma.07.rtf,ma-ma,2,1,821
P19,ma-ma.07.rtf,ma-ma,2,1,812
P30,ma-ma.07.rtf,ma-ma,2,1,811
P13,ma-ma.07.rtf,ma-ma,2,1,806
P12,ma-ma.07.rtf,ma-ma,2,1,801
P14,ma-ma.07.rtf,ma-ma,2,1,792
P06,ma-ma.07.rtf,ma-ma,2,1,788
P19,ma-ma.07.rtf,ma-ma,2,1,767
P26,ma-ma.07.rtf,ma-ma,2,1,749
P36,ma-ma.07.rtf,ma-ma,2,1,713
P16,ma-ma.07.rtf,ma-ma,2,1,680
P30,ma-ma.07.rtf,ma-ma,2,1,674
P22,ma-ma.07.rtf,ma-ma,2,1,674
P24,ma-ma.07.rtf,ma-ma,2,1,668
P26,ma-ma.07.rtf,ma-ma,2,1,644
P28,ma-ma.07.rtf,ma-ma,2,1,640
P24,ma-ma.07.rtf,ma-ma,2,1,637
P37,ma-ma.07.rtf,ma-ma,2,1,635
P06,ma-ma.07.rtf,ma-ma,2,1,630
P24,ma-ma.07.rtf,ma-ma,2,1,624
P28,ma-ma.07.rtf,ma-ma,2,1,621
P30,ma-ma.07.rtf,ma-ma,2,1,616
P26,ma-ma.07.rtf,ma-ma,2,1,614
P18,ma-ma.07.rtf,ma-ma,2,1,606
P07,ma-ma.07.rtf,ma-ma,2,1,601
P21,ma-ma.07.rtf,ma-ma,2,1,586
P25,ma-ma.07.rtf,ma-ma,2,1,583
P37,ma-ma.07.rtf,ma-ma,2,1,581
P29,ma-ma.07.rtf,ma-ma,2,1,581
P18,ma-ma.07.rtf,ma-ma,2,1,577
P18,ma-ma.07.rtf,ma-ma,2,1,577
P30,ma-ma.07.rtf,ma-ma,2,1,576
P12,ma-ma.07.rtf,ma-ma,2,1,562
P18,ma-ma.07.rtf,ma-ma,2,1,562
P30,ma-ma.07.rtf,ma-ma,2,1,562
P26,ma-ma.07.rtf,ma-ma,2,1,558
P02,ma-ma.07.rtf,ma-ma,2,1,547
P24,ma-ma.07.rtf,ma-ma,2,1,538
P29,ma-ma.07.rtf,ma-ma,2,1,528
P14,ma-ma.07.rtf,ma-ma,2,1,523
P24,ma-ma.07.rtf,ma-ma,2,1,523
P01,ma-ma.07.rtf,ma-ma,2,1,522
P07,ma-ma.07.rtf,ma-ma,2,1,518
P35,ma-ma.07.rtf,ma-ma,2,1,508
P32,ma-ma.07.rtf,ma-ma,2,1,504
P19,ma-ma.07.rtf,ma-ma,2,1,503
P35,ma-ma.07.rtf,ma-ma,2,1,498
P15,ma-ma.07.rtf,ma-ma,2,1,483
P13,ma-ma.07.rtf,ma-ma,2,1,479
P11,ma-ma.07.rtf,ma-ma,2,1,479
P34,ma-ma.07.rtf,ma-ma,2,1,469
P26,ma-ma.07.rtf,ma-ma,2,1,468
P11,ma-ma.07.rtf,ma-ma,2,1,450
P11,ma-ma.07.rtf,ma-ma,2,1,445
P01,ma-ma.07.rtf,ma-ma,2,1,437
P06,ma-ma.07.rtf,ma-ma,2,1,435
P24,ma-ma.07.rtf,ma-ma,2,1,427
P02,ma-ma.07.rtf,ma-ma,2,1,425
P01,ma-ma.07.rtf,ma-ma,2,1,417
P23,ma-ma.07.rtf,ma-ma,2,1,417
P36,ma-ma.07.rtf,ma-ma,2,1,415
P15,ma-ma.07.rtf,ma-ma,2,1,410
P26,ma-ma.07.rtf,ma-ma,2,1,407
P18,ma-ma.07.rtf,ma-ma,2,1,406
P32,ma-ma.07.rtf,ma-ma,2,1,405
P28,ma-ma.07.rtf,ma-ma,2,1,400
P07,ma-ma.07.rtf,ma-ma,2,1,396
P23,ma-ma.07.rtf,ma-ma,2,1,387
P29,ma-ma.07.rtf,ma-ma,2,1,383
P16,ma-ma.07.rtf,ma-ma,2,1,381
P37,ma-ma.07.rtf,ma-ma,2,1,381
P08,ma-ma.07.rtf,ma-ma,2,1,376
P35,ma-ma.07.rtf,ma-ma,2,1,371
P30,ma-ma.07.rtf,ma-ma,2,1,366
P15,ma-ma.07.rtf,ma-ma,2,1,366
P36,ma-ma.07.rtf,ma-ma,2,1,361
P21,ma-ma.07.rtf,ma-ma,2,1,352
P18,ma-ma.07.rtf,ma-ma,2,1,352
P06,ma-ma.07.rtf,ma-ma,2,1,346
P11,ma-ma.07.rtf,ma-ma,2,1,346
P02,ma-ma.07.rtf,ma-ma,2,1,327
P18,ma-ma.07.rtf,ma-ma,2,1,327
P32,ma-ma.07.rtf,ma-ma,2,1,327
P33,ma-ma.07.rtf,ma-ma,2,1,322
P21,ma-ma.07.rtf,ma-ma,2,1,313
P11,ma-ma.07.rtf,ma-ma,2,1,312
P29,ma-ma.07.rtf,ma-ma,2,1,303
P19,ma-ma.07.rtf,ma-ma,2,1,303
P28,ma-ma.07.rtf,ma-ma,2,1,303
P21,ma-ma.07.rtf,ma-ma,2,1,283
P21,ma-ma.07.rtf,ma-ma,2,1,283
P06,ma-ma.07.rtf,ma-ma,2,1,283
P19,ma-ma.07.rtf,ma-ma,2,1,278
P28,ma-ma.07.rtf,ma-ma,2,1,278
P16,ma-ma.07.rtf,ma-ma,2,1,274
P11,ma-ma.07.rtf,ma-ma,2,1,273
P20,ma-ma.07.rtf,ma-ma,2,1,273
P21,ma-ma.07.rtf,ma-ma,2,1,273
P25,ma-ma.07.rtf,ma-ma,2,1,271
P09,ma-ma.07.rtf,ma-ma,2,1,263
P25,ma-ma.07.rtf,ma-ma,2,1,256
P36,ma-ma.07.rtf,ma-ma,2,1,249
P16,ma-ma.07.rtf,ma-ma,2,1,244
P16,ma-ma.07.rtf,ma-ma,2,1,244
P31,ma-ma.07.rtf,ma-ma,2,1,239
P28,ma-ma.07.rtf,ma-ma,2,1,239
P23,ma-ma.07.rtf,ma-ma,2,1,231
P19,ma-ma.07.rtf,ma-ma,2,1,225
P03,ma-ma.07.rtf,ma-ma,2,1,224
P19,ma-ma.07.rtf,ma-ma,2,1,220
P03,ma-ma.07.rtf,ma-ma,2,1,219
P32,ma-ma.07.rtf,ma-ma,2,1,215
P10,ma-ma.07.rtf,ma-ma,2,1,210
P07,ma-ma.07.rtf,ma-ma,2,1,205
P11,ma-ma.07.rtf,ma-ma,2,1,195
P04,ma-ma.07.rtf,ma-ma,2,1,195
P21,ma-ma.07.rtf,ma-ma,2,1,190
P13,ma-ma.07.rtf,ma-ma,2,1,185
P36,ma-ma.07.rtf,ma-ma,2,1,185
P04,ma-ma.07.rtf,ma-ma,2,1,185
P17,ma-ma.07.rtf,ma-ma,2,1,181
P12,ma-ma.07.rtf,ma-ma,2,1,180
P11,ma-ma.07.rtf,ma-ma,2,1,176
P17,ma-ma.07.rtf,ma-ma,2,1,176
P01,ma-ma.07.rtf,ma-ma,2,1,176
P18,ma-ma.07.rtf,ma-ma,2,1,170
P29,ma-ma.07.rtf,ma-ma,2,1,166
P36,ma-ma.07.rtf,ma-ma,2,1,166
P05,ma-ma.07.rtf,ma-ma,2,1,166
P27,ma-ma.07.rtf,ma-ma,2,1,156
P28,ma-ma.07.rtf,ma-ma,2,1,151
P16,ma-ma.07.rtf,ma-ma,2,1,151
P05,ma-ma.07.rtf,ma-ma,2,1,151
P24,ma-ma.07.rtf,ma-ma,2,1,151
P03,ma-ma.07.rtf,ma-ma,2,1,150
P29,ma-ma.07.rtf,ma-ma,2,1,143
P02,ma-ma.07.rtf,ma-ma,2,1,141
P35,ma-ma.07.rtf,ma-ma,2,1,141
P13,ma-ma.07.rtf,ma-ma,2,1,136
P27,ma-ma.07.rtf,ma-ma,2,1,136
P13,ma-ma.07.rtf,ma-ma,2,1,132
P27,ma-ma.07.rtf,ma-ma,2,1,127
P29,ma-ma.07.rtf,ma-ma,2,1,127
P20,ma-ma.07.rtf,ma-ma,2,1,127
P37,ma-ma.07.rtf,ma-ma,2,1,122
P10,ma-ma.07.rtf,ma-ma,2,1,102
P34,ma-ma.07.rtf,ma-ma,2,1,93
P35,ma-ma.07.rtf,ma-ma,2,1,92
P36,ma-ma.07.rtf,ma-ma,2,1,92
P10,ma-ma.07.rtf,ma-ma,2,1,88
P03,ma-ma.07.rtf,ma-ma,2,1,83
P22,ma-ma.07.rtf,ma-ma,2,1,80
P34,ma-ma.07.rtf,ma-ma,2,1,63
P31,ma-ma.07.rtf,ma-ma,2,1,58
P22,ma-ma.07.rtf,ma-ma,2,1,50
P03,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,0
P05,ma-ma.07.rtf,ma-ma,2,1,0
P06,ma-ma.07.rtf,ma-ma,2,1,0
P08,ma-ma.07.rtf,ma-ma,2,1,0
P09,ma-ma.07.rtf,ma-ma,2,1,0
P10,ma-ma.07.rtf,ma-ma,2,1,0
P11,ma-ma.07.rtf,ma-ma,2,1,0
P13,ma-ma.07.rtf,ma-ma,2,1,0
P14,ma-ma.07.rtf,ma-ma,2,1,0
P16,ma-ma.07.rtf,ma-ma,2,1,0
P17,ma-ma.07.rtf,ma-ma,2,1,0
P20,ma-ma.07.rtf,ma-ma,2,1,0
P23,ma-ma.07.rtf,ma-ma,2,1,0
P25,ma-ma.07.rtf,ma-ma,2,1,0
P26,ma-ma.07.rtf,ma-ma,2,1,0
P27,ma-ma.07.rtf,ma-ma,2,1,0
P31,ma-ma.07.rtf,ma-ma,2,1,0
P32,ma-ma.07.rtf,ma-ma,2,1,0
P33,ma-ma.07.rtf,ma-ma,2,1,0
P34,ma-ma.07.rtf,ma-ma,2,1,0
P37,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,0
P05,ma-ma.07.rtf,ma-ma,2,1,0
P08,ma-ma.07.rtf,ma-ma,2,1,0
P17,ma-ma.07.rtf,ma-ma,2,1,0
P23,ma-ma.07.rtf,ma-ma,2,1,0
P27,ma-ma.07.rtf,ma-ma,2,1,0
P33,ma-ma.07.rtf,ma-ma,2,1,0
P34,ma-ma.07.rtf,ma-ma,2,1,0
P02,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,0
P05,ma-ma.07.rtf,ma-ma,2,1,0
P08,ma-ma.07.rtf,ma-ma,2,1,0
P09,ma-ma.07.rtf,ma-ma,2,1,0
P16,ma-ma.07.rtf,ma-ma,2,1,0
P33,ma-ma.07.rtf,ma-ma,2,1,0
P34,ma-ma.07.rtf,ma-ma,2,1,0
P35,ma-ma.07.rtf,ma-ma,2,1,0
P02,ma-ma.07.rtf,ma-ma,2,1,0
P03,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,0
P05,ma-ma.07.rtf,ma-ma,2,1,0
P07,ma-ma.07.rtf,ma-ma,2,1,0
P08,ma-ma.07.rtf,ma-ma,2,1,0
P09,ma-ma.07.rtf,ma-ma,2,1,0
P10,ma-ma.07.rtf,ma-ma,2,1,0
P12,ma-ma.07.rtf,ma-ma,2,1,0
P14,ma-ma.07.rtf,ma-ma,2,1,0
P16,ma-ma.07.rtf,ma-ma,2,1,0
P17,ma-ma.07.rtf,ma-ma,2,1,0
P20,ma-ma.07.rtf,ma-ma,2,1,0
P23,ma-ma.07.rtf,ma-ma,2,1,0
P24,ma-ma.07.rtf,ma-ma,2,1,0
P27,ma-ma.07.rtf,ma-ma,2,1,0
P28,ma-ma.07.rtf,ma-ma,2,1,0
P31,ma-ma.07.rtf,ma-ma,2,1,0
P33,ma-ma.07.rtf,ma-ma,2,1,0
P34,ma-ma.07.rtf,ma-ma,2,1,0
P02,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,0
P05,ma-ma.07.rtf,ma-ma,2,1,0
P06,ma-ma.07.rtf,ma-ma,2,1,0
P07,ma-ma.07.rtf,ma-ma,2,1,0
P08,ma-ma.07.rtf,ma-ma,2,1,0
P09,ma-ma.07.rtf,ma-ma,2,1,0
P10,ma-ma.07.rtf,ma-ma,2,1,0
P12,ma-ma.07.rtf,ma-ma,2,1,0
P13,ma-ma.07.rtf,ma-ma,2,1,0
P17,ma-ma.07.rtf,ma-ma,2,1,0
P20,ma-ma.07.rtf,ma-ma,2,1,0
P21,ma-ma.07.rtf,ma-ma,2,1,0
