subjects,items,condition,parallel,semantic,RT
P09,ma-nma.10.rtf,ma-nma,1,2,58
P16,ma-nma.10.rtf,ma-nma,1,2,58
P12,ma-nma.10.rtf,ma-nma,1,2,53
P12,ma-nma.10.rtf,ma-nma,1,2,53
P01,ma-nma.10.rtf,ma-nma,1,2,0
P04,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P10,ma-nma.10.rtf,ma-nma,1,2,0
P11,ma-nma.10.rtf,ma-nma,1,2,0
P12,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P15,ma-nma.10.rtf,ma-nma,1,2,0
P16,ma-nma.10.rtf,ma-nma,1,2,0
P17,ma-nma.10.rtf,ma-nma,1,2,0
P18,ma-nma.10.rtf,ma-nma,1,2,0
P20,ma-nma.10.rtf,ma-nma,1,2,0
P21,ma-nma.10.rtf,ma-nma,1,2,0
P23,ma-nma.10.rtf,ma-nma,1,2,0
P24,ma-nma.10.rtf,ma-nma,1,2,0
P27,ma-nma.10.rtf,ma-nma,1,2,0
P28,ma-nma.10.rtf,ma-nma,1,2,0
P31,ma-nma.10.rtf,ma-nma,1,2,0
P32,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P35,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P37,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P10,ma-nma.10.rtf,ma-nma,1,2,0
P11,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P17,ma-nma.10.rtf,ma-nma,1,2,0
P18,ma-nma.10.rtf,ma-nma,1,2,0
P21,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P09,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P16,ma-nma.10.rtf,ma-nma,1,2,0
P18,ma-nma.10.rtf,ma-nma,1,2,0
P21,ma-nma.10.rtf,ma-nma,1,2,0
P27,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P01,ma-nma.10.rtf,ma-nma,1,2,0
P02,ma-nma.10.rtf,ma-nma,1,2,0
P04,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P06,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P10,ma-nma.10.rtf,ma-nma,1,2,0
P12,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P15,ma-nma.10.rtf,ma-nma,1,2,0
P16,ma-nma.10.rtf,ma-nma,1,2,0
P20,ma-nma.10.rtf,ma-nma,1,2,0
P23,ma-nma.10.rtf,ma-nma,1,2,0
P24,ma-nma.10.rtf,ma-nma,1,2,0
P25,ma-nma.10.rtf,ma-nma,1,2,0
P27,ma-nma.10.rtf,ma-nma,1,2,0
P28,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P03,ma-nma.10.rtf,ma-nma,1,2,0
P04,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P09,ma-nma.10.rtf,ma-nma,1,2,0
P10,ma-nma.10.rtf,ma-nma,1,2,0
P11,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P16,ma-nma.10.rtf,ma-nma,1,2,0
P23,ma-nma.10.rtf,ma-nma,1,2,0
P24,ma-nma.10.rtf,ma-nma,1,2,0
P27,ma-nma.10.rtf,ma-nma,1,2,0
P28,ma-nma.10.rtf,ma-nma,1,2,0
P31,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P02,ma-nma.10.rtf,ma-nma,1,2,0
P03,ma-nma.10.rtf,ma-nma,1,2,0
P04,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P09,ma-nma.10.rtf,ma-nma,1,2,0
P10,ma-nma.10.rtf,ma-nma,1,2,0
P11,ma-nma.10.rtf,ma-nma,1,2,0
P12,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P15,ma-nma.10.rtf,ma-nma,1,2,0
P16,ma-nma.10.rtf,ma-nma,1,2,0
P17,ma-nma.10.rtf,ma-nma,1,2,0
P18,ma-nma.10.rtf,ma-nma,1,2,0
P19,ma-nma.10.rtf,ma-nma,1,2,0
P20,ma-nma.10.rtf,ma-nma,1,2,0
P21,ma-nma.10.rtf,ma-nma,1,2,0
P22,ma-nma.10.rtf,ma-nma,1,2,0
P24,ma-nma.10.rtf,ma-nma,1,2,0
P26,ma-nma.10.rtf,ma-nma,1,2,0
P27,ma-nma.10.rtf,ma-nma,1,2,0
P28,ma-nma.10.rtf,ma-nma,1,2,0
P29,ma-nma.10.rtf,ma-nma,1,2,0
P30,ma-nma.10.rtf,ma-nma,1,2,0
P31,ma-nma.10.rtf,ma-nma,1,2,0
P32,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P35,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P37,ma-nma.10.rtf,ma-nma,1,2,0
P01,ma-nma.10.rtf,ma-nma,1,2,0
P02,ma-nma.10.rtf,ma-nma,1,2,0
P03,ma-nma.10.rtf,ma-nma,1,2,0
P04,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P06,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P09,ma-nma.10.rtf,ma-nma,1,2,0
P10,ma-nma.10.rtf,ma-nma,1,2,0
P11,ma-nma.10.rtf,ma-nma,1,2,0
P12,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P14,ma-nma.10.rtf,ma-nma,1,2,0
P15,ma-nma.10.rtf,ma-nma,1,2,0
P16,ma-nma.10.rtf,ma-nma,1,2,0
P17,ma-nma.10.rtf,ma-nma,1,2,0
P18,ma-nma.10.rtf,ma-nma,1,2,0
P19,ma-nma.10.rtf,ma-nma,1,2,0
P20,ma-nma.10.rtf,ma-nma,1,2,0
P21,ma-nma.10.rtf,ma-nma,1,2,0
P22,ma-nma.10.rtf,ma-nma,1,2,0
P23,ma-nma.10.rtf,ma-nma,1,2,0
P24,ma-nma.10.rtf,ma-nma,1,2,0
P25,ma-nma.10.rtf,ma-nma,1,2,0
P26,ma-nma.10.rtf,ma-nma,1,2,0
P27,ma-nma.10.rtf,ma-nma,1,2,0
P28,ma-nma.10.rtf,ma-nma,1,2,0
P29,ma-nma.10.rtf,ma-nma,1,2,0
P30,ma-nma.10.rtf,ma-nma,1,2,0
P31,ma-nma.10.rtf,ma-nma,1,2,0
P32,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P35,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P37,ma-nma.10.rtf,ma-nma,1,2,0
P02,ma-nma.10.rtf,ma-nma,1,2,0
P03,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P18,ma-nma.10.rtf,ma-nma,1,2,0
P20,ma-nma.10.rtf,ma-nma,1,2,0
P21,ma-nma.10.rtf,ma-nma,1,2,0
P31,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P01,ma-nma.10.rtf,ma-nma,1,2,0
P02,ma-nma.10.rtf,ma-nma,1,2,0
P03,ma-nma.10.rtf,ma-nma,1,2,0
P04,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P06,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P09,ma-nma.10.rtf,ma-nma,1,2,0
P10,ma-nma.10.rtf,ma-nma,1,2,0
P12,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P15,ma-nma.10.rtf,ma-nma,1,2,0
P16,ma-nma.10.rtf,ma-nma,1,2,0
P17,ma-nma.10.rtf,ma-nma,1,2,0
P19,ma-nma.10.rtf,ma-nma,1,2,0
P20,ma-nma.10.rtf,ma-nma,1,2,0
P21,ma-nma.10.rtf,ma-nma,1,2,0
P22,ma-nma.10.rtf,ma-nma,1,2,0
P23,ma-nma.10.rtf,ma-nma,1,2,0
P24,ma-nma.10.rtf,ma-nma,1,2,0
P26,ma-nma.10.rtf,ma-nma,1,2,0
P27,ma-nma.10.rtf,ma-nma,1,2,0
P28,ma-nma.10.rtf,ma-nma,1,2,0
P29,ma-nma.10.rtf,ma-nma,1,2,0
P31,ma-nma.10.rtf,ma-nma,1,2,0
P32,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P37,ma-nma.10.rtf,ma-nma,1,2,0
P05,ma-nma.10.rtf,ma-nma,1,2,0
P07,ma-nma.10.rtf,ma-nma,1,2,0
P08,ma-nma.10.rtf,ma-nma,1,2,0
P10,ma-nma.10.rtf,ma-nma,1,2,0
P11,ma-nma.10.rtf,ma-nma,1,2,0
P12,ma-nma.10.rtf,ma-nma,1,2,0
P13,ma-nma.10.rtf,ma-nma,1,2,0
P16,ma-nma.10.rtf,ma-nma,1,2,0
P17,ma-nma.10.rtf,ma-nma,1,2,0
P18,ma-nma.10.rtf,ma-nma,1,2,0
P20,ma-nma.10.rtf,ma-nma,1,2,0
P21,ma-nma.10.rtf,ma-nma,1,2,0
P22,ma-nma.10.rtf,ma-nma,1,2,0
P27,ma-nma.10.rtf,ma-nma,1,2,0
P31,ma-nma.10.rtf,ma-nma,1,2,0
P33,ma-nma.10.rtf,ma-nma,1,2,0
P34,ma-nma.10.rtf,ma-nma,1,2,0
P36,ma-nma.10.rtf,ma-nma,1,2,0
P14,ma-nma.11.rtf,ma-nma,1,2,3144
P15,ma-nma.11.rtf,ma-nma,1,2,2831
P25,ma-nma.11.rtf,ma-nma,1,2,2285
P27,ma-nma.11.rtf,ma-nma,1,2,2009
P14,ma-nma.11.rtf,ma-nma,1,2,1599
P15,ma-nma.11.rtf,ma-nma,1,2,1379
P14,ma-nma.11.rtf,ma-nma,1,2,1378
P14,ma-nma.11.rtf,ma-nma,1,2,1281
P15,ma-nma.11.rtf,ma-nma,1,2,1188
P17,ma-nma.11.rtf,ma-nma,1,2,1168
P30,ma-nma.11.rtf,ma-nma,1,2,1149
P15,ma-nma.11.rtf,ma-nma,1,2,1144
P15,ma-nma.11.rtf,ma-nma,1,2,1135
P14,ma-nma.11.rtf,ma-nma,1,2,1041
P25,ma-nma.11.rtf,ma-nma,1,2,966
P21,ma-nma.11.rtf,ma-nma,1,2,943
P14,ma-nma.11.rtf,ma-nma,1,2,924
P01,ma-nma.11.rtf,ma-nma,1,2,911
P29,ma-nma.11.rtf,ma-nma,1,2,904
P32,ma-nma.11.rtf,ma-nma,1,2,816
P06,ma-nma.11.rtf,ma-nma,1,2,792
P20,ma-nma.11.rtf,ma-nma,1,2,787
P14,ma-nma.11.rtf,ma-nma,1,2,763
P29,ma-nma.11.rtf,ma-nma,1,2,762
P37,ma-nma.11.rtf,ma-nma,1,2,728
P01,ma-nma.11.rtf,ma-nma,1,2,709
P30,ma-nma.11.rtf,ma-nma,1,2,704
P12,ma-nma.11.rtf,ma-nma,1,2,636
P01,ma-nma.11.rtf,ma-nma,1,2,629
P33,ma-nma.11.rtf,ma-nma,1,2,625
P21,ma-nma.11.rtf,ma-nma,1,2,586
P01,ma-nma.11.rtf,ma-nma,1,2,548
P27,ma-nma.11.rtf,ma-nma,1,2,533
P23,ma-nma.11.rtf,ma-nma,1,2,529
P19,ma-nma.11.rtf,ma-nma,1,2,523
P28,ma-nma.11.rtf,ma-nma,1,2,498
P15,ma-nma.11.rtf,ma-nma,1,2,493
P20,ma-nma.11.rtf,ma-nma,1,2,484
P25,ma-nma.11.rtf,ma-nma,1,2,478
P29,ma-nma.11.rtf,ma-nma,1,2,469
P37,ma-nma.11.rtf,ma-nma,1,2,469
P20,ma-nma.11.rtf,ma-nma,1,2,469
P37,ma-nma.11.rtf,ma-nma,1,2,459
P32,ma-nma.11.rtf,ma-nma,1,2,454
P30,ma-nma.11.rtf,ma-nma,1,2,444
P18,ma-nma.11.rtf,ma-nma,1,2,440
P20,ma-nma.11.rtf,ma-nma,1,2,435
P06,ma-nma.11.rtf,ma-nma,1,2,435
P31,ma-nma.11.rtf,ma-nma,1,2,430
P23,ma-nma.11.rtf,ma-nma,1,2,412
P30,ma-nma.11.rtf,ma-nma,1,2,396
P32,ma-nma.11.rtf,ma-nma,1,2,391
P24,ma-nma.11.rtf,ma-nma,1,2,382
P37,ma-nma.11.rtf,ma-nma,1,2,381
P25,ma-nma.11.rtf,ma-nma,1,2,372
P30,ma-nma.11.rtf,ma-nma,1,2,366
P25,ma-nma.11.rtf,ma-nma,1,2,357
P07,ma-nma.11.rtf,ma-nma,1,2,356
P21,ma-nma.11.rtf,ma-nma,1,2,356
P06,ma-nma.11.rtf,ma-nma,1,2,352
P31,ma-nma.11.rtf,ma-nma,1,2,332
P18,ma-nma.11.rtf,ma-nma,1,2,332
P15,ma-nma.11.rtf,ma-nma,1,2,332
P20,ma-nma.11.rtf,ma-nma,1,2,327
P29,ma-nma.11.rtf,ma-nma,1,2,327
P28,ma-nma.11.rtf,ma-nma,1,2,327
P04,ma-nma.11.rtf,ma-nma,1,2,317
P01,ma-nma.11.rtf,ma-nma,1,2,312
P11,ma-nma.11.rtf,ma-nma,1,2,308
P12,ma-nma.11.rtf,ma-nma,1,2,308
P11,ma-nma.11.rtf,ma-nma,1,2,308
P25,ma-nma.11.rtf,ma-nma,1,2,307
P10,ma-nma.11.rtf,ma-nma,1,2,303
P31,ma-nma.11.rtf,ma-nma,1,2,298
P37,ma-nma.11.rtf,ma-nma,1,2,298
P19,ma-nma.11.rtf,ma-nma,1,2,293
P19,ma-nma.11.rtf,ma-nma,1,2,283
P32,ma-nma.11.rtf,ma-nma,1,2,268
P14,ma-nma.11.rtf,ma-nma,1,2,268
P32,ma-nma.11.rtf,ma-nma,1,2,268
P01,ma-nma.11.rtf,ma-nma,1,2,267
P23,ma-nma.11.rtf,ma-nma,1,2,266
P19,ma-nma.11.rtf,ma-nma,1,2,264
P11,ma-nma.11.rtf,ma-nma,1,2,264
P31,ma-nma.11.rtf,ma-nma,1,2,259
P35,ma-nma.11.rtf,ma-nma,1,2,259
P35,ma-nma.11.rtf,ma-nma,1,2,254
P20,ma-nma.11.rtf,ma-nma,1,2,254
P23,ma-nma.11.rtf,ma-nma,1,2,246
P03,ma-nma.11.rtf,ma-nma,1,2,244
P13,ma-nma.11.rtf,ma-nma,1,2,240
P35,ma-nma.11.rtf,ma-nma,1,2,239
P03,ma-nma.11.rtf,ma-nma,1,2,234
P03,ma-nma.11.rtf,ma-nma,1,2,234
P19,ma-nma.11.rtf,ma-nma,1,2,229
P20,ma-nma.11.rtf,ma-nma,1,2,229
P09,ma-nma.11.rtf,ma-nma,1,2,229
P22,ma-nma.11.rtf,ma-nma,1,2,226
P26,ma-nma.11.rtf,ma-nma,1,2,211
P26,ma-nma.11.rtf,ma-nma,1,2,211
P29,ma-nma.11.rtf,ma-nma,1,2,210
P29,ma-nma.11.rtf,ma-nma,1,2,210
P23,ma-nma.11.rtf,ma-nma,1,2,206
P09,ma-nma.11.rtf,ma-nma,1,2,205
P09,ma-nma.11.rtf,ma-nma,1,2,205
P25,ma-nma.11.rtf,ma-nma,1,2,201
P24,ma-nma.11.rtf,ma-nma,1,2,201
P27,ma-nma.11.rtf,ma-nma,1,2,200
P29,ma-nma.11.rtf,ma-nma,1,2,200
P09,ma-nma.11.rtf,ma-nma,1,2,200
P06,ma-nma.11.rtf,ma-nma,1,2,199
P12,ma-nma.11.rtf,ma-nma,1,2,190
P21,ma-nma.11.rtf,ma-nma,1,2,190
P12,ma-nma.11.rtf,ma-nma,1,2,181
P30,ma-nma.11.rtf,ma-nma,1,2,180
P23,ma-nma.11.rtf,ma-nma,1,2,176
P17,ma-nma.11.rtf,ma-nma,1,2,176
P11,ma-nma.11.rtf,ma-nma,1,2,171
P28,ma-nma.11.rtf,ma-nma,1,2,171
P31,ma-nma.11.rtf,ma-nma,1,2,171
P23,ma-nma.11.rtf,ma-nma,1,2,166
P37,ma-nma.11.rtf,ma-nma,1,2,156
P24,ma-nma.11.rtf,ma-nma,1,2,156
P27,ma-nma.11.rtf,ma-nma,1,2,156
P03,ma-nma.11.rtf,ma-nma,1,2,151
P31,ma-nma.11.rtf,ma-nma,1,2,146
P28,ma-nma.11.rtf,ma-nma,1,2,141
P21,ma-nma.11.rtf,ma-nma,1,2,141
P07,ma-nma.11.rtf,ma-nma,1,2,127
P11,ma-nma.11.rtf,ma-nma,1,2,127
P02,ma-nma.11.rtf,ma-nma,1,2,127
P03,ma-nma.11.rtf,ma-nma,1,2,122
P04,ma-nma.11.rtf,ma-nma,1,2,117
P10,ma-nma.11.rtf,ma-nma,1,2,117
P21,ma-nma.11.rtf,ma-nma,1,2,112
P04,ma-nma.11.rtf,ma-nma,1,2,112
P30,ma-nma.11.rtf,ma-nma,1,2,112
P04,ma-nma.11.rtf,ma-nma,1,2,107
P03,ma-nma.11.rtf,ma-nma,1,2,107
P25,ma-nma.11.rtf,ma-nma,1,2,105
P26,ma-nma.11.rtf,ma-nma,1,2,100
P01,ma-nma.11.rtf,ma-nma,1,2,90
P04,ma-nma.11.rtf,ma-nma,1,2,83
P04,ma-nma.11.rtf,ma-nma,1,2,83
P31,ma-nma.11.rtf,ma-nma,1,2,83
P35,ma-nma.11.rtf,ma-nma,1,2,78
P03,ma-nma.11.rtf,ma-nma,1,2,73
P35,ma-nma.11.rtf,ma-nma,1,2,68
P12,ma-nma.11.rtf,ma-nma,1,2,63
P01,ma-nma.11.rtf,ma-nma,1,2,0
P02,ma-nma.11.rtf,ma-nma,1,2,0
P04,ma-nma.11.rtf,ma-nma,1,2,0
P05,ma-nma.11.rtf,ma-nma,1,2,0
P06,ma-nma.11.rtf,ma-nma,1,2,0
P07,ma-nma.11.rtf,ma-nma,1,2,0
P08,ma-nma.11.rtf,ma-nma,1,2,0
P09,ma-nma.11.rtf,ma-nma,1,2,0
P10,ma-nma.11.rtf,ma-nma,1,2,0
P11,ma-nma.11.rtf,ma-nma,1,2,0
P12,ma-nma.11.rtf,ma-nma,1,2,0
P13,ma-nma.11.rtf,ma-nma,1,2,0
P16,ma-nma.11.rtf,ma-nma,1,2,0
P18,ma-nma.11.rtf,ma-nma,1,2,0
P19,ma-nma.11.rtf,ma-nma,1,2,0
P21,ma-nma.11.rtf,ma-nma,1,2,0
P22,ma-nma.11.rtf,ma-nma,1,2,0
P24,ma-nma.11.rtf,ma-nma,1,2,0
P26,ma-nma.11.rtf,ma-nma,1,2,0
P27,ma-nma.11.rtf,ma-nma,1,2,0
P28,ma-nma.11.rtf,ma-nma,1,2,0
P30,ma-nma.11.rtf,ma-nma,1,2,0
P32,ma-nma.11.rtf,ma-nma,1,2,0
P33,ma-nma.11.rtf,ma-nma,1,2,0
P34,ma-nma.11.rtf,ma-nma,1,2,0
P35,ma-nma.11.rtf,ma-nma,1,2,0
P36,ma-nma.11.rtf,ma-nma,1,2,0
P37,ma-nma.11.rtf,ma-nma,1,2,0
P02,ma-nma.11.rtf,ma-nma,1,2,0
P05,ma-nma.11.rtf,ma-nma,1,2,0
P06,ma-nma.11.rtf,ma-nma,1,2,0
P08,ma-nma.11.rtf,ma-nma,1,2,0
P10,ma-nma.11.rtf,ma-nma,1,2,0
P13,ma-nma.11.rtf,ma-nma,1,2,0
P16,ma-nma.11.rtf,ma-nma,1,2,0
P17,ma-nma.11.rtf,ma-nma,1,2,0
P18,ma-nma.11.rtf,ma-nma,1,2,0
P22,ma-nma.11.rtf,ma-nma,1,2,0
P24,ma-nma.11.rtf,ma-nma,1,2,0
P27,ma-nma.11.rtf,ma-nma,1,2,0
P33,ma-nma.11.rtf,ma-nma,1,2,0
P34,ma-nma.11.rtf,ma-nma,1,2,0
P36,ma-nma.11.rtf,ma-nma,1,2,0
P02,ma-nma.11.rtf,ma-nma,1,2,0
P03,ma-nma.11.rtf,ma-nma,1,2,0
P05,ma-nma.11.rtf,ma-nma,1,2,0
P08,ma-nma.11.rtf,ma-nma,1,2,0
P09,ma-nma.11.rtf,ma-nma,1,2,0
P10,ma-nma.11.rtf,ma-nma,1,2,0
P12,ma-nma.11.rtf,ma-nma,1,2,0
P13,ma-nma.11.rtf,ma-nma,1,2,0
P16,ma-nma.11.rtf,ma-nma,1,2,0
P17,ma-nma.11.rtf,ma-nma,1,2,0
P18,ma-nma.11.rtf,ma-nma,1,2,0
P22,ma-nma.11.rtf,ma-nma,1,2,0
P24,ma-nma.11.rtf,ma-nma,1,2,0
P26,ma-nma.11.rtf,ma-nma,1,2,0
P27,ma-nma.11.rtf,ma-nma,1,2,0
P33,ma-nma.11.rtf,ma-nma,1,2,0
P34,ma-nma.11.rtf,ma-nma,1,2,0
P36,ma-nma.11.rtf,ma-nma,1,2,0
P02,ma-nma.11.rtf,ma-nma,1,2,0
P05,ma-nma.11.rtf,ma-nma,1,2,0
P06,ma-nma.11.rtf,ma-nma,1,2,0
P07,ma-nma.11.rtf,ma-nma,1,2,0
P08,ma-nma.11.rtf,ma-nma,1,2,0
P09,ma-nma.11.rtf,ma-nma,1,2,0
P10,ma-nma.11.rtf,ma-nma,1,2,0
P13,ma-nma.11.rtf,ma-nma,1,2,0
P16,ma-nma.11.rtf,ma-nma,1,2,0
P17,ma-nma.11.rtf,ma-nma,1,2,0
P18,ma-nma.11.rtf,ma-nma,1,2,0
P22,ma-nma.11.rtf,ma-nma,1,2,0
P32,ma-nma.11.rtf,ma-nma,1,2,0
P33,ma-nma.11.rtf,ma-nma,1,2,0
P34,ma-nma.11.rtf,ma-nma,1,2,0
P36,ma-nma.11.rtf,ma-nma,1,2,0
P05,ma-nma.11.rtf,ma-nma,1,2,0
P07,ma-nma.11.rtf,ma-nma,1,2,0
P08,ma-nma.11.rtf,ma-nma,1,2,0
P09,ma-nma.11.rtf,ma-nma,1,2,0
P11,ma-nma.11.rtf,ma-nma,1,2,0
P12,ma-nma.11.rtf,ma-nma,1,2,0
P13,ma-nma.11.rtf,ma-nma,1,2,0
P16,ma-nma.11.rtf,ma-nma,1,2,0
P19,ma-nma.11.rtf,ma-nma,1,2,0
P21,ma-nma.11.rtf,ma-nma,1,2,0
P22,ma-nma.11.rtf,ma-nma,1,2,0
P24,ma-nma.11.rtf,ma-nma,1,2,0
P28,ma-nma.11.rtf,ma-nma,1,2,0
P34,ma-nma.11.rtf,ma-nma,1,2,0
P36,ma-nma.11.rtf,ma-nma,1,2,0
P02,ma-nma.11.rtf,ma-nma,1,2,0
P03,ma-nma.11.rtf,ma-nma,1,2,0
P05,ma-nma.11.rtf,ma-nma,1,2,0
P07,ma-nma.11.rtf,ma-nma,1,2,0
P08,ma-nma.11.rtf,ma-nma,1,2,0
P10,ma-nma.11.rtf,ma-nma,1,2,0
P16,ma-nma.11.rtf,ma-nma,1,2,0
P17,ma-nma.11.rtf,ma-nma,1,2,0
P26,ma-nma.11.rtf,ma-nma,1,2,0
P28,ma-nma.11.rtf,ma-nma,1,2,0
P33,ma-nma.11.rtf,ma-nma,1,2,0
P34,ma-nma.11.rtf,ma-nma,1,2,0
P36,ma-nma.11.rtf,ma-nma,1,2,0
P02,ma-nma.11.rtf,ma-nma,1,2,0
P05,ma-nma.11.rtf,ma-nma,1,2,0
P07,ma-nma.11.rtf,ma-nma,1,2,0
P08,ma-nma.11.rtf,ma-nma,1,2,0
P11,ma-nma.11.rtf,ma-nma,1,2,0
P12,ma-nma.11.rtf,ma-nma,1,2,0
P13,ma-nma.11.rtf,ma-nma,1,2,0
P16,ma-nma.11.rtf,ma-nma,1,2,0
P17,ma-nma.11.rtf,ma-nma,1,2,0
P18,ma-nma.11.rtf,ma-nma,1,2,0
P19,ma-nma.11.rtf,ma-nma,1,2,0
P20,ma-nma.11.rtf,ma-nma,1,2,0
P21,ma-nma.11.rtf,ma-nma,1,2,0
P22,ma-nma.11.rtf,ma-nma,1,2,0
P23,ma-nma.11.rtf,ma-nma,1,2,0
P24,ma-nma.11.rtf,ma-nma,1,2,0
P26,ma-nma.11.rtf,ma-nma,1,2,0
P27,ma-nma.11.rtf,ma-nma,1,2,0
P28,ma-nma.11.rtf,ma-nma,1,2,0
P29,ma-nma.11.rtf,ma-nma,1,2,0
P30,ma-nma.11.rtf,ma-nma,1,2,0
P31,ma-nma.11.rtf,ma-nma,1,2,0
P32,ma-nma.11.rtf,ma-nma,1,2,0
P33,ma-nma.11.rtf,ma-nma,1,2,0
P34,ma-nma.11.rtf,ma-nma,1,2,0
P35,ma-nma.11.rtf,ma-nma,1,2,0
P36,ma-nma.11.rtf,ma-nma,1,2,0
P37,ma-nma.11.rtf,ma-nma,1,2,0
P01,ma-nma.11.rtf,ma-nma,1,2,0
P02,ma-nma.11.rtf,ma-nma,1,2,0
P04,ma-nma.11.rtf,ma-nma,1,2,0
P05,ma-nma.11.rtf,ma-nma,1,2,0
P06,ma-nma.11.rtf,ma-nma,1,2,0
P07,ma-nma.11.rtf,ma-nma,1,2,0
P08,ma-nma.11.rtf,ma-nma,1,2,0
P09,ma-nma.11.rtf,ma-nma,1,2,0
P10,ma-nma.11.rtf,ma-nma,1,2,0
P11,ma-nma.11.rtf,ma-nma,1,2,0
P13,ma-nma.11.rtf,ma-nma,1,2,0
P15,ma-nma.11.rtf,ma-nma,1,2,0
P16,ma-nma.11.rtf,ma-nma,1,2,0
