subjects,items,condition,parallel,semantic,RT
P03,ma-nma.03.rtf,ma-nma,1,2,1080
P19,ma-nma.03.rtf,ma-nma,1,2,1065
P27,ma-nma.03.rtf,ma-nma,1,2,993
P37,ma-nma.03.rtf,ma-nma,1,2,992
P33,ma-nma.03.rtf,ma-nma,1,2,959
P17,ma-nma.03.rtf,ma-nma,1,2,958
P12,ma-nma.03.rtf,ma-nma,1,2,855
P16,ma-nma.03.rtf,ma-nma,1,2,841
P22,ma-nma.03.rtf,ma-nma,1,2,790
P09,ma-nma.03.rtf,ma-nma,1,2,787
P10,ma-nma.03.rtf,ma-nma,1,2,744
P15,ma-nma.03.rtf,ma-nma,1,2,743
P04,ma-nma.03.rtf,ma-nma,1,2,700
P02,ma-nma.03.rtf,ma-nma,1,2,680
P24,ma-nma.03.rtf,ma-nma,1,2,674
P26,ma-nma.03.rtf,ma-nma,1,2,674
P21,ma-nma.03.rtf,ma-nma,1,2,655
P13,ma-nma.03.rtf,ma-nma,1,2,645
P29,ma-nma.03.rtf,ma-nma,1,2,630
P36,ma-nma.03.rtf,ma-nma,1,2,601
P07,ma-nma.03.rtf,ma-nma,1,2,557
P05,ma-nma.03.rtf,ma-nma,1,2,508
P34,ma-nma.03.rtf,ma-nma,1,2,493
P31,ma-nma.03.rtf,ma-nma,1,2,455
P20,ma-nma.03.rtf,ma-nma,1,2,366
P35,ma-nma.03.rtf,ma-nma,1,2,357
P23,ma-nma.03.rtf,ma-nma,1,2,156
P24,ma-nma.04.rtf,ma-nma,1,2,3061
P25,ma-nma.04.rtf,ma-nma,1,2,2682
P20,ma-nma.04.rtf,ma-nma,1,2,2264
P16,ma-nma.04.rtf,ma-nma,1,2,2243
P15,ma-nma.04.rtf,ma-nma,1,2,2102
P07,ma-nma.04.rtf,ma-nma,1,2,1921
P18,ma-nma.04.rtf,ma-nma,1,2,1888
P06,ma-nma.04.rtf,ma-nma,1,2,1872
P32,ma-nma.04.rtf,ma-nma,1,2,1819
P09,ma-nma.04.rtf,ma-nma,1,2,1785
P13,ma-nma.04.rtf,ma-nma,1,2,1780
P04,ma-nma.04.rtf,ma-nma,1,2,1731
P23,ma-nma.04.rtf,ma-nma,1,2,1726
P22,ma-nma.04.rtf,ma-nma,1,2,1600
P26,ma-nma.04.rtf,ma-nma,1,2,1460
P14,ma-nma.04.rtf,ma-nma,1,2,1364
P34,ma-nma.04.rtf,ma-nma,1,2,1350
P02,ma-nma.04.rtf,ma-nma,1,2,1325
P01,ma-nma.04.rtf,ma-nma,1,2,1258
P08,ma-nma.04.rtf,ma-nma,1,2,1208
P35,ma-nma.04.rtf,ma-nma,1,2,1153
P12,ma-nma.04.rtf,ma-nma,1,2,988
P37,ma-nma.04.rtf,ma-nma,1,2,983
P10,ma-nma.04.rtf,ma-nma,1,2,904
P29,ma-nma.04.rtf,ma-nma,1,2,777
P05,ma-nma.04.rtf,ma-nma,1,2,753
P28,ma-nma.04.rtf,ma-nma,1,2,709
P27,ma-nma.04.rtf,ma-nma,1,2,703
P31,ma-nma.04.rtf,ma-nma,1,2,675
P17,ma-nma.04.rtf,ma-nma,1,2,655
P36,ma-nma.04.rtf,ma-nma,1,2,655
P19,ma-nma.04.rtf,ma-nma,1,2,537
P30,ma-nma.04.rtf,ma-nma,1,2,401
P33,ma-nma.04.rtf,ma-nma,1,2,366
P21,ma-nma.04.rtf,ma-nma,1,2,156
P23,ma-nma.05.rtf,ma-nma,1,2,2328
P27,ma-nma.05.rtf,ma-nma,1,2,1692
P06,ma-nma.05.rtf,ma-nma,1,2,1643
P11,ma-nma.05.rtf,ma-nma,1,2,1564
P08,ma-nma.05.rtf,ma-nma,1,2,1427
P28,ma-nma.05.rtf,ma-nma,1,2,1388
P19,ma-nma.05.rtf,ma-nma,1,2,1369
P01,ma-nma.05.rtf,ma-nma,1,2,1213
P33,ma-nma.05.rtf,ma-nma,1,2,1203
P35,ma-nma.05.rtf,ma-nma,1,2,1198
P15,ma-nma.05.rtf,ma-nma,1,2,1179
P31,ma-nma.05.rtf,ma-nma,1,2,1148
P22,ma-nma.05.rtf,ma-nma,1,2,1147
P29,ma-nma.05.rtf,ma-nma,1,2,1114
P32,ma-nma.05.rtf,ma-nma,1,2,1080
P25,ma-nma.05.rtf,ma-nma,1,2,1063
P21,ma-nma.05.rtf,ma-nma,1,2,1031
P13,ma-nma.05.rtf,ma-nma,1,2,987
P30,ma-nma.05.rtf,ma-nma,1,2,973
P18,ma-nma.05.rtf,ma-nma,1,2,949
P12,ma-nma.05.rtf,ma-nma,1,2,938
P02,ma-nma.05.rtf,ma-nma,1,2,899
P07,ma-nma.05.rtf,ma-nma,1,2,870
P37,ma-nma.05.rtf,ma-nma,1,2,870
P24,ma-nma.05.rtf,ma-nma,1,2,829
P04,ma-nma.05.rtf,ma-nma,1,2,820
P10,ma-nma.05.rtf,ma-nma,1,2,810
P17,ma-nma.05.rtf,ma-nma,1,2,792
P16,ma-nma.05.rtf,ma-nma,1,2,757
P26,ma-nma.05.rtf,ma-nma,1,2,704
P14,ma-nma.05.rtf,ma-nma,1,2,694
P20,ma-nma.05.rtf,ma-nma,1,2,612
P05,ma-nma.05.rtf,ma-nma,1,2,552
P34,ma-nma.05.rtf,ma-nma,1,2,547
P36,ma-nma.05.rtf,ma-nma,1,2,376
P09,ma-nma.05.rtf,ma-nma,1,2,215
P03,ma-nma.05.rtf,ma-nma,1,2,171
P15,ma-nma.06.rtf,ma-nma,1,2,1833
P14,ma-nma.06.rtf,ma-nma,1,2,1599
P11,ma-nma.06.rtf,ma-nma,1,2,1584
P32,ma-nma.06.rtf,ma-nma,1,2,1554
P08,ma-nma.06.rtf,ma-nma,1,2,1387
P04,ma-nma.06.rtf,ma-nma,1,2,1354
P12,ma-nma.06.rtf,ma-nma,1,2,1281
P06,ma-nma.06.rtf,ma-nma,1,2,1241
P31,ma-nma.06.rtf,ma-nma,1,2,1228
P21,ma-nma.06.rtf,ma-nma,1,2,1183
P25,ma-nma.06.rtf,ma-nma,1,2,1177
P13,ma-nma.06.rtf,ma-nma,1,2,1159
P28,ma-nma.06.rtf,ma-nma,1,2,1071
P24,ma-nma.06.rtf,ma-nma,1,2,1067
P22,ma-nma.06.rtf,ma-nma,1,2,1052
P27,ma-nma.06.rtf,ma-nma,1,2,959
P01,ma-nma.06.rtf,ma-nma,1,2,956
P30,ma-nma.06.rtf,ma-nma,1,2,866
P34,ma-nma.06.rtf,ma-nma,1,2,821
P20,ma-nma.06.rtf,ma-nma,1,2,802
P29,ma-nma.06.rtf,ma-nma,1,2,801
P07,ma-nma.06.rtf,ma-nma,1,2,787
P35,ma-nma.06.rtf,ma-nma,1,2,772
P37,ma-nma.06.rtf,ma-nma,1,2,761
P09,ma-nma.06.rtf,ma-nma,1,2,738
P16,ma-nma.06.rtf,ma-nma,1,2,733
P10,ma-nma.06.rtf,ma-nma,1,2,714
P18,ma-nma.06.rtf,ma-nma,1,2,679
P33,ma-nma.06.rtf,ma-nma,1,2,630
P36,ma-nma.06.rtf,ma-nma,1,2,552
P02,ma-nma.06.rtf,ma-nma,1,2,533
P05,ma-nma.06.rtf,ma-nma,1,2,371
P19,ma-nma.06.rtf,ma-nma,1,2,352
P17,ma-nma.06.rtf,ma-nma,1,2,337
P26,ma-nma.06.rtf,ma-nma,1,2,256
P03,ma-nma.06.rtf,ma-nma,1,2,170
P23,ma-nma.06.rtf,ma-nma,1,2,75
P19,ma-nma.07.rtf,ma-nma,1,2,3076
P25,ma-nma.07.rtf,ma-nma,1,2,1958
P17,ma-nma.07.rtf,ma-nma,1,2,1472
P18,ma-nma.07.rtf,ma-nma,1,2,1354
P28,ma-nma.07.rtf,ma-nma,1,2,1339
P37,ma-nma.07.rtf,ma-nma,1,2,1339
P24,ma-nma.07.rtf,ma-nma,1,2,1318
P32,ma-nma.07.rtf,ma-nma,1,2,1305
P14,ma-nma.07.rtf,ma-nma,1,2,1300
P33,ma-nma.07.rtf,ma-nma,1,2,1237
P30,ma-nma.07.rtf,ma-nma,1,2,1232
P31,ma-nma.07.rtf,ma-nma,1,2,1222
P11,ma-nma.07.rtf,ma-nma,1,2,1163
P36,ma-nma.07.rtf,ma-nma,1,2,1154
P27,ma-nma.07.rtf,ma-nma,1,2,1129
P15,ma-nma.07.rtf,ma-nma,1,2,1105
P21,ma-nma.07.rtf,ma-nma,1,2,1043
P23,ma-nma.07.rtf,ma-nma,1,2,1031
P12,ma-nma.07.rtf,ma-nma,1,2,1027
P22,ma-nma.07.rtf,ma-nma,1,2,977
P02,ma-nma.07.rtf,ma-nma,1,2,943
P08,ma-nma.07.rtf,ma-nma,1,2,933
P29,ma-nma.07.rtf,ma-nma,1,2,904
P13,ma-nma.07.rtf,ma-nma,1,2,895
P06,ma-nma.07.rtf,ma-nma,1,2,836
P07,ma-nma.07.rtf,ma-nma,1,2,811
P01,ma-nma.07.rtf,ma-nma,1,2,810
P16,ma-nma.07.rtf,ma-nma,1,2,807
P34,ma-nma.07.rtf,ma-nma,1,2,669
P09,ma-nma.07.rtf,ma-nma,1,2,660
P04,ma-nma.07.rtf,ma-nma,1,2,639
P05,ma-nma.07.rtf,ma-nma,1,2,631
P10,ma-nma.07.rtf,ma-nma,1,2,572
P20,ma-nma.07.rtf,ma-nma,1,2,552
P26,ma-nma.07.rtf,ma-nma,1,2,468
P35,ma-nma.07.rtf,ma-nma,1,2,171
P28,ma-nma.08.rtf,ma-nma,1,2,1926
P06,ma-nma.08.rtf,ma-nma,1,2,1879
P01,ma-nma.08.rtf,ma-nma,1,2,1816
P08,ma-nma.08.rtf,ma-nma,1,2,1809
P25,ma-nma.08.rtf,ma-nma,1,2,1586
P18,ma-nma.08.rtf,ma-nma,1,2,1457
P12,ma-nma.08.rtf,ma-nma,1,2,1100
P32,ma-nma.08.rtf,ma-nma,1,2,1090
P24,ma-nma.08.rtf,ma-nma,1,2,1067
P31,ma-nma.08.rtf,ma-nma,1,2,1061
P23,ma-nma.08.rtf,ma-nma,1,2,1057
P35,ma-nma.08.rtf,ma-nma,1,2,1046
P11,ma-nma.08.rtf,ma-nma,1,2,1027
P21,ma-nma.08.rtf,ma-nma,1,2,1022
P27,ma-nma.08.rtf,ma-nma,1,2,933
P04,ma-nma.08.rtf,ma-nma,1,2,855
P16,ma-nma.08.rtf,ma-nma,1,2,797
P22,ma-nma.08.rtf,ma-nma,1,2,779
P37,ma-nma.08.rtf,ma-nma,1,2,758
P13,ma-nma.08.rtf,ma-nma,1,2,757
P20,ma-nma.08.rtf,ma-nma,1,2,724
P07,ma-nma.08.rtf,ma-nma,1,2,723
P17,ma-nma.08.rtf,ma-nma,1,2,723
P26,ma-nma.08.rtf,ma-nma,1,2,674
P03,ma-nma.08.rtf,ma-nma,1,2,650
P09,ma-nma.08.rtf,ma-nma,1,2,645
P30,ma-nma.08.rtf,ma-nma,1,2,645
P02,ma-nma.08.rtf,ma-nma,1,2,611
P34,ma-nma.08.rtf,ma-nma,1,2,610
P33,ma-nma.08.rtf,ma-nma,1,2,601
P29,ma-nma.08.rtf,ma-nma,1,2,567
P10,ma-nma.08.rtf,ma-nma,1,2,552
P36,ma-nma.08.rtf,ma-nma,1,2,518
P14,ma-nma.08.rtf,ma-nma,1,2,464.2
P05,ma-nma.08.rtf,ma-nma,1,2,410
P19,ma-nma.08.rtf,ma-nma,1,2,283
P15,ma-nma.08.rtf,ma-nma,1,2,166
P14,ma-nma.09.rtf,ma-nma,1,2,3246
P32,ma-nma.09.rtf,ma-nma,1,2,1893
P29,ma-nma.09.rtf,ma-nma,1,2,1850
P20,ma-nma.09.rtf,ma-nma,1,2,1789
P37,ma-nma.09.rtf,ma-nma,1,2,1662
P06,ma-nma.09.rtf,ma-nma,1,2,1624
P21,ma-nma.09.rtf,ma-nma,1,2,1623
P01,ma-nma.09.rtf,ma-nma,1,2,1546
P22,ma-nma.09.rtf,ma-nma,1,2,1545
P12,ma-nma.09.rtf,ma-nma,1,2,1461
P31,ma-nma.09.rtf,ma-nma,1,2,1378
P24,ma-nma.09.rtf,ma-nma,1,2,1308
P30,ma-nma.09.rtf,ma-nma,1,2,1286
P11,ma-nma.09.rtf,ma-nma,1,2,1256
P04,ma-nma.09.rtf,ma-nma,1,2,1203
P27,ma-nma.09.rtf,ma-nma,1,2,1159
P16,ma-nma.09.rtf,ma-nma,1,2,1158
P13,ma-nma.09.rtf,ma-nma,1,2,1115
P26,ma-nma.09.rtf,ma-nma,1,2,1062
P18,ma-nma.09.rtf,ma-nma,1,2,1046
P25,ma-nma.09.rtf,ma-nma,1,2,966
P19,ma-nma.09.rtf,ma-nma,1,2,948
P09,ma-nma.09.rtf,ma-nma,1,2,915
P02,ma-nma.09.rtf,ma-nma,1,2,875
P34,ma-nma.09.rtf,ma-nma,1,2,811
P28,ma-nma.09.rtf,ma-nma,1,2,782
P10,ma-nma.09.rtf,ma-nma,1,2,758
P07,ma-nma.09.rtf,ma-nma,1,2,669
P15,ma-nma.09.rtf,ma-nma,1,2,650
P17,ma-nma.09.rtf,ma-nma,1,2,646
P03,ma-nma.09.rtf,ma-nma,1,2,631
P05,ma-nma.09.rtf,ma-nma,1,2,621
P33,ma-nma.09.rtf,ma-nma,1,2,616
P08,ma-nma.09.rtf,ma-nma,1,2,586.5
P36,ma-nma.09.rtf,ma-nma,1,2,371
P23,ma-nma.09.rtf,ma-nma,1,2,241
P35,ma-nma.09.rtf,ma-nma,1,2,239
P11,ma-nma.10.rtf,ma-nma,1,2,2210
P28,ma-nma.10.rtf,ma-nma,1,2,1872
P32,ma-nma.10.rtf,ma-nma,1,2,1745
P26,ma-nma.10.rtf,ma-nma,1,2,1705
P21,ma-nma.10.rtf,ma-nma,1,2,1697
P30,ma-nma.10.rtf,ma-nma,1,2,1501
P24,ma-nma.10.rtf,ma-nma,1,2,1490
P20,ma-nma.10.rtf,ma-nma,1,2,1471
P14,ma-nma.10.rtf,ma-nma,1,2,1378
P08,ma-nma.10.rtf,ma-nma,1,2,1335
P17,ma-nma.10.rtf,ma-nma,1,2,1330
P18,ma-nma.10.rtf,ma-nma,1,2,1306
P25,ma-nma.10.rtf,ma-nma,1,2,1218
P37,ma-nma.10.rtf,ma-nma,1,2,1217
P33,ma-nma.10.rtf,ma-nma,1,2,1163
P15,ma-nma.10.rtf,ma-nma,1,2,1110
P22,ma-nma.10.rtf,ma-nma,1,2,1103
P23,ma-nma.10.rtf,ma-nma,1,2,1102
P27,ma-nma.10.rtf,ma-nma,1,2,1061
P35,ma-nma.10.rtf,ma-nma,1,2,1046
P12,ma-nma.10.rtf,ma-nma,1,2,973
P36,ma-nma.10.rtf,ma-nma,1,2,924
P29,ma-nma.10.rtf,ma-nma,1,2,909
P01,ma-nma.10.rtf,ma-nma,1,2,886
P09,ma-nma.10.rtf,ma-nma,1,2,855
P10,ma-nma.10.rtf,ma-nma,1,2,850
P13,ma-nma.10.rtf,ma-nma,1,2,821
P02,ma-nma.10.rtf,ma-nma,1,2,787
P04,ma-nma.10.rtf,ma-nma,1,2,782
P16,ma-nma.10.rtf,ma-nma,1,2,782
P07,ma-nma.10.rtf,ma-nma,1,2,728
P05,ma-nma.10.rtf,ma-nma,1,2,650
P06,ma-nma.10.rtf,ma-nma,1,2,582
P34,ma-nma.10.rtf,ma-nma,1,2,542
P03,ma-nma.10.rtf,ma-nma,1,2,517
P31,ma-nma.10.rtf,ma-nma,1,2,342
P19,ma-nma.10.rtf,ma-nma,1,2,88
P27,ma-nma.11.rtf,ma-nma,1,2,3080
P06,ma-nma.11.rtf,ma-nma,1,2,2282
P15,ma-nma.11.rtf,ma-nma,1,2,2274
P01,ma-nma.11.rtf,ma-nma,1,2,1923
P32,ma-nma.11.rtf,ma-nma,1,2,1887
P23,ma-nma.11.rtf,ma-nma,1,2,1747
P08,ma-nma.11.rtf,ma-nma,1,2,1662
P37,ma-nma.11.rtf,ma-nma,1,2,1653
P20,ma-nma.11.rtf,ma-nma,1,2,1594
P10,ma-nma.11.rtf,ma-nma,1,2,1569
P18,ma-nma.11.rtf,ma-nma,1,2,1535
P11,ma-nma.11.rtf,ma-nma,1,2,1452
P22,ma-nma.11.rtf,ma-nma,1,2,1389
P33,ma-nma.11.rtf,ma-nma,1,2,1345
P12,ma-nma.11.rtf,ma-nma,1,2,1227
P16,ma-nma.11.rtf,ma-nma,1,2,1159
P28,ma-nma.11.rtf,ma-nma,1,2,1124
P09,ma-nma.11.rtf,ma-nma,1,2,1066
P13,ma-nma.11.rtf,ma-nma,1,2,1066
P30,ma-nma.11.rtf,ma-nma,1,2,1031
P35,ma-nma.11.rtf,ma-nma,1,2,1017
P21,ma-nma.11.rtf,ma-nma,1,2,1002
P24,ma-nma.11.rtf,ma-nma,1,2,951
P07,ma-nma.11.rtf,ma-nma,1,2,948
P29,ma-nma.11.rtf,ma-nma,1,2,904
P04,ma-nma.11.rtf,ma-nma,1,2,816
P26,ma-nma.11.rtf,ma-nma,1,2,810
P05,ma-nma.11.rtf,ma-nma,1,2,767
P19,ma-nma.11.rtf,ma-nma,1,2,733
P02,ma-nma.11.rtf,ma-nma,1,2,581
P34,ma-nma.11.rtf,ma-nma,1,2,547
P36,ma-nma.11.rtf,ma-nma,1,2,528
P31,ma-nma.11.rtf,ma-nma,1,2,499
P03,ma-nma.11.rtf,ma-nma,1,2,430
P17,ma-nma.11.rtf,ma-nma,1,2,342
P14,ma-nma.11.rtf,ma-nma,1,2,283
P25,ma-nma.11.rtf,ma-nma,1,2,251
P22,ma-nma.12.rtf,ma-nma,1,2,3438
P11,ma-nma.12.rtf,ma-nma,1,2,3154
P37,ma-nma.12.rtf,ma-nma,1,2,3116
P32,ma-nma.12.rtf,ma-nma,1,2,2938
P14,ma-nma.12.rtf,ma-nma,1,2,2797
P26,ma-nma.12.rtf,ma-nma,1,2,2632
P20,ma-nma.12.rtf,ma-nma,1,2,2503
P24,ma-nma.12.rtf,ma-nma,1,2,2260
P27,ma-nma.12.rtf,ma-nma,1,2,2249
P13,ma-nma.12.rtf,ma-nma,1,2,1912
P12,ma-nma.12.rtf,ma-nma,1,2,1887
P34,ma-nma.12.rtf,ma-nma,1,2,1809
P01,ma-nma.12.rtf,ma-nma,1,2,1725
P16,ma-nma.12.rtf,ma-nma,1,2,1609
P18,ma-nma.12.rtf,ma-nma,1,2,1452
P09,ma-nma.12.rtf,ma-nma,1,2,1433
P07,ma-nma.12.rtf,ma-nma,1,2,1427
P06,ma-nma.12.rtf,ma-nma,1,2,1364
P08,ma-nma.12.rtf,ma-nma,1,2,1364
P25,ma-nma.12.rtf,ma-nma,1,2,1328
P31,ma-nma.12.rtf,ma-nma,1,2,1300
P17,ma-nma.12.rtf,ma-nma,1,2,1291
P04,ma-nma.12.rtf,ma-nma,1,2,1183
P10,ma-nma.12.rtf,ma-nma,1,2,1163
P05,ma-nma.12.rtf,ma-nma,1,2,1100
P36,ma-nma.12.rtf,ma-nma,1,2,1056
P15,ma-nma.12.rtf,ma-nma,1,2,1026
P21,ma-nma.12.rtf,ma-nma,1,2,997
P28,ma-nma.12.rtf,ma-nma,1,2,993
P23,ma-nma.12.rtf,ma-nma,1,2,872
P29,ma-nma.12.rtf,ma-nma,1,2,855
P30,ma-nma.12.rtf,ma-nma,1,2,684
P35,ma-nma.12.rtf,ma-nma,1,2,591
P19,ma-nma.12.rtf,ma-nma,1,2,523
P02,ma-nma.12.rtf,ma-nma,1,2,469
P03,ma-nma.12.rtf,ma-nma,1,2,308
P33,ma-nma.12.rtf,ma-nma,1,2,185
P14,nma-ma.01.rtf,nma-ma,1,1,2523
P37,nma-ma.01.rtf,nma-ma,1,1,2307
P06,nma-ma.01.rtf,nma-ma,1,1,2171
P32,nma-ma.01.rtf,nma-ma,1,1,1710
P11,nma-ma.01.rtf,nma-ma,1,1,1677
P20,nma-ma.01.rtf,nma-ma,1,1,1497
P18,nma-ma.01.rtf,nma-ma,1,1,1414
P21,nma-ma.01.rtf,nma-ma,1,1,1374
P05,nma-ma.01.rtf,nma-ma,1,1,1359
P25,nma-ma.01.rtf,nma-ma,1,1,1329
P35,nma-ma.01.rtf,nma-ma,1,1,1266
P24,nma-ma.01.rtf,nma-ma,1,1,1187
P01,nma-ma.01.rtf,nma-ma,1,1,1182
P16,nma-ma.01.rtf,nma-ma,1,1,1159
P33,nma-ma.01.rtf,nma-ma,1,1,1134
P12,nma-ma.01.rtf,nma-ma,1,1,1120
P23,nma-ma.01.rtf,nma-ma,1,1,1106
P15,nma-ma.01.rtf,nma-ma,1,1,1042
P10,nma-ma.01.rtf,nma-ma,1,1,1016
P31,nma-ma.01.rtf,nma-ma,1,1,1012
P19,nma-ma.01.rtf,nma-ma,1,1,899
P22,nma-ma.01.rtf,nma-ma,1,1,890
P29,nma-ma.01.rtf,nma-ma,1,1,836
P34,nma-ma.01.rtf,nma-ma,1,1,821
P08,nma-ma.01.rtf,nma-ma,1,1,797
P30,nma-ma.01.rtf,nma-ma,1,1,773
P13,nma-ma.01.rtf,nma-ma,1,1,679
P04,nma-ma.01.rtf,nma-ma,1,1,434
P09,nma-ma.01.rtf,nma-ma,1,1,425
P27,nma-ma.01.rtf,nma-ma,1,1,376
P36,nma-ma.01.rtf,nma-ma,1,1,376
P02,nma-ma.01.rtf,nma-ma,1,1,347
P17,nma-ma.01.rtf,nma-ma,1,1,318
P03,nma-ma.01.rtf,nma-ma,1,1,298
P28,nma-ma.01.rtf,nma-ma,1,1,224
P26,nma-ma.01.rtf,nma-ma,1,1,105
P07,nma-ma.01.rtf,nma-ma,1,1,58
P14,nma-ma.02.rtf,nma-ma,1,1,2680
P23,nma-ma.02.rtf,nma-ma,1,1,2601
P32,nma-ma.02.rtf,nma-ma,1,1,2508
P21,nma-ma.02.rtf,nma-ma,1,1,2331
P25,nma-ma.02.rtf,nma-ma,1,1,2270
P06,nma-ma.02.rtf,nma-ma,1,1,2247
P31,nma-ma.02.rtf,nma-ma,1,1,1936
P12,nma-ma.02.rtf,nma-ma,1,1,1859
P27,nma-ma.02.rtf,nma-ma,1,1,1848
P17,nma-ma.02.rtf,nma-ma,1,1,1738
P15,nma-ma.02.rtf,nma-ma,1,1,1677
P20,nma-ma.02.rtf,nma-ma,1,1,1638
P01,nma-ma.02.rtf,nma-ma,1,1,1617
P28,nma-ma.02.rtf,nma-ma,1,1,1525
P29,nma-ma.02.rtf,nma-ma,1,1,1525
P37,nma-ma.02.rtf,nma-ma,1,1,1511
P35,nma-ma.02.rtf,nma-ma,1,1,1418
P24,nma-ma.02.rtf,nma-ma,1,1,1399
P34,nma-ma.02.rtf,nma-ma,1,1,1286
P26,nma-ma.02.rtf,nma-ma,1,1,1233
P11,nma-ma.02.rtf,nma-ma,1,1,1188
P13,nma-ma.02.rtf,nma-ma,1,1,1188
P18,nma-ma.02.rtf,nma-ma,1,1,1178
P30,nma-ma.02.rtf,nma-ma,1,1,1124
P04,nma-ma.02.rtf,nma-ma,1,1,1109
P22,nma-ma.02.rtf,nma-ma,1,1,1041
P02,nma-ma.02.rtf,nma-ma,1,1,997
P08,nma-ma.02.rtf,nma-ma,1,1,992
P16,nma-ma.02.rtf,nma-ma,1,1,977
P07,nma-ma.02.rtf,nma-ma,1,1,738
P03,nma-ma.02.rtf,nma-ma,1,1,714
P33,nma-ma.02.rtf,nma-ma,1,1,586
P05,nma-ma.02.rtf,nma-ma,1,1,573
P09,nma-ma.02.rtf,nma-ma,1,1,572
P10,nma-ma.02.rtf,nma-ma,1,1,547
P36,nma-ma.02.rtf,nma-ma,1,1,489
P19,nma-ma.02.rtf,nma-ma,1,1,352
P32,nma-ma.03.rtf,nma-ma,1,1,2885
P12,nma-ma.03.rtf,nma-ma,1,1,2102
P15,nma-ma.03.rtf,nma-ma,1,1,2093
P01,nma-ma.03.rtf,nma-ma,1,1,2003
P35,nma-ma.03.rtf,nma-ma,1,1,1716
P22,nma-ma.03.rtf,nma-ma,1,1,1651
P13,nma-ma.03.rtf,nma-ma,1,1,1594
P27,nma-ma.03.rtf,nma-ma,1,1,1525
P26,nma-ma.03.rtf,nma-ma,1,1,1455
P24,nma-ma.03.rtf,nma-ma,1,1,1374
P18,nma-ma.03.rtf,nma-ma,1,1,1364
P23,nma-ma.03.rtf,nma-ma,1,1,1339
P37,nma-ma.03.rtf,nma-ma,1,1,1329
P19,nma-ma.03.rtf,nma-ma,1,1,1315
P06,nma-ma.03.rtf,nma-ma,1,1,1285
P02,nma-ma.03.rtf,nma-ma,1,1,1281
P25,nma-ma.03.rtf,nma-ma,1,1,1208
P33,nma-ma.03.rtf,nma-ma,1,1,1203
P10,nma-ma.03.rtf,nma-ma,1,1,1183
P31,nma-ma.03.rtf,nma-ma,1,1,1183
P21,nma-ma.03.rtf,nma-ma,1,1,1134
P04,nma-ma.03.rtf,nma-ma,1,1,1076
P08,nma-ma.03.rtf,nma-ma,1,1,1061
P14,nma-ma.03.rtf,nma-ma,1,1,1017
P16,nma-ma.03.rtf,nma-ma,1,1,1012
P29,nma-ma.03.rtf,nma-ma,1,1,993
P34,nma-ma.03.rtf,nma-ma,1,1,968
P11,nma-ma.03.rtf,nma-ma,1,1,938
P17,nma-ma.03.rtf,nma-ma,1,1,866
P07,nma-ma.03.rtf,nma-ma,1,1,777
P28,nma-ma.03.rtf,nma-ma,1,1,762
P30,nma-ma.03.rtf,nma-ma,1,1,685
P20,nma-ma.03.rtf,nma-ma,1,1,670
P05,nma-ma.03.rtf,nma-ma,1,1,562
P36,nma-ma.03.rtf,nma-ma,1,1,484
P09,nma-ma.03.rtf,nma-ma,1,1,322
P03,nma-ma.03.rtf,nma-ma,1,1,53
P27,nma-ma.04.rtf,nma-ma,1,1,3325
P11,nma-ma.04.rtf,nma-ma,1,1,2771
P25,nma-ma.04.rtf,nma-ma,1,1,2506
P32,nma-ma.04.rtf,nma-ma,1,1,2366
P08,nma-ma.04.rtf,nma-ma,1,1,2352
P24,nma-ma.04.rtf,nma-ma,1,1,1872
P31,nma-ma.04.rtf,nma-ma,1,1,1648
P06,nma-ma.04.rtf,nma-ma,1,1,1545
P16,nma-ma.04.rtf,nma-ma,1,1,1486
P04,nma-ma.04.rtf,nma-ma,1,1,1476
P33,nma-ma.04.rtf,nma-ma,1,1,1476
P09,nma-ma.04.rtf,nma-ma,1,1,1422
P20,nma-ma.04.rtf,nma-ma,1,1,1408
P13,nma-ma.04.rtf,nma-ma,1,1,1252
P21,nma-ma.04.rtf,nma-ma,1,1,1198
P01,nma-ma.04.rtf,nma-ma,1,1,1177
P37,nma-ma.04.rtf,nma-ma,1,1,1154
P07,nma-ma.04.rtf,nma-ma,1,1,1144
P15,nma-ma.04.rtf,nma-ma,1,1,1124
P35,nma-ma.04.rtf,nma-ma,1,1,1100
P05,nma-ma.04.rtf,nma-ma,1,1,1080
P26,nma-ma.04.rtf,nma-ma,1,1,1026
P17,nma-ma.04.rtf,nma-ma,1,1,934
P14,nma-ma.04.rtf,nma-ma,1,1,899
P22,nma-ma.04.rtf,nma-ma,1,1,895
P34,nma-ma.04.rtf,nma-ma,1,1,880
P19,nma-ma.04.rtf,nma-ma,1,1,860
P36,nma-ma.04.rtf,nma-ma,1,1,684
P12,nma-ma.04.rtf,nma-ma,1,1,615
P30,nma-ma.04.rtf,nma-ma,1,1,610
P28,nma-ma.04.rtf,nma-ma,1,1,558
P10,nma-ma.04.rtf,nma-ma,1,1,547
P29,nma-ma.04.rtf,nma-ma,1,1,381
P02,nma-ma.04.rtf,nma-ma,1,1,269
P23,nma-ma.04.rtf,nma-ma,1,1,241
P03,nma-ma.04.rtf,nma-ma,1,1,191
P18,nma-ma.04.rtf,nma-ma,1,1,176
P12,nma-ma.05.rtf,nma-ma,1,1,3226
P16,nma-ma.05.rtf,nma-ma,1,1,2098
